function,case,real,group,tc,av,bp,pass,cycles_last_gate,cycles_done,first_source_to_last_gate,words,bytes,source_words,U_words,V_words,A_words,tau_words,config_words,U_updates,V_updates,A_updates,A_scalar_mac,U_cache_reads,zero_source_words,Z_writes,scratch_writes,req_stall,out_stall,phase0,phase1,phase2,phase3,phase4,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16,state17,state18,state19,state20,state21,state22,state23,state24,state25,state26,state27,state28,state29,state30,state31,state32,state33,state34,state35,state36,state37,state38,state39,state40,state41,state42,state43,state44,state45,state46,state47,state48,state49,state50,state51,state52,state53,state54,state55,state56,state57,state58,state59,state60,state61,state62,state63
regional_r96_a48,capture0_group609,1,609,1,1,0,0,142374,142375,142048,4394,70304,288,3155,576,13,360,2,10692,23040,816,6523,5048,233,10932,240,0,0,84,64224,74328,3697,42,1,4394,4394,1,1,1,1,13,13,24,240,1153,288,4650,11989,3155,14478,10692,10692,1,12,588,576,480,23520,23040,23040,0,0,1,240,2400,816,240,360,360,480,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regional_r96_a48,capture0_group609,1,609,1,1,1,0,153245,153247,152883,4394,70304,288,3155,576,13,360,2,10692,23040,816,6523,5048,233,10932,240,1604,15,120,72703,76669,3697,58,1,5998,13646,1,1,1,1,13,13,24,240,1153,288,4650,11989,3155,14478,10692,10692,1,12,588,576,480,23520,23040,23040,0,0,1,240,2400,816,240,360,360,480,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regional_r96_a48,capture0_group914,1,914,0,0,0,0,131760,131761,131218,3079,49264,288,1840,576,13,360,2,11224,15492,1476,11808,2944,496,11704,480,0,0,60,57642,65341,8676,42,1,3079,3079,1,1,1,1,13,13,0,480,1153,288,5280,7728,1840,14168,11224,11224,1,12,588,576,480,23520,23040,15492,480,1,0,480,4800,1476,480,360,360,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regional_r96_a48,capture0_group914,1,914,0,0,1,0,139117,139118,138539,3079,49264,288,1840,576,13,360,2,11224,15492,1476,11808,2944,496,11704,480,1153,14,96,62700,66732,9534,56,1,4232,9269,1,1,1,1,13,13,0,480,1153,288,5280,7728,1840,14168,11224,11224,1,12,588,576,480,23520,23040,15492,480,1,0,480,4800,1476,480,360,360,0,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regional_r96_a48,capture0_group914,1,914,0,1,0,0,137216,137217,136674,3079,49264,288,1840,576,13,360,2,11224,23040,984,5892,2944,496,11704,480,0,0,60,57642,74328,5145,42,1,3079,3079,1,1,1,1,13,13,0,480,1153,288,5280,7728,1840,14168,11224,11224,1,12,588,576,480,23520,23040,23040,0,0,1,480,3200,984,480,360,360,480,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regional_r96_a48,capture0_group914,1,914,0,1,1,0,144650,144651,144072,3079,49264,288,1840,576,13,360,2,11224,23040,984,5892,2944,496,11704,480,1236,15,96,62700,76653,5145,57,1,4315,9262,1,1,1,1,13,13,0,480,1153,288,5280,7728,1840,14168,11224,11224,1,12,588,576,480,23520,23040,23040,0,0,1,480,3200,984,480,360,360,480,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regional_r96_a48,capture0_group914,1,914,1,0,0,0,119446,119447,119120,3079,49264,288,1840,576,13,360,2,8418,15492,1476,11808,2944,496,8658,480,0,0,84,45304,65341,8676,42,1,3079,3079,1,1,1,1,13,13,24,240,1153,288,3072,6992,1840,10626,8418,8418,1,12,588,576,480,23520,23040,15492,480,1,0,480,4800,1476,480,360,360,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regional_r96_a48,capture0_group914,1,914,1,0,1,0,126852,126853,126490,3079,49264,288,1840,576,13,360,2,8418,15492,1476,11808,2944,496,8658,480,1107,15,120,50409,66727,9540,57,1,4186,9363,1,1,1,1,13,13,24,240,1153,288,3072,6992,1840,10626,8418,8418,1,12,588,576,480,23520,23040,15492,480,1,0,480,4800,1476,480,360,360,0,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regional_r96_a48,capture0_group914,1,914,1,1,0,0,123376,123377,123050,3079,49264,288,1840,576,13,360,2,8418,23040,738,5892,2944,496,8658,240,0,0,84,45304,74328,3619,42,1,3079,3079,1,1,1,1,13,13,24,240,1153,288,3072,6992,1840,10626,8418,8418,1,12,588,576,480,23520,23040,23040,0,0,1,240,2400,738,240,360,360,480,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regional_r96_a48,capture0_group914,1,914,1,1,1,0,130878,130879,130516,3079,49264,288,1840,576,13,360,2,8418,23040,738,5892,2944,496,8658,240,1216,13,120,50409,76676,3619,55,1,4295,9352,1,1,1,1,13,13,24,240,1153,288,3072,6992,1840,10626,8418,8418,1,12,588,576,480,23520,23040,23040,0,0,1,240,2400,738,240,360,360,480,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
