function,case,real,group,tc,av,bp,pass,cycles_last_gate,cycles_done,first_source_to_last_gate,words,bytes,source_words,U_words,V_words,A_words,tau_words,config_words,U_updates,V_updates,A_updates,A_scalar_mac,U_cache_reads,zero_source_words,Z_writes,scratch_writes,req_stall,out_stall,phase0,phase1,phase2,phase3,phase4,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16,state17,state18,state19,state20,state21,state22,state23,state24,state25,state26,state27,state28,state29,state30,state31,state32,state33,state34,state35,state36,state37,state38,state39,state40,state41,state42,state43,state44,state45,state46,state47,state48,state49,state50,state51,state52,state53,state54,state55,state56,state57,state58,state59,state60,state61,state62,state63
ordinary_r32,capture0_group0,1,0,0,0,0,0,72300,72301,72078,1479,23664,288,432,384,13,360,2,3612,10728,1488,11904,864,648,3772,480,0,0,61,19062,44449,8688,41,1,1479,1479,1,1,1,1,13,13,0,160,1153,288,1728,2160,432,4476,3612,3612,1,12,396,384,480,15840,15360,10728,480,1,0,480,4800,1488,480,360,360,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ordinary_r32,capture0_group0,1,0,0,0,1,0,75887,75888,75629,1479,23664,288,432,384,13,360,2,3612,10728,1488,11904,864,648,3772,480,465,15,96,20821,45361,9553,57,1,1944,4586,1,1,1,1,13,13,0,160,1153,288,1728,2160,432,4476,3612,3612,1,12,396,384,480,15840,15360,10728,480,1,0,480,4800,1488,480,360,360,0,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ordinary_r32,capture0_group0,1,0,0,1,0,0,72100,72101,71878,1479,23664,288,432,384,13,360,2,3612,15360,496,3966,864,648,3772,160,0,0,60,19062,50520,2417,42,1,1479,1479,1,1,1,1,13,13,0,160,1153,288,1728,2160,432,4476,3612,3612,1,12,396,384,480,15840,15360,15360,0,0,1,160,1600,496,160,360,360,480,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ordinary_r32,capture0_group0,1,0,0,1,1,0,75642,75643,75384,1479,23664,288,432,384,13,360,2,3612,15360,496,3966,864,648,3772,160,488,15,96,20821,52252,2417,57,1,1967,4518,1,1,1,1,13,13,0,160,1153,288,1728,2160,432,4476,3612,3612,1,12,396,384,480,15840,15360,15360,0,0,1,160,1600,496,160,360,360,480,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ordinary_r32,capture0_group305,1,305,0,0,0,0,82824,82825,82602,1977,31632,288,930,384,13,360,2,5524,9576,1452,11616,1860,399,5684,480,0,0,60,30774,43297,8652,42,1,1977,1977,1,1,1,1,13,13,0,160,1153,288,2724,4650,930,7384,5524,5524,1,12,396,384,480,15840,15360,9576,480,1,0,480,4800,1452,480,360,360,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ordinary_r32,capture0_group305,1,305,0,0,1,0,87578,87579,87320,1977,31632,288,930,384,13,360,2,5524,9576,1452,11616,1860,399,5684,480,692,15,96,33697,44205,9524,57,1,2669,6024,1,1,1,1,13,13,0,160,1153,288,2724,4650,930,7384,5524,5524,1,12,396,384,480,15840,15360,9576,480,1,0,480,4800,1452,480,360,360,0,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ordinary_r32,capture0_group305,1,305,0,1,0,0,83800,83801,83578,1977,31632,288,930,384,13,360,2,5524,15360,484,3870,1860,399,5684,160,0,0,60,30774,50520,2405,42,1,1977,1977,1,1,1,1,13,13,0,160,1153,288,2724,4650,930,7384,5524,5524,1,12,396,384,480,15840,15360,15360,0,0,1,160,1600,484,160,360,360,480,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ordinary_r32,capture0_group305,1,305,0,1,1,0,88494,88495,88236,1977,31632,288,930,384,13,360,2,5524,15360,484,3870,1860,399,5684,160,677,15,96,33697,52240,2405,57,1,2654,5979,1,1,1,1,13,13,0,160,1153,288,2724,4650,930,7384,5524,5524,1,12,396,384,480,15840,15360,15360,0,0,1,160,1600,484,160,360,360,480,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ordinary_r32,capture0_group609,1,609,0,0,0,0,97548,97549,97326,2309,36944,288,1262,384,13,360,2,7128,15324,1632,13056,2524,233,7288,480,0,0,60,39570,49045,8832,42,1,2309,2309,1,1,1,1,13,13,0,160,1153,288,3388,6310,1262,9652,7128,7128,1,12,396,384,480,15840,15360,15324,480,1,0,480,4800,1632,480,360,360,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ordinary_r32,capture0_group609,1,609,0,0,1,0,103059,103060,102801,2309,36944,288,1262,384,13,360,2,7128,15324,1632,13056,2524,233,7288,480,770,13,96,43224,49962,9723,55,1,3079,7037,1,1,1,1,13,13,0,160,1153,288,3388,6310,1262,9652,7128,7128,1,12,396,384,480,15840,15360,15324,480,1,0,480,4800,1632,480,360,360,0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
