layer,calls,spikes,elements,firing_rate,mean_call_firing_rate
sttmultires_unet.decoders.0.sn,40,15840200,66355200,0.2387182918595679,0.23871829185956783
sttmultires_unet.decoders.1.sn,40,25099570,133056000,0.18863914442039442,0.18863914442039442
sttmultires_unet.decoders.2.sn,40,40916780,266803200,0.15335940498464787,0.15335940498464787
sttmultires_unet.decoders.3.sn,40,127714361,536371200,0.23810816277980623,0.2381081627798062
sttmultires_unet.encoders.swin3d.layers.0.downsample.sn,40,55394810,265420800,0.20870561011043595,0.20870561011043595
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.attn_sn,40,0,273715200,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.proj_sn,40,42173345,273715200,0.15407746811284137,0.15407746811284137
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.sn2_q,40,540347,8553600,0.06317188084549195,0.06317188084549195
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.sn_k,40,20543533,273715200,0.07505441056981856,0.07505441056981858
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.sn_q,40,2366621,273715200,0.008646290012392442,0.008646290012392444
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.mlp.sn1,40,50950190,265420800,0.19196004985291282,0.1919600498529128
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.mlp.sn2,40,58878916,1061683200,0.0554580839180652,0.055458083918065205
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.attn_sn,40,0,273715200,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.proj_sn,40,30049915,273715200,0.10978533526819118,0.10978533526819115
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.sn2_q,40,260874,8553600,0.030498737373737372,0.03049873737373738
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.sn_k,40,14842601,273715200,0.05422644047535541,0.054226440475355395
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.sn_q,40,13696456,273715200,0.050039077113729895,0.050039077113729916
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.mlp.sn1,40,54783590,265420800,0.2064027762707369,0.20640277627073686
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.mlp.sn2,40,70728570,1061683200,0.06661927964952256,0.06661927964952256
sttmultires_unet.encoders.swin3d.layers.1.downsample.sn,40,20640799,132710400,0.15553264099874614,0.1555326409987462
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.attn.attn_sn,40,0,149299200,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.attn.proj_sn,40,4056873,149299200,0.027172771186985595,0.027172771186985595
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.attn.sn2_q,40,0,4665600,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.attn.sn_k,40,1,149299200,6.697959533607682e-09,6.697959533607682e-09
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.attn.sn_q,40,1083028,149299200,0.00725407771776406,0.007254077717764061
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.mlp.sn1,40,7693163,132710400,0.05796955626687886,0.057969556266878865
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.mlp.sn2,40,27276566,530841600,0.051383625548562885,0.05138362554856287
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.attn.attn_sn,40,0,149299200,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.attn.proj_sn,40,5524875,149299200,0.03700538917824074,0.03700538917824074
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.attn.sn2_q,40,419786,4665600,0.0899747085048011,0.08997470850480112
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.attn.sn_k,40,5139081,149299200,0.0344213565779321,0.0344213565779321
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.attn.sn_q,40,2074792,149299200,0.01389687285665295,0.013896872856652948
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.mlp.sn1,40,16187226,132710400,0.1219740577980324,0.12197405779803235
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.mlp.sn2,40,30099048,530841600,0.056700620298032404,0.0567006202980324
sttmultires_unet.encoders.swin3d.layers.2.downsample.sn,40,18406453,66355200,0.27739277404031637,0.2773927740403164
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.0.attn.attn_sn,40,0,74649600,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.0.attn.proj_sn,40,2656704,74649600,0.03558899176954732,0.03558899176954732
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.0.attn.sn2_q,40,444723,2332800,0.19063914609053498,0.190639146090535
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.0.attn.sn_k,40,2126305,74649600,0.028483809692215364,0.028483809692215374
