function,case,real,mode,bp,pass,hblocks,cycles_to_last_gate,cycles_to_done,first_X_request_to_last_gate,dictionary_load_cycles,source_phase_cycles,backend_phase_cycles,backend_boot_cycles,backend_fc_cycles,backend_psn_cycles,words,bytes,dictionary_words,source_config_words,source_X_words,source_graph_words,source_prefetch_words,backend_config_words,backend_coeff_words,source_produced_pairs,source_scalar_mac,backend_vector_mac,backend_vector_updates,bridge_writes,bridge_reads,req_stall,out_stall,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,backend_mode,frontier,source_channel_refs
response_class,train8,1,2,1,0,4,70130,70132,69990,52,43717,26361,5956,3779,15338,13056,208896,12,672,3750,4474,3534,1588,2560,13850,138500,10440,3700,1920,1280,4260,510,1,16,36,32,41765,1920,4,7236,19121,1,4,1,2356
response_class,train8,1,3,0,0,4,62355,62357,62283,24,39311,23020,3176,3728,14828,13090,209440,12,672,3674,4584,4167,1588,2560,18370,183700,10440,3700,1920,1280,0,0,1,12,12,32,37359,1920,4,4456,18560,1,4,0,1837
response_class,train8,1,3,1,0,4,74101,74103,73963,52,47704,26345,5957,3773,15327,13089,209424,12,672,3674,4583,4167,1588,2560,18370,183700,10440,3700,1920,1280,4342,499,1,16,36,32,45752,1920,4,7237,19104,1,4,0,1837
response_class,train8,1,3,0,0,4,58278,58280,58206,24,35234,23020,3176,3728,14828,12971,207536,12,672,3734,4405,3450,1588,2560,13814,138140,10440,3700,1920,1280,0,0,1,12,12,32,33282,1920,4,4456,18560,1,4,1,2334
response_class,train8,1,3,1,0,4,69965,69969,69827,52,43568,26345,5941,3773,15343,12968,207488,12,672,3734,4402,3449,1588,2560,13814,138140,10440,3700,1920,1280,4142,515,1,16,36,32,41616,1920,4,7221,19120,3,4,1,2334
response_class,train9,1,1,0,0,4,64500,64502,64412,24,41856,22620,3176,3396,14760,9120,145920,12,960,4096,0,3712,1588,2464,20480,204800,10400,3368,1920,1280,0,0,1,12,12,32,39904,1920,4,4456,18160,1,4,0,2048
response_class,train9,1,1,1,0,4,70658,70660,70494,52,44598,26008,5960,3437,15323,9120,145920,12,960,4096,0,3712,1588,2464,20480,204800,10400,3368,1920,1280,3040,563,1,16,36,32,42646,1920,4,7240,18764,1,4,0,2048
response_class,train9,1,2,0,0,4,61484,61486,61412,24,38840,22620,3176,3396,14760,12924,206784,12,672,3626,4562,4145,1588,2464,18130,181300,10400,3368,1920,1280,0,0,1,12,12,32,36888,1920,4,4456,18160,1,4,0,1813
response_class,train9,1,2,1,0,4,73056,73058,72916,52,46983,26021,5969,3437,15327,12924,206784,12,672,3626,4562,4145,1588,2464,18130,181300,10400,3368,1920,1280,4182,567,1,16,36,32,45031,1920,4,7249,18768,1,4,0,1813
response_class,train9,1,2,0,0,4,57735,57737,57663,24,35091,22620,3176,3396,14760,12850,205600,12,672,3692,4422,3520,1588,2464,13727,137270,10400,3368,1920,1280,0,0,1,12,12,32,33139,1920,4,4456,18160,1,4,1,2335
