function,case,real,mode,bp,pass,hblocks,cycles_to_last_gate,cycles_to_done,first_X_request_to_last_gate,dictionary_load_cycles,source_phase_cycles,backend_phase_cycles,backend_boot_cycles,backend_fc_cycles,backend_psn_cycles,words,bytes,dictionary_words,source_config_words,source_X_words,source_graph_words,source_prefetch_words,backend_config_words,backend_coeff_words,source_channels,source_scalar_mac,backend_vector_mac,backend_vector_updates,bridge_writes,bridge_reads,req_stall,out_stall,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9
response_class,train0,1,0,0,0,1,48549,48551,48461,24,41856,6669,764,2471,3112,5834,93344,12,960,4096,0,3712,382,384,2048,204800,2060,2463,1920,320,0,0,1,12,12,32,39904,1920,1,1084,5584,1
response_class,train0,1,0,1,0,1,52157,52159,51993,52,44598,7507,1456,2476,3253,5834,93344,12,960,4096,0,3712,382,384,2048,204800,2060,2463,1920,320,1967,141,1,16,36,32,42646,1920,1,1776,5730,1
response_class,train0,1,1,0,0,1,46822,46824,46734,24,41856,4942,788,720,3112,6086,97376,12,960,4096,0,3712,394,624,2048,204800,2060,713,1920,320,0,0,1,12,12,32,39904,1920,1,1108,3833,1
response_class,train0,1,1,1,0,1,50441,50443,50277,52,44598,5791,1483,734,3252,6086,97376,12,960,4096,0,3712,394,624,2048,204800,2060,713,1920,320,2038,140,1,16,36,32,42646,1920,1,1803,3987,1
response_class,train0,1,2,0,0,1,41275,41277,41203,24,36309,4942,788,720,3112,8875,142000,12,672,3380,3793,3481,394,624,1690,169000,2060,713,1920,320,0,0,1,12,12,32,34357,1920,1,1108,3833,1
response_class,train0,1,2,1,0,1,49627,49629,49487,52,43788,5787,1483,734,3248,8875,142000,12,672,3380,3793,3481,394,624,1690,169000,2060,713,1920,320,2814,136,1,16,36,32,41836,1920,1,1803,3983,1
response_class,train0,1,3,0,0,1,41237,41239,41165,24,36271,4942,788,720,3112,8772,140352,12,672,3376,3750,3436,394,568,1688,168800,2060,713,1920,320,0,0,1,12,12,32,34319,1920,1,1108,3833,1
response_class,train0,1,3,1,0,1,49693,49695,49562,52,43852,5789,1482,730,3255,8772,140352,12,672,3376,3750,3436,394,568,1688,168800,2060,713,1920,320,2776,143,1,16,36,32,41900,1920,1,1802,3986,1
