case	real	time	intersection	reduce	stress	cycles_through_done_handshake	last_gate	source_reads	w_reads	w_zero	packets	events	commits	source_req_wait	w_req_wait	w_response_wait	output_wait	barrier_wait	psn_issues	nr_peak	w_pending_peak	w_accept_peak	source_accept_peak	first_tile0	first_tile1	w_metadata_reads	w_value_reads	compare_active_PE_beats	weight_pointer_advances_without_value	nrv_skips	nnz_tile0	nnz_tile1	image_bytes_tile0	image_bytes_tile1	frontend_load_beats	configuration_beats
v000_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	0	0	1	7717	7710	288	2986	40	740	11338	7373	48	961	0	26	4	2400	2	4	3	4	1	0	0	2986	0	0	0	377	381	384	384	0	95
v000_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	0	1	0	2749	2742	288	2986	40	740	11338	7373	0	0	0	0	0	2400	2	4	4	4	0	0	0	2986	0	0	0	377	381	384	384	0	95
v000_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	0	1	1	7717	7710	288	2986	40	740	11338	7373	48	961	0	13	4	2400	2	4	3	4	1	0	0	2986	0	0	0	377	381	384	384	0	95
v000_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	1	0	0	7249	7242	288	9026	0	740	11338	7373	0	0	0	0	0	2400	2	4	4	4	0	0	6080	2946	10763	86	40	377	381	1133	1145	0	95
v000_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	1	0	1	22689	22682	288	9026	0	740	11338	7373	35	3052	0	43	13	2400	1	4	3	4	1	0	6080	2946	17898	86	40	377	381	1133	1145	0	95
v000_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	1	1	0	7249	7242	288	9026	0	740	11338	7373	0	0	0	0	0	2400	2	4	4	4	0	0	6080	2946	10763	86	40	377	381	1133	1145	0	95
v000_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	1	1	1	22689	22682	288	9026	0	740	11338	7373	35	3052	0	40	10	2400	1	4	3	4	1	0	6080	2946	17898	86	40	377	381	1133	1145	0	95
v000_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	2	0	0	2826	2819	288	3042	0	740	11338	7373	0	0	0	0	0	2400	2	4	4	4	0	0	96	2946	0	0	40	377	381	425	429	72	95
v000_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	2	0	1	7900	7893	288	3042	0	740	11338	7373	45	1026	0	30	5	2400	2	4	4	4	1	0	96	2946	0	0	40	377	381	425	429	241	95
v000_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	2	1	0	2818	2811	288	3042	0	740	11338	7373	0	0	0	0	0	2400	2	4	4	4	0	0	96	2946	0	0	40	377	381	425	429	72	95
v000_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	2	1	1	7900	7893	288	3042	0	740	11338	7373	45	1026	0	25	5	2400	2	4	4	4	1	0	96	2946	0	0	40	377	381	425	429	241	95
v000_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	3	0	0	2757	2750	288	2990	40	740	11338	7373	0	0	0	0	0	2400	2	4	4	4	0	0	4	2986	0	0	0	377	381	386	386	3	95
v000_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	3	0	1	7748	7741	288	2990	40	740	11338	7373	43	959	0	24	5	2400	2	4	3	4	1	0	4	2986	0	0	0	377	381	386	386	12	95
v000_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	3	1	0	2749	2742	288	2990	40	740	11338	7373	0	0	0	0	0	2400	2	4	4	4	0	0	4	2986	0	0	0	377	381	386	386	3	95
v000_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	3	1	1	7748	7741	288	2990	40	740	11338	7373	43	959	0	27	5	2400	2	4	3	4	1	0	4	2986	0	0	0	377	381	386	386	12	95
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_class	1	0	0	0	0	2751	2744	288	2868	43	709	7206	5765	0	0	0	0	6	2560	2	4	4	4	2	2	0	2868	0	0	0	381	376	384	384	0	100
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_class	1	0	0	0	1	7501	7494	288	2868	43	709	7206	5765	33	933	0	65	9	2560	2	4	3	4	0	4	0	2868	0	0	0	381	376	384	384	0	100
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_class	1	0	0	1	0	2750	2743	288	2868	43	709	7206	5765	0	0	0	0	7	2560	2	4	4	4	1	3	0	2868	0	0	0	381	376	384	384	0	100
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_class	1	0	0	1	1	7501	7494	288	2868	43	709	7206	5765	33	933	0	67	12	2560	2	4	3	4	1	3	0	2868	0	0	0	381	376	384	384	0	100
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_class	1	0	1	0	0	7162	7155	288	8897	0	709	7206	5765	0	0	0	0	7	2560	2	4	4	4	1	3	6072	2825	10074	203	43	381	376	1145	1130	0	100
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_class	1	0	1	0	1	22454	22447	288	8897	0	709	7206	5765	44	2955	0	53	12	2560	1	4	4	4	0	4	6072	2825	17413	203	43	381	376	1145	1130	0	100
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_class	1	0	1	1	0	7162	7155	288	8897	0	709	7206	5765	0	0	0	0	7	2560	2	4	4	4	1	3	6072	2825	10074	203	43	381	376	1145	1130	0	100
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_class	1	0	1	1	1	22454	22447	288	8897	0	709	7206	5765	44	2955	0	55	12	2560	1	4	4	4	1	3	6072	2825	17413	203	43	381	376	1145	1130	0	100
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_class	1	0	2	0	0	2824	2817	288	2921	0	709	7206	5765	0	0	0	0	6	2560	2	4	4	4	2	2	96	2825	0	0	43	381	376	429	424	72	100
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_class	1	0	2	0	1	7672	7665	288	2921	0	709	7206	5765	46	967	0	55	12	2560	2	4	4	4	0	4	96	2825	0	0	43	381	376	429	424	235	100
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_class	1	0	2	1	0	2823	2816	288	2921	0	709	7206	5765	0	0	0	0	7	2560	2	4	4	4	1	3	96	2825	0	0	43	381	376	429	424	72	100
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_class	1	0	2	1	1	7672	7665	288	2921	0	709	7206	5765	46	967	0	57	12	2560	2	4	4	4	1	3	96	2825	0	0	43	381	376	429	424	235	100
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_class	1	0	3	0	0	2751	2744	288	2872	43	709	7206	5765	0	0	0	0	6	2560	2	4	4	4	2	2	4	2868	0	0	0	381	376	386	386	3	100
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_class	1	0	3	0	1	7520	7513	288	2872	43	709	7206	5765	41	913	0	66	8	2560	2	4	4	4	0	4	4	2868	0	0	0	381	376	386	386	11	100
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_class	1	0	3	1	0	2750	2743	288	2872	43	709	7206	5765	0	0	0	0	7	2560	2	4	4	4	1	3	4	2868	0	0	0	381	376	386	386	3	100
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_class	1	0	3	1	1	7520	7513	288	2872	43	709	7206	5765	41	913	0	67	12	2560	2	4	4	4	1	3	4	2868	0	0	0	381	376	386	386	11	100
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_time	1	1	0	0	0	2719	2712	288	2868	43	709	10617	7613	0	0	0	0	6	2304	2	4	4	4	0	3	0	2868	0	0	0	381	376	384	384	0	92
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_time	1	1	0	0	1	7471	7464	288	2868	43	709	10617	7613	37	915	0	36	17	2304	2	4	3	4	2	2	0	2868	0	0	0	381	376	384	384	0	92
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_time	1	1	0	1	0	2715	2708	288	2868	43	709	10617	7613	0	0	0	0	5	2304	2	4	4	4	1	2	0	2868	0	0	0	381	376	384	384	0	92
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_time	1	1	0	1	1	7471	7464	288	2868	43	709	10617	7613	37	915	0	27	13	2304	2	4	3	4	1	2	0	2868	0	0	0	381	376	384	384	0	92
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_time	1	1	1	0	0	7128	7121	288	8897	0	709	10617	7613	0	0	0	0	11	2304	2	4	4	4	1	3	6072	2825	10074	203	43	381	376	1145	1130	0	92
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_time	1	1	1	0	1	22150	22143	288	8897	0	709	10617	7613	43	3048	0	33	18	2304	1	4	3	4	2	2	6072	2825	17044	203	43	381	376	1145	1130	0	92
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_time	1	1	1	1	0	7127	7120	288	8897	0	709	10617	7613	0	0	0	0	6	2304	2	4	4	4	1	2	6072	2825	10074	203	43	381	376	1145	1130	0	92
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_time	1	1	1	1	1	22150	22143	288	8897	0	709	10617	7613	43	3048	0	33	13	2304	1	4	3	4	1	2	6072	2825	17044	203	43	381	376	1145	1130	0	92
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_time	1	1	2	0	0	2792	2785	288	2921	0	709	10617	7613	0	0	0	0	6	2304	2	4	4	4	0	3	96	2825	0	0	43	381	376	429	424	72	92
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_time	1	1	2	0	1	7562	7555	288	2921	0	709	10617	7613	38	954	0	37	18	2304	2	4	4	4	2	2	96	2825	0	0	43	381	376	429	424	241	92
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_time	1	1	2	1	0	2788	2781	288	2921	0	709	10617	7613	0	0	0	0	5	2304	2	4	4	4	1	2	96	2825	0	0	43	381	376	429	424	72	92
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_time	1	1	2	1	1	7562	7555	288	2921	0	709	10617	7613	38	954	0	25	13	2304	2	4	4	4	1	2	96	2825	0	0	43	381	376	429	424	241	92
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_time	1	1	3	0	0	2719	2712	288	2872	43	709	10617	7613	0	0	0	0	6	2304	2	4	4	4	0	3	4	2868	0	0	0	381	376	386	386	3	92
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_time	1	1	3	0	1	7471	7464	288	2872	43	709	10617	7613	43	889	0	25	17	2304	2	4	3	4	2	2	4	2868	0	0	0	381	376	386	386	12	92
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_time	1	1	3	1	0	2715	2708	288	2872	43	709	10617	7613	0	0	0	0	5	2304	2	4	4	4	1	2	4	2868	0	0	0	381	376	386	386	3	92
v000_zurich_city_09_a_0001_s2b4_p548_h844_41_packed_time	1	1	3	1	1	7471	7464	288	2872	43	709	10617	7613	43	889	0	18	13	2304	2	4	3	4	1	2	4	2868	0	0	0	381	376	386	386	12	92
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	0	0	0	2782	2775	288	2922	61	719	8187	6280	0	0	0	0	8	2688	2	4	4	4	1	3	0	2922	0	0	0	375	377	384	384	0	104
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	0	0	1	7596	7589	288	2922	61	719	8187	6280	30	971	0	47	23	2688	2	4	3	4	1	3	0	2922	0	0	0	375	377	384	384	0	104
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	0	1	0	2779	2772	288	2922	61	719	8187	6280	0	0	0	0	6	2688	2	4	4	4	1	2	0	2922	0	0	0	375	377	384	384	0	104
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	0	1	1	7582	7575	288	2922	61	719	8187	6280	30	971	0	16	15	2688	2	4	3	4	1	3	0	2922	0	0	0	375	377	384	384	0	104
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	1	0	0	7248	7241	288	8893	0	719	8187	6280	0	0	0	0	20	2688	2	4	4	4	1	3	6032	2861	9791	147	61	375	377	1127	1133	0	104
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	1	0	1	22207	22200	288	8893	0	719	8187	6280	41	3020	0	17	23	2688	1	4	3	4	1	3	6032	2861	17440	147	61	375	377	1127	1133	0	104
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	1	1	0	7246	7239	288	8893	0	719	8187	6280	0	0	0	0	15	2688	2	4	4	4	1	3	6032	2861	9791	147	61	375	377	1127	1133	0	104
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	1	1	1	22207	22200	288	8893	0	719	8187	6280	41	3020	0	23	15	2688	1	4	3	4	1	3	6032	2861	17440	147	61	375	377	1127	1133	0	104
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	2	0	0	2834	2827	288	2957	0	719	8187	6280	0	0	0	0	6	2688	2	4	4	4	1	3	96	2861	0	0	61	375	377	423	425	72	104
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	2	0	1	7658	7651	288	2957	0	719	8187	6280	48	967	0	7	23	2688	2	4	4	4	1	3	96	2861	0	0	61	375	377	423	425	235	104
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	2	1	0	2831	2824	288	2957	0	719	8187	6280	0	0	0	0	6	2688	2	4	4	4	1	2	96	2861	0	0	61	375	377	423	425	72	104
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	2	1	1	7657	7650	288	2957	0	719	8187	6280	48	967	0	9	15	2688	2	4	4	4	1	3	96	2861	0	0	61	375	377	423	425	235	104
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	3	0	0	2782	2775	288	2926	61	719	8187	6280	0	0	0	0	8	2688	2	4	4	4	1	3	4	2922	0	0	0	375	377	386	386	3	104
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	3	0	1	7597	7590	288	2926	61	719	8187	6280	42	914	0	21	23	2688	2	4	3	4	1	3	4	2922	0	0	0	375	377	386	386	11	104
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	3	1	0	2779	2772	288	2926	61	719	8187	6280	0	0	0	0	6	2688	2	4	4	4	1	2	4	2922	0	0	0	375	377	386	386	3	104
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	3	1	1	7596	7589	288	2926	61	719	8187	6280	42	914	0	29	15	2688	2	4	3	4	1	3	4	2922	0	0	0	375	377	386	386	11	104
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	0	0	0	2766	2759	288	2922	61	719	10131	7597	0	0	0	0	11	2528	2	4	4	4	2	2	0	2922	0	0	0	375	377	384	384	0	99
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	0	0	1	7626	7619	288	2922	61	719	10131	7597	42	957	0	20	15	2528	2	4	3	4	2	2	0	2922	0	0	0	375	377	384	384	0	99
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	0	1	0	2757	2750	288	2922	61	719	10131	7597	0	0	0	0	8	2528	2	4	4	4	1	2	0	2922	0	0	0	375	377	384	384	0	99
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	0	1	1	7626	7619	288	2922	61	719	10131	7597	42	957	0	29	13	2528	2	4	3	4	1	3	0	2922	0	0	0	375	377	384	384	0	99
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	1	0	0	7227	7220	288	8893	0	719	10131	7597	0	0	0	0	14	2528	2	4	4	4	2	2	6032	2861	9791	147	61	375	377	1127	1133	0	99
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	1	0	1	22321	22314	288	8893	0	719	10131	7597	39	3070	0	35	25	2528	2	4	4	4	1	3	6032	2861	17562	147	61	375	377	1127	1133	0	99
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	1	1	0	7224	7217	288	8893	0	719	10131	7597	0	0	0	0	14	2528	2	4	4	4	1	3	6032	2861	9791	147	61	375	377	1127	1133	0	99
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	1	1	1	22321	22314	288	8893	0	719	10131	7597	39	3070	0	44	17	2528	1	4	4	4	1	3	6032	2861	17562	147	61	375	377	1127	1133	0	99
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	2	0	0	2818	2811	288	2957	0	719	10131	7597	0	0	0	0	8	2528	2	4	4	4	2	2	96	2861	0	0	61	375	377	423	425	72	99
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	2	0	1	7740	7733	288	2957	0	719	10131	7597	29	938	0	34	15	2528	2	4	3	4	1	2	96	2861	0	0	61	375	377	423	425	241	99
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	2	1	0	2809	2802	288	2957	0	719	10131	7597	0	0	0	0	7	2528	2	4	4	4	1	2	96	2861	0	0	61	375	377	423	425	72	99
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	2	1	1	7732	7725	288	2957	0	719	10131	7597	29	938	0	32	16	2528	2	4	3	4	1	3	96	2861	0	0	61	375	377	423	425	241	99
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	3	0	0	2766	2759	288	2926	61	719	10131	7597	0	0	0	0	11	2528	2	4	4	4	2	2	4	2922	0	0	0	375	377	386	386	3	99
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	3	0	1	7626	7619	288	2926	61	719	10131	7597	31	968	0	28	16	2528	2	4	3	4	2	2	4	2922	0	0	0	375	377	386	386	12	99
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	3	1	0	2757	2750	288	2926	61	719	10131	7597	0	0	0	0	8	2528	2	4	4	4	1	2	4	2922	0	0	0	375	377	386	386	3	99
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	3	1	1	7626	7619	288	2926	61	719	10131	7597	31	968	0	39	14	2528	2	4	3	4	1	3	4	2922	0	0	0	375	377	386	386	12	99
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	0	0	0	1138	1131	288	234	6	61	301	233	0	0	0	0	7	2432	2	4	4	4	0	3	0	234	0	0	0	377	376	384	384	0	96
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	0	0	1	1601	1594	288	234	6	61	301	233	34	82	0	20	7	2432	1	4	3	4	0	3	0	234	0	0	0	377	376	384	384	0	96
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	0	1	0	1138	1131	288	234	6	61	301	233	0	0	0	0	5	2432	2	4	4	4	0	2	0	234	0	0	0	377	376	384	384	0	96
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	0	1	1	1601	1594	288	234	6	61	301	233	34	82	0	13	5	2432	1	4	3	4	0	2	0	234	0	0	0	377	376	384	384	0	96
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	1	0	0	5198	5191	288	6158	0	61	301	233	0	0	0	0	7	2432	1	4	4	4	0	3	5930	228	3415	2728	6	377	376	1133	1130	0	96
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	1	0	1	15681	15674	288	6158	0	61	301	233	55	2044	0	16	7	2432	1	4	4	4	0	3	5930	228	3980	2728	6	377	376	1133	1130	0	96
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	1	1	0	5198	5191	288	6158	0	61	301	233	0	0	0	0	5	2432	1	4	4	4	0	2	5930	228	3415	2728	6	377	376	1133	1130	0	96
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	1	1	1	15681	15674	288	6158	0	61	301	233	55	2044	0	18	5	2432	1	4	4	4	0	2	5930	228	3980	2728	6	377	376	1133	1130	0	96
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	2	0	0	1207	1200	288	324	0	61	301	233	0	0	0	0	7	2432	2	4	4	4	0	3	96	228	0	0	6	377	376	425	424	72	96
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	2	0	1	1848	1841	288	324	0	61	301	233	49	88	0	22	7	2432	1	4	4	4	0	3	96	228	0	0	6	377	376	425	424	235	96
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	2	1	0	1207	1200	288	324	0	61	301	233	0	0	0	0	5	2432	2	4	4	4	0	2	96	228	0	0	6	377	376	425	424	72	96
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	2	1	1	1839	1832	288	324	0	61	301	233	49	88	0	6	5	2432	1	4	4	4	0	2	96	228	0	0	6	377	376	425	424	235	96
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	3	0	0	1138	1131	288	238	6	61	301	233	0	0	0	0	7	2432	2	4	4	4	0	3	4	234	0	0	0	377	376	386	386	3	96
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	3	0	1	1630	1623	288	238	6	61	301	233	41	94	0	23	7	2432	1	4	3	4	0	3	4	234	0	0	0	377	376	386	386	11	96
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	3	1	0	1138	1131	288	238	6	61	301	233	0	0	0	0	5	2432	2	4	4	4	0	2	4	234	0	0	0	377	376	386	386	3	96
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	3	1	1	1630	1623	288	238	6	61	301	233	41	94	0	17	5	2432	1	4	3	4	0	2	4	234	0	0	0	377	376	386	386	11	96
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	0	0	0	1090	1083	288	234	6	61	645	483	0	0	0	0	11	2080	2	4	4	4	0	3	0	234	0	0	0	377	376	384	384	0	85
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	0	0	1	1554	1547	288	234	6	61	645	483	40	81	0	48	11	2080	2	4	4	4	0	3	0	234	0	0	0	377	376	384	384	0	85
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	0	1	0	1090	1083	288	234	6	61	645	483	0	0	0	0	10	2080	2	4	4	4	0	2	0	234	0	0	0	377	376	384	384	0	85
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	0	1	1	1554	1547	288	234	6	61	645	483	40	81	0	31	10	2080	2	4	4	4	0	2	0	234	0	0	0	377	376	384	384	0	85
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	1	0	0	5150	5143	288	6158	0	61	645	483	0	0	0	0	15	2080	1	4	4	4	0	3	5930	228	3415	2728	6	377	376	1133	1130	0	85
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	1	0	1	15614	15607	288	6158	0	61	645	483	35	2094	0	33	11	2080	1	4	4	4	0	3	5930	228	3951	2728	6	377	376	1133	1130	0	85
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	1	1	0	5150	5143	288	6158	0	61	645	483	0	0	0	0	11	2080	1	4	4	4	0	2	5930	228	3415	2728	6	377	376	1133	1130	0	85
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	1	1	1	15614	15607	288	6158	0	61	645	483	35	2094	0	24	10	2080	1	4	4	4	0	2	5930	228	3951	2728	6	377	376	1133	1130	0	85
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	2	0	0	1159	1152	288	324	0	61	645	483	0	0	0	0	11	2080	2	4	4	4	0	3	96	228	0	0	6	377	376	425	424	72	85
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	2	0	1	1801	1794	288	324	0	61	645	483	47	104	0	18	11	2080	2	4	3	4	0	3	96	228	0	0	6	377	376	425	424	241	85
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	2	1	0	1159	1152	288	324	0	61	645	483	0	0	0	0	10	2080	2	4	4	4	0	2	96	228	0	0	6	377	376	425	424	72	85
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	2	1	1	1801	1794	288	324	0	61	645	483	47	104	0	3	10	2080	2	4	3	4	0	2	96	228	0	0	6	377	376	425	424	241	85
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	3	0	0	1090	1083	288	238	6	61	645	483	0	0	0	0	11	2080	2	4	4	4	0	3	4	234	0	0	0	377	376	386	386	3	85
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	3	0	1	1554	1547	288	238	6	61	645	483	37	79	0	34	11	2080	2	4	4	4	0	3	4	234	0	0	0	377	376	386	386	12	85
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	3	1	0	1090	1083	288	238	6	61	645	483	0	0	0	0	10	2080	2	4	4	4	0	2	4	234	0	0	0	377	376	386	386	3	85
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	3	1	1	1554	1547	288	238	6	61	645	483	37	79	0	29	10	2080	1	4	4	4	0	2	4	234	0	0	0	377	376	386	386	12	85
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_class	1	0	0	0	0	2265	2258	288	1472	18	368	2888	2274	0	0	0	0	1	2624	2	4	4	4	1	0	0	1472	0	0	0	379	379	384	384	0	102
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_class	1	0	0	0	1	4917	4910	288	1472	18	368	2888	2274	34	463	0	34	4	2624	2	4	4	4	1	1	0	1472	0	0	0	379	379	384	384	0	102
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_class	1	0	0	1	0	2265	2258	288	1472	18	368	2888	2274	0	0	0	0	2	2624	2	4	4	4	2	0	0	1472	0	0	0	379	379	384	384	0	102
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_class	1	0	0	1	1	4917	4910	288	1472	18	368	2888	2274	34	463	0	34	4	2624	2	4	4	4	1	1	0	1472	0	0	0	379	379	384	384	0	102
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_class	1	0	1	0	0	6348	6341	288	7518	0	368	2888	2274	0	0	0	0	2	2624	2	4	4	4	2	0	6064	1454	5891	1570	18	379	379	1139	1139	0	102
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_class	1	0	1	0	1	19357	19350	288	7518	0	368	2888	2274	44	2434	0	30	4	2624	1	4	4	4	1	1	6064	1454	9337	1570	18	379	379	1139	1139	0	102
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_class	1	0	1	1	0	6348	6341	288	7518	0	368	2888	2274	0	0	0	0	2	2624	2	4	4	4	2	0	6064	1454	5891	1570	18	379	379	1139	1139	0	102
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_class	1	0	1	1	1	19357	19350	288	7518	0	368	2888	2274	44	2434	0	30	4	2624	1	4	4	4	1	1	6064	1454	9337	1570	18	379	379	1139	1139	0	102
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_class	1	0	2	0	0	2329	2322	288	1550	0	368	2888	2274	0	0	0	0	1	2624	2	4	4	4	1	0	96	1454	0	0	18	379	379	427	427	72	102
