case	real	time	intersection	reduce	stress	cycles_through_done_handshake	last_gate	source_reads	w_reads	w_zero	packets	events	commits	source_req_wait	w_req_wait	w_response_wait	output_wait	barrier_wait	psn_issues	nr_peak	w_pending_peak	w_accept_peak	source_accept_peak	first_tile0	first_tile1	w_metadata_reads	w_value_reads	compare_active_PE_beats	weight_pointer_advances_without_value	nrv_skips	nnz_tile0	nnz_tile1	image_bytes_tile0	image_bytes_tile1	frontend_load_beats	configuration_beats	rank_catchup_pe_beats
full_nrv_backpressure_packed_time	0	1	4	0	0	4894	4887	288	3076	0	768	36864	9216	0	0	8812	0	0	1024	2	4	4	4	0	0	4	3072	0	0	0	384	384	386	386	3	52	0
full_nrv_backpressure_packed_time	0	1	4	0	1	7805	7798	288	3076	0	768	36864	9216	50	1016	0	14	45	1024	2	4	4	4	4	0	4	3072	0	0	0	384	384	386	386	9	52	0
full_nrv_backpressure_packed_time	0	1	4	1	0	2625	2618	288	3076	0	768	36864	9216	0	0	0	0	0	1024	2	4	4	4	0	0	4	3072	0	0	0	384	384	386	386	3	52	0
full_nrv_backpressure_packed_time	0	1	4	1	1	7768	7761	288	3076	0	768	36864	9216	50	1016	0	18	38	1024	2	4	4	4	4	0	4	3072	0	0	0	384	384	386	386	9	52	0
asymmetric_tail_cancel_packed_class	0	0	3	0	0	1777	1770	288	148	0	16	192	64	0	0	0	0	32	2016	1	4	4	4	4	0	100	48	0	0	3024	5	7	55	57	75	83	0
asymmetric_tail_cancel_packed_class	0	0	3	0	1	2143	2136	288	148	0	16	192	64	32	54	0	40	32	2016	1	4	4	4	4	0	100	48	0	0	3024	5	7	55	57	246	83	0
asymmetric_tail_cancel_packed_class	0	0	3	1	0	1769	1762	288	148	0	16	192	64	0	0	0	0	0	2016	1	4	4	4	0	0	100	48	0	0	3024	5	7	55	57	75	83	0
asymmetric_tail_cancel_packed_class	0	0	3	1	1	2124	2117	288	148	0	16	192	64	32	54	0	19	0	2016	1	4	4	4	0	0	100	48	0	0	3024	5	7	55	57	246	83	0
asymmetric_tail_cancel_packed_class	0	0	4	0	0	1780	1773	288	148	0	16	192	64	0	0	0	0	32	2016	1	4	4	4	4	0	100	48	0	0	3024	5	7	55	57	75	83	3072
asymmetric_tail_cancel_packed_class	0	0	4	0	1	2143	2136	288	148	0	16	192	64	30	33	0	40	32	2016	1	4	4	4	4	0	100	48	0	0	3024	5	7	55	57	247	83	3072
asymmetric_tail_cancel_packed_class	0	0	4	1	0	1772	1765	288	148	0	16	192	64	0	0	0	0	0	2016	1	4	4	4	0	0	100	48	0	0	3024	5	7	55	57	75	83	3072
asymmetric_tail_cancel_packed_class	0	0	4	1	1	2124	2117	288	148	0	16	192	64	30	33	0	19	0	2016	1	4	4	4	0	0	100	48	0	0	3024	5	7	55	57	247	83	3072
asymmetric_tail_cancel_packed_time	0	1	3	0	0	1637	1630	288	148	0	16	192	64	0	0	0	0	32	1024	1	4	4	4	4	0	100	48	0	0	3024	5	7	55	57	75	52	0
asymmetric_tail_cancel_packed_time	0	1	3	0	1	2014	2007	288	148	0	16	192	64	42	52	0	13	32	1024	1	4	3	4	4	0	100	48	0	0	3024	5	7	55	57	251	52	0
asymmetric_tail_cancel_packed_time	0	1	3	1	0	1629	1622	288	148	0	16	192	64	0	0	0	0	0	1024	1	4	4	4	0	0	100	48	0	0	3024	5	7	55	57	75	52	0
asymmetric_tail_cancel_packed_time	0	1	3	1	1	2010	2003	288	148	0	16	192	64	42	52	0	7	0	1024	1	4	3	4	0	0	100	48	0	0	3024	5	7	55	57	251	52	0
asymmetric_tail_cancel_packed_time	0	1	4	0	0	1640	1633	288	148	0	16	192	64	0	0	0	0	32	1024	1	4	4	4	4	0	100	48	0	0	3024	5	7	55	57	75	52	3072
asymmetric_tail_cancel_packed_time	0	1	4	0	1	2014	2007	288	148	0	16	192	64	42	52	0	13	32	1024	1	4	4	4	4	0	100	48	0	0	3024	5	7	55	57	247	52	3072
asymmetric_tail_cancel_packed_time	0	1	4	1	0	1632	1625	288	148	0	16	192	64	0	0	0	0	0	1024	1	4	4	4	0	0	100	48	0	0	3024	5	7	55	57	75	52	3072
asymmetric_tail_cancel_packed_time	0	1	4	1	1	2010	2003	288	148	0	16	192	64	42	52	0	7	0	1024	1	4	4	4	0	0	100	48	0	0	3024	5	7	55	57	247	52	3072
S15_limits_packed_class	0	0	3	0	0	2111	2104	288	1128	0	260	4112	1040	0	0	0	0	20	2016	2	4	4	4	0	4	100	1028	0	0	2044	129	128	179	178	75	83	0
S15_limits_packed_class	0	0	3	0	1	4083	4076	288	1128	0	260	4112	1040	41	351	0	25	20	2016	2	4	4	4	0	4	100	1028	0	0	2044	129	128	179	178	246	83	0
S15_limits_packed_class	0	0	3	1	0	2111	2104	288	1128	0	260	4112	1040	0	0	0	0	20	2016	1	4	4	4	0	4	100	1028	0	0	2044	129	128	179	178	75	83	0
S15_limits_packed_class	0	0	3	1	1	4083	4076	288	1128	0	260	4112	1040	41	351	0	25	20	2016	1	4	4	4	0	4	100	1028	0	0	2044	129	128	179	178	246	83	0
S15_limits_packed_class	0	0	4	0	0	2114	2107	288	1128	0	260	4112	1040	0	0	0	0	20	2016	2	4	4	4	0	4	100	1028	0	0	2044	129	128	179	178	75	83	3072
S15_limits_packed_class	0	0	4	0	1	4083	4076	288	1128	0	260	4112	1040	41	348	0	25	20	2016	2	4	4	4	0	4	100	1028	0	0	2044	129	128	179	178	247	83	3072
S15_limits_packed_class	0	0	4	1	0	2114	2107	288	1128	0	260	4112	1040	0	0	0	0	20	2016	1	4	4	4	0	4	100	1028	0	0	2044	129	128	179	178	75	83	3072
S15_limits_packed_class	0	0	4	1	1	4083	4076	288	1128	0	260	4112	1040	41	348	0	25	20	2016	1	4	4	4	0	4	100	1028	0	0	2044	129	128	179	178	247	83	3072
S15_limits_packed_time	0	1	3	0	0	1971	1964	288	1128	0	260	4112	1040	0	0	0	0	20	1024	2	4	4	4	0	4	100	1028	0	0	2044	129	128	179	178	75	52	0
S15_limits_packed_time	0	1	3	0	1	3937	3930	288	1128	0	260	4112	1040	38	362	0	10	20	1024	2	4	3	4	0	4	100	1028	0	0	2044	129	128	179	178	251	52	0
S15_limits_packed_time	0	1	3	1	0	1971	1964	288	1128	0	260	4112	1040	0	0	0	0	20	1024	1	4	4	4	0	4	100	1028	0	0	2044	129	128	179	178	75	52	0
S15_limits_packed_time	0	1	3	1	1	3937	3930	288	1128	0	260	4112	1040	38	362	0	10	20	1024	1	4	3	4	0	4	100	1028	0	0	2044	129	128	179	178	251	52	0
S15_limits_packed_time	0	1	4	0	0	1974	1967	288	1128	0	260	4112	1040	0	0	0	0	20	1024	2	4	4	4	0	4	100	1028	0	0	2044	129	128	179	178	75	52	3072
S15_limits_packed_time	0	1	4	0	1	3937	3930	288	1128	0	260	4112	1040	38	363	0	10	20	1024	2	4	4	4	0	4	100	1028	0	0	2044	129	128	179	178	247	52	3072
S15_limits_packed_time	0	1	4	1	0	1974	1967	288	1128	0	260	4112	1040	0	0	0	0	20	1024	1	4	4	4	0	4	100	1028	0	0	2044	129	128	179	178	75	52	3072
S15_limits_packed_time	0	1	4	1	1	3937	3930	288	1128	0	260	4112	1040	38	363	0	10	20	1024	1	4	4	4	0	4	100	1028	0	0	2044	129	128	179	178	247	52	3072
nonunit_theta_rational_packed_class	0	0	3	0	0	2789	2782	288	2732	0	664	9212	9212	0	0	0	0	4	2016	2	4	4	4	0	2	100	2632	0	0	440	329	329	379	379	75	83	0
nonunit_theta_rational_packed_class	0	0	3	0	1	7140	7133	288	2732	0	664	9212	9212	46	880	0	30	0	2016	2	4	4	4	0	0	100	2632	0	0	440	329	329	379	379	246	83	0
nonunit_theta_rational_packed_class	0	0	3	1	0	2789	2782	288	2732	0	664	9212	9212	0	0	0	0	4	2016	2	4	4	4	0	2	100	2632	0	0	440	329	329	379	379	75	83	0
nonunit_theta_rational_packed_class	0	0	3	1	1	7140	7133	288	2732	0	664	9212	9212	46	880	0	30	0	2016	2	4	4	4	0	0	100	2632	0	0	440	329	329	379	379	246	83	0
nonunit_theta_rational_packed_class	0	0	4	0	0	2792	2785	288	2732	0	664	9212	9212	0	0	0	0	4	2016	2	4	4	4	0	2	100	2632	0	0	440	329	329	379	379	75	83	3072
nonunit_theta_rational_packed_class	0	0	4	0	1	7140	7133	288	2732	0	664	9212	9212	46	863	0	30	0	2016	2	4	4	4	0	0	100	2632	0	0	440	329	329	379	379	247	83	3072
nonunit_theta_rational_packed_class	0	0	4	1	0	2792	2785	288	2732	0	664	9212	9212	0	0	0	0	4	2016	2	4	4	4	0	2	100	2632	0	0	440	329	329	379	379	75	83	3072
nonunit_theta_rational_packed_class	0	0	4	1	1	7140	7133	288	2732	0	664	9212	9212	46	863	0	30	0	2016	2	4	4	4	0	0	100	2632	0	0	440	329	329	379	379	247	83	3072
nonunit_theta_rational_packed_time	0	1	3	0	0	2663	2656	288	2732	0	664	15792	7920	0	0	0	0	12	1024	2	4	4	4	2	2	100	2632	0	0	440	329	329	379	379	75	52	0
nonunit_theta_rational_packed_time	0	1	3	0	1	6950	6943	288	2732	0	664	15792	7920	35	840	0	18	14	1024	2	4	4	4	2	0	100	2632	0	0	440	329	329	379	379	251	52	0
nonunit_theta_rational_packed_time	0	1	3	1	0	2649	2642	288	2732	0	664	15792	7920	0	0	0	0	4	1024	2	4	4	4	0	4	100	2632	0	0	440	329	329	379	379	75	52	0
nonunit_theta_rational_packed_time	0	1	3	1	1	6937	6930	288	2732	0	664	15792	7920	35	840	0	17	0	1024	2	4	4	4	0	0	100	2632	0	0	440	329	329	379	379	251	52	0
nonunit_theta_rational_packed_time	0	1	4	0	0	2666	2659	288	2732	0	664	15792	7920	0	0	0	0	12	1024	2	4	4	4	2	2	100	2632	0	0	440	329	329	379	379	75	52	3072
nonunit_theta_rational_packed_time	0	1	4	0	1	6950	6943	288	2732	0	664	15792	7920	35	841	0	18	14	1024	2	4	4	4	2	0	100	2632	0	0	440	329	329	379	379	247	52	3072
nonunit_theta_rational_packed_time	0	1	4	1	0	2652	2645	288	2732	0	664	15792	7920	0	0	0	0	4	1024	2	4	4	4	0	4	100	2632	0	0	440	329	329	379	379	75	52	3072
nonunit_theta_rational_packed_time	0	1	4	1	1	6937	6930	288	2732	0	664	15792	7920	35	841	0	17	0	1024	2	4	4	4	0	0	100	2632	0	0	440	329	329	379	379	247	52	3072
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	3	0	0	2444	2437	288	1589	0	375	4549	3228	0	0	0	0	15	2656	2	4	4	4	0	3	100	1489	0	0	1497	192	192	242	242	75	103	0
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	3	0	1	4670	4663	288	1589	0	375	4549	3228	36	537	0	28	15	2656	2	4	4	4	0	3	100	1489	0	0	1497	192	192	242	242	246	103	0
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	3	1	0	2442	2435	288	1589	0	375	4549	3228	0	0	0	0	12	2656	2	4	4	4	0	3	100	1489	0	0	1497	192	192	242	242	75	103	0
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	3	1	1	4654	4647	288	1589	0	375	4549	3228	36	537	0	17	12	2656	2	4	4	4	0	3	100	1489	0	0	1497	192	192	242	242	246	103	0
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	4	0	0	2447	2440	288	1589	0	375	4549	3228	0	0	0	0	15	2656	2	4	4	4	0	3	100	1489	0	0	1497	192	192	242	242	75	103	3072
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	4	0	1	4670	4663	288	1589	0	375	4549	3228	38	507	0	10	15	2656	2	4	4	4	0	3	100	1489	0	0	1497	192	192	242	242	247	103	3072
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	4	1	0	2445	2438	288	1589	0	375	4549	3228	0	0	0	0	12	2656	2	4	4	4	0	3	100	1489	0	0	1497	192	192	242	242	75	103	3072
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	4	1	1	4670	4663	288	1589	0	375	4549	3228	38	507	0	12	12	2656	2	4	4	4	0	3	100	1489	0	0	1497	192	192	242	242	247	103	3072
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	3	0	0	2410	2403	288	1589	0	375	5725	3673	0	0	0	0	15	2400	2	4	4	4	0	3	100	1489	0	0	1497	192	192	242	242	75	95	0
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	3	0	1	4670	4663	288	1589	0	375	5725	3673	50	559	0	31	20	2400	2	4	3	4	0	3	100	1489	0	0	1497	192	192	242	242	251	95	0
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	3	1	0	2406	2399	288	1589	0	375	5725	3673	0	0	0	0	11	2400	2	4	4	4	0	3	100	1489	0	0	1497	192	192	242	242	75	95	0
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	3	1	1	4670	4663	288	1589	0	375	5725	3673	50	559	0	34	11	2400	2	4	3	4	0	3	100	1489	0	0	1497	192	192	242	242	251	95	0
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	4	0	0	2413	2406	288	1589	0	375	5725	3673	0	0	0	0	15	2400	2	4	4	4	0	3	100	1489	0	0	1497	192	192	242	242	75	95	3072
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	4	0	1	4753	4746	288	1589	0	375	5725	3673	53	520	0	31	20	2400	2	4	4	4	0	3	100	1489	0	0	1497	192	192	242	242	247	95	3072
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	4	1	0	2409	2402	288	1589	0	375	5725	3673	0	0	0	0	11	2400	2	4	4	4	0	3	100	1489	0	0	1497	192	192	242	242	75	95	3072
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	4	1	1	4746	4739	288	1589	0	375	5725	3673	53	520	0	32	11	2400	2	4	4	4	0	3	100	1489	0	0	1497	192	192	242	242	247	95	3072
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	3	0	0	2445	2438	288	1571	0	370	4584	3226	0	0	0	0	15	2656	2	4	4	4	1	2	100	1471	0	0	1475	192	192	242	242	75	103	0
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	3	0	1	4652	4645	288	1571	0	370	4584	3226	31	534	0	43	21	2656	2	4	4	4	1	2	100	1471	0	0	1475	192	192	242	242	246	103	0
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	3	1	0	2443	2436	288	1571	0	370	4584	3226	0	0	0	0	13	2656	2	4	4	4	1	2	100	1471	0	0	1475	192	192	242	242	75	103	0
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	3	1	1	4652	4645	288	1571	0	370	4584	3226	31	534	0	51	14	2656	2	4	4	4	1	2	100	1471	0	0	1475	192	192	242	242	246	103	0
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	4	0	0	2448	2441	288	1571	0	370	4584	3226	0	0	0	0	15	2656	2	4	4	4	1	2	100	1471	0	0	1475	192	192	242	242	75	103	3072
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	4	0	1	4708	4701	288	1571	0	370	4584	3226	36	481	0	18	21	2656	2	4	4	4	1	2	100	1471	0	0	1475	192	192	242	242	247	103	3072
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	4	1	0	2446	2439	288	1571	0	370	4584	3226	0	0	0	0	13	2656	2	4	4	4	1	2	100	1471	0	0	1475	192	192	242	242	75	103	3072
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	4	1	1	4708	4701	288	1571	0	370	4584	3226	36	481	0	8	14	2656	2	4	4	4	1	2	100	1471	0	0	1475	192	192	242	242	247	103	3072
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	3	0	0	2410	2403	288	1571	0	370	5627	3616	0	0	0	0	16	2400	2	4	4	4	1	2	100	1471	0	0	1475	192	192	242	242	75	95	0
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	3	0	1	4639	4632	288	1571	0	370	5627	3616	44	542	0	38	20	2400	2	4	4	4	2	2	100	1471	0	0	1475	192	192	242	242	251	95	0
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	3	1	0	2407	2400	288	1571	0	370	5627	3616	0	0	0	0	14	2400	2	4	4	4	2	2	100	1471	0	0	1475	192	192	242	242	75	95	0
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	3	1	1	4639	4632	288	1571	0	370	5627	3616	44	542	0	41	16	2400	2	4	4	4	2	2	100	1471	0	0	1475	192	192	242	242	251	95	0
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	4	0	0	2413	2406	288	1571	0	370	5627	3616	0	0	0	0	16	2400	2	4	4	4	1	2	100	1471	0	0	1475	192	192	242	242	75	95	3072
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	4	0	1	4639	4632	288	1571	0	370	5627	3616	44	544	0	38	20	2400	2	4	4	4	2	2	100	1471	0	0	1475	192	192	242	242	247	95	3072
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	4	1	0	2410	2403	288	1571	0	370	5627	3616	0	0	0	0	14	2400	2	4	4	4	2	2	100	1471	0	0	1475	192	192	242	242	75	95	3072
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	4	1	1	4639	4632	288	1571	0	370	5627	3616	44	544	0	41	16	2400	2	4	4	4	2	2	100	1471	0	0	1475	192	192	242	242	247	95	3072
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	3	0	0	2570	2563	288	1576	0	371	4580	3273	0	0	0	0	6	2656	2	4	4	4	1	1	100	1476	0	0	1510	190	189	240	239	75	103	0
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	3	0	1	5375	5368	288	1576	0	371	4580	3273	38	532	0	8	4	2656	2	4	4	4	1	1	100	1476	0	0	1510	190	189	240	239	246	103	0
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	3	1	0	2569	2562	288	1576	0	371	4580	3273	0	0	0	0	2	2656	2	4	4	4	1	0	100	1476	0	0	1510	190	189	240	239	75	103	0
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	3	1	1	5375	5368	288	1576	0	371	4580	3273	38	532	0	12	0	2656	2	4	4	4	0	0	100	1476	0	0	1510	190	189	240	239	246	103	0
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	4	0	0	2573	2566	288	1576	0	371	4580	3273	0	0	0	0	6	2656	2	4	4	4	1	1	100	1476	0	0	1510	190	189	240	239	75	103	3072
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	4	0	1	5449	5442	288	1576	0	371	4580	3273	47	543	0	40	3	2656	2	4	4	4	0	1	100	1476	0	0	1510	190	189	240	239	247	103	3072
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	4	1	0	2572	2565	288	1576	0	371	4580	3273	0	0	0	0	2	2656	2	4	4	4	1	0	100	1476	0	0	1510	190	189	240	239	75	103	3072
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	4	1	1	5449	5442	288	1576	0	371	4580	3273	47	543	0	43	1	2656	2	4	4	4	0	1	100	1476	0	0	1510	190	189	240	239	247	103	3072
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	3	0	0	2540	2533	288	1576	0	371	5837	3756	0	0	1	0	3	2400	2	4	4	4	0	1	100	1476	0	0	1510	190	189	240	239	75	95	0
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	3	0	1	5335	5328	288	1576	0	371	5837	3756	37	507	0	31	9	2400	2	4	3	4	2	0	100	1476	0	0	1510	190	189	240	239	251	95	0
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	3	1	0	2531	2524	288	1576	0	371	5837	3756	0	0	0	0	0	2400	2	4	4	4	0	0	100	1476	0	0	1510	190	189	240	239	75	95	0
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	3	1	1	5326	5319	288	1576	0	371	5837	3756	37	507	0	25	4	2400	2	4	3	4	1	0	100	1476	0	0	1510	190	189	240	239	251	95	0
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	4	0	0	2543	2536	288	1576	0	371	5837	3756	0	0	1	0	3	2400	2	4	4	4	0	1	100	1476	0	0	1510	190	189	240	239	75	95	3072
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	4	0	1	5259	5252	288	1576	0	371	5837	3756	37	552	0	29	13	2400	2	4	4	4	2	0	100	1476	0	0	1510	190	189	240	239	247	95	3072
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	4	1	0	2534	2527	288	1576	0	371	5837	3756	0	0	0	0	0	2400	2	4	4	4	0	0	100	1476	0	0	1510	190	189	240	239	75	95	3072
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	4	1	1	5247	5240	288	1576	0	371	5837	3756	37	552	0	26	5	2400	2	4	4	4	1	0	100	1476	0	0	1510	190	189	240	239	247	95	3072
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	3	0	0	2567	2560	288	1555	0	367	4490	3148	0	0	0	0	2	2656	2	4	4	4	1	0	100	1455	0	0	1491	190	187	240	237	75	103	0
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	3	0	1	5411	5404	288	1555	0	367	4490	3148	43	514	0	54	4	2656	2	4	4	4	0	1	100	1455	0	0	1491	190	187	240	237	246	103	0
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	3	1	0	2566	2559	288	1555	0	367	4490	3148	0	0	0	0	2	2656	2	4	4	4	1	0	100	1455	0	0	1491	190	187	240	237	75	103	0
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	3	1	1	5411	5404	288	1555	0	367	4490	3148	43	514	0	56	4	2656	2	4	4	4	0	1	100	1455	0	0	1491	190	187	240	237	246	103	0
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	4	0	0	2570	2563	288	1555	0	367	4490	3148	0	0	0	0	2	2656	2	4	4	4	1	0	100	1455	0	0	1491	190	187	240	237	75	103	3072
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	4	0	1	5202	5195	288	1555	0	367	4490	3148	35	499	0	38	3	2656	2	4	4	4	0	1	100	1455	0	0	1491	190	187	240	237	247	103	3072
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	4	1	0	2569	2562	288	1555	0	367	4490	3148	0	0	0	0	2	2656	2	4	4	4	1	0	100	1455	0	0	1491	190	187	240	237	75	103	3072
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	4	1	1	5202	5195	288	1555	0	367	4490	3148	35	499	0	23	4	2656	2	4	4	4	0	1	100	1455	0	0	1491	190	187	240	237	247	103	3072
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	3	0	0	2534	2527	288	1555	0	367	5515	3554	0	0	0	0	2	2400	2	4	4	4	1	0	100	1455	0	0	1491	190	187	240	237	75	95	0
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	3	0	1	5380	5373	288	1555	0	367	5515	3554	32	537	0	28	3	2400	2	4	3	4	1	0	100	1455	0	0	1491	190	187	240	237	251	95	0
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	3	1	0	2531	2524	288	1555	0	367	5515	3554	0	0	0	0	1	2400	2	4	4	4	1	0	100	1455	0	0	1491	190	187	240	237	75	95	0
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	3	1	1	5380	5373	288	1555	0	367	5515	3554	32	537	0	34	1	2400	2	4	3	4	1	0	100	1455	0	0	1491	190	187	240	237	251	95	0
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	4	0	0	2537	2530	288	1555	0	367	5515	3554	0	0	0	0	2	2400	2	4	4	4	1	0	100	1455	0	0	1491	190	187	240	237	75	95	3072
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	4	0	1	5316	5309	288	1555	0	367	5515	3554	45	516	0	40	3	2400	2	4	4	4	1	0	100	1455	0	0	1491	190	187	240	237	247	95	3072
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	4	1	0	2534	2527	288	1555	0	367	5515	3554	0	0	0	0	1	2400	2	4	4	4	1	0	100	1455	0	0	1491	190	187	240	237	75	95	3072
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	4	1	1	5305	5298	288	1555	0	367	5515	3554	45	516	0	28	1	2400	2	4	4	4	1	0	100	1455	0	0	1491	190	187	240	237	247	95	3072
boundary_333_334_packed_class	0	0	3	0	0	2413	2406	288	2344	160	536	8528	2144	0	0	0	0	16	2080	2	4	4	4	4	0	52	2292	0	0	164	333	334	383	386	75	85	0
boundary_333_334_packed_class	0	0	3	0	1	6209	6202	288	2344	160	536	8528	2144	42	777	0	25	16	2080	2	4	4	4	4	0	52	2292	0	0	164	333	334	383	386	246	85	0
boundary_333_334_packed_class	0	0	3	1	0	2405	2398	288	2344	160	536	8528	2144	0	0	0	0	0	2080	1	4	4	4	0	0	52	2292	0	0	164	333	334	383	386	75	85	0
boundary_333_334_packed_class	0	0	3	1	1	6195	6188	288	2344	160	536	8528	2144	42	777	0	15	0	2080	1	4	4	4	0	0	52	2292	0	0	164	333	334	383	386	246	85	0
