case	real	time	intersection	reduce	stress	cycles_through_done_handshake	last_gate	source_reads	w_reads	w_zero	packets	events	commits	source_req_wait	w_req_wait	w_response_wait	output_wait	barrier_wait	psn_issues	nr_peak	w_pending_peak	w_accept_peak	source_accept_peak	first_tile0	first_tile1	w_metadata_reads	w_value_reads	compare_active_PE_beats	weight_pointer_advances_without_value	nrv_skips	nnz_tile0	nnz_tile1	image_bytes_tile0	image_bytes_tile1	frontend_load_beats	configuration_beats	rank_catchup_pe_beats
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	4	0	0	1091	1084	288	238	6	61	645	483	0	0	0	0	11	2080	2	4	4	4	0	3	4	234	0	0	0	377	376	386	386	3	85	0
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	4	0	1	1592	1585	288	238	6	61	645	483	39	62	0	46	11	2080	2	4	4	4	0	3	4	234	0	0	0	377	376	386	386	10	85	0
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	4	1	0	1091	1084	288	238	6	61	645	483	0	0	0	0	10	2080	2	4	4	4	0	2	4	234	0	0	0	377	376	386	386	3	85	0
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	4	1	1	1592	1585	288	238	6	61	645	483	39	62	0	33	10	2080	2	4	4	4	0	2	4	234	0	0	0	377	376	386	386	10	85	0
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_class	1	0	3	0	0	2265	2258	288	1476	18	368	2888	2274	0	0	0	0	1	2624	2	4	4	4	1	0	4	1472	0	0	0	379	379	386	386	3	102	0
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_class	1	0	3	0	1	4993	4986	288	1476	18	368	2888	2274	55	453	0	40	4	2624	2	4	4	4	1	1	4	1472	0	0	0	379	379	386	386	11	102	0
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_class	1	0	3	1	0	2265	2258	288	1476	18	368	2888	2274	0	0	0	0	2	2624	2	4	4	4	2	0	4	1472	0	0	0	379	379	386	386	3	102	0
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_class	1	0	3	1	1	4993	4986	288	1476	18	368	2888	2274	55	453	0	40	4	2624	2	4	4	4	1	1	4	1472	0	0	0	379	379	386	386	11	102	0
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_class	1	0	4	0	0	2272	2265	288	1476	18	368	2888	2274	0	0	0	0	1	2624	2	4	4	4	1	0	4	1472	0	0	0	379	379	386	386	3	102	0
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_class	1	0	4	0	1	4993	4986	288	1476	18	368	2888	2274	41	493	0	29	4	2624	2	4	4	4	1	1	4	1472	0	0	0	379	379	386	386	10	102	0
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_class	1	0	4	1	0	2272	2265	288	1476	18	368	2888	2274	0	0	0	0	2	2624	2	4	4	4	2	0	4	1472	0	0	0	379	379	386	386	3	102	0
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_class	1	0	4	1	1	4993	4986	288	1476	18	368	2888	2274	41	493	0	29	4	2624	2	4	4	4	1	1	4	1472	0	0	0	379	379	386	386	10	102	0
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_time	1	1	3	0	0	2245	2238	288	1476	18	368	3347	2396	0	0	0	0	5	2464	2	4	4	4	1	1	4	1472	0	0	0	379	379	386	386	3	97	0
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_time	1	1	3	0	1	4927	4920	288	1476	18	368	3347	2396	38	486	0	12	4	2464	2	4	4	4	2	0	4	1472	0	0	0	379	379	386	386	12	97	0
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_time	1	1	3	1	0	2241	2234	288	1476	18	368	3347	2396	0	0	0	0	2	2464	2	4	4	4	2	0	4	1472	0	0	0	379	379	386	386	3	97	0
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_time	1	1	3	1	1	4927	4920	288	1476	18	368	3347	2396	38	486	0	14	2	2464	2	4	4	4	2	0	4	1472	0	0	0	379	379	386	386	12	97	0
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_time	1	1	4	0	0	2252	2245	288	1476	18	368	3347	2396	0	0	0	0	5	2464	2	4	4	4	1	1	4	1472	0	0	0	379	379	386	386	3	97	0
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_time	1	1	4	0	1	4945	4938	288	1476	18	368	3347	2396	37	440	0	20	4	2464	2	4	4	4	2	0	4	1472	0	0	0	379	379	386	386	9	97	0
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_time	1	1	4	1	0	2248	2241	288	1476	18	368	3347	2396	0	0	0	0	2	2464	2	4	4	4	2	0	4	1472	0	0	0	379	379	386	386	3	97	0
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_time	1	1	4	1	1	4945	4938	288	1476	18	368	3347	2396	37	440	0	10	2	2464	2	4	4	4	2	0	4	1472	0	0	0	379	379	386	386	9	97	0
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_class	1	0	3	0	0	2642	2635	288	2676	75	654	6389	4765	0	0	0	0	3	2496	2	4	4	4	0	1	4	2672	0	0	0	373	372	386	386	3	98	0
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_class	1	0	3	0	1	7113	7106	288	2676	75	654	6389	4765	58	860	0	24	8	2496	2	4	3	4	1	1	4	2672	0	0	0	373	372	386	386	11	98	0
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_class	1	0	3	1	0	2637	2630	288	2676	75	654	6389	4765	0	0	0	0	1	2496	2	4	4	4	1	0	4	2672	0	0	0	373	372	386	386	3	98	0
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_class	1	0	3	1	1	7113	7106	288	2676	75	654	6389	4765	58	860	0	30	2	2496	2	4	3	4	1	0	4	2672	0	0	0	373	372	386	386	11	98	0
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_class	1	0	4	0	0	2645	2638	288	2676	75	654	6389	4765	0	0	0	0	3	2496	2	4	4	4	0	1	4	2672	0	0	0	373	372	386	386	3	98	0
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_class	1	0	4	0	1	7113	7106	288	2676	75	654	6389	4765	53	854	0	30	8	2496	2	4	4	4	1	1	4	2672	0	0	0	373	372	386	386	11	98	0
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_class	1	0	4	1	0	2640	2633	288	2676	75	654	6389	4765	0	0	0	0	1	2496	2	4	4	4	1	0	4	2672	0	0	0	373	372	386	386	3	98	0
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_class	1	0	4	1	1	7113	7106	288	2676	75	654	6389	4765	53	854	0	31	2	2496	2	4	4	4	1	0	4	2672	0	0	0	373	372	386	386	11	98	0
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_time	1	1	3	0	0	2620	2613	288	2676	75	654	9632	7156	0	0	0	0	5	2304	2	4	4	4	1	0	4	2672	0	0	0	373	372	386	386	3	92	0
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_time	1	1	3	0	1	7102	7095	288	2676	75	654	9632	7156	63	878	0	20	17	2304	2	4	3	4	2	1	4	2672	0	0	0	373	372	386	386	12	92	0
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_time	1	1	3	1	0	2615	2608	288	2676	75	654	9632	7156	0	0	0	0	2	2304	2	4	4	4	1	1	4	2672	0	0	0	373	372	386	386	3	92	0
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_time	1	1	3	1	1	7102	7095	288	2676	75	654	9632	7156	63	878	0	27	3	2304	2	4	3	4	1	0	4	2672	0	0	0	373	372	386	386	12	92	0
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_time	1	1	4	0	0	2623	2616	288	2676	75	654	9632	7156	0	0	0	0	5	2304	2	4	4	4	1	0	4	2672	0	0	0	373	372	386	386	3	92	0
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_time	1	1	4	0	1	7102	7095	288	2676	75	654	9632	7156	63	872	0	20	17	2304	2	4	4	4	2	1	4	2672	0	0	0	373	372	386	386	9	92	0
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_time	1	1	4	1	0	2618	2611	288	2676	75	654	9632	7156	0	0	0	0	2	2304	2	4	4	4	1	1	4	2672	0	0	0	373	372	386	386	3	92	0
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_time	1	1	4	1	1	7102	7095	288	2676	75	654	9632	7156	63	872	0	27	3	2304	2	4	4	4	1	0	4	2672	0	0	0	373	372	386	386	9	92	0
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	3	0	0	2791	2784	288	2950	61	725	8897	6328	0	0	0	0	9	2656	2	4	4	4	0	3	4	2946	0	0	0	375	377	386	386	3	103	0
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	3	0	1	7710	7703	288	2950	61	725	8897	6328	37	928	0	32	13	2656	2	4	3	4	0	3	4	2946	0	0	0	375	377	386	386	11	103	0
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	3	1	0	2790	2783	288	2950	61	725	8897	6328	0	0	0	0	9	2656	2	4	4	4	0	2	4	2946	0	0	0	375	377	386	386	3	103	0
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	3	1	1	7693	7686	288	2950	61	725	8897	6328	37	928	0	21	10	2656	2	4	3	4	0	2	4	2946	0	0	0	375	377	386	386	11	103	0
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	4	0	0	2794	2787	288	2950	61	725	8897	6328	0	0	0	0	9	2656	2	4	4	4	0	3	4	2946	0	0	0	375	377	386	386	3	103	0
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	4	0	1	7710	7703	288	2950	61	725	8897	6328	43	938	0	31	13	2656	2	4	4	4	0	3	4	2946	0	0	0	375	377	386	386	11	103	0
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	4	1	0	2793	2786	288	2950	61	725	8897	6328	0	0	0	0	9	2656	2	4	4	4	0	2	4	2946	0	0	0	375	377	386	386	3	103	0
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	4	1	1	7710	7703	288	2950	61	725	8897	6328	43	938	0	33	10	2656	2	4	4	4	0	2	4	2946	0	0	0	375	377	386	386	11	103	0
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	3	0	0	2759	2752	288	2950	61	725	10909	7076	0	0	3	0	10	2400	2	4	4	4	0	3	4	2946	0	0	0	375	377	386	386	3	95	0
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	3	0	1	7692	7685	288	2950	61	725	10909	7076	47	956	0	35	16	2400	2	4	3	4	0	3	4	2946	0	0	0	375	377	386	386	12	95	0
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	3	1	0	2755	2748	288	2950	61	725	10909	7076	0	0	0	0	9	2400	2	4	4	4	0	2	4	2946	0	0	0	375	377	386	386	3	95	0
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	3	1	1	7692	7685	288	2950	61	725	10909	7076	47	956	0	40	11	2400	2	4	3	4	0	2	4	2946	0	0	0	375	377	386	386	12	95	0
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	4	0	0	2762	2755	288	2950	61	725	10909	7076	0	0	3	0	10	2400	2	4	4	4	0	3	4	2946	0	0	0	375	377	386	386	3	95	0
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	4	0	1	7692	7685	288	2950	61	725	10909	7076	47	950	0	35	16	2400	2	4	4	4	0	3	4	2946	0	0	0	375	377	386	386	9	95	0
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	4	1	0	2758	2751	288	2950	61	725	10909	7076	0	0	0	0	9	2400	2	4	4	4	0	2	4	2946	0	0	0	375	377	386	386	3	95	0
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	4	1	1	7692	7685	288	2950	61	725	10909	7076	47	950	0	40	11	2400	2	4	4	4	0	2	4	2946	0	0	0	375	377	386	386	9	95	0
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_class	1	0	3	0	0	2718	2711	288	2856	32	707	7382	5758	0	0	0	0	6	2560	2	4	4	4	2	2	4	2852	0	0	0	378	381	386	386	3	100	0
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_class	1	0	3	0	1	7444	7437	288	2856	32	707	7382	5758	42	902	0	89	12	2560	2	4	3	4	0	4	4	2852	0	0	0	378	381	386	386	11	100	0
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_class	1	0	3	1	0	2714	2707	288	2856	32	707	7382	5758	0	0	0	0	4	2560	2	4	4	4	0	3	4	2852	0	0	0	378	381	386	386	3	100	0
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_class	1	0	3	1	1	7444	7437	288	2856	32	707	7382	5758	42	902	0	76	11	2560	2	4	3	4	0	4	4	2852	0	0	0	378	381	386	386	11	100	0
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_class	1	0	4	0	0	2721	2714	288	2856	32	707	7382	5758	0	0	0	0	6	2560	2	4	4	4	2	2	4	2852	0	0	0	378	381	386	386	3	100	0
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_class	1	0	4	0	1	7444	7437	288	2856	32	707	7382	5758	39	916	0	74	11	2560	2	4	4	4	0	4	4	2852	0	0	0	378	381	386	386	11	100	0
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_class	1	0	4	1	0	2717	2710	288	2856	32	707	7382	5758	0	0	0	0	4	2560	2	4	4	4	0	3	4	2852	0	0	0	378	381	386	386	3	100	0
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_class	1	0	4	1	1	7444	7437	288	2856	32	707	7382	5758	39	916	0	80	10	2560	2	4	4	4	0	4	4	2852	0	0	0	378	381	386	386	11	100	0
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_time	1	1	3	0	0	2691	2684	288	2856	32	707	11659	8039	0	0	0	0	8	2304	2	4	4	4	1	2	4	2852	0	0	0	378	381	386	386	3	92	0
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_time	1	1	3	0	1	7463	7456	288	2856	32	707	11659	8039	59	926	0	38	18	2304	2	4	4	4	2	2	4	2852	0	0	0	378	381	386	386	12	92	0
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_time	1	1	3	1	0	2683	2676	288	2856	32	707	11659	8039	0	0	0	0	8	2304	2	4	4	4	1	2	4	2852	0	0	0	378	381	386	386	3	92	0
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_time	1	1	3	1	1	7448	7441	288	2856	32	707	11659	8039	59	926	0	20	8	2304	2	4	4	4	3	1	4	2852	0	0	0	378	381	386	386	12	92	0
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_time	1	1	4	0	0	2694	2687	288	2856	32	707	11659	8039	0	0	0	0	8	2304	2	4	4	4	1	2	4	2852	0	0	0	378	381	386	386	3	92	0
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_time	1	1	4	0	1	7463	7456	288	2856	32	707	11659	8039	59	920	0	38	18	2304	2	4	4	4	2	2	4	2852	0	0	0	378	381	386	386	9	92	0
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_time	1	1	4	1	0	2686	2679	288	2856	32	707	11659	8039	0	0	0	0	8	2304	2	4	4	4	1	2	4	2852	0	0	0	378	381	386	386	3	92	0
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_time	1	1	4	1	1	7448	7441	288	2856	32	707	11659	8039	59	920	0	20	8	2304	2	4	4	4	3	1	4	2852	0	0	0	378	381	386	386	9	92	0
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_class	1	0	3	0	0	2681	2674	288	2782	47	686	7718	5987	0	0	0	0	10	2688	2	4	4	4	1	2	4	2778	0	0	0	377	377	386	386	3	104	0
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_class	1	0	3	0	1	7294	7287	288	2782	47	686	7718	5987	54	911	0	11	16	2688	2	4	3	4	1	2	4	2778	0	0	0	377	377	386	386	11	104	0
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_class	1	0	3	1	0	2680	2673	288	2782	47	686	7718	5987	0	0	0	0	6	2688	2	4	4	4	0	2	4	2778	0	0	0	377	377	386	386	3	104	0
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_class	1	0	3	1	1	7293	7286	288	2782	47	686	7718	5987	54	911	0	1	11	2688	2	4	3	4	1	2	4	2778	0	0	0	377	377	386	386	11	104	0
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_class	1	0	4	0	0	2684	2677	288	2782	47	686	7718	5987	0	0	0	0	10	2688	2	4	4	4	1	2	4	2778	0	0	0	377	377	386	386	3	104	0
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_class	1	0	4	0	1	7273	7266	288	2782	47	686	7718	5987	30	926	0	13	16	2688	2	4	4	4	1	2	4	2778	0	0	0	377	377	386	386	11	104	0
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_class	1	0	4	1	0	2683	2676	288	2782	47	686	7718	5987	0	0	0	0	6	2688	2	4	4	4	0	2	4	2778	0	0	0	377	377	386	386	3	104	0
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_class	1	0	4	1	1	7273	7266	288	2782	47	686	7718	5987	30	926	0	19	11	2688	2	4	4	4	1	2	4	2778	0	0	0	377	377	386	386	11	104	0
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_time	1	1	3	0	0	2658	2651	288	2782	47	686	9300	7137	0	0	0	0	6	2528	2	4	4	4	0	2	4	2778	0	0	0	377	377	386	386	3	99	0
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_time	1	1	3	0	1	7284	7277	288	2782	47	686	9300	7137	41	873	0	53	12	2528	2	4	3	4	1	1	4	2778	0	0	0	377	377	386	386	12	99	0
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_time	1	1	3	1	0	2657	2650	288	2782	47	686	9300	7137	0	0	0	0	10	2528	2	4	4	4	0	3	4	2778	0	0	0	377	377	386	386	3	99	0
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_time	1	1	3	1	1	7284	7277	288	2782	47	686	9300	7137	41	873	0	51	9	2528	2	4	3	4	2	1	4	2778	0	0	0	377	377	386	386	12	99	0
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_time	1	1	4	0	0	2661	2654	288	2782	47	686	9300	7137	0	0	0	0	6	2528	2	4	4	4	0	2	4	2778	0	0	0	377	377	386	386	3	99	0
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_time	1	1	4	0	1	7284	7277	288	2782	47	686	9300	7137	41	867	0	53	12	2528	2	4	4	4	1	1	4	2778	0	0	0	377	377	386	386	9	99	0
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_time	1	1	4	1	0	2660	2653	288	2782	47	686	9300	7137	0	0	0	0	10	2528	2	4	4	4	0	3	4	2778	0	0	0	377	377	386	386	3	99	0
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_time	1	1	4	1	1	7284	7277	288	2782	47	686	9300	7137	41	867	0	51	9	2528	2	4	4	4	2	1	4	2778	0	0	0	377	377	386	386	9	99	0
empty_source_packed_class	0	0	3	0	0	976	969	288	100	0	0	0	0	0	0	0	0	0	2016	0	4	4	4	0	0	100	0	0	0	0	320	320	370	370	75	83	0
empty_source_packed_class	0	0	3	0	1	1291	1284	288	100	0	0	0	0	47	31	0	22	0	2016	0	4	4	4	0	0	100	0	0	0	0	320	320	370	370	246	83	0
empty_source_packed_class	0	0	3	1	0	976	969	288	100	0	0	0	0	0	0	0	0	0	2016	0	4	4	4	0	0	100	0	0	0	0	320	320	370	370	75	83	0
empty_source_packed_class	0	0	3	1	1	1291	1284	288	100	0	0	0	0	47	31	0	22	0	2016	0	4	4	4	0	0	100	0	0	0	0	320	320	370	370	246	83	0
empty_source_packed_class	0	0	4	0	0	904	897	288	0	0	0	0	0	0	0	0	0	0	2016	0	0	0	4	0	0	0	0	0	0	0	320	320	370	370	0	83	0
empty_source_packed_class	0	0	4	0	1	1043	1036	288	0	0	0	0	0	45	0	0	24	0	2016	0	0	0	4	0	0	0	0	0	0	0	320	320	370	370	0	83	0
empty_source_packed_class	0	0	4	1	0	904	897	288	0	0	0	0	0	0	0	0	0	0	2016	0	0	0	4	0	0	0	0	0	0	0	320	320	370	370	0	83	0
empty_source_packed_class	0	0	4	1	1	1043	1036	288	0	0	0	0	0	45	0	0	24	0	2016	0	0	0	4	0	0	0	0	0	0	0	320	320	370	370	0	83	0
empty_source_packed_time	0	1	3	0	0	836	829	288	100	0	0	0	0	0	0	0	0	0	1024	0	4	4	4	0	0	100	0	0	0	0	320	320	370	370	75	52	0
empty_source_packed_time	0	1	3	0	1	1145	1138	288	100	0	0	0	0	38	31	0	4	0	1024	0	4	3	4	0	0	100	0	0	0	0	320	320	370	370	251	52	0
empty_source_packed_time	0	1	3	1	0	836	829	288	100	0	0	0	0	0	0	0	0	0	1024	0	4	4	4	0	0	100	0	0	0	0	320	320	370	370	75	52	0
empty_source_packed_time	0	1	3	1	1	1145	1138	288	100	0	0	0	0	38	31	0	4	0	1024	0	4	3	4	0	0	100	0	0	0	0	320	320	370	370	251	52	0
empty_source_packed_time	0	1	4	0	0	764	757	288	0	0	0	0	0	0	0	0	0	0	1024	0	0	0	4	0	0	0	0	0	0	0	320	320	370	370	0	52	0
empty_source_packed_time	0	1	4	0	1	897	890	288	0	0	0	0	0	45	0	0	12	0	1024	0	0	0	4	0	0	0	0	0	0	0	320	320	370	370	0	52	0
empty_source_packed_time	0	1	4	1	0	764	757	288	0	0	0	0	0	0	0	0	0	0	1024	0	0	0	4	0	0	0	0	0	0	0	320	320	370	370	0	52	0
empty_source_packed_time	0	1	4	1	1	897	890	288	0	0	0	0	0	45	0	0	12	0	1024	0	0	0	4	0	0	0	0	0	0	0	320	320	370	370	0	52	0
zero_weights_packed_class	0	0	3	0	0	1744	1737	288	100	0	0	0	0	0	0	0	0	0	2016	0	4	4	4	0	0	100	0	0	0	3072	0	0	50	50	75	83	0
zero_weights_packed_class	0	0	3	0	1	2050	2043	288	100	0	0	0	0	33	31	0	24	0	2016	0	4	4	4	0	0	100	0	0	0	3072	0	0	50	50	246	83	0
zero_weights_packed_class	0	0	3	1	0	1744	1737	288	100	0	0	0	0	0	0	0	0	0	2016	0	4	4	4	0	0	100	0	0	0	3072	0	0	50	50	75	83	0
zero_weights_packed_class	0	0	3	1	1	2050	2043	288	100	0	0	0	0	33	31	0	24	0	2016	0	4	4	4	0	0	100	0	0	0	3072	0	0	50	50	246	83	0
zero_weights_packed_class	0	0	4	0	0	1747	1740	288	100	0	0	0	0	0	0	0	0	0	2016	0	4	4	4	0	0	100	0	0	0	3072	0	0	50	50	75	83	3072
zero_weights_packed_class	0	0	4	0	1	2067	2060	288	100	0	0	0	0	43	15	0	23	0	2016	0	4	4	4	0	0	100	0	0	0	3072	0	0	50	50	247	83	3072
zero_weights_packed_class	0	0	4	1	0	1747	1740	288	100	0	0	0	0	0	0	0	0	0	2016	0	4	4	4	0	0	100	0	0	0	3072	0	0	50	50	75	83	3072
zero_weights_packed_class	0	0	4	1	1	2067	2060	288	100	0	0	0	0	43	15	0	23	0	2016	0	4	4	4	0	0	100	0	0	0	3072	0	0	50	50	247	83	3072
zero_weights_packed_time	0	1	3	0	0	1604	1597	288	100	0	0	0	0	0	0	0	0	0	1024	0	4	4	4	0	0	100	0	0	0	3072	0	0	50	50	75	52	0
zero_weights_packed_time	0	1	3	0	1	1920	1913	288	100	0	0	0	0	42	31	0	10	0	1024	0	4	3	4	0	0	100	0	0	0	3072	0	0	50	50	251	52	0
zero_weights_packed_time	0	1	3	1	0	1604	1597	288	100	0	0	0	0	0	0	0	0	0	1024	0	4	4	4	0	0	100	0	0	0	3072	0	0	50	50	75	52	0
zero_weights_packed_time	0	1	3	1	1	1920	1913	288	100	0	0	0	0	42	31	0	10	0	1024	0	4	3	4	0	0	100	0	0	0	3072	0	0	50	50	251	52	0
zero_weights_packed_time	0	1	4	0	0	1607	1600	288	100	0	0	0	0	0	0	0	0	0	1024	0	4	4	4	0	0	100	0	0	0	3072	0	0	50	50	75	52	3072
zero_weights_packed_time	0	1	4	0	1	1920	1913	288	100	0	0	0	0	43	30	0	10	0	1024	0	4	4	4	0	0	100	0	0	0	3072	0	0	50	50	247	52	3072
zero_weights_packed_time	0	1	4	1	0	1607	1600	288	100	0	0	0	0	0	0	0	0	0	1024	0	4	4	4	0	0	100	0	0	0	3072	0	0	50	50	75	52	3072
zero_weights_packed_time	0	1	4	1	1	1920	1913	288	100	0	0	0	0	43	30	0	10	0	1024	0	4	4	4	0	0	100	0	0	0	3072	0	0	50	50	247	52	3072
full_nrv_backpressure_packed_class	0	0	3	0	0	2766	2759	288	3076	0	768	12288	3072	0	0	0	0	0	2016	2	4	4	4	0	0	4	3072	0	0	0	384	384	386	386	3	83	0
full_nrv_backpressure_packed_class	0	0	3	0	1	7864	7857	288	3076	0	768	12288	3072	45	983	0	34	31	2016	2	4	3	4	0	4	4	3072	0	0	0	384	384	386	386	11	83	0
full_nrv_backpressure_packed_class	0	0	3	1	0	2754	2747	288	3076	0	768	12288	3072	0	0	0	0	0	2016	1	4	4	4	0	0	4	3072	0	0	0	384	384	386	386	3	83	0
full_nrv_backpressure_packed_class	0	0	3	1	1	7862	7855	288	3076	0	768	12288	3072	45	983	0	45	8	2016	1	4	3	4	0	4	4	3072	0	0	0	384	384	386	386	11	83	0
full_nrv_backpressure_packed_class	0	0	4	0	0	2769	2762	288	3076	0	768	12288	3072	0	0	0	0	0	2016	2	4	4	4	0	0	4	3072	0	0	0	384	384	386	386	3	83	0
full_nrv_backpressure_packed_class	0	0	4	0	1	7866	7859	288	3076	0	768	12288	3072	53	983	0	27	43	2016	2	4	4	4	0	4	4	3072	0	0	0	384	384	386	386	11	83	0
full_nrv_backpressure_packed_class	0	0	4	1	0	2757	2750	288	3076	0	768	12288	3072	0	0	0	0	0	2016	1	4	4	4	0	0	4	3072	0	0	0	384	384	386	386	3	83	0
full_nrv_backpressure_packed_class	0	0	4	1	1	7864	7857	288	3076	0	768	12288	3072	53	983	0	40	8	2016	1	4	4	4	0	4	4	3072	0	0	0	384	384	386	386	11	83	0
full_nrv_backpressure_packed_time	0	1	3	0	0	4891	4884	288	3076	0	768	36864	9216	0	0	8812	0	0	1024	2	4	4	4	0	0	4	3072	0	0	0	384	384	386	386	3	52	0
full_nrv_backpressure_packed_time	0	1	3	0	1	7805	7798	288	3076	0	768	36864	9216	50	1022	0	14	45	1024	2	4	3	4	4	0	4	3072	0	0	0	384	384	386	386	12	52	0
full_nrv_backpressure_packed_time	0	1	3	1	0	2622	2615	288	3076	0	768	36864	9216	0	0	0	0	0	1024	2	4	4	4	0	0	4	3072	0	0	0	384	384	386	386	3	52	0
full_nrv_backpressure_packed_time	0	1	3	1	1	7768	7761	288	3076	0	768	36864	9216	50	1022	0	18	38	1024	2	4	3	4	4	0	4	3072	0	0	0	384	384	386	386	12	52	0
