layer,calls,spikes,elements,firing_rate,mean_call_firing_rate
sttmultires_unet.decoders.0.sn,40,10168856,66355200,0.15324881847993826,0.1532488184799383
sttmultires_unet.decoders.1.sn,40,20559193,133056000,0.1545153394059644,0.15451533940596437
sttmultires_unet.decoders.2.sn,40,29970142,266803200,0.11233051927413164,0.11233051927413162
sttmultires_unet.decoders.3.sn,40,72595241,536371200,0.13534515089549923,0.13534515089549923
sttmultires_unet.encoders.swin3d.layers.0.downsample.sn,40,51025172,265420800,0.1922425522038966,0.19224255220389655
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.attn_sn,40,48229,273715200,0.00017620139473438086,0.00017620139473438083
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.proj_sn,40,42318,273715200,0.0001546059553872054,0.0001546059553872054
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.sn2_q,40,30512,8553600,0.003567153011597456,0.0035671530115974556
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.sn_k,40,54025,273715200,0.00019737668934717545,0.00019737668934717545
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.sn_q,40,69232,273715200,0.00025293443696221474,0.0002529344369622147
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.mlp.sn1,40,46037284,265420800,0.17345017421392747,0.1734501742139275
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.mlp.sn2,40,75631599,1061683200,0.07123744540744358,0.07123744540744358
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.attn_sn,40,13938,273715200,5.092154180695847e-05,5.0921541806958466e-05
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.proj_sn,40,37101,273715200,0.0001355459981762065,0.0001355459981762065
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.sn2_q,40,6361,8553600,0.0007436634867190422,0.0007436634867190422
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.sn_k,40,24361,273715200,8.900126847175458e-05,8.90012684717546e-05
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.sn_q,40,25198,273715200,9.205919145155256e-05,9.205919145155254e-05
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.mlp.sn1,40,49250569,265420800,0.18555655397014853,0.1855565539701485
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.mlp.sn2,40,77852636,1061683200,0.07332944140022184,0.07332944140022184
sttmultires_unet.encoders.swin3d.layers.1.downsample.sn,40,17978303,132710400,0.1354701892240548,0.1354701892240548
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.attn.attn_sn,40,4981,149299200,3.336253643689986e-05,3.3362536436899855e-05
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.attn.proj_sn,40,8667,149299200,5.805121527777778e-05,5.805121527777781e-05
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.attn.sn2_q,40,3010,4665600,0.0006451474622770919,0.0006451474622770919
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.attn.sn_k,40,14152,149299200,9.478952331961592e-05,9.478952331961592e-05
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.attn.sn_q,40,14472,149299200,9.693287037037037e-05,9.693287037037035e-05
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.mlp.sn1,40,10917707,132710400,0.08226715464650848,0.0822671546465085
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.mlp.sn2,40,34322153,530841600,0.06465611022195698,0.06465611022195698
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.attn.attn_sn,40,6670,149299200,4.467539008916324e-05,4.467539008916323e-05
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.attn.proj_sn,40,9874,149299200,6.613565243484225e-05,6.613565243484227e-05
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.attn.sn2_q,40,3284,4665600,0.0007038751714677641,0.0007038751714677639
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.attn.sn_k,40,8013,149299200,5.3670749742798355e-05,5.3670749742798355e-05
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.attn.sn_q,40,8278,149299200,5.5445709019204386e-05,5.5445709019204366e-05
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.mlp.sn1,40,15232326,132710400,0.11477869104456019,0.1147786910445602
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.mlp.sn2,40,36897427,530841600,0.06950741426444348,0.06950741426444348
sttmultires_unet.encoders.swin3d.layers.2.downsample.sn,40,14058607,66355200,0.2118689567660108,0.2118689567660108
