arm,mode,tiles,total_cycles,core_cycles,static_weight_words,static_mask_words,source_load_words,external_source_words,padding_words,origin_words,source_load_stalls,parameter_stalls,core_source_words,core_weight_words,core_psum_reads,core_psum_writes,core_update_issues,core_sum_issues,core_merge_issues,output_beats,core_source_stalls,core_weight_stalls,core_output_stalls,checked_outputs,wall_seconds
dense_q16,5,19200,1437874585,1408315128,10368,288,29491200,29276544,214656,19200,0,0,29276544,153790128,283665624,283665624,274449624,8737164,0,9216000,0,0,0,73728000,201.304
dense_q16,6,19200,1361527081,1331967624,10368,288,29491200,29276544,214656,19200,0,0,29276544,153790128,259932480,259932480,250716480,32470308,23733144,9216000,0,0,0,73728000,191.108
block_magnitude25,5,19200,1110577614,1081018157,10368,288,29491200,29276544,214656,19200,0,0,29276544,115912751,216145929,216145929,206929929,6617199,0,9216000,0,0,0,73728000,153.849
block_magnitude25,6,19200,1053569256,1024009799,10368,288,29491200,29276544,214656,19200,0,0,29276544,115912751,198518634,198518634,189302634,24244494,17627295,9216000,0,0,0,73728000,148.041
cin_fullcost25,5,19200,1094526589,1064967132,10368,288,29491200,29276544,214656,19200,0,0,21957408,115600812,215853180,215853180,206637180,6953976,0,9216000,0,0,0,73728000,150.866
cin_fullcost25,6,19200,1034824441,1005264984,10368,288,29491200,29276544,214656,19200,0,0,21957408,115600812,197030040,197030040,187814040,25777116,18823140,9216000,0,0,0,73728000,145.386
