layer,spikes,elements,firing_rate,dense_flops_share,effective_flops,synops,energy_uj,op_type
sttmultires_unet.decoders.0.sn,318605804,1368576000,0.2328009580761317,3608439908.7422166,840048267.9153372,318605804,286.7452236,mac
sttmultires_unet.decoders.1.sn,556899143,2744280000,0.20293087549375427,7235673775.342465,1468341614.0174448,556899143,501.2092287,mac
sttmultires_unet.decoders.2.sn,956595918,5502816000,0.17383752573227962,14508935466.400997,2522197442.4884677,956595918,860.9363262,mac
sttmultires_unet.decoders.3.sn,2916580744,11062656000,0.26364199917271225,29168222595.666252,7689968517.436129,2916580744,2624.9226696,mac
sttmultires_unet.encoders.swin3d.layers.0.downsample.sn,1439741546,5474304000,0.2629999258353208,14433759634.968866,3796077713.5216584,1439741546,1295.7673914,mac
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.attn_sn,0,5645376000,0.0,14884814623.561644,0.0,0,0.0,logic
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.proj_sn,1155036058,5645376000,0.20459860565531862,14884814623.561644,3045412317.4186087,1155036058,1039.5324522,mac
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.sn2_q,11856446,176418000,0.06720655488668957,465150456.98630136,31261159.7180186,11856446,1.1856446,logic
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.sn_k,572891378,5645376000,0.10147975582140144,14884814623.561644,1510507353.4458609,572891378,57.2891378,logic
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.sn_q,83274398,5645376000,0.014750903748483715,14884814623.561644,219564467.82618067,83274398,8.3274398,logic
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.mlp.sn1,1391283378,5474304000,0.25414799360795454,14433759634.968866,3668311051.44682,1391283378,1252.1550402,mac
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.mlp.sn2,1704198559,21897216000,0.07782717944600812,57735038539.875465,4493355204.765082,1704198559,1533.7787031,mac
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.attn_sn,0,5645376000,0.0,14884814623.561644,0.0,0,0.0,logic
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.proj_sn,808486279,5645376000,0.14321212245207404,14884814623.561644,2131685894.5459325,808486279,727.6376511000001,mac
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.sn2_q,4776,176418000,2.707206747610788e-05,465150456.98630136,12592.584558075567,4776,0.0004776,logic
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.sn_k,275701650,5645376000,0.048836720530218,14884814623.561644,726925531.9149821,275701650,27.570165,logic
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.sn_q,262212851,5645376000,0.046447367013286625,14884814623.561644,691360447.7453035,262212851,26.2212851,logic
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.mlp.sn1,1393256326,5474304000,0.2545083952224794,14433759634.968866,3673513001.7229266,1393256326,1253.9306934,mac
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.mlp.sn2,1670826276,21897216000,0.07630313716593014,57735038539.875465,4405364564.98838,1670826276,1503.7436484,mac
sttmultires_unet.encoders.swin3d.layers.1.downsample.sn,457001871,2737152000,0.1669625475676908,7216879817.484433,1204948639.8170524,457001871,411.3016839,mac
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.attn.attn_sn,0,3079296000,0.0,8118989794.669988,0.0,0,0.0,logic
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.attn.proj_sn,83510758,3079296000,0.02712008134326807,8118989794.669988,220187663.6566134,83510758,75.15968219999999,mac
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.attn.sn2_q,0,96228000,0.0,253718431.08343711,0.0,0,0.0,logic
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.attn.sn_k,1,3079296000,3.247495531446149e-10,8118989794.669988,2.636638307804767,1,1.0000000000000001e-07,logic
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.attn.sn_q,18265794,3079296000,0.005931808439331588,8118989794.669988,48160292.18287047,18265794,1.8265794,logic
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.mlp.sn1,183339709,2737152000,0.06698192464284045,7216879817.484433,483400500.0911784,183339709,165.0057381,mac
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.mlp.sn2,803570321,10948608000,0.07339474762453821,28867519269.937733,2118724291.3635733,803570321,723.2132889,mac
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.attn.attn_sn,0,3079296000,0.0,8118989794.669988,0.0,0,0.0,logic
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.attn.proj_sn,165032241,3079296000,0.05359414651920439,8118989794.669988,435130328.6434685,165032241,148.52901690000002,mac
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.attn.sn2_q,2479321,96228000,0.02576506837926591,253718431.08343711,6537072.725944823,2479321,0.24793210000000002,logic
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.attn.sn_k,148684641,3079296000,0.04828527072421748,8118989794.669988,392027620.2427993,148684641,14.8684641,logic
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.attn.sn_q,18837096,3079296000,0.006117338508542213,8118989794.669988,49666608.92139595,18837096,1.8837096000000002,logic
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.mlp.sn1,371635034,2737152000,0.13577435012743172,7216879817.484433,979867167.166727,371635034,334.4715306,mac
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.mlp.sn2,752502517,10948608000,0.06873042828823536,28867519269.937733,1984076963.0417078,752502517,677.2522653,mac
sttmultires_unet.encoders.swin3d.layers.2.downsample.sn,396380066,1368576000,0.2896295609450991,3608439908.7422166,1045110866.4657817,396380066,356.7420594,mac
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.0.attn.attn_sn,0,1539648000,0.0,4059494897.334994,0.0,0,0.0,logic
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.0.attn.proj_sn,60011588,1539648000,0.038977472772997464,4059494897.334994,158228851.83299685,60011588,54.010429200000004,mac
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.0.attn.sn2_q,6818194,48114000,0.14170914910421084,126859215.54171856,17977111.490444615,6818194,0.6818194000000001,logic
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.0.attn.sn_k,43263333,1539648000,0.02809949611859334,4059494897.334994,114069761.11111413,43263333,4.326333300000001,logic
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.0.attn.sn_q,80430516,1539648000,0.052239548260381595,4059494897.334994,212066179.60210425,80430516,8.0430516,logic
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.0.mlp.sn1,189132576,1368576000,0.1381966189674523,3608439908.7422166,498674195.1353965,189132576,170.2193184,mac
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.0.mlp.sn2,431831405,5474304000,0.07888334389175318,14433759634.968866,1138583224.9361548,431831405,388.6482645,mac
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.1.attn.attn_sn,0,1539648000,0.0,4059494897.334994,0.0,0,0.0,logic
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.1.attn.proj_sn,286923401,1539648000,0.1863564925229663,4059494897.334994,756513230.4822286,286923401,258.2310609,mac
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.1.attn.sn2_q,2028855,48114000,0.042167664297293926,126859215.54171856,5349356.813981241,2028855,0.2028855,logic
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.1.attn.sn_k,48250281,1539648000,0.0313385143877042,4059494897.334994,127218539.24694449,48250281,4.8250281,logic
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.1.attn.sn_q,15775379,1539648000,0.010246094561873883,4059494897.334994,41593968.59153886,15775379,1.5775379,logic
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.1.mlp.sn1,234282442,1368576000,0.1711870162855406,3608439908.7422166,617718061.4232484,234282442,210.8541978,mac
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.1.mlp.sn2,227610943,5474304000,0.04157806051691686,14433759634.968866,600127731.5893673,227610943,204.84984870000002,mac
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.2.attn.attn_sn,0,1539648000,0.0,4059494897.334994,0.0,0,0.0,logic
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.2.attn.proj_sn,165779223,1539648000,0.10767345717982292,4059494897.334994,437099849.9999091,165779223,149.20130070000002,mac
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.2.attn.sn2_q,4209001,48114000,0.08747975641185518,126859215.54171856,11097613.274188573,4209001,0.4209001,logic
