case	kind	held	mode	lazy	bp	cycles	configuration	mem_beats	w_beats	center_beats	pwp_beats	query	alu	fields	build	parent_reads	joins	negative_fields	pwp_rows	query_native_rows	mem_wait	out_wait
full_calibration_tile_4840_k16_03	2	0	3	1	0	111	40	2	2	0	0	0	5	6	0	2	0	0	0	0	0	0
full_calibration_tile_4840_k16_03	2	0	3	1	1	120	40	2	2	0	0	0	5	6	0	2	0	0	0	0	0	4
full_calibration_tile_4840_k16_03	2	0	4	0	0	123	40	3	2	1	0	0	5	6	0	2	0	0	0	0	0	0
full_calibration_tile_4840_k16_03	2	0	4	0	1	142	40	3	2	1	0	0	5	6	0	2	0	0	0	0	0	12
full_calibration_tile_4840_k16_03	2	0	4	1	0	111	40	2	2	0	0	0	5	6	0	2	0	0	0	0	0	0
full_calibration_tile_4840_k16_03	2	0	4	1	1	120	40	2	2	0	0	0	5	6	0	2	0	0	0	0	0	4
full_calibration_tile_4840_k16_03	2	0	5	0	0	123	40	3	2	1	0	0	5	6	0	2	0	0	0	0	0	0
full_calibration_tile_4840_k16_03	2	0	5	0	1	142	40	3	2	1	0	0	5	6	0	2	0	0	0	0	0	12
full_calibration_tile_4840_k16_03	2	0	5	1	0	111	40	2	2	0	0	0	5	6	0	2	0	0	0	0	0	0
full_calibration_tile_4840_k16_03	2	0	5	1	1	120	40	2	2	0	0	0	5	6	0	2	0	0	0	0	0	4
full_calibration_tile_4840_k16_03	2	0	6	0	0	123	40	3	2	1	0	0	5	6	0	2	0	0	0	0	0	0
full_calibration_tile_4840_k16_03	2	0	6	0	1	142	40	3	2	1	0	0	5	6	0	2	0	0	0	0	0	12
full_calibration_tile_4840_k16_03	2	0	6	1	0	111	40	2	2	0	0	0	5	6	0	2	0	0	0	0	0	0
full_calibration_tile_4840_k16_03	2	0	6	1	1	120	40	2	2	0	0	0	5	6	0	2	0	0	0	0	0	4
full_calibration_tile_4840_k16_03	2	0	7	0	0	144	40	3	2	1	0	16	8	9	0	0	0	0	0	8	0	0
full_calibration_tile_4840_k16_03	2	0	7	0	1	156	40	3	2	1	0	16	8	9	0	0	0	0	0	8	0	5
full_calibration_tile_4840_k16_03	2	0	7	1	0	124	40	3	2	1	0	4	8	9	0	0	0	0	0	8	0	0
full_calibration_tile_4840_k16_03	2	0	7	1	1	142	40	3	2	1	0	4	8	9	0	0	0	0	0	8	0	9
full_held_tile_4016_k16_03	2	1	0	0	0	139	40	2	2	0	0	0	33	43	0	0	0	0	0	0	0	0
full_held_tile_4016_k16_03	2	1	0	0	1	164	40	2	2	0	0	0	33	43	0	0	0	0	0	0	0	20
full_held_tile_4016_k16_03	2	1	0	1	0	139	40	2	2	0	0	0	33	43	0	0	0	0	0	0	0	0
full_held_tile_4016_k16_03	2	1	0	1	1	164	40	2	2	0	0	0	33	43	0	0	0	0	0	0	0	20
full_held_tile_4016_k16_03	2	1	1	0	0	121	40	2	2	0	0	0	15	27	0	9	0	0	0	0	0	0
full_held_tile_4016_k16_03	2	1	1	0	1	133	40	2	2	0	0	0	15	27	0	9	0	0	0	0	0	7
full_held_tile_4016_k16_03	2	1	1	1	0	121	40	2	2	0	0	0	15	27	0	9	0	0	0	0	0	0
full_held_tile_4016_k16_03	2	1	1	1	1	133	40	2	2	0	0	0	15	27	0	9	0	0	0	0	0	7
full_held_tile_4016_k16_03	2	1	2	0	0	226	40	4	2	1	1	64	33	43	0	0	2	2	2	30	0	0
full_held_tile_4016_k16_03	2	1	2	0	1	253	40	4	2	1	1	64	33	43	0	0	2	2	2	30	0	17
full_held_tile_4016_k16_03	2	1	2	1	0	176	40	4	2	1	1	16	33	43	0	0	2	2	2	30	0	0
full_held_tile_4016_k16_03	2	1	2	1	1	219	40	4	2	1	1	16	33	43	0	0	2	2	2	30	0	30
full_held_tile_4016_k16_03	2	1	3	0	0	169	40	3	2	1	0	32	15	27	0	9	0	0	0	16	0	0
full_held_tile_4016_k16_03	2	1	3	0	1	187	40	3	2	1	0	32	15	27	0	9	0	0	0	16	0	11
full_held_tile_4016_k16_03	2	1	3	1	0	127	40	3	2	1	0	0	15	27	0	9	0	0	0	0	0	0
full_held_tile_4016_k16_03	2	1	3	1	1	142	40	3	2	1	0	0	15	27	0	9	0	0	0	0	1	6
full_held_tile_4016_k16_03	2	1	4	0	0	169	40	3	2	1	0	32	15	27	0	9	0	0	0	16	0	0
full_held_tile_4016_k16_03	2	1	4	0	1	187	40	3	2	1	0	32	15	27	0	9	0	0	0	16	0	11
full_held_tile_4016_k16_03	2	1	4	1	0	127	40	3	2	1	0	0	15	27	0	9	0	0	0	0	0	0
full_held_tile_4016_k16_03	2	1	4	1	1	142	40	3	2	1	0	0	15	27	0	9	0	0	0	0	1	6
full_held_tile_4016_k16_03	2	1	5	0	0	145	40	3	2	1	0	8	15	27	0	9	0	0	0	16	0	0
full_held_tile_4016_k16_03	2	1	5	0	1	166	40	3	2	1	0	8	15	27	0	9	0	0	0	16	0	14
full_held_tile_4016_k16_03	2	1	5	1	0	127	40	3	2	1	0	0	15	27	0	9	0	0	0	0	0	0
full_held_tile_4016_k16_03	2	1	5	1	1	142	40	3	2	1	0	0	15	27	0	9	0	0	0	0	1	6
full_held_tile_4016_k16_03	2	1	6	0	0	169	40	3	2	1	0	32	15	27	0	9	0	0	0	16	0	0
full_held_tile_4016_k16_03	2	1	6	0	1	187	40	3	2	1	0	32	15	27	0	9	0	0	0	16	0	11
full_held_tile_4016_k16_03	2	1	6	1	0	127	40	3	2	1	0	0	15	27	0	9	0	0	0	0	0	0
full_held_tile_4016_k16_03	2	1	6	1	1	142	40	3	2	1	0	0	15	27	0	9	0	0	0	0	1	6
full_held_tile_4016_k16_03	2	1	7	0	0	223	40	3	2	1	0	64	33	43	0	0	0	0	0	32	0	0
full_held_tile_4016_k16_03	2	1	7	0	1	249	40	3	2	1	0	64	33	43	0	0	0	0	0	32	0	19
full_held_tile_4016_k16_03	2	1	7	1	0	173	40	3	2	1	0	16	33	43	0	0	0	0	0	32	0	0
full_held_tile_4016_k16_03	2	1	7	1	1	208	40	3	2	1	0	16	33	43	0	0	0	0	0	32	0	26
full_calibration_tile_4840_k16_04	2	0	0	0	0	107	40	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0
full_calibration_tile_4840_k16_04	2	0	0	0	1	120	40	2	2	0	0	0	1	1	0	0	0	0	0	0	0	8
full_calibration_tile_4840_k16_04	2	0	0	1	0	107	40	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0
full_calibration_tile_4840_k16_04	2	0	0	1	1	120	40	2	2	0	0	0	1	1	0	0	0	0	0	0	0	8
full_calibration_tile_4840_k16_04	2	0	1	0	0	107	40	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0
full_calibration_tile_4840_k16_04	2	0	1	0	1	120	40	2	2	0	0	0	1	1	0	0	0	0	0	0	0	8
full_calibration_tile_4840_k16_04	2	0	1	1	0	107	40	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0
full_calibration_tile_4840_k16_04	2	0	1	1	1	120	40	2	2	0	0	0	1	1	0	0	0	0	0	0	0	8
full_calibration_tile_4840_k16_04	2	0	2	0	0	119	40	3	2	1	0	0	1	1	0	0	0	0	0	0	0	0
full_calibration_tile_4840_k16_04	2	0	2	0	1	132	40	3	2	1	0	0	1	1	0	0	0	0	0	0	0	6
full_calibration_tile_4840_k16_04	2	0	2	1	0	107	40	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0
full_calibration_tile_4840_k16_04	2	0	2	1	1	120	40	2	2	0	0	0	1	1	0	0	0	0	0	0	0	8
full_calibration_tile_4840_k16_04	2	0	3	0	0	119	40	3	2	1	0	0	1	1	0	0	0	0	0	0	0	0
full_calibration_tile_4840_k16_04	2	0	3	0	1	132	40	3	2	1	0	0	1	1	0	0	0	0	0	0	0	6
full_calibration_tile_4840_k16_04	2	0	3	1	0	107	40	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0
full_calibration_tile_4840_k16_04	2	0	3	1	1	120	40	2	2	0	0	0	1	1	0	0	0	0	0	0	0	8
full_calibration_tile_4840_k16_04	2	0	4	0	0	119	40	3	2	1	0	0	1	1	0	0	0	0	0	0	0	0
full_calibration_tile_4840_k16_04	2	0	4	0	1	132	40	3	2	1	0	0	1	1	0	0	0	0	0	0	0	6
full_calibration_tile_4840_k16_04	2	0	4	1	0	107	40	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0
full_calibration_tile_4840_k16_04	2	0	4	1	1	120	40	2	2	0	0	0	1	1	0	0	0	0	0	0	0	8
full_calibration_tile_4840_k16_04	2	0	5	0	0	119	40	3	2	1	0	0	1	1	0	0	0	0	0	0	0	0
full_calibration_tile_4840_k16_04	2	0	5	0	1	132	40	3	2	1	0	0	1	1	0	0	0	0	0	0	0	6
full_calibration_tile_4840_k16_04	2	0	5	1	0	107	40	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0
full_calibration_tile_4840_k16_04	2	0	5	1	1	120	40	2	2	0	0	0	1	1	0	0	0	0	0	0	0	8
full_calibration_tile_4840_k16_04	2	0	6	0	0	119	40	3	2	1	0	0	1	1	0	0	0	0	0	0	0	0
full_calibration_tile_4840_k16_04	2	0	6	0	1	132	40	3	2	1	0	0	1	1	0	0	0	0	0	0	0	6
full_calibration_tile_4840_k16_04	2	0	6	1	0	107	40	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0
full_calibration_tile_4840_k16_04	2	0	6	1	1	120	40	2	2	0	0	0	1	1	0	0	0	0	0	0	0	8
full_calibration_tile_4840_k16_04	2	0	7	0	0	119	40	3	2	1	0	0	1	1	0	0	0	0	0	0	0	0
full_calibration_tile_4840_k16_04	2	0	7	0	1	132	40	3	2	1	0	0	1	1	0	0	0	0	0	0	0	6
full_calibration_tile_4840_k16_04	2	0	7	1	0	107	40	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0
full_calibration_tile_4840_k16_04	2	0	7	1	1	120	40	2	2	0	0	0	1	1	0	0	0	0	0	0	0	8
full_held_tile_4016_k16_04	2	1	0	0	0	120	40	2	2	0	0	0	14	21	0	0	0	0	0	0	0	0
full_held_tile_4016_k16_04	2	1	0	0	1	131	40	2	2	0	0	0	14	21	0	0	0	0	0	0	0	6
full_held_tile_4016_k16_04	2	1	0	1	0	120	40	2	2	0	0	0	14	21	0	0	0	0	0	0	0	0
full_held_tile_4016_k16_04	2	1	0	1	1	131	40	2	2	0	0	0	14	21	0	0	0	0	0	0	0	6
full_held_tile_4016_k16_04	2	1	1	0	0	117	40	2	2	0	0	0	11	17	0	4	0	0	0	0	0	0
full_held_tile_4016_k16_04	2	1	1	0	1	122	40	2	2	0	0	0	11	17	0	4	0	0	0	0	0	0
full_held_tile_4016_k16_04	2	1	1	1	0	117	40	2	2	0	0	0	11	17	0	4	0	0	0	0	0	0
full_held_tile_4016_k16_04	2	1	1	1	1	122	40	2	2	0	0	0	11	17	0	4	0	0	0	0	0	0
full_held_tile_4016_k16_04	2	1	2	0	0	159	40	3	2	1	0	24	14	21	0	0	0	0	0	12	0	0
full_held_tile_4016_k16_04	2	1	2	0	1	176	40	3	2	1	0	24	14	21	0	0	0	0	0	12	0	10
full_held_tile_4016_k16_04	2	1	2	1	0	125	40	3	2	1	0	0	14	21	0	0	0	0	0	0	0	0
full_held_tile_4016_k16_04	2	1	2	1	1	142	40	3	2	1	0	0	14	21	0	0	0	0	0	0	0	9
full_held_tile_4016_k16_04	2	1	3	0	0	147	40	3	2	1	0	16	11	17	0	4	0	0	0	8	0	0
full_held_tile_4016_k16_04	2	1	3	0	1	165	40	3	2	1	0	16	11	17	0	4	0	0	0	8	0	11
full_held_tile_4016_k16_04	2	1	3	1	0	121	40	3	2	1	0	0	11	17	0	4	0	0	0	0	0	0
full_held_tile_4016_k16_04	2	1	3	1	1	133	40	3	2	1	0	0	11	17	0	4	0	0	0	0	0	4
full_held_tile_4016_k16_04	2	1	4	0	0	147	40	3	2	1	0	16	11	17	0	4	0	0	0	8	0	0
full_held_tile_4016_k16_04	2	1	4	0	1	165	40	3	2	1	0	16	11	17	0	4	0	0	0	8	0	11
full_held_tile_4016_k16_04	2	1	4	1	0	121	40	3	2	1	0	0	11	17	0	4	0	0	0	0	0	0
full_held_tile_4016_k16_04	2	1	4	1	1	133	40	3	2	1	0	0	11	17	0	4	0	0	0	0	0	4
full_held_tile_4016_k16_04	2	1	5	0	0	135	40	3	2	1	0	4	11	17	0	4	0	0	0	8	0	0
full_held_tile_4016_k16_04	2	1	5	0	1	156	40	3	2	1	0	4	11	17	0	4	0	0	0	8	0	14
full_held_tile_4016_k16_04	2	1	5	1	0	121	40	3	2	1	0	0	11	17	0	4	0	0	0	0	0	0
full_held_tile_4016_k16_04	2	1	5	1	1	133	40	3	2	1	0	0	11	17	0	4	0	0	0	0	0	4
full_held_tile_4016_k16_04	2	1	6	0	0	147	40	3	2	1	0	16	11	17	0	4	0	0	0	8	0	0
full_held_tile_4016_k16_04	2	1	6	0	1	165	40	3	2	1	0	16	11	17	0	4	0	0	0	8	0	11
full_held_tile_4016_k16_04	2	1	6	1	0	121	40	3	2	1	0	0	11	17	0	4	0	0	0	0	0	0
full_held_tile_4016_k16_04	2	1	6	1	1	133	40	3	2	1	0	0	11	17	0	4	0	0	0	0	0	4
full_held_tile_4016_k16_04	2	1	7	0	0	159	40	3	2	1	0	24	14	21	0	0	0	0	0	12	0	0
full_held_tile_4016_k16_04	2	1	7	0	1	176	40	3	2	1	0	24	14	21	0	0	0	0	0	12	0	10
full_held_tile_4016_k16_04	2	1	7	1	0	125	40	3	2	1	0	0	14	21	0	0	0	0	0	0	0	0
full_held_tile_4016_k16_04	2	1	7	1	1	142	40	3	2	1	0	0	14	21	0	0	0	0	0	0	0	9
full_calibration_tile_4840_k16_05	2	0	0	0	0	125	40	2	2	0	0	0	19	21	0	0	0	0	0	0	0	0
full_calibration_tile_4840_k16_05	2	0	0	0	1	143	40	2	2	0	0	0	19	21	0	0	0	0	0	0	0	13
full_calibration_tile_4840_k16_05	2	0	0	1	0	125	40	2	2	0	0	0	19	21	0	0	0	0	0	0	0	0
full_calibration_tile_4840_k16_05	2	0	0	1	1	143	40	2	2	0	0	0	19	21	0	0	0	0	0	0	0	13
full_calibration_tile_4840_k16_05	2	0	1	0	0	120	40	2	2	0	0	0	12	14	0	5	0	0	0	0	0	0
full_calibration_tile_4840_k16_05	2	0	1	0	1	128	40	2	2	0	0	0	12	14	0	5	0	0	0	0	0	3
full_calibration_tile_4840_k16_05	2	0	1	1	0	120	40	2	2	0	0	0	12	14	0	5	0	0	0	0	0	0
full_calibration_tile_4840_k16_05	2	0	1	1	1	128	40	2	2	0	0	0	12	14	0	5	0	0	0	0	0	3
full_calibration_tile_4840_k16_05	2	0	2	0	0	178	40	5	2	1	2	40	9	10	0	0	5	0	5	15	0	0
full_calibration_tile_4840_k16_05	2	0	2	0	1	208	40	5	2	1	2	40	9	10	0	0	5	0	5	15	0	15
full_calibration_tile_4840_k16_05	2	0	2	1	0	158	40	5	2	1	2	25	9	10	0	0	5	0	5	15	0	0
full_calibration_tile_4840_k16_05	2	0	2	1	1	186	40	5	2	1	2	25	9	10	0	0	5	0	5	15	0	13
full_calibration_tile_4840_k16_05	2	0	3	0	0	151	40	4	2	1	1	16	9	10	0	5	2	0	2	3	0	0
full_calibration_tile_4840_k16_05	2	0	3	0	1	172	40	4	2	1	1	16	9	10	0	5	2	0	2	3	0	10
full_calibration_tile_4840_k16_05	2	0	3	1	0	130	40	4	2	1	1	4	9	10	0	5	2	0	2	3	0	0
full_calibration_tile_4840_k16_05	2	0	3	1	1	150	40	4	2	1	1	4	9	10	0	5	2	0	2	3	1	8
full_calibration_tile_4840_k16_05	2	0	4	0	0	158	40	3	2	1	0	16	15	16	6	5	2	0	2	3	0	0
full_calibration_tile_4840_k16_05	2	0	4	0	1	174	40	3	2	1	0	16	15	16	6	5	2	0	2	3	0	9
full_calibration_tile_4840_k16_05	2	0	4	1	0	137	40	3	2	1	0	4	15	16	6	5	2	0	2	3	0	0
full_calibration_tile_4840_k16_05	2	0	4	1	1	155	40	3	2	1	0	4	15	16	6	5	2	0	2	3	1	9
full_calibration_tile_4840_k16_05	2	0	5	0	0	139	40	4	2	1	1	4	9	10	0	5	2	0	2	3	0	0
full_calibration_tile_4840_k16_05	2	0	5	0	1	162	40	4	2	1	1	4	9	10	0	5	2	0	2	3	0	12
full_calibration_tile_4840_k16_05	2	0	5	1	0	130	40	4	2	1	1	4	9	10	0	5	2	0	2	3	0	0
full_calibration_tile_4840_k16_05	2	0	5	1	1	150	40	4	2	1	1	4	9	10	0	5	2	0	2	3	1	8
full_calibration_tile_4840_k16_05	2	0	6	0	0	151	40	3	2	1	0	16	12	14	0	5	0	0	0	5	0	0
full_calibration_tile_4840_k16_05	2	0	6	0	1	172	40	3	2	1	0	16	12	14	0	5	0	0	0	5	0	14
full_calibration_tile_4840_k16_05	2	0	6	1	0	130	40	3	2	1	0	4	12	14	0	5	0	0	0	5	0	0
full_calibration_tile_4840_k16_05	2	0	6	1	1	141	40	3	2	1	0	4	12	14	0	5	0	0	0	5	1	2
full_calibration_tile_4840_k16_05	2	0	7	0	0	177	40	4	2	1	1	40	11	13	0	0	3	0	3	17	0	0
full_calibration_tile_4840_k16_05	2	0	7	0	1	197	40	4	2	1	1	40	11	13	0	0	3	0	3	17	1	10
full_calibration_tile_4840_k16_05	2	0	7	1	0	157	40	4	2	1	1	25	11	13	0	0	3	0	3	17	0	0
full_calibration_tile_4840_k16_05	2	0	7	1	1	186	40	4	2	1	1	25	11	13	0	0	3	0	3	17	0	18
full_held_tile_4016_k16_05	2	1	0	0	0	151	40	2	2	0	0	0	45	74	0	0	0	0	0	0	0	0
full_held_tile_4016_k16_05	2	1	0	0	1	175	40	2	2	0	0	0	45	74	0	0	0	0	0	0	0	19
full_held_tile_4016_k16_05	2	1	0	1	0	151	40	2	2	0	0	0	45	74	0	0	0	0	0	0	0	0
full_held_tile_4016_k16_05	2	1	0	1	1	175	40	2	2	0	0	0	45	74	0	0	0	0	0	0	0	19
full_held_tile_4016_k16_05	2	1	1	0	0	118	40	2	2	0	0	0	12	22	0	17	0	0	0	0	0	0
full_held_tile_4016_k16_05	2	1	1	0	1	131	40	2	2	0	0	0	12	22	0	17	0	0	0	0	0	8
full_held_tile_4016_k16_05	2	1	1	1	0	118	40	2	2	0	0	0	12	22	0	17	0	0	0	0	0	0
full_held_tile_4016_k16_05	2	1	1	1	1	131	40	2	2	0	0	0	12	22	0	17	0	0	0	0	0	8
full_held_tile_4016_k16_05	2	1	2	0	0	258	40	5	2	1	2	80	44	72	0	0	4	2	4	36	0	0
full_held_tile_4016_k16_05	2	1	2	0	1	285	40	5	2	1	2	80	44	72	0	0	4	2	4	36	0	16
full_held_tile_4016_k16_05	2	1	2	1	0	228	40	5	2	1	2	50	44	72	0	0	4	2	4	36	0	0
full_held_tile_4016_k16_05	2	1	2	1	1	264	40	5	2	1	2	50	44	72	0	0	4	2	4	36	1	20
full_held_tile_4016_k16_05	2	1	3	0	0	157	40	3	2	1	0	24	12	22	0	17	0	0	0	12	0	0
full_held_tile_4016_k16_05	2	1	3	0	1	176	40	3	2	1	0	24	12	22	0	17	0	0	0	12	0	12
full_held_tile_4016_k16_05	2	1	3	1	0	132	40	3	2	1	0	6	12	22	0	17	0	0	0	12	0	0
full_held_tile_4016_k16_05	2	1	3	1	1	153	40	3	2	1	0	6	12	22	0	17	0	0	0	12	0	12
full_held_tile_4016_k16_05	2	1	4	0	0	157	40	3	2	1	0	24	12	22	0	17	0	0	0	12	0	0
full_held_tile_4016_k16_05	2	1	4	0	1	176	40	3	2	1	0	24	12	22	0	17	0	0	0	12	0	12
full_held_tile_4016_k16_05	2	1	4	1	0	132	40	3	2	1	0	6	12	22	0	17	0	0	0	12	0	0
full_held_tile_4016_k16_05	2	1	4	1	1	153	40	3	2	1	0	6	12	22	0	17	0	0	0	12	0	12
full_held_tile_4016_k16_05	2	1	5	0	0	139	40	3	2	1	0	6	12	22	0	17	0	0	0	12	0	0
full_held_tile_4016_k16_05	2	1	5	0	1	154	40	3	2	1	0	6	12	22	0	17	0	0	0	12	0	8
full_held_tile_4016_k16_05	2	1	5	1	0	132	40	3	2	1	0	6	12	22	0	17	0	0	0	12	0	0
full_held_tile_4016_k16_05	2	1	5	1	1	153	40	3	2	1	0	6	12	22	0	17	0	0	0	12	0	12
full_held_tile_4016_k16_05	2	1	6	0	0	157	40	3	2	1	0	24	12	22	0	17	0	0	0	12	0	0
full_held_tile_4016_k16_05	2	1	6	0	1	176	40	3	2	1	0	24	12	22	0	17	0	0	0	12	0	12
full_held_tile_4016_k16_05	2	1	6	1	0	132	40	3	2	1	0	6	12	22	0	17	0	0	0	12	0	0
full_held_tile_4016_k16_05	2	1	6	1	1	153	40	3	2	1	0	6	12	22	0	17	0	0	0	12	0	12
full_held_tile_4016_k16_05	2	1	7	0	0	253	40	3	2	1	0	80	45	74	0	0	0	0	0	40	0	0
full_held_tile_4016_k16_05	2	1	7	0	1	282	40	3	2	1	0	80	45	74	0	0	0	0	0	40	0	22
full_held_tile_4016_k16_05	2	1	7	1	0	223	40	3	2	1	0	50	45	74	0	0	0	0	0	40	0	0
full_held_tile_4016_k16_05	2	1	7	1	1	242	40	3	2	1	0	50	45	74	0	0	0	0	0	40	0	10
full_calibration_tile_4840_k16_06	2	0	0	0	0	119	40	2	2	0	0	0	13	13	0	0	0	0	0	0	0	0
full_calibration_tile_4840_k16_06	2	0	0	0	1	131	40	2	2	0	0	0	13	13	0	0	0	0	0	0	0	7
full_calibration_tile_4840_k16_06	2	0	0	1	0	119	40	2	2	0	0	0	13	13	0	0	0	0	0	0	0	0
full_calibration_tile_4840_k16_06	2	0	0	1	1	131	40	2	2	0	0	0	13	13	0	0	0	0	0	0	0	7
full_calibration_tile_4840_k16_06	2	0	1	0	0	113	40	2	2	0	0	0	7	8	0	3	0	0	0	0	0	0
full_calibration_tile_4840_k16_06	2	0	1	0	1	120	40	2	2	0	0	0	7	8	0	3	0	0	0	0	0	2
full_calibration_tile_4840_k16_06	2	0	1	1	0	113	40	2	2	0	0	0	7	8	0	3	0	0	0	0	0	0
full_calibration_tile_4840_k16_06	2	0	1	1	1	120	40	2	2	0	0	0	7	8	0	3	0	0	0	0	0	2
full_calibration_tile_4840_k16_06	2	0	2	0	0	165	40	4	2	1	1	32	8	8	0	0	4	0	4	12	0	0
full_calibration_tile_4840_k16_06	2	0	2	0	1	183	40	4	2	1	1	32	8	8	0	0	4	0	4	12	0	8
full_calibration_tile_4840_k16_06	2	0	2	1	0	139	40	4	2	1	1	12	8	8	0	0	4	0	4	12	0	0
full_calibration_tile_4840_k16_06	2	0	2	1	1	164	40	4	2	1	1	12	8	8	0	0	4	0	4	12	0	13
full_calibration_tile_4840_k16_06	2	0	3	0	0	136	40	4	2	1	1	8	6	7	0	3	1	0	1	3	0	0
full_calibration_tile_4840_k16_06	2	0	3	0	1	153	40	4	2	1	1	8	6	7	0	3	1	0	1	3	0	7
full_calibration_tile_4840_k16_06	2	0	3	1	0	120	40	4	2	1	1	1	6	7	0	3	1	0	1	3	0	0
full_calibration_tile_4840_k16_06	2	0	3	1	1	142	40	4	2	1	1	1	6	7	0	3	1	0	1	3	0	9
full_calibration_tile_4840_k16_06	2	0	4	0	0	137	40	3	2	1	0	8	8	9	2	3	1	0	1	3	0	0
full_calibration_tile_4840_k16_06	2	0	4	0	1	153	40	3	2	1	0	8	8	9	2	3	1	0	1	3	0	9
full_calibration_tile_4840_k16_06	2	0	4	1	0	121	40	3	2	1	0	1	8	9	2	3	1	0	1	3	0	0
full_calibration_tile_4840_k16_06	2	0	4	1	1	131	40	3	2	1	0	1	8	9	2	3	1	0	1	3	0	1
full_calibration_tile_4840_k16_06	2	0	5	0	0	130	40	4	2	1	1	2	6	7	0	3	1	0	1	3	0	0
full_calibration_tile_4840_k16_06	2	0	5	0	1	153	40	4	2	1	1	2	6	7	0	3	1	0	1	3	1	11
full_calibration_tile_4840_k16_06	2	0	5	1	0	120	40	4	2	1	1	1	6	7	0	3	1	0	1	3	0	0
full_calibration_tile_4840_k16_06	2	0	5	1	1	142	40	4	2	1	1	1	6	7	0	3	1	0	1	3	0	9
full_calibration_tile_4840_k16_06	2	0	6	0	0	134	40	3	2	1	0	8	7	8	0	3	0	0	0	4	0	0
full_calibration_tile_4840_k16_06	2	0	6	0	1	153	40	3	2	1	0	8	7	8	0	3	0	0	0	4	0	12
full_calibration_tile_4840_k16_06	2	0	6	1	0	118	40	3	2	1	0	1	7	8	0	3	0	0	0	4	0	0
full_calibration_tile_4840_k16_06	2	0	6	1	1	131	40	3	2	1	0	1	7	8	0	3	0	0	0	4	0	4
full_calibration_tile_4840_k16_06	2	0	7	0	0	167	40	3	2	1	0	32	13	13	0	0	0	0	0	16	0	0
full_calibration_tile_4840_k16_06	2	0	7	0	1	186	40	3	2	1	0	32	13	13	0	0	0	0	0	16	0	12
full_calibration_tile_4840_k16_06	2	0	7	1	0	141	40	3	2	1	0	12	13	13	0	0	0	0	0	16	0	0
full_calibration_tile_4840_k16_06	2	0	7	1	1	164	40	3	2	1	0	12	13	13	0	0	0	0	0	16	0	14
full_held_tile_4016_k16_06	2	1	0	0	0	126	40	2	2	0	0	0	20	40	0	0	0	0	0	0	0	0
full_held_tile_4016_k16_06	2	1	0	0	1	144	40	2	2	0	0	0	20	40	0	0	0	0	0	0	0	13
full_held_tile_4016_k16_06	2	1	0	1	0	126	40	2	2	0	0	0	20	40	0	0	0	0	0	0	0	0
full_held_tile_4016_k16_06	2	1	0	1	1	144	40	2	2	0	0	0	20	40	0	0	0	0	0	0	0	13
full_held_tile_4016_k16_06	2	1	1	0	0	115	40	2	2	0	0	0	9	19	0	13	0	0	0	0	0	0
full_held_tile_4016_k16_06	2	1	1	0	1	120	40	2	2	0	0	0	9	19	0	13	0	0	0	0	0	0
full_held_tile_4016_k16_06	2	1	1	1	0	115	40	2	2	0	0	0	9	19	0	13	0	0	0	0	0	0
full_held_tile_4016_k16_06	2	1	1	1	1	120	40	2	2	0	0	0	9	19	0	13	0	0	0	0	0	0
full_held_tile_4016_k16_06	2	1	2	0	0	219	40	3	2	1	0	72	20	40	0	0	0	0	0	36	0	0
full_held_tile_4016_k16_06	2	1	2	0	1	231	40	3	2	1	0	72	20	40	0	0	0	0	0	36	0	5
full_held_tile_4016_k16_06	2	1	2	1	0	173	40	3	2	1	0	27	20	40	0	0	0	0	0	36	0	0
full_held_tile_4016_k16_06	2	1	2	1	1	206	40	3	2	1	0	27	20	40	0	0	0	0	0	36	0	24
full_held_tile_4016_k16_06	2	1	3	0	0	127	40	3	2	1	0	0	9	19	0	13	0	0	0	0	0	0
full_held_tile_4016_k16_06	2	1	3	0	1	145	40	3	2	1	0	0	9	19	0	13	0	0	0	0	0	11
full_held_tile_4016_k16_06	2	1	3	1	0	115	40	2	2	0	0	0	9	19	0	13	0	0	0	0	0	0
full_held_tile_4016_k16_06	2	1	3	1	1	120	40	2	2	0	0	0	9	19	0	13	0	0	0	0	0	0
full_held_tile_4016_k16_06	2	1	4	0	0	127	40	3	2	1	0	0	9	19	0	13	0	0	0	0	0	0
full_held_tile_4016_k16_06	2	1	4	0	1	145	40	3	2	1	0	0	9	19	0	13	0	0	0	0	0	11
full_held_tile_4016_k16_06	2	1	4	1	0	115	40	2	2	0	0	0	9	19	0	13	0	0	0	0	0	0
full_held_tile_4016_k16_06	2	1	4	1	1	120	40	2	2	0	0	0	9	19	0	13	0	0	0	0	0	0
full_held_tile_4016_k16_06	2	1	5	0	0	127	40	3	2	1	0	0	9	19	0	13	0	0	0	0	0	0
