layer,calls,spikes,elements,firing_rate,mean_call_firing_rate
sttmultires_unet.decoders.0.sn,40,34545437,66355200,0.5206138629677854,0.5206138629677854
sttmultires_unet.decoders.1.sn,40,45532881,133056000,0.342208400974026,0.342208400974026
sttmultires_unet.decoders.2.sn,40,86147382,266803200,0.32288736416954517,0.3228873641695452
sttmultires_unet.decoders.3.sn,40,184457982,536371200,0.3438998626324456,0.34389986263244554
sttmultires_unet.encoders.swin3d.layers.0.downsample.sn,40,132613957,265420800,0.4996366411373939,0.49963664113739376
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.attn_sn,40,0,273715200,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.proj_sn,40,62694762,273715200,0.22905107937008978,0.2290510793700898
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.sn2_q,40,4962340,8553600,0.5801463711185934,0.5801463711185935
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.sn_k,40,138980874,273715200,0.5077572381804153,0.5077572381804153
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.sn_q,40,130761896,273715200,0.4777297570613543,0.4777297570613544
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.mlp.sn1,40,132838006,265420800,0.5004807686511381,0.5004807686511381
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.mlp.sn2,40,512236663,1061683200,0.4824759994318456,0.4824759994318456
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.attn_sn,40,0,273715200,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.proj_sn,40,132901122,273715200,0.4855452747965769,0.4855452747965769
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.sn2_q,40,4147200,8553600,0.48484848484848486,0.48484848484848453
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.sn_k,40,129515351,273715200,0.47317558907945195,0.4731755890794519
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.sn_q,40,184947403,273715200,0.6756928478944538,0.6756928478944537
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.mlp.sn1,40,127081306,265420800,0.4787918128496335,0.47879181284963346
