first_tile,tiles,mode,stall,command,outputs,raw_outputs,J_outputs,total_cycles,static_words,parameter_stalls,source_load_words,external_source_words,padding_words,origin_words,source_load_stalls,output_beats,retired_tiles,core_cycles,core_source_words,core_weight_words,core_second_weight_words,core_local_source_reads,core_z_vector_reads,core_z_scalar_reads,core_z_writes,core_first_issues,core_dual_updates,core_psum_reads,core_psum_writes,core_mac_issues,core_source_stalls,core_weight_stalls,core_output_stalls,consumer_cycles,consumer_raw_words,consumer_identity_words,consumer_coefficient_words,consumer_mul_issues,consumer_add_issues,consumer_round_issues,consumer_output_words,consumer_identity_stalls,consumer_raw_wait_cycles,consumer_join_wait_cycles,consumer_output_stalls,consumer_saturations,consumer_conversion_issues,consumer_conversion_saturations,wall_seconds_so_far,identity_input,job_wall_seconds
0,19200,14,0,0,73728000,73728000,73728000,336199028,1848,0,29491200,29276544,214656,19200,0,9216000,19200,306533179,29276544,8905268,1843188,16550400,24535485,53720964,24151485,23767485,0,9216000,9216000,53720964,0,0,46444800,306648379,9216000,9216000,460800,9216000,18432000,9216000,9216000,0,241656379,241656379,0,0,9216000,0,149.618,IEEE_binary32,149.697381246835
0,19200,15,0,0,73728000,73728000,73728000,324217349,1848,0,29491200,29276544,214656,19200,0,9216000,19200,294551500,29276544,8905268,1843188,16550400,20541592,53720964,20157592,19773592,3993893,9216000,9216000,53720964,0,0,46444800,294666700,9216000,9216000,460800,9216000,18432000,9216000,9216000,0,229674700,229674700,0,0,9216000,0,144.575,IEEE_binary32,144.62297343555838
