case,real,order,mode,bp,packed32,prefetch,frontier,resident,active_pf,cycles,channels,batches,pairs,scalar_mac,words,xwords,graph_words,prefetch_words,cache_hits,refetches,peak_slots,graph_hits,req_stall,out_stall,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13
train9_p22,1,1,2,1,1,1,0,1,0,1569,61,61,610,6100,307,122,164,149,0,0,4,374,120,0,1,30,57,6,175,0,378,61,610,184,61,0,6,1
train9_p22,1,1,2,1,1,1,0,1,1,1569,61,61,610,6100,307,122,164,149,0,0,4,374,120,0,1,30,57,6,175,0,378,61,610,184,61,0,6,1
train9_p22,1,1,2,1,1,1,1,0,0,1566,86,56,453,4530,356,172,163,132,0,25,3,342,135,8,1,30,57,6,219,0,399,56,560,168,56,0,14,1
train9_p22,1,1,2,1,1,1,1,0,1,1557,86,56,453,4530,378,172,185,160,0,25,3,358,139,5,1,30,57,6,206,0,406,56,560,168,56,0,11,1
train9_p22,1,1,2,1,1,1,1,1,0,1492,86,56,453,4530,310,126,163,132,23,2,4,342,96,10,1,30,57,6,200,0,342,56,560,168,56,0,16,1
train9_p22,1,1,2,1,1,1,1,1,1,1489,86,56,453,4530,331,126,184,161,23,2,4,359,98,9,1,30,57,6,190,0,350,56,560,168,56,0,15,1
train9_p22,1,1,3,0,1,1,0,1,0,1291,61,61,610,6100,305,122,162,145,0,0,4,373,0,0,1,21,21,6,138,0,183,61,610,183,61,0,6,1
train9_p22,1,1,3,0,1,1,0,1,1,1291,61,61,610,6100,305,122,162,145,0,0,4,373,0,0,1,21,21,6,138,0,183,61,610,183,61,0,6,1
train9_p22,1,1,3,0,1,1,1,1,0,1178,84,55,452,4520,307,126,160,126,21,2,4,337,0,0,1,21,21,6,139,0,159,55,550,165,55,0,6,1
train9_p22,1,1,3,0,1,1,1,1,1,1176,84,55,452,4520,323,126,176,152,21,2,4,355,0,0,1,21,21,6,137,0,159,55,550,165,55,0,6,1
train9_p22,1,1,3,1,1,1,0,1,0,1566,61,61,610,6100,305,122,162,145,0,0,4,373,110,4,1,27,54,6,168,0,385,61,610,183,61,0,10,1
train9_p22,1,1,3,1,1,1,0,1,1,1566,61,61,610,6100,305,122,162,145,0,0,4,373,110,4,1,27,54,6,168,0,385,61,610,183,61,0,10,1
train9_p22,1,1,3,1,1,1,1,1,0,1459,84,55,452,4520,307,126,160,126,21,2,4,337,108,0,1,27,54,6,189,0,351,55,550,165,55,0,6,1
train9_p22,1,1,3,1,1,1,1,1,1,1457,84,55,452,4520,322,126,175,152,21,2,4,356,101,3,1,27,54,6,184,0,350,55,550,166,55,0,9,1
train9_p23,1,1,1,0,1,1,0,1,0,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train9_p23,1,1,1,0,1,1,0,1,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train9_p23,1,1,1,1,1,1,0,1,0,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train9_p23,1,1,1,1,1,1,0,1,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train9_p23,1,1,2,0,1,1,0,1,0,1232,58,58,580,5800,305,116,168,151,0,0,4,357,0,0,1,21,21,6,133,0,174,58,580,174,58,0,6,1
train9_p23,1,1,2,0,1,1,0,1,1,1232,58,58,580,5800,305,116,168,151,0,0,4,357,0,0,1,21,21,6,133,0,174,58,580,174,58,0,6,1
train9_p23,1,1,2,0,1,1,1,0,0,1135,78,52,434,4340,339,156,162,128,0,20,4,327,0,0,1,21,21,6,132,0,168,52,520,156,52,0,6,1
train9_p23,1,1,2,0,1,1,1,0,1,1131,78,52,434,4340,360,156,183,158,0,20,4,341,0,0,1,21,21,6,128,0,168,52,520,156,52,0,6,1
train9_p23,1,1,2,0,1,1,1,1,0,1115,78,52,434,4340,301,118,162,128,19,1,4,327,0,0,1,21,21,6,132,0,148,52,520,156,52,0,6,1
train9_p23,1,1,2,0,1,1,1,1,1,1111,78,52,434,4340,322,118,183,158,19,1,4,341,0,0,1,21,21,6,128,0,148,52,520,156,52,0,6,1
train9_p23,1,1,2,1,1,1,0,1,0,1504,58,58,580,5800,305,116,168,151,0,0,4,356,112,0,1,30,57,6,161,0,373,58,580,174,58,0,6,1
train9_p23,1,1,2,1,1,1,0,1,1,1504,58,58,580,5800,305,116,168,151,0,0,4,356,112,0,1,30,57,6,161,0,373,58,580,174,58,0,6,1
train9_p23,1,1,2,1,1,1,1,0,0,1437,78,52,434,4340,337,156,160,127,0,20,4,330,109,0,1,30,57,6,187,0,369,52,520,157,52,0,6,1
train9_p23,1,1,2,1,1,1,1,0,1,1417,78,52,434,4340,359,156,182,158,0,20,4,339,116,5,1,30,57,6,172,0,360,52,520,156,52,0,11,1
train9_p23,1,1,2,1,1,1,1,1,0,1390,78,52,434,4340,301,118,162,128,19,1,4,327,91,5,1,30,57,6,188,0,317,52,520,156,52,0,11,1
train9_p23,1,1,2,1,1,1,1,1,1,1369,78,52,434,4340,321,118,182,158,19,1,4,341,99,0,1,30,57,6,177,0,312,52,520,156,52,0,6,1
train9_p23,1,1,3,0,1,1,0,1,0,1231,58,58,580,5800,298,116,161,147,0,0,4,361,0,0,1,21,21,6,132,0,174,58,580,174,58,0,6,1
train9_p23,1,1,3,0,1,1,0,1,1,1231,58,58,580,5800,298,116,161,147,0,0,4,361,0,0,1,21,21,6,132,0,174,58,580,174,58,0,6,1
train9_p23,1,1,3,0,1,1,1,1,0,1113,78,52,434,4340,294,118,155,124,19,1,4,331,0,0,1,21,21,6,130,0,148,52,520,156,52,0,6,1
train9_p23,1,1,3,0,1,1,1,1,1,1110,78,52,434,4340,317,118,178,155,19,1,4,340,0,0,1,21,21,6,127,0,148,52,520,156,52,0,6,1
train9_p23,1,1,3,1,1,1,0,1,0,1504,58,58,580,5800,298,116,161,147,0,0,4,361,115,4,1,27,54,6,161,0,375,58,580,174,58,0,10,1
train9_p23,1,1,3,1,1,1,0,1,1,1504,58,58,580,5800,298,116,161,147,0,0,4,361,115,4,1,27,54,6,161,0,375,58,580,174,58,0,10,1
train9_p23,1,1,3,1,1,1,1,1,0,1394,78,52,434,4340,294,118,155,124,19,1,4,331,100,9,1,27,54,6,183,0,328,52,520,156,52,0,15,1
train9_p23,1,1,3,1,1,1,1,1,1,1353,78,52,434,4340,317,118,178,155,19,1,4,340,114,0,1,27,54,6,161,0,318,52,520,156,52,0,6,1
train9_p24,1,1,1,0,1,1,0,1,0,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train9_p24,1,1,1,0,1,1,0,1,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train9_p24,1,1,1,1,1,1,0,1,0,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train9_p24,1,1,1,1,1,1,0,1,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train9_p24,1,1,2,0,1,1,0,1,0,1167,55,55,550,5500,263,110,132,121,0,0,4,345,0,0,1,21,21,6,122,0,165,55,550,165,55,0,6,1
train9_p24,1,1,2,0,1,1,0,1,1,1167,55,55,550,5500,263,110,132,121,0,0,4,345,0,0,1,21,21,6,122,0,165,55,550,165,55,0,6,1
train9_p24,1,1,2,0,1,1,1,0,0,1047,71,48,414,4140,291,142,128,101,0,16,4,314,0,0,1,21,21,6,120,0,152,48,480,144,48,0,6,1
train9_p24,1,1,2,0,1,1,1,0,1,1045,71,48,414,4140,311,142,148,130,0,16,4,333,0,0,1,21,21,6,118,0,152,48,480,144,48,0,6,1
train9_p24,1,1,2,0,1,1,1,1,0,1033,71,48,414,4140,261,112,128,101,15,1,4,314,0,0,1,21,21,6,120,0,138,48,480,144,48,0,6,1
train9_p24,1,1,2,0,1,1,1,1,1,1031,71,48,414,4140,281,112,148,130,15,1,4,333,0,0,1,21,21,6,118,0,138,48,480,144,48,0,6,1
train9_p24,1,1,2,1,1,1,0,1,0,1434,55,55,550,5500,263,110,132,121,0,0,4,345,96,3,1,30,57,6,150,0,356,55,550,165,55,0,9,1
train9_p24,1,1,2,1,1,1,0,1,1,1434,55,55,550,5500,263,110,132,121,0,0,4,345,96,3,1,30,57,6,150,0,356,55,550,165,55,0,9,1
train9_p24,1,1,2,1,1,1,1,0,0,1314,71,48,414,4140,291,142,128,101,0,16,4,314,89,1,1,30,57,6,163,0,330,48,480,144,48,0,7,1
train9_p24,1,1,2,1,1,1,1,0,1,1313,71,48,414,4140,311,142,148,130,0,16,4,333,107,6,1,30,57,6,162,0,325,48,480,144,48,0,12,1
train9_p24,1,1,2,1,1,1,1,1,0,1286,71,48,414,4140,261,112,128,101,15,1,4,314,72,3,1,30,57,6,171,0,292,48,480,144,48,0,9,1
train9_p24,1,1,2,1,1,1,1,1,1,1294,71,48,414,4140,281,112,148,130,15,1,4,333,91,2,1,30,57,6,167,0,305,48,480,144,48,0,8,1
train9_p24,1,1,3,0,1,1,0,1,0,1169,55,55,550,5500,261,110,130,118,0,0,4,342,0,0,1,21,21,6,124,0,165,55,550,165,55,0,6,1
train9_p24,1,1,3,0,1,1,0,1,1,1169,55,55,550,5500,261,110,130,118,0,0,4,342,0,0,1,21,21,6,124,0,165,55,550,165,55,0,6,1
train9_p24,1,1,3,0,1,1,1,1,0,1035,71,48,414,4140,258,112,125,97,15,1,4,308,0,0,1,21,21,6,122,0,138,48,480,144,48,0,6,1
train9_p24,1,1,3,0,1,1,1,1,1,1033,71,48,414,4140,277,112,144,126,15,1,4,328,0,0,1,21,21,6,120,0,138,48,480,144,48,0,6,1
train9_p24,1,1,3,1,1,1,0,1,0,1434,55,55,550,5500,261,110,130,118,0,0,4,342,83,2,1,27,54,6,154,0,359,55,550,165,55,0,8,1
train9_p24,1,1,3,1,1,1,0,1,1,1434,55,55,550,5500,261,110,130,118,0,0,4,342,83,2,1,27,54,6,154,0,359,55,550,165,55,0,8,1
train9_p24,1,1,3,1,1,1,1,1,0,1285,71,48,414,4140,258,112,125,97,15,1,4,308,79,2,1,27,54,6,167,0,302,48,480,144,48,0,8,1
train9_p24,1,1,3,1,1,1,1,1,1,1261,71,48,414,4140,275,112,142,125,15,1,4,331,89,2,1,27,54,6,154,0,291,48,480,144,48,0,8,1
train9_p25,1,1,1,0,1,1,0,1,0,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train9_p25,1,1,1,0,1,1,0,1,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train9_p25,1,1,1,1,1,1,0,1,0,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train9_p25,1,1,1,1,1,1,0,1,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train9_p25,1,1,2,0,1,1,0,1,0,1130,53,53,530,5300,250,106,123,112,0,0,4,339,0,0,1,21,21,6,121,0,159,53,530,159,53,0,6,1
train9_p25,1,1,2,0,1,1,0,1,1,1130,53,53,530,5300,250,106,123,112,0,0,4,339,0,0,1,21,21,6,121,0,159,53,530,159,53,0,6,1
train9_p25,1,1,2,0,1,1,1,0,0,1043,63,48,414,4140,267,126,120,102,0,10,3,327,0,0,1,21,21,6,118,0,150,48,480,144,48,0,6,1
train9_p25,1,1,2,0,1,1,1,0,1,1040,63,48,414,4140,275,126,128,115,0,10,3,333,0,0,1,21,21,6,115,0,150,48,480,144,48,0,6,1
train9_p25,1,1,2,0,1,1,1,1,0,1033,63,48,414,4140,249,108,120,102,9,1,4,327,0,0,1,21,21,6,118,0,140,48,480,144,48,0,6,1
train9_p25,1,1,2,0,1,1,1,1,1,1030,63,48,414,4140,257,108,128,115,9,1,4,333,0,0,1,21,21,6,115,0,140,48,480,144,48,0,6,1
train9_p25,1,1,2,1,1,1,0,1,0,1382,53,53,530,5300,248,106,121,111,0,0,4,341,82,3,1,30,57,6,150,0,334,53,530,159,53,0,9,1
train9_p25,1,1,2,1,1,1,0,1,1,1382,53,53,530,5300,248,106,121,111,0,0,4,341,82,3,1,30,57,6,150,0,334,53,530,159,53,0,9,1
train9_p25,1,1,2,1,1,1,1,0,0,1296,63,48,414,4140,265,126,118,101,0,10,3,329,78,0,1,30,57,6,148,0,328,48,480,144,48,0,6,1
train9_p25,1,1,2,1,1,1,1,0,1,1292,63,48,414,4140,273,126,126,114,0,10,3,335,97,0,1,30,57,6,149,0,323,48,480,144,48,0,6,1
train9_p25,1,1,2,1,1,1,1,1,0,1280,63,48,414,4140,249,108,120,102,9,1,4,327,67,3,1,30,57,6,163,0,294,48,480,144,48,0,9,1
train9_p25,1,1,2,1,1,1,1,1,1,1265,63,48,414,4140,257,108,128,115,9,1,4,333,74,1,1,30,57,6,145,0,299,48,480,144,48,0,7,1
train9_p25,1,1,3,0,1,1,0,1,0,1129,53,53,530,5300,250,106,123,113,0,0,4,342,0,0,1,21,21,6,120,0,159,53,530,159,53,0,6,1
train9_p25,1,1,3,0,1,1,0,1,1,1129,53,53,530,5300,250,106,123,113,0,0,4,342,0,0,1,21,21,6,120,0,159,53,530,159,53,0,6,1
train9_p25,1,1,3,0,1,1,1,1,0,1016,62,47,413,4130,248,108,119,101,8,1,4,329,0,0,1,21,21,6,117,0,139,47,470,141,47,0,6,1
train9_p25,1,1,3,0,1,1,1,1,1,1012,62,47,413,4130,256,108,127,115,8,1,4,335,0,0,1,21,21,6,113,0,139,47,470,141,47,0,6,1
train9_p25,1,1,3,1,1,1,0,1,0,1329,53,53,530,5300,248,106,121,112,0,0,4,344,78,1,1,27,54,6,130,0,309,53,530,159,53,0,7,1
train9_p25,1,1,3,1,1,1,0,1,1,1329,53,53,530,5300,248,106,121,112,0,0,4,344,78,1,1,27,54,6,130,0,309,53,530,159,53,0,7,1
train9_p25,1,1,3,1,1,1,1,1,0,1258,62,47,413,4130,248,108,119,101,8,1,4,329,72,4,1,27,54,6,158,0,297,47,470,141,47,0,10,1
train9_p25,1,1,3,1,1,1,1,1,1,1242,62,47,413,4130,254,108,125,114,8,1,4,337,95,3,1,27,54,6,138,0,301,47,470,142,47,0,9,1
train9_p26,1,1,1,0,1,1,0,1,0,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train9_p26,1,1,1,0,1,1,0,1,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train9_p26,1,1,1,1,1,1,0,1,0,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train9_p26,1,1,1,1,1,1,0,1,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train9_p26,1,1,2,0,1,1,0,1,0,1248,59,59,590,5900,291,118,152,140,0,0,4,367,0,0,1,21,21,6,131,0,177,59,590,177,59,0,6,1
train9_p26,1,1,2,0,1,1,0,1,1,1248,59,59,590,5900,291,118,152,140,0,0,4,367,0,0,1,21,21,6,131,0,177,59,590,177,59,0,6,1
train9_p26,1,1,2,0,1,1,1,0,0,1150,78,53,438,4380,326,156,149,119,0,19,4,332,0,0,1,21,21,6,131,0,169,53,530,159,53,0,6,1
train9_p26,1,1,2,0,1,1,1,0,1,1148,78,53,438,4380,344,156,167,148,0,19,4,356,0,0,1,21,21,6,129,0,169,53,530,159,53,0,6,1
train9_p26,1,1,2,0,1,1,1,1,0,1130,78,53,438,4380,292,122,149,119,17,2,4,332,0,0,1,21,21,6,131,0,149,53,530,159,53,0,6,1
train9_p26,1,1,2,0,1,1,1,1,1,1128,78,53,438,4380,310,122,167,148,17,2,4,356,0,0,1,21,21,6,129,0,149,53,530,159,53,0,6,1
train9_p26,1,1,2,1,1,1,0,1,0,1490,59,59,590,5900,291,118,152,140,0,0,4,367,101,3,1,30,57,6,150,0,352,59,590,177,59,0,9,1
train9_p26,1,1,2,1,1,1,0,1,1,1490,59,59,590,5900,291,118,152,140,0,0,4,367,101,3,1,30,57,6,150,0,352,59,590,177,59,0,9,1
train9_p26,1,1,2,1,1,1,1,0,0,1449,78,53,438,4380,326,156,149,119,0,19,4,332,109,5,1,30,57,6,189,0,360,53,530,159,53,0,11,1
train9_p26,1,1,2,1,1,1,1,0,1,1440,78,53,438,4380,344,156,167,148,0,19,4,356,112,2,1,30,57,6,173,0,370,53,530,159,53,0,8,1
train9_p26,1,1,2,1,1,1,1,1,0,1412,78,53,438,4380,292,122,149,119,17,2,4,332,88,9,1,30,57,6,181,0,327,53,530,159,53,0,15,1
train9_p26,1,1,2,1,1,1,1,1,1,1372,78,53,438,4380,310,122,167,148,17,2,4,355,91,3,1,30,57,6,164,0,310,53,530,159,53,0,9,1
train9_p26,1,1,3,0,1,1,0,1,0,1248,59,59,590,5900,293,118,154,142,0,0,4,366,0,0,1,21,21,6,131,0,177,59,590,177,59,0,6,1
train9_p26,1,1,3,0,1,1,0,1,1,1248,59,59,590,5900,293,118,154,142,0,0,4,366,0,0,1,21,21,6,131,0,177,59,590,177,59,0,6,1
train9_p26,1,1,3,0,1,1,1,1,0,1128,78,53,438,4380,291,122,148,118,17,2,4,330,0,0,1,21,21,6,129,0,149,53,530,159,53,0,6,1
train9_p26,1,1,3,0,1,1,1,1,1,1129,78,53,438,4380,314,122,171,151,17,2,4,355,0,0,1,21,21,6,130,0,149,53,530,159,53,0,6,1
train9_p26,1,1,3,1,1,1,0,1,0,1504,59,59,590,5900,293,118,154,142,0,0,4,366,106,3,1,27,54,6,153,0,369,59,590,177,59,0,9,1
train9_p26,1,1,3,1,1,1,0,1,1,1504,59,59,590,5900,293,118,154,142,0,0,4,366,106,3,1,27,54,6,153,0,369,59,590,177,59,0,9,1
train9_p26,1,1,3,1,1,1,1,1,0,1379,78,53,438,4380,291,122,148,118,17,2,4,330,97,3,1,27,54,6,174,0,313,53,530,159,53,0,9,1
train9_p26,1,1,3,1,1,1,1,1,1,1368,78,53,438,4380,314,122,171,151,17,2,4,355,104,3,1,27,54,6,165,0,311,53,530,159,53,0,9,1
train9_p27,1,1,1,0,1,1,0,1,0,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train9_p27,1,1,1,0,1,1,0,1,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train9_p27,1,1,1,1,1,1,0,1,0,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train9_p27,1,1,1,1,1,1,0,1,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train9_p27,1,1,2,0,1,1,0,1,0,1230,58,58,580,5800,279,116,142,130,0,0,4,379,0,0,1,21,21,6,131,0,174,58,580,174,58,0,6,1
train9_p27,1,1,2,0,1,1,0,1,1,1230,58,58,580,5800,279,116,142,130,0,0,4,379,0,0,1,21,21,6,131,0,174,58,580,174,58,0,6,1
train9_p27,1,1,2,0,1,1,1,0,0,1138,78,52,450,4500,316,156,139,111,0,20,4,352,0,0,1,21,21,6,131,0,172,52,520,156,52,0,6,1
train9_p27,1,1,2,0,1,1,1,0,1,1136,78,52,450,4500,334,156,157,135,0,20,4,360,0,0,1,21,21,6,129,0,172,52,520,156,52,0,6,1
train9_p27,1,1,2,0,1,1,1,1,0,1114,78,52,450,4500,278,118,139,111,19,1,4,352,0,0,1,21,21,6,131,0,148,52,520,156,52,0,6,1
train9_p27,1,1,2,0,1,1,1,1,1,1112,78,52,450,4500,296,118,157,135,19,1,4,360,0,0,1,21,21,6,129,0,148,52,520,156,52,0,6,1
train9_p27,1,1,2,1,1,1,0,1,0,1507,58,58,580,5800,279,116,142,131,0,0,4,380,98,3,1,30,57,6,160,0,374,58,580,174,58,0,9,1
train9_p27,1,1,2,1,1,1,0,1,1,1507,58,58,580,5800,279,116,142,131,0,0,4,380,98,3,1,30,57,6,160,0,374,58,580,174,58,0,9,1
train9_p27,1,1,2,1,1,1,1,0,0,1434,78,52,450,4500,316,156,139,111,0,20,4,352,111,1,1,30,57,6,192,0,361,52,520,156,52,0,7,1
train9_p27,1,1,2,1,1,1,1,0,1,1425,78,52,450,4500,334,156,157,135,0,20,4,360,115,1,1,30,57,6,181,0,362,52,520,157,52,0,7,1
train9_p27,1,1,2,1,1,1,1,1,0,1368,78,52,450,4500,278,118,139,111,19,1,4,352,88,3,1,30,57,6,176,0,309,52,520,156,52,0,9,1
train9_p27,1,1,2,1,1,1,1,1,1,1368,78,52,450,4500,296,118,157,135,19,1,4,360,92,4,1,30,57,6,169,0,315,52,520,156,52,0,10,1
train9_p27,1,1,3,0,1,1,0,1,0,1213,57,57,570,5700,280,114,145,130,0,0,4,370,0,0,1,21,21,6,132,0,171,57,570,171,57,0,6,1
train9_p27,1,1,3,0,1,1,0,1,1,1213,57,57,570,5700,280,114,145,130,0,0,4,370,0,0,1,21,21,6,132,0,171,57,570,171,57,0,6,1
train9_p27,1,1,3,0,1,1,1,1,0,1093,75,51,445,4450,276,116,139,109,17,1,4,346,0,0,1,21,21,6,128,0,145,51,510,153,51,0,6,1
train9_p27,1,1,3,0,1,1,1,1,1,1090,75,51,445,4450,292,116,155,135,17,1,4,360,0,0,1,21,21,6,125,0,145,51,510,153,51,0,6,1
train9_p27,1,1,3,1,1,1,0,1,0,1479,57,57,570,5700,280,114,145,130,0,0,4,370,85,0,1,27,54,6,159,0,371,57,570,171,57,0,6,1
train9_p27,1,1,3,1,1,1,0,1,1,1479,57,57,570,5700,280,114,145,130,0,0,4,370,85,0,1,27,54,6,159,0,371,57,570,171,57,0,6,1
train9_p27,1,1,3,1,1,1,1,1,0,1353,75,51,445,4450,276,116,139,109,17,1,4,346,97,1,1,27,54,6,180,0,313,51,510,153,51,0,7,1
train9_p27,1,1,3,1,1,1,1,1,1,1335,75,51,445,4450,292,116,155,136,17,1,4,361,87,3,1,27,54,6,154,0,318,51,510,154,51,0,9,1
train9_p28,1,1,1,0,1,1,0,1,0,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train9_p28,1,1,1,0,1,1,0,1,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train9_p28,1,1,1,1,1,1,0,1,0,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train9_p28,1,1,1,1,1,1,0,1,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train9_p28,1,1,2,0,1,1,0,1,0,1212,57,57,570,5700,286,114,151,135,0,0,4,355,0,0,1,21,21,6,131,0,171,57,570,171,57,0,6,1
train9_p28,1,1,2,0,1,1,0,1,1,1212,57,57,570,5700,286,114,151,135,0,0,4,355,0,0,1,21,21,6,131,0,171,57,570,171,57,0,6,1
train9_p28,1,1,2,0,1,1,1,0,0,1096,76,50,433,4330,320,152,147,109,0,19,4,315,0,0,1,21,21,6,133,0,158,50,500,150,50,0,6,1
train9_p28,1,1,2,0,1,1,1,0,1,1087,76,50,433,4330,339,152,166,144,0,19,4,337,0,0,1,21,21,6,124,0,158,50,500,150,50,0,6,1
train9_p28,1,1,2,0,1,1,1,1,0,1086,76,50,433,4330,286,118,147,109,17,2,4,315,0,0,1,21,21,6,133,0,148,50,500,150,50,0,6,1
train9_p28,1,1,2,0,1,1,1,1,1,1077,76,50,433,4330,305,118,166,144,17,2,4,337,0,0,1,21,21,6,124,0,148,50,500,150,50,0,6,1
train9_p28,1,1,2,1,1,1,0,1,0,1474,57,57,570,5700,284,114,149,134,0,0,4,357,108,2,1,30,57,6,160,0,357,57,570,171,57,0,8,1
train9_p28,1,1,2,1,1,1,0,1,1,1474,57,57,570,5700,284,114,149,134,0,0,4,357,108,2,1,30,57,6,160,0,357,57,570,171,57,0,8,1
train9_p28,1,1,2,1,1,1,1,0,0,1412,76,50,433,4330,320,152,147,109,0,19,4,315,113,7,1,30,57,6,205,0,350,50,500,150,50,0,13,1
train9_p28,1,1,2,1,1,1,1,0,1,1357,76,50,433,4330,339,152,166,144,0,19,4,337,111,2,1,30,57,6,161,0,344,50,500,150,50,0,8,1
train9_p28,1,1,2,1,1,1,1,1,0,1375,76,50,433,4330,284,118,145,108,17,2,4,317,73,4,1,30,57,6,193,0,328,50,500,150,50,0,10,1
train9_p28,1,1,2,1,1,1,1,1,1,1346,76,50,433,4330,305,118,166,144,17,2,4,337,105,2,1,30,57,6,163,0,331,50,500,150,50,0,8,1
train9_p28,1,1,3,0,1,1,0,1,0,1213,57,57,570,5700,290,114,155,139,0,0,4,353,0,0,1,21,21,6,132,0,171,57,570,171,57,0,6,1
train9_p28,1,1,3,0,1,1,0,1,1,1213,57,57,570,5700,290,114,155,139,0,0,4,353,0,0,1,21,21,6,132,0,171,57,570,171,57,0,6,1
train9_p28,1,1,3,0,1,1,1,1,0,1085,76,50,432,4320,288,118,149,110,17,2,4,309,0,0,1,21,21,6,132,0,148,50,500,150,50,0,6,1
train9_p28,1,1,3,0,1,1,1,1,1,1080,76,50,432,4320,309,118,170,146,17,2,4,328,0,0,1,21,21,6,127,0,148,50,500,150,50,0,6,1
train9_p28,1,1,3,1,1,1,0,1,0,1479,57,57,570,5700,290,114,155,139,0,0,4,353,100,3,1,27,54,6,159,0,368,57,570,171,57,0,9,1
train9_p28,1,1,3,1,1,1,0,1,1,1479,57,57,570,5700,290,114,155,139,0,0,4,353,100,3,1,27,54,6,159,0,368,57,570,171,57,0,9,1
train9_p28,1,1,3,1,1,1,1,1,0,1353,76,50,432,4320,288,118,149,110,17,2,4,309,101,3,1,27,54,6,188,0,318,50,500,150,50,0,9,1
train9_p28,1,1,3,1,1,1,1,1,1,1324,76,50,432,4320,307,118,168,145,17,2,4,330,103,5,1,27,54,6,164,0,311,50,500,150,50,0,11,1
train9_p29,1,1,1,0,1,1,0,1,0,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train9_p29,1,1,1,0,1,1,0,1,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train9_p29,1,1,1,1,1,1,0,1,0,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train9_p29,1,1,1,1,1,1,0,1,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train9_p29,1,1,2,0,1,1,0,1,0,1110,52,52,520,5200,243,104,118,106,0,0,4,335,0,0,1,21,21,6,119,0,156,52,520,156,52,0,6,1
train9_p29,1,1,2,0,1,1,0,1,1,1110,52,52,520,5200,243,104,118,106,0,0,4,335,0,0,1,21,21,6,119,0,156,52,520,156,52,0,6,1
