case,real,order,mode,bp,packed32,prefetch,frontier,resident,active_pf,cycles,channels,batches,pairs,scalar_mac,words,xwords,graph_words,prefetch_words,cache_hits,refetches,peak_slots,graph_hits,req_stall,out_stall,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13
train16_p8,1,1,2,0,1,1,1,0,0,1002,57,46,404,4040,233,114,98,83,0,9,2,323,0,0,1,21,21,6,113,0,144,46,460,138,46,0,6,1
train16_p8,1,1,2,0,1,1,1,0,1,996,57,46,404,4040,237,114,102,93,0,9,2,336,0,0,1,21,21,6,107,0,144,46,460,138,46,0,6,1
train16_p8,1,1,2,0,1,1,1,1,0,990,57,46,404,4040,215,96,98,83,9,0,4,323,0,0,1,21,21,6,113,0,132,46,460,138,46,0,6,1
train16_p8,1,1,2,0,1,1,1,1,1,984,57,46,404,4040,219,96,102,93,9,0,4,336,0,0,1,21,21,6,107,0,132,46,460,138,46,0,6,1
train16_p8,1,1,2,1,1,1,0,1,0,1269,48,48,480,4800,216,96,99,91,0,0,4,340,80,3,1,30,57,6,128,0,318,48,480,144,48,0,9,1
train16_p8,1,1,2,1,1,1,0,1,1,1269,48,48,480,4800,216,96,99,91,0,0,4,340,80,3,1,30,57,6,128,0,318,48,480,144,48,0,9,1
train16_p8,1,1,2,1,1,1,1,0,0,1243,57,46,404,4040,233,114,98,83,0,9,2,323,74,2,1,30,57,6,142,0,309,46,460,138,46,0,8,1
train16_p8,1,1,2,1,1,1,1,0,1,1231,57,46,404,4040,237,114,102,93,0,9,2,336,71,1,1,30,57,6,128,0,312,46,460,138,46,0,7,1
train16_p8,1,1,2,1,1,1,1,1,0,1214,57,46,404,4040,215,96,98,83,9,0,4,323,66,4,1,30,57,6,148,0,272,46,460,138,46,0,10,1
train16_p8,1,1,2,1,1,1,1,1,1,1197,57,46,404,4040,219,96,102,93,9,0,4,336,69,2,1,30,57,6,127,0,278,46,460,138,46,0,8,1
train16_p8,1,1,3,0,1,1,0,1,0,1027,48,48,480,4800,212,96,95,87,0,0,4,340,0,0,1,21,21,6,108,0,144,48,480,144,48,0,6,1
train16_p8,1,1,3,0,1,1,0,1,1,1027,48,48,480,4800,212,96,95,87,0,0,4,340,0,0,1,21,21,6,108,0,144,48,480,144,48,0,6,1
train16_p8,1,1,3,0,1,1,1,1,0,990,57,46,404,4040,212,96,95,80,9,0,4,323,0,0,1,21,21,6,113,0,132,46,460,138,46,0,6,1
train16_p8,1,1,3,0,1,1,1,1,1,984,57,46,404,4040,216,96,99,90,9,0,4,334,0,0,1,21,21,6,107,0,132,46,460,138,46,0,6,1
train16_p8,1,1,3,1,1,1,0,1,0,1226,48,48,480,4800,212,96,95,87,0,0,4,340,78,6,1,27,54,6,120,0,286,48,480,144,48,0,12,1
train16_p8,1,1,3,1,1,1,0,1,1,1226,48,48,480,4800,212,96,95,87,0,0,4,340,78,6,1,27,54,6,120,0,286,48,480,144,48,0,12,1
train16_p8,1,1,3,1,1,1,1,1,0,1214,57,46,404,4040,212,96,95,80,9,0,4,323,66,6,1,27,54,6,137,0,287,46,460,138,46,0,12,1
train16_p8,1,1,3,1,1,1,1,1,1,1184,57,46,404,4040,216,96,99,90,9,0,4,334,72,0,1,27,54,6,120,0,280,46,460,138,46,0,6,1
train16_p9,1,1,1,0,1,1,0,1,0,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train16_p9,1,1,1,0,1,1,0,1,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train16_p9,1,1,1,1,1,1,0,1,0,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train16_p9,1,1,1,1,1,1,0,1,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train16_p9,1,1,2,0,1,1,0,1,0,1328,63,63,630,6300,312,126,165,153,0,0,4,383,0,0,1,21,21,6,139,0,189,63,630,189,63,0,6,1
train16_p9,1,1,2,0,1,1,0,1,1,1328,63,63,630,6300,312,126,165,153,0,0,4,383,0,0,1,21,21,6,139,0,189,63,630,189,63,0,6,1
train16_p9,1,1,2,0,1,1,1,0,0,1157,82,53,456,4560,345,164,160,129,0,19,4,350,0,0,1,21,21,6,134,0,173,53,530,159,53,0,6,1
train16_p9,1,1,2,0,1,1,1,0,1,1152,82,53,456,4560,365,164,180,158,0,19,4,369,0,0,1,21,21,6,129,0,173,53,530,159,53,0,6,1
train16_p9,1,1,2,0,1,1,1,1,0,1141,82,53,456,4560,309,128,160,129,18,1,4,350,0,0,1,21,21,6,134,0,157,53,530,159,53,0,6,1
train16_p9,1,1,2,0,1,1,1,1,1,1136,82,53,456,4560,329,128,180,158,18,1,4,369,0,0,1,21,21,6,129,0,157,53,530,159,53,0,6,1
train16_p9,1,1,2,1,1,1,0,1,0,1605,63,63,630,6300,312,126,165,153,0,0,4,383,115,1,1,30,57,6,163,0,396,63,630,189,63,0,7,1
train16_p9,1,1,2,1,1,1,0,1,1,1605,63,63,630,6300,312,126,165,153,0,0,4,383,115,1,1,30,57,6,163,0,396,63,630,189,63,0,7,1
train16_p9,1,1,2,1,1,1,1,0,0,1489,82,53,456,4560,345,164,160,129,0,19,4,350,135,0,1,30,57,6,202,0,392,53,530,159,53,0,6,1
train16_p9,1,1,2,1,1,1,1,0,1,1459,82,53,456,4560,365,164,180,158,0,19,4,369,146,6,1,30,57,6,184,0,374,53,530,159,53,0,12,1
train16_p9,1,1,2,1,1,1,1,1,0,1406,82,53,456,4560,309,128,160,129,18,1,4,350,98,3,1,30,57,6,184,0,324,53,530,159,53,0,9,1
train16_p9,1,1,2,1,1,1,1,1,1,1402,82,53,456,4560,329,128,180,159,18,1,4,369,103,3,1,30,57,6,167,0,337,53,530,159,53,0,9,1
train16_p9,1,1,3,0,1,1,0,1,0,1325,63,63,630,6300,313,126,166,155,0,0,4,384,0,0,1,21,21,6,136,0,189,63,630,189,63,0,6,1
train16_p9,1,1,3,0,1,1,0,1,1,1325,63,63,630,6300,313,126,166,155,0,0,4,384,0,0,1,21,21,6,136,0,189,63,630,189,63,0,6,1
train16_p9,1,1,3,0,1,1,1,1,0,1141,82,53,453,4530,312,128,163,129,18,1,4,343,0,0,1,21,21,6,134,0,157,53,530,159,53,0,6,1
train16_p9,1,1,3,0,1,1,1,1,1,1136,82,53,453,4530,328,128,179,157,18,1,4,363,0,0,1,21,21,6,129,0,157,53,530,159,53,0,6,1
train16_p9,1,1,3,1,1,1,0,1,0,1594,63,63,630,6300,313,126,166,155,0,0,4,384,110,2,1,27,54,6,155,0,398,63,630,189,63,0,8,1
train16_p9,1,1,3,1,1,1,0,1,1,1594,63,63,630,6300,313,126,166,155,0,0,4,384,110,2,1,27,54,6,155,0,398,63,630,189,63,0,8,1
train16_p9,1,1,3,1,1,1,1,1,0,1414,82,53,453,4530,312,128,163,129,18,1,4,343,97,2,1,27,54,6,188,0,335,53,530,159,53,0,8,1
train16_p9,1,1,3,1,1,1,1,1,1,1404,82,53,453,4530,328,128,179,157,18,1,4,363,109,7,1,27,54,6,170,0,338,53,530,159,53,0,13,1
train16_p10,1,1,1,0,1,1,0,1,0,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train16_p10,1,1,1,0,1,1,0,1,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train16_p10,1,1,1,1,1,1,0,1,0,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train16_p10,1,1,1,1,1,1,0,1,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train16_p10,1,1,2,0,1,1,0,1,0,1007,47,47,470,4700,209,94,94,86,0,0,4,332,0,0,1,21,21,6,106,0,141,47,470,141,47,0,6,1
train16_p10,1,1,2,0,1,1,0,1,1,1007,47,47,470,4700,209,94,94,86,0,0,4,332,0,0,1,21,21,6,106,0,141,47,470,141,47,0,6,1
train16_p10,1,1,2,0,1,1,1,0,0,938,54,43,398,3980,220,108,91,78,0,7,3,318,0,0,1,21,21,6,105,0,133,43,430,129,43,0,6,1
train16_p10,1,1,2,0,1,1,1,0,1,935,54,43,398,3980,226,108,97,87,0,7,3,327,0,0,1,21,21,6,102,0,133,43,430,129,43,0,6,1
train16_p10,1,1,2,0,1,1,1,1,0,930,54,43,398,3980,206,94,91,78,7,0,4,318,0,0,1,21,21,6,105,0,125,43,430,129,43,0,6,1
train16_p10,1,1,2,0,1,1,1,1,1,927,54,43,398,3980,212,94,97,87,7,0,4,327,0,0,1,21,21,6,102,0,125,43,430,129,43,0,6,1
train16_p10,1,1,2,1,1,1,0,1,0,1225,47,47,470,4700,209,94,94,86,0,0,4,332,75,4,1,30,57,6,117,0,299,47,470,141,47,0,10,1
train16_p10,1,1,2,1,1,1,0,1,1,1225,47,47,470,4700,209,94,94,86,0,0,4,332,75,4,1,30,57,6,117,0,299,47,470,141,47,0,10,1
train16_p10,1,1,2,1,1,1,1,0,0,1174,54,43,398,3980,220,108,91,78,0,7,3,318,67,0,1,30,57,6,137,0,292,43,430,129,43,0,6,1
train16_p10,1,1,2,1,1,1,1,0,1,1174,54,43,398,3980,226,108,97,87,0,7,3,327,79,3,1,30,57,6,121,0,305,43,430,129,43,0,9,1
train16_p10,1,1,2,1,1,1,1,1,0,1164,54,43,398,3980,206,94,91,78,7,0,4,318,63,0,1,30,57,6,135,0,284,43,430,129,43,0,6,1
train16_p10,1,1,2,1,1,1,1,1,1,1151,54,43,398,3980,212,94,97,87,7,0,4,327,77,0,1,30,57,6,129,0,277,43,430,129,43,0,6,1
train16_p10,1,1,3,0,1,1,0,1,0,1008,47,47,470,4700,208,94,93,84,0,0,4,330,0,0,1,21,21,6,107,0,141,47,470,141,47,0,6,1
train16_p10,1,1,3,0,1,1,0,1,1,1008,47,47,470,4700,208,94,93,84,0,0,4,330,0,0,1,21,21,6,107,0,141,47,470,141,47,0,6,1
train16_p10,1,1,3,0,1,1,1,1,0,931,54,43,398,3980,204,94,89,75,7,0,4,316,0,0,1,21,21,6,106,0,125,43,430,129,43,0,6,1
train16_p10,1,1,3,0,1,1,1,1,1,928,54,43,398,3980,213,94,98,86,7,0,4,320,0,0,1,21,21,6,103,0,125,43,430,129,43,0,6,1
train16_p10,1,1,3,1,1,1,0,1,0,1231,47,47,470,4700,208,94,93,84,0,0,4,330,70,1,1,27,54,6,127,0,304,47,470,141,47,0,7,1
train16_p10,1,1,3,1,1,1,0,1,1,1231,47,47,470,4700,208,94,93,84,0,0,4,330,70,1,1,27,54,6,127,0,304,47,470,141,47,0,7,1
train16_p10,1,1,3,1,1,1,1,1,0,1155,54,43,398,3980,204,94,89,75,7,0,4,316,81,3,1,27,54,6,138,0,275,43,430,129,43,0,9,1
train16_p10,1,1,3,1,1,1,1,1,1,1142,54,43,398,3980,213,94,98,86,7,0,4,320,91,1,1,27,54,6,127,0,275,43,430,129,43,0,7,1
train16_p11,1,1,1,0,1,1,0,1,0,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train16_p11,1,1,1,0,1,1,0,1,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train16_p11,1,1,1,1,1,1,0,1,0,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train16_p11,1,1,1,1,1,1,0,1,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train16_p11,1,1,2,0,1,1,0,1,0,1168,55,55,550,5500,261,110,130,118,0,0,4,346,0,0,1,21,21,6,123,0,165,55,550,165,55,0,6,1
train16_p11,1,1,2,0,1,1,0,1,1,1168,55,55,550,5500,261,110,130,118,0,0,4,346,0,0,1,21,21,6,123,0,165,55,550,165,55,0,6,1
train16_p11,1,1,2,0,1,1,1,0,0,1028,68,47,414,4140,284,136,127,99,0,13,4,313,0,0,1,21,21,6,119,0,149,47,470,141,47,0,6,1
train16_p11,1,1,2,0,1,1,1,0,1,1028,68,47,414,4140,306,136,149,127,0,13,4,332,0,0,1,21,21,6,119,0,149,47,470,141,47,0,6,1
train16_p11,1,1,2,0,1,1,1,1,0,1016,68,47,414,4140,260,112,127,99,12,1,4,313,0,0,1,21,21,6,119,0,137,47,470,141,47,0,6,1
train16_p11,1,1,2,0,1,1,1,1,1,1016,68,47,414,4140,282,112,149,127,12,1,4,332,0,0,1,21,21,6,119,0,137,47,470,141,47,0,6,1
train16_p11,1,1,2,1,1,1,0,1,0,1423,55,55,550,5500,261,110,130,118,0,0,4,346,93,0,1,30,57,6,152,0,346,55,550,165,55,0,6,1
train16_p11,1,1,2,1,1,1,0,1,1,1423,55,55,550,5500,261,110,130,118,0,0,4,346,93,0,1,30,57,6,152,0,346,55,550,165,55,0,6,1
train16_p11,1,1,2,1,1,1,1,0,0,1302,68,47,414,4140,284,136,127,99,0,13,4,313,104,2,1,30,57,6,165,0,330,47,470,141,47,0,8,1
train16_p11,1,1,2,1,1,1,1,0,1,1302,68,47,414,4140,306,136,149,127,0,13,4,332,109,3,1,30,57,6,170,0,324,47,470,141,47,0,9,1
train16_p11,1,1,2,1,1,1,1,1,0,1273,68,47,414,4140,260,112,127,99,12,1,4,313,90,0,1,30,57,6,170,0,298,47,470,141,47,0,6,1
train16_p11,1,1,2,1,1,1,1,1,1,1269,68,47,414,4140,281,112,148,127,12,1,4,332,106,5,1,30,57,6,167,0,292,47,470,141,47,0,11,1
train16_p11,1,1,3,0,1,1,0,1,0,1170,55,55,550,5500,266,110,135,122,0,0,4,342,0,0,1,21,21,6,125,0,165,55,550,165,55,0,6,1
train16_p11,1,1,3,0,1,1,0,1,1,1170,55,55,550,5500,266,110,135,122,0,0,4,342,0,0,1,21,21,6,125,0,165,55,550,165,55,0,6,1
train16_p11,1,1,3,0,1,1,1,1,0,1019,68,47,414,4140,265,112,132,103,12,1,4,312,0,0,1,21,21,6,122,0,137,47,470,141,47,0,6,1
train16_p11,1,1,3,0,1,1,1,1,1,1013,68,47,414,4140,281,112,148,129,12,1,4,335,0,0,1,21,21,6,116,0,137,47,470,141,47,0,6,1
train16_p11,1,1,3,1,1,1,0,1,0,1423,55,55,550,5500,266,110,135,122,0,0,4,342,81,2,1,27,54,6,148,0,354,55,550,165,55,0,8,1
train16_p11,1,1,3,1,1,1,0,1,1,1423,55,55,550,5500,266,110,135,122,0,0,4,342,81,2,1,27,54,6,148,0,354,55,550,165,55,0,8,1
train16_p11,1,1,3,1,1,1,1,1,0,1280,68,47,414,4140,265,112,132,103,12,1,4,312,98,2,1,27,54,6,169,0,310,47,470,141,47,0,8,1
train16_p11,1,1,3,1,1,1,1,1,1,1242,68,47,414,4140,281,112,148,129,12,1,4,335,98,1,1,27,54,6,152,0,290,47,470,141,47,0,7,1
train16_p12,1,1,1,0,1,1,0,1,0,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train16_p12,1,1,1,0,1,1,0,1,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train16_p12,1,1,1,1,1,1,0,1,0,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train16_p12,1,1,1,1,1,1,0,1,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train16_p12,1,1,2,0,1,1,0,1,0,1088,51,51,510,5100,229,102,106,98,0,0,4,344,0,0,1,21,21,6,115,0,153,51,510,153,51,0,6,1
train16_p12,1,1,2,0,1,1,0,1,1,1088,51,51,510,5100,229,102,106,98,0,0,4,344,0,0,1,21,21,6,115,0,153,51,510,153,51,0,6,1
train16_p12,1,1,2,0,1,1,1,0,0,1027,63,47,408,4080,247,126,100,81,0,12,4,319,0,0,1,21,21,6,118,0,149,47,470,141,47,0,6,1
train16_p12,1,1,2,0,1,1,1,0,1,1021,63,47,408,4080,262,126,115,102,0,12,4,333,0,0,1,21,21,6,112,0,149,47,470,141,47,0,6,1
train16_p12,1,1,2,0,1,1,1,1,0,1013,63,47,408,4080,223,102,100,81,12,0,4,319,0,0,1,21,21,6,118,0,135,47,470,141,47,0,6,1
train16_p12,1,1,2,0,1,1,1,1,1,1007,63,47,408,4080,238,102,115,102,12,0,4,333,0,0,1,21,21,6,112,0,135,47,470,141,47,0,6,1
train16_p12,1,1,2,1,1,1,0,1,0,1324,51,51,510,5100,229,102,106,98,0,0,4,344,84,5,1,30,57,6,140,0,314,51,510,153,51,0,11,1
train16_p12,1,1,2,1,1,1,0,1,1,1324,51,51,510,5100,229,102,106,98,0,0,4,344,84,5,1,30,57,6,140,0,314,51,510,153,51,0,11,1
train16_p12,1,1,2,1,1,1,1,0,0,1296,63,47,408,4080,247,126,100,81,0,12,4,319,87,0,1,30,57,6,161,0,330,47,470,141,47,0,6,1
train16_p12,1,1,2,1,1,1,1,0,1,1264,63,47,408,4080,262,126,115,102,0,12,4,333,70,0,1,30,57,6,138,0,321,47,470,141,47,0,6,1
train16_p12,1,1,2,1,1,1,1,1,0,1249,63,47,408,4080,223,102,100,81,12,0,4,319,81,0,1,30,57,6,158,0,286,47,470,141,47,0,6,1
train16_p12,1,1,2,1,1,1,1,1,1,1242,63,47,408,4080,238,102,115,102,12,0,4,333,93,2,1,30,57,6,148,0,287,47,470,141,47,0,8,1
train16_p12,1,1,3,0,1,1,0,1,0,1087,51,51,510,5100,235,102,112,105,0,0,4,346,0,0,1,21,21,6,114,0,153,51,510,153,51,0,6,1
train16_p12,1,1,3,0,1,1,0,1,1,1087,51,51,510,5100,235,102,112,105,0,0,4,346,0,0,1,21,21,6,114,0,153,51,510,153,51,0,6,1
train16_p12,1,1,3,0,1,1,1,1,0,1012,63,47,408,4080,230,102,107,88,12,0,4,320,0,0,1,21,21,6,117,0,135,47,470,141,47,0,6,1
train16_p12,1,1,3,0,1,1,1,1,1,1005,63,47,408,4080,243,102,120,108,12,0,4,337,0,0,1,21,21,6,110,0,135,47,470,141,47,0,6,1
train16_p12,1,1,3,1,1,1,0,1,0,1313,51,51,510,5100,235,102,112,105,0,0,4,346,81,3,1,27,54,6,132,0,319,51,510,153,51,0,9,1
train16_p12,1,1,3,1,1,1,0,1,1,1313,51,51,510,5100,235,102,112,105,0,0,4,346,81,3,1,27,54,6,132,0,319,51,510,153,51,0,9,1
train16_p12,1,1,3,1,1,1,1,1,0,1240,63,47,408,4080,230,102,107,88,12,0,4,320,93,5,1,27,54,6,153,0,283,47,470,141,47,0,11,1
train16_p12,1,1,3,1,1,1,1,1,1,1220,63,47,408,4080,243,102,120,108,12,0,4,337,85,0,1,27,54,6,134,0,287,47,470,141,47,0,6,1
train16_p13,1,1,1,0,1,1,0,1,0,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train16_p13,1,1,1,0,1,1,0,1,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train16_p13,1,1,1,1,1,1,0,1,0,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train16_p13,1,1,1,1,1,1,0,1,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train16_p13,1,1,2,0,1,1,0,1,0,1310,62,62,620,6200,311,124,166,150,0,0,4,373,0,0,1,21,21,6,139,0,186,62,620,186,62,0,6,1
train16_p13,1,1,2,0,1,1,0,1,1,1310,62,62,620,6200,311,124,166,150,0,0,4,373,0,0,1,21,21,6,139,0,186,62,620,186,62,0,6,1
train16_p13,1,1,2,0,1,1,1,0,0,1214,82,56,453,4530,349,164,164,128,0,20,4,339,0,0,1,21,21,6,141,0,178,56,560,168,56,0,6,1
train16_p13,1,1,2,0,1,1,1,0,1,1211,82,56,453,4530,370,164,185,159,0,20,4,354,0,0,1,21,21,6,138,0,178,56,560,168,56,0,6,1
train16_p13,1,1,2,0,1,1,1,1,0,1198,82,56,453,4530,315,130,164,128,17,3,4,339,0,0,1,21,21,6,141,0,162,56,560,168,56,0,6,1
train16_p13,1,1,2,0,1,1,1,1,1,1195,82,56,453,4530,336,130,185,159,17,3,4,354,0,0,1,21,21,6,138,0,162,56,560,168,56,0,6,1
train16_p13,1,1,2,1,1,1,0,1,0,1580,62,62,620,6200,311,124,166,150,0,0,4,373,123,4,1,30,57,6,167,0,379,62,620,186,62,0,10,1
train16_p13,1,1,2,1,1,1,0,1,1,1580,62,62,620,6200,311,124,166,150,0,0,4,373,123,4,1,30,57,6,167,0,379,62,620,186,62,0,10,1
train16_p13,1,1,2,1,1,1,1,0,0,1535,82,56,453,4530,349,164,164,128,0,20,4,339,127,0,1,30,57,6,207,0,388,56,560,168,56,0,6,1
train16_p13,1,1,2,1,1,1,1,0,1,1529,82,56,453,4530,370,164,185,159,0,20,4,354,116,3,1,30,57,6,198,0,388,56,560,168,56,0,9,1
train16_p13,1,1,2,1,1,1,1,1,0,1481,82,56,453,4530,315,130,164,128,17,3,4,339,98,0,1,30,57,6,200,0,341,56,560,168,56,0,6,1
train16_p13,1,1,2,1,1,1,1,1,1,1469,82,56,453,4530,334,130,183,159,17,3,4,355,93,0,1,30,57,6,176,0,353,56,560,168,56,0,6,1
train16_p13,1,1,3,0,1,1,0,1,0,1289,61,61,610,6100,306,122,163,149,0,0,4,373,0,0,1,21,21,6,136,0,183,61,610,183,61,0,6,1
train16_p13,1,1,3,0,1,1,0,1,1,1289,61,61,610,6100,306,122,163,149,0,0,4,373,0,0,1,21,21,6,136,0,183,61,610,183,61,0,6,1
train16_p13,1,1,3,0,1,1,1,1,0,1180,79,55,449,4490,305,128,156,126,15,3,4,344,0,0,1,21,21,6,141,0,159,55,550,165,55,0,6,1
train16_p13,1,1,3,0,1,1,1,1,1,1177,79,55,449,4490,327,128,178,155,15,3,4,356,0,0,1,21,21,6,138,0,159,55,550,165,55,0,6,1
train16_p13,1,1,3,1,1,1,0,1,0,1566,61,61,610,6100,306,122,163,149,0,0,4,373,110,5,1,27,54,6,164,0,388,61,610,183,61,0,11,1
train16_p13,1,1,3,1,1,1,0,1,1,1566,61,61,610,6100,306,122,163,149,0,0,4,373,110,5,1,27,54,6,164,0,388,61,610,183,61,0,11,1
train16_p13,1,1,3,1,1,1,1,1,0,1462,79,55,449,4490,305,128,156,126,15,3,4,344,102,2,1,27,54,6,200,0,341,55,550,165,55,0,8,1
train16_p13,1,1,3,1,1,1,1,1,1,1456,79,55,449,4490,327,128,178,156,15,3,4,357,106,3,1,27,54,6,192,0,342,55,550,165,55,0,9,1
train16_p14,1,1,1,0,1,1,0,1,0,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train16_p14,1,1,1,0,1,1,0,1,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train16_p14,1,1,1,1,1,1,0,1,0,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train16_p14,1,1,1,1,1,1,0,1,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train16_p14,1,1,2,0,1,1,0,1,0,1248,59,59,590,5900,288,118,149,139,0,0,4,375,0,0,1,21,21,6,131,0,177,59,590,177,59,0,6,1
train16_p14,1,1,2,0,1,1,0,1,1,1248,59,59,590,5900,288,118,149,139,0,0,4,375,0,0,1,21,21,6,131,0,177,59,590,177,59,0,6,1
train16_p14,1,1,2,0,1,1,1,0,0,1157,81,53,441,4410,327,162,144,114,0,22,3,332,0,0,1,21,21,6,134,0,173,53,530,159,53,0,6,1
train16_p14,1,1,2,0,1,1,1,0,1,1149,81,53,441,4410,340,162,157,142,0,22,3,367,0,0,1,21,21,6,126,0,173,53,530,159,53,0,6,1
train16_p14,1,1,2,0,1,1,1,1,0,1135,81,53,441,4410,285,120,144,114,21,1,4,332,0,0,1,21,21,6,134,0,151,53,530,159,53,0,6,1
train16_p14,1,1,2,0,1,1,1,1,1,1127,81,53,441,4410,298,120,157,142,21,1,4,367,0,0,1,21,21,6,126,0,151,53,530,159,53,0,6,1
train16_p14,1,1,2,1,1,1,0,1,0,1504,59,59,590,5900,288,118,149,139,0,0,4,375,102,0,1,30,57,6,153,0,366,59,590,177,59,0,6,1
train16_p14,1,1,2,1,1,1,0,1,1,1504,59,59,590,5900,288,118,149,139,0,0,4,375,102,0,1,30,57,6,153,0,366,59,590,177,59,0,6,1
train16_p14,1,1,2,1,1,1,1,0,0,1474,81,53,441,4410,327,162,144,114,0,22,3,332,101,2,1,30,57,6,191,0,386,53,530,159,53,0,8,1
train16_p14,1,1,2,1,1,1,1,0,1,1445,81,53,441,4410,340,162,157,142,0,22,3,367,130,2,1,30,57,6,172,0,376,53,530,159,53,0,8,1
train16_p14,1,1,2,1,1,1,1,1,0,1417,81,53,441,4410,285,120,144,114,21,1,4,332,80,6,1,30,57,6,201,0,315,53,530,159,53,0,12,1
train16_p14,1,1,2,1,1,1,1,1,1,1390,81,53,441,4410,298,120,157,142,21,1,4,367,92,3,1,30,57,6,167,0,325,53,530,159,53,0,9,1
train16_p14,1,1,3,0,1,1,0,1,0,1231,58,58,580,5800,292,116,155,142,0,0,4,369,0,0,1,21,21,6,132,0,174,58,580,174,58,0,6,1
train16_p14,1,1,3,0,1,1,0,1,1,1231,58,58,580,5800,292,116,155,142,0,0,4,369,0,0,1,21,21,6,132,0,174,58,580,174,58,0,6,1
train16_p14,1,1,3,0,1,1,1,1,0,1137,80,53,440,4400,288,118,149,113,21,1,4,320,0,0,1,21,21,6,138,0,149,53,530,159,53,0,6,1
train16_p14,1,1,3,0,1,1,1,1,1,1130,80,53,440,4400,303,118,164,143,21,1,4,353,0,0,1,21,21,6,131,0,149,53,530,159,53,0,6,1
train16_p14,1,1,3,1,1,1,0,1,0,1490,58,58,580,5800,292,116,155,142,0,0,4,369,102,6,1,27,54,6,155,0,365,58,580,174,58,0,12,1
train16_p14,1,1,3,1,1,1,0,1,1,1490,58,58,580,5800,292,116,155,142,0,0,4,369,102,6,1,27,54,6,155,0,365,58,580,174,58,0,12,1
train16_p14,1,1,3,1,1,1,1,1,0,1414,80,53,440,4400,288,118,149,113,21,1,4,320,110,2,1,27,54,6,208,0,315,53,530,159,53,0,8,1
train16_p14,1,1,3,1,1,1,1,1,1,1368,80,53,440,4400,303,118,164,143,21,1,4,353,99,3,1,27,54,6,161,0,315,53,530,159,53,0,9,1
train16_p15,1,1,1,0,1,1,0,1,0,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train16_p15,1,1,1,0,1,1,0,1,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train16_p15,1,1,1,1,1,1,0,1,0,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
