layer,calls,spikes,elements,firing_rate,mean_call_firing_rate
sttmultires_unet.decoders.0.sn,40,13409019,66355200,0.2020793999565972,0.20207939995659724
sttmultires_unet.decoders.1.sn,40,25762578,133056000,0.1936220689033189,0.19362206890331893
sttmultires_unet.decoders.2.sn,40,44238558,266803200,0.16580969793465747,0.16580969793465747
sttmultires_unet.decoders.3.sn,40,145384403,536371200,0.27105184431975465,0.2710518443197547
sttmultires_unet.encoders.swin3d.layers.0.downsample.sn,40,78227994,265420800,0.2947319652416088,0.2947319652416088
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.attn_sn,40,0,273715200,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.proj_sn,40,75725177,273715200,0.27665682066615227,0.27665682066615227
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.sn2_q,40,804333,8553600,0.0940344416386083,0.0940344416386083
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.sn_k,40,41251412,273715200,0.15070924815282455,0.15070924815282452
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.sn_q,40,5231503,273715200,0.019112942942153013,0.019112942942153013
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.mlp.sn1,40,79931485,265420800,0.3011500417450328,0.3011500417450328
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.mlp.sn2,40,95988102,1061683200,0.0904112469708478,0.0904112469708478
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.attn_sn,40,0,273715200,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.proj_sn,40,38123788,273715200,0.13928268506827535,0.13928268506827537
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.sn2_q,40,22,8553600,2.57201646090535e-06,2.5720164609053496e-06
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.sn_k,40,14572867,273715200,0.053240985520716426,0.05324098552071643
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.sn_q,40,13920516,273715200,0.05085766519360269,0.050857665193602686
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.mlp.sn1,40,77873377,265420800,0.29339590943889854,0.29339590943889854
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.mlp.sn2,40,88321825,1061683200,0.08319037637592834,0.08319037637592834
sttmultires_unet.encoders.swin3d.layers.1.downsample.sn,40,21477209,132710400,0.16183516137393905,0.16183516137393902
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.attn.attn_sn,40,0,149299200,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.attn.proj_sn,40,5317391,149299200,0.03561566974236968,0.03561566974236969
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.attn.sn2_q,40,0,4665600,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.attn.sn_k,40,0,149299200,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.attn.sn_q,40,1316813,149299200,0.008819960187328533,0.008819960187328533
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.mlp.sn1,40,9948260,132710400,0.07496217327353395,0.07496217327353395
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.mlp.sn2,40,42548269,530841600,0.08015247674635899,0.08015247674635897
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.attn.attn_sn,40,0,149299200,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.attn.proj_sn,40,6733683,149299200,0.04510193624614198,0.045101936246141984
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.attn.sn2_q,40,77807,4665600,0.01667674039780521,0.016676740397805215
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.attn.sn_k,40,7048362,149299200,0.04720964345421811,0.04720964345421811
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.attn.sn_q,40,448679,149299200,0.003005233785579561,0.00300523378557956
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.mlp.sn1,40,16868895,132710400,0.1271105730975116,0.12711057309751156
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.mlp.sn2,40,34572093,530841600,0.06512694747359664,0.06512694747359665
sttmultires_unet.encoders.swin3d.layers.2.downsample.sn,40,18151461,66355200,0.2735499403211806,0.2735499403211806
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.0.attn.attn_sn,40,0,74649600,0.0,0.0
