axis,window,pressure,arm,stage,slots
lifting_raw,corner,ready,affine_expanded,quantizer_actual_I24_read,17280
lifting_raw,corner,ready,affine_expanded,quantizer_RNE_clip8,17280
lifting_raw,corner,ready,affine_expanded,quantizer_reconstruct_I24,23040
lifting_raw,corner,ready,affine_expanded,retained_U_clear,480
lifting_raw,corner,ready,affine_expanded,U_actual_source_gather,17280
lifting_raw,corner,ready,affine_expanded,Uq_and_Ug_weight_supply,50720
lifting_raw,corner,ready,affine_expanded,original_U_RNE_sat,2880
lifting_raw,corner,ready,affine_expanded,retained_P1_H48_V,85312
lifting_raw,corner,ready,affine_expanded,continuous_PED_egress,18720
lifting_raw,corner,ready,affine_expanded,projection_gate_egress,4992
lifting_raw,corner,ready,affine_code8,coefficient_cold_fill,23352
lifting_raw,corner,ready,affine_code8,source_I24_input,65610
lifting_raw,corner,ready,affine_code8,source_compiled_temporal_program,366444
lifting_raw,corner,ready,affine_code8,preview_complete_K864_coalesced_directory,178926
lifting_raw,corner,ready,affine_code8,preview_U32_full_K,201994
lifting_raw,corner,ready,affine_code8,preview_V32_BN1,279936
lifting_raw,corner,ready,affine_code8,noncausal_T10_sn2,201984
lifting_raw,corner,ready,affine_code8,integer_coefficient_replace,7692
lifting_raw,corner,ready,affine_code8,original_I24_input,51840
lifting_raw,corner,ready,affine_code8,integer_NRVs_from_actual_sn2,45332
lifting_raw,corner,ready,affine_code8,integer_Conv2_U16,24402
lifting_raw,corner,ready,affine_code8,resident_F,55392
lifting_raw,corner,ready,affine_code8,integer_BN2_residual_merge,57600
lifting_raw,corner,ready,affine_code8,integer_projection_gate,102912
lifting_raw,corner,ready,affine_code8,quantizer_constant_cold_fill,360
lifting_raw,corner,ready,affine_code8,quantizer_predictor,3072
lifting_raw,corner,ready,affine_code8,quantizer_actual_I24_read,17280
lifting_raw,corner,ready,affine_code8,quantizer_RNE_clip8,17280
lifting_raw,corner,ready,affine_code8,quantizer_code8_materialize,1920
lifting_raw,corner,ready,affine_code8,retained_U_clear,480
lifting_raw,corner,ready,affine_code8,U_actual_source_gather,9600
lifting_raw,corner,ready,affine_code8,Uq_and_Ug_weight_supply,50720
lifting_raw,corner,ready,affine_code8,U_scale_and_Uc_before_original_RNE,5760
lifting_raw,corner,ready,affine_code8,original_U_RNE_sat,2880
lifting_raw,corner,ready,affine_code8,retained_P1_H48_V,85312
lifting_raw,corner,ready,affine_code8,continuous_PED_egress,18720
lifting_raw,corner,ready,affine_code8,projection_gate_egress,4992
lifting_raw,corner,ready,full_expanded,coefficient_cold_fill,23352
lifting_raw,corner,ready,full_expanded,source_I24_input,65610
lifting_raw,corner,ready,full_expanded,source_compiled_temporal_program,366444
lifting_raw,corner,ready,full_expanded,preview_complete_K864_coalesced_directory,178926
lifting_raw,corner,ready,full_expanded,preview_U32_full_K,201994
lifting_raw,corner,ready,full_expanded,preview_V32_BN1,279936
lifting_raw,corner,ready,full_expanded,noncausal_T10_sn2,201984
lifting_raw,corner,ready,full_expanded,integer_coefficient_replace,7692
lifting_raw,corner,ready,full_expanded,original_I24_input,51840
lifting_raw,corner,ready,full_expanded,integer_NRVs_from_actual_sn2,45332
lifting_raw,corner,ready,full_expanded,integer_Conv2_U16,24402
lifting_raw,corner,ready,full_expanded,resident_F,55392
lifting_raw,corner,ready,full_expanded,integer_BN2_residual_merge,57600
lifting_raw,corner,ready,full_expanded,integer_projection_gate,102912
lifting_raw,corner,ready,full_expanded,quantizer_constant_cold_fill,90
lifting_raw,corner,ready,full_expanded,quantizer_predictor,8510
lifting_raw,corner,ready,full_expanded,quantizer_actual_I24_read,17280
lifting_raw,corner,ready,full_expanded,quantizer_RNE_clip8,17280
lifting_raw,corner,ready,full_expanded,quantizer_reconstruct_I24,23040
lifting_raw,corner,ready,full_expanded,retained_U_clear,480
lifting_raw,corner,ready,full_expanded,U_actual_source_gather,17280
lifting_raw,corner,ready,full_expanded,Uq_and_Ug_weight_supply,50720
lifting_raw,corner,ready,full_expanded,original_U_RNE_sat,2880
lifting_raw,corner,ready,full_expanded,retained_P1_H48_V,85312
lifting_raw,corner,ready,full_expanded,continuous_PED_egress,18720
lifting_raw,corner,ready,full_expanded,projection_gate_egress,4992
lifting_raw,corner,ready,full_code8,coefficient_cold_fill,23352
lifting_raw,corner,ready,full_code8,source_I24_input,65610
lifting_raw,corner,ready,full_code8,source_compiled_temporal_program,366444
lifting_raw,corner,ready,full_code8,preview_complete_K864_coalesced_directory,178926
lifting_raw,corner,ready,full_code8,preview_U32_full_K,201994
lifting_raw,corner,ready,full_code8,preview_V32_BN1,279936
lifting_raw,corner,ready,full_code8,noncausal_T10_sn2,201984
lifting_raw,corner,ready,full_code8,integer_coefficient_replace,7692
lifting_raw,corner,ready,full_code8,original_I24_input,51840
lifting_raw,corner,ready,full_code8,integer_NRVs_from_actual_sn2,45332
lifting_raw,corner,ready,full_code8,integer_Conv2_U16,24402
lifting_raw,corner,ready,full_code8,resident_F,55392
lifting_raw,corner,ready,full_code8,integer_BN2_residual_merge,57600
lifting_raw,corner,ready,full_code8,integer_projection_gate,102912
lifting_raw,corner,ready,full_code8,quantizer_constant_cold_fill,360
lifting_raw,corner,ready,full_code8,latent_CSE_control_cold_fill,1068
lifting_raw,corner,ready,full_code8,quantizer_predictor,8510
lifting_raw,corner,ready,full_code8,quantizer_actual_I24_read,17280
lifting_raw,corner,ready,full_code8,quantizer_RNE_clip8,17280
lifting_raw,corner,ready,full_code8,quantizer_code8_materialize,1920
lifting_raw,corner,ready,full_code8,retained_U_clear,960
lifting_raw,corner,ready,full_code8,U_actual_source_gather,13912
lifting_raw,corner,ready,full_code8,Uq_and_Ug_weight_supply,57801
lifting_raw,corner,ready,full_code8,U_scale_and_Uc_before_original_RNE,5760
lifting_raw,corner,ready,full_code8,U_full_D_existing_shift_add_CSE,65664
lifting_raw,corner,ready,full_code8,original_U_RNE_sat,2880
lifting_raw,corner,ready,full_code8,retained_P1_H48_V,85312
lifting_raw,corner,ready,full_code8,continuous_PED_egress,18720
lifting_raw,corner,ready,full_code8,projection_gate_egress,4992
lifting_raw,interior,ready,raw,coefficient_cold_fill,23352
lifting_raw,interior,ready,raw,source_I24_input,98010
lifting_raw,interior,ready,raw,source_compiled_temporal_program,547404
lifting_raw,interior,ready,raw,preview_complete_K864_coalesced_directory,259535
lifting_raw,interior,ready,raw,preview_U32_full_K,319185
lifting_raw,interior,ready,raw,preview_V32_BN1,401520
lifting_raw,interior,ready,raw,noncausal_T10_sn2,260712
lifting_raw,interior,ready,raw,integer_coefficient_replace,7692
lifting_raw,interior,ready,raw,original_I24_input,65610
lifting_raw,interior,ready,raw,integer_projection_gate,130248
lifting_raw,interior,ready,raw,integer_NRVs_from_actual_sn2,49275
lifting_raw,interior,ready,raw,integer_Conv2_U16,19555
lifting_raw,interior,ready,raw,resident_F,55392
lifting_raw,interior,ready,raw,integer_BN2_residual_merge,57600
lifting_raw,interior,ready,raw,retained_U_clear,480
lifting_raw,interior,ready,raw,U_actual_source_gather,17280
lifting_raw,interior,ready,raw,Uq_and_Ug_weight_supply,50720
lifting_raw,interior,ready,raw,original_U_RNE_sat,2880
lifting_raw,interior,ready,raw,retained_P1_H48_V,85312
lifting_raw,interior,ready,raw,continuous_PED_egress,18720
lifting_raw,interior,ready,raw,projection_gate_egress,6318
lifting_raw,interior,ready,fixed_expanded,coefficient_cold_fill,23352
lifting_raw,interior,ready,fixed_expanded,source_I24_input,98010
lifting_raw,interior,ready,fixed_expanded,source_compiled_temporal_program,547404
lifting_raw,interior,ready,fixed_expanded,preview_complete_K864_coalesced_directory,259535
lifting_raw,interior,ready,fixed_expanded,preview_U32_full_K,319185
lifting_raw,interior,ready,fixed_expanded,preview_V32_BN1,401520
lifting_raw,interior,ready,fixed_expanded,noncausal_T10_sn2,260712
lifting_raw,interior,ready,fixed_expanded,integer_coefficient_replace,7692
lifting_raw,interior,ready,fixed_expanded,original_I24_input,65610
lifting_raw,interior,ready,fixed_expanded,integer_projection_gate,130248
lifting_raw,interior,ready,fixed_expanded,integer_NRVs_from_actual_sn2,49275
lifting_raw,interior,ready,fixed_expanded,integer_Conv2_U16,19555
lifting_raw,interior,ready,fixed_expanded,resident_F,55392
lifting_raw,interior,ready,fixed_expanded,integer_BN2_residual_merge,57600
lifting_raw,interior,ready,fixed_expanded,quantizer_actual_I24_read,17280
lifting_raw,interior,ready,fixed_expanded,quantizer_RNE_clip8,11520
lifting_raw,interior,ready,fixed_expanded,quantizer_reconstruct_I24,17280
lifting_raw,interior,ready,fixed_expanded,retained_U_clear,480
lifting_raw,interior,ready,fixed_expanded,U_actual_source_gather,17280
lifting_raw,interior,ready,fixed_expanded,Uq_and_Ug_weight_supply,50719
lifting_raw,interior,ready,fixed_expanded,original_U_RNE_sat,2880
lifting_raw,interior,ready,fixed_expanded,retained_P1_H48_V,85312
lifting_raw,interior,ready,fixed_expanded,continuous_PED_egress,18720
lifting_raw,interior,ready,fixed_expanded,projection_gate_egress,6318
lifting_raw,interior,ready,fixed_code8,coefficient_cold_fill,23352
lifting_raw,interior,ready,fixed_code8,source_I24_input,98010
lifting_raw,interior,ready,fixed_code8,source_compiled_temporal_program,547404
lifting_raw,interior,ready,fixed_code8,preview_complete_K864_coalesced_directory,259535
lifting_raw,interior,ready,fixed_code8,preview_U32_full_K,319185
lifting_raw,interior,ready,fixed_code8,preview_V32_BN1,401520
lifting_raw,interior,ready,fixed_code8,noncausal_T10_sn2,260712
lifting_raw,interior,ready,fixed_code8,integer_coefficient_replace,7692
lifting_raw,interior,ready,fixed_code8,original_I24_input,65610
lifting_raw,interior,ready,fixed_code8,integer_projection_gate,130248
lifting_raw,interior,ready,fixed_code8,integer_NRVs_from_actual_sn2,49275
lifting_raw,interior,ready,fixed_code8,integer_Conv2_U16,19555
lifting_raw,interior,ready,fixed_code8,resident_F,55392
lifting_raw,interior,ready,fixed_code8,integer_BN2_residual_merge,57600
lifting_raw,interior,ready,fixed_code8,quantizer_actual_I24_read,17280
lifting_raw,interior,ready,fixed_code8,quantizer_RNE_clip8,11520
lifting_raw,interior,ready,fixed_code8,quantizer_code8_materialize,1920
lifting_raw,interior,ready,fixed_code8,retained_U_clear,480
lifting_raw,interior,ready,fixed_code8,U_actual_source_gather,9600
lifting_raw,interior,ready,fixed_code8,Uq_and_Ug_weight_supply,50719
lifting_raw,interior,ready,fixed_code8,original_U_RNE_sat,2880
lifting_raw,interior,ready,fixed_code8,retained_P1_H48_V,85312
lifting_raw,interior,ready,fixed_code8,continuous_PED_egress,18720
lifting_raw,interior,ready,fixed_code8,projection_gate_egress,6318
lifting_raw,interior,ready,affine_expanded,coefficient_cold_fill,23352
lifting_raw,interior,ready,affine_expanded,source_I24_input,98010
lifting_raw,interior,ready,affine_expanded,source_compiled_temporal_program,547404
lifting_raw,interior,ready,affine_expanded,preview_complete_K864_coalesced_directory,259535
lifting_raw,interior,ready,affine_expanded,preview_U32_full_K,319185
lifting_raw,interior,ready,affine_expanded,preview_V32_BN1,401520
lifting_raw,interior,ready,affine_expanded,noncausal_T10_sn2,260712
lifting_raw,interior,ready,affine_expanded,integer_coefficient_replace,7692
lifting_raw,interior,ready,affine_expanded,original_I24_input,65610
lifting_raw,interior,ready,affine_expanded,integer_projection_gate,130248
lifting_raw,interior,ready,affine_expanded,integer_NRVs_from_actual_sn2,49275
lifting_raw,interior,ready,affine_expanded,integer_Conv2_U16,19555
lifting_raw,interior,ready,affine_expanded,resident_F,55392
lifting_raw,interior,ready,affine_expanded,integer_BN2_residual_merge,57600
lifting_raw,interior,ready,affine_expanded,quantizer_constant_cold_fill,90
lifting_raw,interior,ready,affine_expanded,quantizer_predictor,3072
lifting_raw,interior,ready,affine_expanded,quantizer_actual_I24_read,17280
lifting_raw,interior,ready,affine_expanded,quantizer_RNE_clip8,17280
lifting_raw,interior,ready,affine_expanded,quantizer_reconstruct_I24,23040
lifting_raw,interior,ready,affine_expanded,retained_U_clear,480
lifting_raw,interior,ready,affine_expanded,U_actual_source_gather,17280
lifting_raw,interior,ready,affine_expanded,Uq_and_Ug_weight_supply,50720
lifting_raw,interior,ready,affine_expanded,original_U_RNE_sat,2880
lifting_raw,interior,ready,affine_expanded,retained_P1_H48_V,85312
lifting_raw,interior,ready,affine_expanded,continuous_PED_egress,18720
lifting_raw,interior,ready,affine_expanded,projection_gate_egress,6318
lifting_raw,interior,ready,affine_code8,coefficient_cold_fill,23352
lifting_raw,interior,ready,affine_code8,source_I24_input,98010
lifting_raw,interior,ready,affine_code8,source_compiled_temporal_program,547404
lifting_raw,interior,ready,affine_code8,preview_complete_K864_coalesced_directory,259535
lifting_raw,interior,ready,affine_code8,preview_U32_full_K,319185
lifting_raw,interior,ready,affine_code8,preview_V32_BN1,401520
lifting_raw,interior,ready,affine_code8,noncausal_T10_sn2,260712
lifting_raw,interior,ready,affine_code8,integer_coefficient_replace,7692
lifting_raw,interior,ready,affine_code8,original_I24_input,65610
lifting_raw,interior,ready,affine_code8,integer_projection_gate,130248
lifting_raw,interior,ready,affine_code8,integer_NRVs_from_actual_sn2,49275
lifting_raw,interior,ready,affine_code8,integer_Conv2_U16,19555
lifting_raw,interior,ready,affine_code8,resident_F,55392
lifting_raw,interior,ready,affine_code8,integer_BN2_residual_merge,57600
lifting_raw,interior,ready,affine_code8,quantizer_constant_cold_fill,360
lifting_raw,interior,ready,affine_code8,quantizer_predictor,3072
lifting_raw,interior,ready,affine_code8,quantizer_actual_I24_read,17280
lifting_raw,interior,ready,affine_code8,quantizer_RNE_clip8,17280
lifting_raw,interior,ready,affine_code8,quantizer_code8_materialize,1920
lifting_raw,interior,ready,affine_code8,retained_U_clear,480
lifting_raw,interior,ready,affine_code8,U_actual_source_gather,9600
lifting_raw,interior,ready,affine_code8,Uq_and_Ug_weight_supply,50720
lifting_raw,interior,ready,affine_code8,U_scale_and_Uc_before_original_RNE,5760
lifting_raw,interior,ready,affine_code8,original_U_RNE_sat,2880
lifting_raw,interior,ready,affine_code8,retained_P1_H48_V,85312
lifting_raw,interior,ready,affine_code8,continuous_PED_egress,18720
lifting_raw,interior,ready,affine_code8,projection_gate_egress,6318
lifting_raw,interior,ready,full_expanded,coefficient_cold_fill,23352
lifting_raw,interior,ready,full_expanded,source_I24_input,98010
lifting_raw,interior,ready,full_expanded,source_compiled_temporal_program,547404
lifting_raw,interior,ready,full_expanded,preview_complete_K864_coalesced_directory,259535
lifting_raw,interior,ready,full_expanded,preview_U32_full_K,319185
lifting_raw,interior,ready,full_expanded,preview_V32_BN1,401520
lifting_raw,interior,ready,full_expanded,noncausal_T10_sn2,260712
lifting_raw,interior,ready,full_expanded,integer_coefficient_replace,7692
lifting_raw,interior,ready,full_expanded,original_I24_input,65610
lifting_raw,interior,ready,full_expanded,integer_projection_gate,130248
lifting_raw,interior,ready,full_expanded,integer_NRVs_from_actual_sn2,49275
lifting_raw,interior,ready,full_expanded,integer_Conv2_U16,19555
lifting_raw,interior,ready,full_expanded,resident_F,55392
lifting_raw,interior,ready,full_expanded,integer_BN2_residual_merge,57600
lifting_raw,interior,ready,full_expanded,quantizer_constant_cold_fill,90
lifting_raw,interior,ready,full_expanded,quantizer_predictor,9986
lifting_raw,interior,ready,full_expanded,quantizer_actual_I24_read,17280
lifting_raw,interior,ready,full_expanded,quantizer_RNE_clip8,17280
lifting_raw,interior,ready,full_expanded,quantizer_reconstruct_I24,23040
lifting_raw,interior,ready,full_expanded,retained_U_clear,480
lifting_raw,interior,ready,full_expanded,U_actual_source_gather,17280
lifting_raw,interior,ready,full_expanded,Uq_and_Ug_weight_supply,50720
lifting_raw,interior,ready,full_expanded,original_U_RNE_sat,2880
lifting_raw,interior,ready,full_expanded,retained_P1_H48_V,85312
lifting_raw,interior,ready,full_expanded,continuous_PED_egress,18720
lifting_raw,interior,ready,full_expanded,projection_gate_egress,6318
lifting_raw,interior,ready,full_code8,coefficient_cold_fill,23352
lifting_raw,interior,ready,full_code8,source_I24_input,98010
lifting_raw,interior,ready,full_code8,source_compiled_temporal_program,547404
lifting_raw,interior,ready,full_code8,preview_complete_K864_coalesced_directory,259535
lifting_raw,interior,ready,full_code8,preview_U32_full_K,319185
lifting_raw,interior,ready,full_code8,preview_V32_BN1,401520
lifting_raw,interior,ready,full_code8,noncausal_T10_sn2,260712
lifting_raw,interior,ready,full_code8,integer_coefficient_replace,7692
lifting_raw,interior,ready,full_code8,original_I24_input,65610
lifting_raw,interior,ready,full_code8,integer_projection_gate,130248
lifting_raw,interior,ready,full_code8,integer_NRVs_from_actual_sn2,49275
lifting_raw,interior,ready,full_code8,integer_Conv2_U16,19555
lifting_raw,interior,ready,full_code8,resident_F,55392
lifting_raw,interior,ready,full_code8,integer_BN2_residual_merge,57600
lifting_raw,interior,ready,full_code8,quantizer_constant_cold_fill,360
lifting_raw,interior,ready,full_code8,latent_CSE_control_cold_fill,1068
lifting_raw,interior,ready,full_code8,quantizer_predictor,9986
lifting_raw,interior,ready,full_code8,quantizer_actual_I24_read,17280
lifting_raw,interior,ready,full_code8,quantizer_RNE_clip8,17280
lifting_raw,interior,ready,full_code8,quantizer_code8_materialize,1920
lifting_raw,interior,ready,full_code8,retained_U_clear,960
lifting_raw,interior,ready,full_code8,U_actual_source_gather,14488
lifting_raw,interior,ready,full_code8,Uq_and_Ug_weight_supply,62626
lifting_raw,interior,ready,full_code8,U_scale_and_Uc_before_original_RNE,5760
lifting_raw,interior,ready,full_code8,U_full_D_existing_shift_add_CSE,65664
lifting_raw,interior,ready,full_code8,original_U_RNE_sat,2880
lifting_raw,interior,ready,full_code8,retained_P1_H48_V,85312
lifting_raw,interior,ready,full_code8,continuous_PED_egress,18720
lifting_raw,interior,ready,full_code8,projection_gate_egress,6318
ordinary,interior,stress,raw,coefficient_cold_fill,23352
ordinary,interior,stress,raw,source_I24_input,108785
ordinary,interior,stress,raw,source_compiled_temporal_program,698527
ordinary,interior,stress,raw,preview_complete_K864_coalesced_directory,280732
ordinary,interior,stress,raw,preview_U32_full_K,402366
ordinary,interior,stress,raw,preview_V32_BN1,540879
ordinary,interior,stress,raw,noncausal_T10_sn2,285777
ordinary,interior,stress,raw,integer_coefficient_replace,7692
ordinary,interior,stress,raw,original_I24_input,72906
ordinary,interior,stress,raw,integer_projection_gate,155293
ordinary,interior,stress,raw,integer_NRVs_from_actual_sn2,53583
ordinary,interior,stress,raw,integer_Conv2_U16,24156
ordinary,interior,stress,raw,resident_F,66835
ordinary,interior,stress,raw,integer_BN2_residual_merge,61519
ordinary,interior,stress,raw,retained_U_clear,480
ordinary,interior,stress,raw,U_actual_source_gather,20896
ordinary,interior,stress,raw,Uq_and_Ug_weight_supply,50720
ordinary,interior,stress,raw,original_U_RNE_sat,2880
ordinary,interior,stress,raw,retained_P1_H48_V,85944
ordinary,interior,stress,raw,continuous_PED_egress,23080
ordinary,interior,stress,raw,projection_gate_egress,7768
ordinary,interior,stress,fixed_expanded,coefficient_cold_fill,23352
ordinary,interior,stress,fixed_expanded,source_I24_input,108785
ordinary,interior,stress,fixed_expanded,source_compiled_temporal_program,698527
ordinary,interior,stress,fixed_expanded,preview_complete_K864_coalesced_directory,280732
ordinary,interior,stress,fixed_expanded,preview_U32_full_K,402366
ordinary,interior,stress,fixed_expanded,preview_V32_BN1,540879
ordinary,interior,stress,fixed_expanded,noncausal_T10_sn2,285777
ordinary,interior,stress,fixed_expanded,integer_coefficient_replace,7692
ordinary,interior,stress,fixed_expanded,original_I24_input,72990
ordinary,interior,stress,fixed_expanded,integer_projection_gate,155217
ordinary,interior,stress,fixed_expanded,integer_NRVs_from_actual_sn2,53506
ordinary,interior,stress,fixed_expanded,integer_Conv2_U16,24156
ordinary,interior,stress,fixed_expanded,resident_F,66835
ordinary,interior,stress,fixed_expanded,integer_BN2_residual_merge,61519
ordinary,interior,stress,fixed_expanded,quantizer_actual_I24_read,32408
ordinary,interior,stress,fixed_expanded,quantizer_RNE_clip8,11520
ordinary,interior,stress,fixed_expanded,quantizer_reconstruct_I24,17280
ordinary,interior,stress,fixed_expanded,retained_U_clear,480
ordinary,interior,stress,fixed_expanded,U_actual_source_gather,21056
ordinary,interior,stress,fixed_expanded,Uq_and_Ug_weight_supply,50719
ordinary,interior,stress,fixed_expanded,original_U_RNE_sat,2880
ordinary,interior,stress,fixed_expanded,retained_P1_H48_V,85937
ordinary,interior,stress,fixed_expanded,continuous_PED_egress,23056
ordinary,interior,stress,fixed_expanded,projection_gate_egress,7781
ordinary,interior,stress,fixed_code8,coefficient_cold_fill,23352
ordinary,interior,stress,fixed_code8,source_I24_input,108785
ordinary,interior,stress,fixed_code8,source_compiled_temporal_program,698527
ordinary,interior,stress,fixed_code8,preview_complete_K864_coalesced_directory,280732
ordinary,interior,stress,fixed_code8,preview_U32_full_K,402366
ordinary,interior,stress,fixed_code8,preview_V32_BN1,540879
ordinary,interior,stress,fixed_code8,noncausal_T10_sn2,285777
ordinary,interior,stress,fixed_code8,integer_coefficient_replace,7692
ordinary,interior,stress,fixed_code8,original_I24_input,72906
ordinary,interior,stress,fixed_code8,integer_projection_gate,155293
ordinary,interior,stress,fixed_code8,integer_NRVs_from_actual_sn2,53583
ordinary,interior,stress,fixed_code8,integer_Conv2_U16,24156
ordinary,interior,stress,fixed_code8,resident_F,66835
ordinary,interior,stress,fixed_code8,integer_BN2_residual_merge,61519
ordinary,interior,stress,fixed_code8,quantizer_actual_I24_read,17280
ordinary,interior,stress,fixed_code8,quantizer_RNE_clip8,11520
ordinary,interior,stress,fixed_code8,quantizer_code8_materialize,1920
ordinary,interior,stress,fixed_code8,retained_U_clear,480
ordinary,interior,stress,fixed_code8,U_actual_source_gather,10889
ordinary,interior,stress,fixed_code8,Uq_and_Ug_weight_supply,50719
ordinary,interior,stress,fixed_code8,original_U_RNE_sat,2880
ordinary,interior,stress,fixed_code8,retained_P1_H48_V,85952
ordinary,interior,stress,fixed_code8,continuous_PED_egress,23096
ordinary,interior,stress,fixed_code8,projection_gate_egress,7768
ordinary,interior,stress,affine_expanded,coefficient_cold_fill,23352
ordinary,interior,stress,affine_expanded,source_I24_input,108785
ordinary,interior,stress,affine_expanded,source_compiled_temporal_program,698527
ordinary,interior,stress,affine_expanded,preview_complete_K864_coalesced_directory,280732
ordinary,interior,stress,affine_expanded,preview_U32_full_K,402366
ordinary,interior,stress,affine_expanded,preview_V32_BN1,540879
ordinary,interior,stress,affine_expanded,noncausal_T10_sn2,285777
ordinary,interior,stress,affine_expanded,integer_coefficient_replace,7692
ordinary,interior,stress,affine_expanded,original_I24_input,72990
ordinary,interior,stress,affine_expanded,integer_projection_gate,155217
ordinary,interior,stress,affine_expanded,integer_NRVs_from_actual_sn2,53506
ordinary,interior,stress,affine_expanded,integer_Conv2_U16,24156
ordinary,interior,stress,affine_expanded,resident_F,66835
ordinary,interior,stress,affine_expanded,integer_BN2_residual_merge,61519
ordinary,interior,stress,affine_expanded,quantizer_constant_cold_fill,90
ordinary,interior,stress,affine_expanded,quantizer_predictor,3072
ordinary,interior,stress,affine_expanded,quantizer_actual_I24_read,17320
ordinary,interior,stress,affine_expanded,quantizer_RNE_clip8,17280
ordinary,interior,stress,affine_expanded,quantizer_reconstruct_I24,23974
ordinary,interior,stress,affine_expanded,retained_U_clear,480
ordinary,interior,stress,affine_expanded,U_actual_source_gather,20880
ordinary,interior,stress,affine_expanded,Uq_and_Ug_weight_supply,50720
ordinary,interior,stress,affine_expanded,original_U_RNE_sat,2880
ordinary,interior,stress,affine_expanded,retained_P1_H48_V,85936
ordinary,interior,stress,affine_expanded,continuous_PED_egress,23056
ordinary,interior,stress,affine_expanded,projection_gate_egress,7781
ordinary,interior,stress,affine_code8,coefficient_cold_fill,23352
ordinary,interior,stress,affine_code8,source_I24_input,108785
ordinary,interior,stress,affine_code8,source_compiled_temporal_program,698527
ordinary,interior,stress,affine_code8,preview_complete_K864_coalesced_directory,280732
ordinary,interior,stress,affine_code8,preview_U32_full_K,402366
ordinary,interior,stress,affine_code8,preview_V32_BN1,540879
ordinary,interior,stress,affine_code8,noncausal_T10_sn2,285777
ordinary,interior,stress,affine_code8,integer_coefficient_replace,7692
ordinary,interior,stress,affine_code8,original_I24_input,72906
ordinary,interior,stress,affine_code8,integer_projection_gate,155293
ordinary,interior,stress,affine_code8,integer_NRVs_from_actual_sn2,53583
ordinary,interior,stress,affine_code8,integer_Conv2_U16,24156
ordinary,interior,stress,affine_code8,resident_F,66835
ordinary,interior,stress,affine_code8,integer_BN2_residual_merge,61519
ordinary,interior,stress,affine_code8,quantizer_constant_cold_fill,360
ordinary,interior,stress,affine_code8,quantizer_predictor,3072
ordinary,interior,stress,affine_code8,quantizer_actual_I24_read,21096
ordinary,interior,stress,affine_code8,quantizer_RNE_clip8,17280
ordinary,interior,stress,affine_code8,quantizer_code8_materialize,1920
ordinary,interior,stress,affine_code8,retained_U_clear,480
ordinary,interior,stress,affine_code8,U_actual_source_gather,10912
ordinary,interior,stress,affine_code8,Uq_and_Ug_weight_supply,50720
ordinary,interior,stress,affine_code8,U_scale_and_Uc_before_original_RNE,5760
ordinary,interior,stress,affine_code8,original_U_RNE_sat,2880
ordinary,interior,stress,affine_code8,retained_P1_H48_V,86064
ordinary,interior,stress,affine_code8,continuous_PED_egress,22976
ordinary,interior,stress,affine_code8,projection_gate_egress,7768
ordinary,interior,stress,full_expanded,coefficient_cold_fill,23352
ordinary,interior,stress,full_expanded,source_I24_input,108785
ordinary,interior,stress,full_expanded,source_compiled_temporal_program,698527
ordinary,interior,stress,full_expanded,preview_complete_K864_coalesced_directory,280732
ordinary,interior,stress,full_expanded,preview_U32_full_K,402366
ordinary,interior,stress,full_expanded,preview_V32_BN1,540879
ordinary,interior,stress,full_expanded,noncausal_T10_sn2,285777
ordinary,interior,stress,full_expanded,integer_coefficient_replace,7692
ordinary,interior,stress,full_expanded,original_I24_input,72990
ordinary,interior,stress,full_expanded,integer_projection_gate,155217
ordinary,interior,stress,full_expanded,integer_NRVs_from_actual_sn2,53506
ordinary,interior,stress,full_expanded,integer_Conv2_U16,24156
ordinary,interior,stress,full_expanded,resident_F,66835
ordinary,interior,stress,full_expanded,integer_BN2_residual_merge,61519
ordinary,interior,stress,full_expanded,quantizer_constant_cold_fill,90
ordinary,interior,stress,full_expanded,quantizer_predictor,10270
ordinary,interior,stress,full_expanded,quantizer_actual_I24_read,17405
ordinary,interior,stress,full_expanded,quantizer_RNE_clip8,17280
ordinary,interior,stress,full_expanded,quantizer_reconstruct_I24,25939
ordinary,interior,stress,full_expanded,retained_U_clear,480
ordinary,interior,stress,full_expanded,U_actual_source_gather,20880
ordinary,interior,stress,full_expanded,Uq_and_Ug_weight_supply,50720
ordinary,interior,stress,full_expanded,original_U_RNE_sat,2880
ordinary,interior,stress,full_expanded,retained_P1_H48_V,85936
ordinary,interior,stress,full_expanded,continuous_PED_egress,23056
ordinary,interior,stress,full_expanded,projection_gate_egress,7781
ordinary,interior,stress,full_code8,coefficient_cold_fill,23352
ordinary,interior,stress,full_code8,source_I24_input,108785
ordinary,interior,stress,full_code8,source_compiled_temporal_program,698527
ordinary,interior,stress,full_code8,preview_complete_K864_coalesced_directory,280732
ordinary,interior,stress,full_code8,preview_U32_full_K,402366
ordinary,interior,stress,full_code8,preview_V32_BN1,540879
ordinary,interior,stress,full_code8,noncausal_T10_sn2,285777
ordinary,interior,stress,full_code8,integer_coefficient_replace,7692
ordinary,interior,stress,full_code8,original_I24_input,72906
ordinary,interior,stress,full_code8,integer_projection_gate,155293
ordinary,interior,stress,full_code8,integer_NRVs_from_actual_sn2,53583
ordinary,interior,stress,full_code8,integer_Conv2_U16,24156
ordinary,interior,stress,full_code8,resident_F,66835
ordinary,interior,stress,full_code8,integer_BN2_residual_merge,61519
