axis,mode,population,file,valid_pixels,AEE,NB0_AEE,delta_NB0
ordinary,R24_onepass,valid825,zurich_city_10_a_0011.npy,45392,0.8015475586498048,0.8849429862,-0.08339542755019524
ordinary,R24_onepass,valid825,zurich_city_10_a_0021.npy,46942,0.7634984671801691,0.9220288634,-0.1585303962198309
ordinary,R24_onepass,valid825,zurich_city_10_a_0031.npy,42239,1.0073717696116815,1.1184433743,-0.11107160468831845
ordinary,R24_onepass,valid825,zurich_city_10_a_0041.npy,39824,1.0752645547283621,1.1267323293,-0.05146777457163787
ordinary,R24_onepass,valid825,zurich_city_10_a_0051.npy,46891,1.016493375978674,1.1637158683,-0.1472224923213259
ordinary,R24_onepass,valid825,zurich_city_10_a_0061.npy,48787,0.8644474475773631,1.1581097263,-0.29366227872263684
ordinary,R24_onepass,valid825,zurich_city_10_a_0071.npy,53023,0.7048110332212141,0.9785177246,-0.2737066913787859
ordinary,R24_onepass,valid825,zurich_city_10_a_0081.npy,38909,0.8242598805691,0.9629171793,-0.13865729873089994
ordinary,R24_onepass,valid825,zurich_city_10_a_0091.npy,35881,0.9070959219204898,1.0754011524,-0.16830523047951018
ordinary,R24_onepass,valid825,zurich_city_10_a_0101.npy,34816,1.1068734091085262,1.2351465786,-0.12827316949147383
ordinary,R24_onepass,valid825,zurich_city_10_a_0111.npy,32932,0.8593393729298991,0.9376528955,-0.07831352257010082
ordinary,R24_onepass,valid825,zurich_city_10_a_0121.npy,27123,1.1763903903604778,1.2592601874,-0.08286979703952224
ordinary,R24_onepass,valid825,zurich_city_10_a_0131.npy,35108,1.187712282405847,1.0956493846,0.09206289780584709
ordinary,R24_onepass,valid825,zurich_city_10_a_0141.npy,38796,0.894846519546259,1.0453776847,-0.150531165153741
ordinary,R24_onepass,valid825,zurich_city_10_a_0151.npy,33131,0.7364722493963884,1.0178585577,-0.28138630830361167
ordinary,R24_onepass,valid825,zurich_city_10_a_0161.npy,36724,1.0225476258837682,1.1661060376,-0.14355841171623185
ordinary,R24_onepass,valid825,zurich_city_10_a_0171.npy,38500,0.7501160358514564,0.8836193182,-0.13350328234854358
ordinary,R24_onepass,valid825,zurich_city_10_a_0181.npy,41382,1.1587777505006938,1.2636583765,-0.10488062599930625
ordinary,R24_onepass,valid825,zurich_city_10_a_0191.npy,39915,1.065551038380149,1.1846148652,-0.11906382681985095
ordinary,R24_onepass,valid825,zurich_city_10_a_0201.npy,36285,0.957743212427039,1.212892509,-0.25514929657296104
ordinary,R24_onepass,valid825,zurich_city_10_a_0211.npy,37248,1.547524857934644,1.7523092683,-0.204784410365356
ordinary,R24_onepass,valid825,zurich_city_10_a_0221.npy,45822,1.2069613091180826,1.2927309071,-0.0857695979819173
ordinary,R24_onepass,valid825,zurich_city_10_a_0231.npy,48505,1.2032504835054385,1.2206177198,-0.017367236294561383
ordinary,R24_onepass,valid825,zurich_city_10_a_0241.npy,38929,1.9081311790840085,1.7814344303,0.1266967487840085
ordinary,R24_onepass,valid825,zurich_city_10_a_0251.npy,38993,1.0490191302845466,1.1786416392,-0.12962250891545346
ordinary,R24_onepass,valid825,zurich_city_10_a_0261.npy,39491,0.9756465766339782,0.8387526193,0.13689395733397824
ordinary,R24_onepass,valid825,zurich_city_10_a_0271.npy,32385,0.7818447223684399,1.0466160308,-0.26477130843156016
ordinary,R24_onepass,valid825,zurich_city_10_a_0281.npy,25628,1.3865795686756122,1.5356814934,-0.14910192472438788
ordinary,R24_onepass,valid825,zurich_city_10_a_0291.npy,22542,2.280412793058676,2.4950734324,-0.21466063934132373
ordinary,R24_onepass,valid825,zurich_city_10_a_0301.npy,21161,3.0747916554149883,3.697460836,-0.6226691805850115
ordinary,R24_onepass,valid825,zurich_city_10_a_0311.npy,26014,3.670419618116175,3.3508750697,0.3195445484161752
ordinary,R24_onepass,valid825,zurich_city_10_a_0321.npy,42746,1.432917201739689,1.9762402842,-0.543323082460311
ordinary,R24_onepass,valid825,zurich_city_10_a_0331.npy,55044,0.8851689758564814,1.2320305687,-0.3468615928435186
ordinary,R24_onepass,valid825,zurich_city_10_a_0341.npy,58071,1.1087101991307289,1.4178303822,-0.30912018306927114
ordinary,R24_onepass,valid825,zurich_city_10_a_0351.npy,45072,1.1971035476728291,1.2146958096,-0.017592261927170894
ordinary,R24_onepass,valid825,zurich_city_10_a_0361.npy,33947,2.929363236934132,2.109866345,0.8194968919341319
ordinary,R24_onepass,valid825,zurich_city_10_a_0371.npy,35687,3.054690127723134,2.143381825,0.9113083027231341
ordinary,R24_onepass,valid825,zurich_city_10_a_0381.npy,34285,1.328817339365441,2.5203747083,-1.1915573689345589
ordinary,R24_onepass,valid825,zurich_city_10_a_0391.npy,40751,0.9857905461787003,1.1875939394,-0.2018033932212996
ordinary,R24_onepass,valid825,zurich_city_10_a_0401.npy,32225,0.6017160905592065,0.7107838562,-0.10906776564079346
ordinary,R24_onepass,valid825,zurich_city_10_a_0411.npy,36225,0.5916899085883179,0.8089401635,-0.21725025491168204
ordinary,R24_onepass,valid825,zurich_city_10_a_0421.npy,32489,0.6640759183201631,0.8831626185,-0.2190867001798369
ordinary,R24_onepass,valid825,zurich_city_10_a_0431.npy,36564,1.0824793643618444,1.5104257475,-0.4279463831381556
ordinary,R24_onepass,valid825,zurich_city_10_a_0441.npy,30233,1.2213938623390044,1.2985916155,-0.07719775316099553
ordinary,R24_onepass,valid825,zurich_city_10_a_0451.npy,29489,1.1277205953576157,1.4561685077,-0.32844791234238424
ordinary,R24_onepass,valid825,zurich_city_10_a_0461.npy,34097,0.7080073687865158,0.8554633655,-0.1474559967134842
ordinary,R24_onepass,valid825,zurich_city_10_a_0471.npy,32763,1.101168529322842,1.220216498,-0.11904796867715817
ordinary,R24_onepass,valid825,zurich_city_10_a_0481.npy,37958,0.8767762039466053,1.0129444057,-0.13616820175339484
ordinary,R24_onepass,valid825,zurich_city_10_a_0491.npy,34292,0.856766688266612,0.8901269793,-0.033360291033388
ordinary,R24_onepass,valid825,zurich_city_10_a_0501.npy,40863,0.7574847138893935,0.9869545991,-0.22946988521060652
ordinary,R24_onepass,valid825,zurich_city_10_a_0511.npy,37730,0.8056692861264442,0.9368441269,-0.1311748407735558
ordinary,R24_onepass,valid825,zurich_city_10_a_0521.npy,39349,0.9762310020380548,1.0489871089,-0.07275610686194522
ordinary,R24_onepass,valid825,zurich_city_10_a_0531.npy,38128,0.9246816472031429,1.0806085136,-0.15592686639685716
ordinary,R24_onepass,valid825,zurich_city_10_a_0541.npy,27062,2.927708093871917,3.7060234369,-0.7783153430280829
ordinary,R24_onepass,valid825,zurich_city_10_a_0551.npy,43205,2.896843066901536,2.6942195999,0.2026234670015361
ordinary,R24_onepass,valid825,zurich_city_10_a_0561.npy,35657,3.331441389889076,3.0024911834,0.3289502064890759
ordinary,R24_onepass,valid825,zurich_city_10_a_0571.npy,38916,1.3577900772897848,2.0765729793,-0.718782902010215
ordinary,R24_onepass,valid825,zurich_city_10_a_0581.npy,39524,0.9858217413118234,1.0785138065,-0.09269206518817652
ordinary,R24_onepass,valid825,zurich_city_10_a_0591.npy,41887,0.663946263539644,0.8471964937,-0.18325023016035602
ordinary,R24_onepass,valid825,zurich_city_10_a_0601.npy,41576,1.1222767980471193,1.1794516743,-0.05717487625288076
ordinary,R24_onepass,valid825,zurich_city_10_a_0611.npy,36311,0.9153098280165226,0.9945960547,-0.0792862266834774
ordinary,R24_onepass,valid825,zurich_city_10_a_0621.npy,29354,0.9307449476787475,1.0053110442,-0.07456609652125246
ordinary,R24_onepass,valid825,zurich_city_10_a_0631.npy,31782,0.9831172471910362,1.1648557458,-0.18173849860896374
ordinary,R24_onepass,valid825,zurich_city_10_a_0641.npy,32075,0.7792923317204026,0.8430465705,-0.0637542387795974
ordinary,R24_onepass,valid825,zurich_city_10_a_0651.npy,36170,0.7692879477890586,0.9896066967,-0.2203187489109414
ordinary,R24_onepass,valid825,zurich_city_10_a_0661.npy,35527,0.8241551152806417,0.9177840863,-0.0936289710193583
ordinary,R24_onepass,valid825,zurich_city_10_a_0671.npy,34908,0.7989305728385804,0.9655436925,-0.16661311966141967
ordinary,R24_onepass,valid825,zurich_city_10_a_0681.npy,42764,0.818509211110078,1.0189028922,-0.20039368108992206
ordinary,R24_onepass,valid825,zurich_city_10_a_0691.npy,39545,0.8571321513206275,1.0585385321,-0.20140638077937256
ordinary,R24_onepass,valid825,zurich_city_10_a_0701.npy,36185,0.9789227936652365,1.0584172482,-0.07949445453476356
ordinary,R24_onepass,valid825,zurich_city_10_a_0711.npy,34160,1.0541691792136592,1.1323234183,-0.07815423908634078
ordinary,R24_onepass,valid825,zurich_city_10_a_0721.npy,29329,0.9157379671933276,1.2137260423,-0.29798807510667247
ordinary,R24_onepass,valid825,zurich_city_10_a_0731.npy,35479,0.9058068814664226,1.095371778,-0.18956489653357744
ordinary,R24_onepass,valid825,zurich_city_10_a_0741.npy,41962,0.9982970069313093,1.2461388056,-0.24784179866869072
ordinary,R24_onepass,valid825,zurich_city_10_a_0751.npy,45780,0.7065949577719352,0.8837478498,-0.17715289202806483
ordinary,R24_onepass,valid825,zurich_city_05_b_0001.npy,66914,1.0854684226143467,1.483123627,-0.3976552043856534
ordinary,R24_onepass,valid825,zurich_city_05_b_0011.npy,85855,1.2640128502867565,1.8447185662,-0.5807057159132436
ordinary,R24_onepass,valid825,zurich_city_05_b_0021.npy,75426,1.452107033356851,1.8119133323,-0.35980629894314897
ordinary,R24_onepass,valid825,zurich_city_05_b_0031.npy,66819,1.662176978526851,2.1058961523,-0.4437191737731492
ordinary,R24_onepass,valid825,zurich_city_05_b_0041.npy,69028,1.5085011865567677,2.0672064235,-0.5587052369432324
ordinary,R24_onepass,valid825,zurich_city_05_b_0051.npy,70458,1.5934981176841918,2.2598252239,-0.6663271062158083
ordinary,R24_onepass,valid825,zurich_city_05_b_0061.npy,76534,1.5081002252834563,1.9077758741,-0.3996756488165436
ordinary,R24_onepass,valid825,zurich_city_05_b_0071.npy,78003,1.4237476314309594,1.9923676814,-0.5686200499690406
ordinary,R24_onepass,valid825,zurich_city_05_b_0081.npy,63838,1.474913961280882,1.8337497112,-0.35883574991911815
ordinary,R24_onepass,valid825,zurich_city_05_b_0091.npy,78803,1.1943297957882961,1.6441622027,-0.4498324069117039
ordinary,R24_onepass,valid825,zurich_city_05_b_0101.npy,69048,1.7411322120023736,2.2537469405,-0.5126147284976266
ordinary,R24_onepass,valid825,zurich_city_05_b_0111.npy,85733,0.9535186950837391,1.4049047989,-0.451386103816261
ordinary,R24_onepass,valid825,zurich_city_05_b_0121.npy,85145,1.242687500656952,1.5912226936,-0.348535192943048
ordinary,R24_onepass,valid825,zurich_city_05_b_0131.npy,75101,1.434462149796178,1.9120401193,-0.47757796950382203
ordinary,R24_onepass,valid825,zurich_city_05_b_0141.npy,71142,1.3980630988284455,1.9406486323,-0.5425855334715546
ordinary,R24_onepass,valid825,zurich_city_05_b_0151.npy,72696,1.3967704152853853,2.1547123466,-0.757941931314615
ordinary,R24_onepass,valid825,zurich_city_05_b_0161.npy,60941,1.671783639637691,2.0303931261,-0.35860948646230884
ordinary,R24_onepass,valid825,zurich_city_05_b_0171.npy,60243,1.5026916781186155,1.990603291,-0.4879116128813845
ordinary,R24_onepass,valid825,zurich_city_05_b_0181.npy,64358,1.2197105694478474,1.6148214626,-0.39511089315215253
ordinary,R24_onepass,valid825,zurich_city_05_b_0191.npy,69131,1.303176087044022,1.7281369565,-0.4249608694559779
ordinary,R24_onepass,valid825,zurich_city_05_b_0201.npy,76220,1.3696364700669068,1.8600615406,-0.49042507053309325
ordinary,R24_onepass,valid825,zurich_city_05_b_0211.npy,76916,1.6913346380856857,2.0468861729,-0.3555515348143141
ordinary,R24_onepass,valid825,zurich_city_05_b_0221.npy,72231,1.7859182558708624,2.2697802882,-0.4838620323291378
ordinary,R24_onepass,valid825,zurich_city_05_b_0231.npy,72213,1.375901912897802,1.8417156537,-0.46581374080219784
ordinary,R24_onepass,valid825,zurich_city_05_b_0241.npy,67385,2.22658685939637,2.7167725569,-0.4901856975036303
ordinary,R24_onepass,valid825,zurich_city_05_b_0251.npy,71324,1.2373635131205338,1.6826541557,-0.44529064257946627
ordinary,R24_onepass,valid825,zurich_city_05_b_0261.npy,66871,1.6944303199890551,2.3112333355,-0.6168030155109447
ordinary,R24_onepass,valid825,zurich_city_05_b_0271.npy,67730,1.6652141101306537,2.0786592906,-0.4134451804693464
ordinary,R24_onepass,valid825,zurich_city_05_b_0281.npy,73503,1.5420393010263698,1.8841954155,-0.34215611447363026
ordinary,R24_onepass,valid825,zurich_city_05_b_0291.npy,71089,1.9742419738685422,2.4763808395,-0.5021388656314578
ordinary,R24_onepass,valid825,zurich_city_05_b_0301.npy,62765,1.7834259253012614,2.3643075858,-0.5808816604987384
ordinary,R24_onepass,valid825,zurich_city_05_b_0311.npy,69465,1.6335215346092533,2.0113888289,-0.3778672942907466
ordinary,R24_onepass,valid825,zurich_city_05_b_0321.npy,75351,1.4472558588474627,2.0963258616,-0.6490700027525373
ordinary,R24_onepass,valid825,zurich_city_05_b_0331.npy,72008,2.6615706745752625,3.0964979586,-0.43492728402473757
ordinary,R24_onepass,valid825,zurich_city_05_b_0341.npy,60639,3.0633305041736176,3.3674130922,-0.30408258802638244
ordinary,R24_onepass,valid825,zurich_city_05_b_0351.npy,68441,1.4653336301079465,1.8573244199,-0.3919907897920536
ordinary,R24_onepass,valid825,zurich_city_05_b_0361.npy,70216,1.6228822871564905,2.6147112125,-0.9918289253435095
ordinary,R24_onepass,valid825,zurich_city_05_b_0371.npy,68601,1.9654528019943942,2.6599170384,-0.694464236405606
ordinary,R24_onepass,valid825,zurich_city_05_b_0381.npy,75666,1.3469293037944967,2.0807409371,-0.7338116333055031
ordinary,R24_onepass,valid825,zurich_city_05_b_0391.npy,59751,1.4824481178702908,1.9317691859,-0.44932106802970906
ordinary,R24_onepass,valid825,zurich_city_08_a_0001.npy,80640,1.2158522967931766,1.1171297588,0.09872253799317665
ordinary,R24_onepass,valid825,zurich_city_08_a_0011.npy,83236,1.210642969085628,1.627092882,-0.41644991291437194
ordinary,R24_onepass,valid825,zurich_city_08_a_0021.npy,82862,1.4210453445771392,1.3009793391,0.12006600547713919
ordinary,R24_onepass,valid825,zurich_city_08_a_0031.npy,74292,2.049814370133168,2.3144483928,-0.264634022666832
ordinary,R24_onepass,valid825,zurich_city_08_a_0041.npy,82022,0.7997303161454301,0.9513729929,-0.15164267675456988
ordinary,R24_onepass,valid825,zurich_city_08_a_0051.npy,81823,1.0032045636715685,1.1055391669,-0.10233460322843158
ordinary,R24_onepass,valid825,zurich_city_08_a_0061.npy,81284,1.052332982808745,1.030503101,0.02182988180874501
ordinary,R24_onepass,valid825,zurich_city_08_a_0071.npy,81402,1.474250964728914,1.7200437336,-0.24579276887108614
ordinary,R24_onepass,valid825,zurich_city_08_a_0081.npy,90863,0.895112872668956,1.2036274735,-0.3085146008310441
ordinary,R24_onepass,valid825,zurich_city_08_a_0091.npy,81341,0.9429814414149209,1.267300047,-0.3243186055850791
ordinary,R24_onepass,valid825,zurich_city_08_a_0101.npy,69823,0.9201060918587757,1.2317535277,-0.31164743584122434
ordinary,R24_onepass,valid825,zurich_city_08_a_0111.npy,49815,0.859525317586291,1.1292457875,-0.2697204699137089
ordinary,R24_onepass,valid825,zurich_city_08_a_0121.npy,61104,0.7566730783144302,1.0417483665,-0.2850752881855698
ordinary,R24_onepass,valid825,zurich_city_08_a_0131.npy,80663,0.9134823408403064,1.020861098,-0.10737875715969347
ordinary,R24_onepass,valid825,zurich_city_08_a_0141.npy,95809,0.6335940550459982,0.9595846293,-0.3259905742540018
ordinary,R24_onepass,valid825,zurich_city_08_a_0151.npy,95766,0.7941035310471944,1.083504323,-0.28940079195280566
ordinary,R24_onepass,valid825,zurich_city_08_a_0161.npy,86948,0.8964032850407514,1.04628386,-0.14988057495924856
ordinary,R24_onepass,valid825,zurich_city_08_a_0171.npy,88802,0.6822604348503658,0.940521997,-0.25826156214963425
ordinary,R24_onepass,valid825,zurich_city_08_a_0181.npy,96079,0.7339544746418425,0.9803573101,-0.24640283545815755
ordinary,R24_onepass,valid825,zurich_city_08_a_0191.npy,101187,0.7529603970487199,1.0631622176,-0.3102018205512801
ordinary,R24_onepass,valid825,zurich_city_08_a_0201.npy,102440,0.9390737063445128,1.2213791305,-0.2823054241554871
ordinary,R24_onepass,valid825,zurich_city_08_a_0211.npy,96932,0.8503016281995133,1.1424469925,-0.29214536430048677
ordinary,R24_onepass,valid825,zurich_city_08_a_0221.npy,86120,1.2578090081629185,1.3547455585,-0.09693655033708137
ordinary,R24_onepass,valid825,zurich_city_08_a_0231.npy,77115,0.9418178219861105,1.1676152297,-0.22579740771388945
ordinary,R24_onepass,valid825,zurich_city_08_a_0241.npy,73226,0.7628984031599465,1.0593391948,-0.29644079164005344
ordinary,R24_onepass,valid825,zurich_city_08_a_0251.npy,80948,1.0998316482872368,1.4371664525,-0.3373348042127633
ordinary,R24_onepass,valid825,zurich_city_08_a_0261.npy,76436,1.097957471873636,1.3351840102,-0.2372265383263641
ordinary,R24_onepass,valid825,zurich_city_08_a_0271.npy,90927,0.7105164952952706,0.9490018435,-0.23848534820472944
ordinary,R24_onepass,valid825,zurich_city_08_a_0281.npy,90868,0.7512799410713572,1.07971092,-0.3284309789286427
ordinary,R24_onepass,valid825,zurich_city_08_a_0291.npy,92454,0.7730682019157438,0.9717322263,-0.19866402438425623
ordinary,R24_onepass,valid825,zurich_city_08_a_0301.npy,90864,0.6962695018450856,1.0100134198,-0.3137439179549143
ordinary,R24_onepass,valid825,zurich_city_08_a_0311.npy,71944,0.9559232384612096,1.2612585396,-0.30533530113879037
ordinary,R24_onepass,valid825,zurich_city_08_a_0321.npy,85952,0.7435782870901918,0.9341538373,-0.1905755502098082
ordinary,R24_onepass,valid825,zurich_city_08_a_0331.npy,86122,0.7816845090565059,0.9531531214,-0.1714686123434941
ordinary,R24_onepass,valid825,zurich_city_08_a_0341.npy,84660,0.6666946784609583,0.9197223637,-0.25302768523904173
ordinary,R24_onepass,valid825,zurich_city_01_a_0001.npy,67767,0.7653822238623177,1.0737445263,-0.30836230243768237
ordinary,R24_onepass,valid825,zurich_city_01_a_0011.npy,70871,0.8185513925024539,1.1042911593,-0.2857397667975461
ordinary,R24_onepass,valid825,zurich_city_01_a_0021.npy,71505,0.7007180527986683,0.8934675132,-0.19274946040133167
ordinary,R24_onepass,valid825,zurich_city_01_a_0031.npy,68263,0.8492741106658811,1.0003431123,-0.15106900163411885
ordinary,R24_onepass,valid825,zurich_city_01_a_0041.npy,65470,1.2230641258966986,1.2022326543,0.020831471596698625
ordinary,R24_onepass,valid825,zurich_city_01_a_0051.npy,71053,0.8123142130627135,0.9688007983,-0.15648658523728654
ordinary,R24_onepass,valid825,zurich_city_01_a_0061.npy,68037,0.9303160017058191,1.1403412619,-0.21002526019418088
ordinary,R24_onepass,valid825,zurich_city_01_a_0071.npy,73458,0.732842557712953,0.9774662903,-0.24462373258704695
ordinary,R24_onepass,valid825,zurich_city_01_a_0081.npy,68615,1.080041870310614,1.4074787765,-0.32743690618938603
ordinary,R24_onepass,valid825,zurich_city_01_a_0091.npy,61185,1.0277073629748048,1.2665002911,-0.23879292812519526
ordinary,R24_onepass,valid825,zurich_city_10_b_0001.npy,44685,0.5843417237834749,0.6974197857,-0.11307806191652503
ordinary,R24_onepass,valid825,zurich_city_10_b_0011.npy,46928,1.3790232158327769,1.1781414148,0.20088180103277686
ordinary,R24_onepass,valid825,zurich_city_10_b_0021.npy,45200,0.7299429193663048,0.964168107,-0.23422518763369515
ordinary,R24_onepass,valid825,zurich_city_10_b_0031.npy,48059,1.0739120799846011,1.21141364,-0.13750156001539882
ordinary,R24_onepass,valid825,zurich_city_10_b_0041.npy,45030,1.0667401213845944,1.2632021361,-0.1964620147154057
ordinary,R24_onepass,valid825,zurich_city_10_b_0051.npy,47445,0.7705382666868231,0.7695187355,0.001019531186823075
ordinary,R24_onepass,valid825,zurich_city_10_b_0061.npy,48596,1.391850169958361,1.2111763957,0.18067377425836106
ordinary,R24_onepass,valid825,zurich_city_10_b_0071.npy,40751,1.6035930167729873,2.3867443437,-0.783151326927013
ordinary,R24_onepass,valid825,zurich_city_10_b_0081.npy,43448,0.696174024847351,0.8796607439,-0.18348671905264902
ordinary,R24_onepass,valid825,zurich_city_10_b_0091.npy,38545,0.6025542848586838,0.7206657803,-0.11811149544131616
ordinary,R24_onepass,valid825,zurich_city_10_b_0101.npy,36210,0.5955442577629929,0.7993826701,-0.20383841233700706
ordinary,R24_onepass,valid825,zurich_city_10_b_0111.npy,29398,1.030865576041819,1.3006353536,-0.2697697775581809
ordinary,R24_onepass,valid825,zurich_city_10_b_0121.npy,27463,1.3308676228288912,1.8408819366,-0.5100143137711088
ordinary,R24_onepass,valid825,zurich_city_10_b_0131.npy,28997,1.311778061211226,1.8339828258,-0.522204764588774
ordinary,R24_onepass,valid825,zurich_city_10_b_0141.npy,34071,2.108431044404991,2.8171988274,-0.7087677829950088
ordinary,R24_onepass,valid825,zurich_city_10_b_0151.npy,26385,2.2762815333660344,2.2375602556,0.0387212777660344
ordinary,R24_onepass,valid825,zurich_city_10_b_0161.npy,38554,1.7030466825791593,2.0039800102,-0.3009333276208406
ordinary,R24_onepass,valid825,zurich_city_10_b_0171.npy,34563,0.7946054130113641,0.8651067209,-0.07050130788863584
ordinary,R24_onepass,valid825,zurich_city_10_b_0181.npy,35773,0.7039003673069512,0.9158616048,-0.21196123749304885
ordinary,R24_onepass,valid825,zurich_city_10_b_0191.npy,20116,1.9385409536573786,1.7566050501,0.18193590355737865
ordinary,R24_onepass,valid825,zurich_city_10_b_0201.npy,29096,1.4668415731131286,2.0981911173,-0.6313495441868713
ordinary,R24_onepass,valid825,zurich_city_10_b_0211.npy,32489,2.0990775467484872,2.7303575345,-0.6312799877515127
ordinary,R24_onepass,valid825,zurich_city_10_b_0221.npy,42479,1.5101211838206146,1.6503579342,-0.14023675037938554
ordinary,R24_onepass,valid825,zurich_city_10_b_0231.npy,39996,1.06327650418647,1.1491002616,-0.08582375741352988
ordinary,R24_onepass,valid825,zurich_city_10_b_0241.npy,36317,0.7462466181228617,1.0573760653,-0.3111294471771382
ordinary,R24_onepass,valid825,zurich_city_10_b_0251.npy,35130,1.0062681353372955,1.1899253665,-0.1836572311627045
ordinary,R24_onepass,valid825,zurich_city_10_b_0261.npy,33288,1.1247736263196653,1.1721453677,-0.04737174138033473
ordinary,R24_onepass,valid825,zurich_city_10_b_0271.npy,32992,0.825411018935785,0.9281726915,-0.10276167256421509
ordinary,R24_onepass,valid825,zurich_city_10_b_0281.npy,33517,0.8102211837236969,1.0012020486,-0.19098086487630306
ordinary,R24_onepass,valid825,zurich_city_10_b_0291.npy,35731,0.795681986953553,0.9371783693,-0.141496382346447
ordinary,R24_onepass,valid825,zurich_city_10_b_0301.npy,34700,0.8466428274826834,1.0061895488,-0.15954672131731673
ordinary,R24_onepass,valid825,zurich_city_10_b_0311.npy,35559,0.8208800300526058,0.8884358017,-0.06755577164739424
ordinary,R24_onepass,valid825,zurich_city_10_b_0321.npy,35744,0.8712483369781824,0.9876686035,-0.11642026652181758
ordinary,R24_onepass,valid825,zurich_city_10_b_0331.npy,42999,0.727628963123391,0.8429664607,-0.11533749757660905
ordinary,R24_onepass,valid825,zurich_city_10_b_0341.npy,45386,0.6196472066097772,0.8458500419,-0.22620283529022278
ordinary,R24_onepass,valid825,zurich_city_10_b_0351.npy,44906,0.9115543743115758,1.186113858,-0.2745594836884241
ordinary,R24_onepass,valid825,zurich_city_10_b_0361.npy,42906,0.7578874598701785,0.937820468,-0.1799330081298215
ordinary,R24_onepass,valid825,zurich_city_10_b_0371.npy,41162,0.6307413247730355,0.8922101999,-0.2614688751269645
ordinary,R24_onepass,valid825,zurich_city_10_b_0381.npy,41873,0.905430778809284,1.0790709407,-0.17364016189071607
ordinary,R24_onepass,valid825,zurich_city_02_e_0001.npy,42735,1.2122951423276775,1.4106980154,-0.1984028730723224
ordinary,R24_onepass,valid825,zurich_city_02_e_0011.npy,37170,1.2683417294197359,1.4830412841,-0.21469955468026414
ordinary,R24_onepass,valid825,zurich_city_02_e_0021.npy,35662,1.7657155375863638,1.8249697244,-0.059254186813636256
ordinary,R24_onepass,valid825,zurich_city_02_e_0031.npy,42684,1.0569447768518196,1.1536758504,-0.09673107354818034
ordinary,R24_onepass,valid825,zurich_city_02_e_0041.npy,44273,0.9734292510177851,1.2248588481,-0.2514295970822149
ordinary,R24_onepass,valid825,zurich_city_02_e_0051.npy,35631,1.415472557151219,1.6933850834,-0.27791252624878093
ordinary,R24_onepass,valid825,zurich_city_02_e_0061.npy,37335,1.5098856567333696,1.5500150663,-0.04012940956663047
ordinary,R24_onepass,valid825,zurich_city_02_e_0071.npy,33546,1.2205022859700205,1.3587502748,-0.13824798882997946
ordinary,R24_onepass,valid825,zurich_city_02_e_0081.npy,38966,1.3862525687480163,1.5420293293,-0.15577676055198375
ordinary,R24_onepass,valid825,zurich_city_02_e_0091.npy,38400,1.0143014211624237,1.385756429,-0.37145500783757623
ordinary,R24_onepass,valid825,zurich_city_02_e_0101.npy,38665,1.255971458074871,1.4524690248,-0.19649756672512897
ordinary,R24_onepass,valid825,zurich_city_02_e_0111.npy,39968,1.2305579973438612,1.284462531,-0.05390453365613879
ordinary,R24_onepass,valid825,zurich_city_02_e_0121.npy,43018,0.8225147653748621,0.99707172,-0.17455695462513787
ordinary,R24_onepass,valid825,zurich_city_02_e_0131.npy,46679,1.0116581640784337,1.5907439306,-0.5790857665215663
ordinary,R24_onepass,valid825,zurich_city_02_e_0141.npy,62282,0.9143397422553506,1.1014488536,-0.18710911134464936
ordinary,R24_onepass,valid825,zurich_city_02_e_0151.npy,59815,0.8279198992400413,0.9424237754,-0.11450387615995872
ordinary,R24_onepass,valid825,zurich_city_02_e_0161.npy,52521,0.9854622743853569,1.0570069591,-0.07154468471464304
ordinary,R24_onepass,valid825,zurich_city_02_e_0171.npy,46661,1.4308745870392228,1.3304606631,0.10041392393922277
ordinary,R24_onepass,valid825,zurich_city_02_e_0181.npy,37890,1.3702038132287189,1.3988494656,-0.028645652371281027
ordinary,R24_onepass,valid825,zurich_city_02_e_0191.npy,33555,1.7414517144948598,2.1435921435,-0.40214042900514
ordinary,R24_onepass,valid825,zurich_city_02_e_0201.npy,38056,1.364860581312027,1.4017724291,-0.03691184778797307
ordinary,R24_onepass,valid825,zurich_city_02_e_0211.npy,37164,1.2899153368473344,1.7831793705,-0.4932640336526657
ordinary,R24_onepass,valid825,zurich_city_02_e_0221.npy,33996,1.4521472699332199,1.8713056315,-0.4191583615667802
ordinary,R24_onepass,valid825,zurich_city_02_e_0231.npy,37002,1.4607216797681077,1.9038861075,-0.44316442773189224
ordinary,R24_onepass,valid825,zurich_city_02_e_0241.npy,32920,1.2497210594304689,1.6407626443,-0.3910415848695312
ordinary,R24_onepass,valid825,zurich_city_02_e_0251.npy,34624,1.338490191447843,1.939108801,-0.6006186095521568
ordinary,R24_onepass,valid825,zurich_city_02_e_0261.npy,35628,1.4170488956084857,1.5886609549,-0.17161205929151424
ordinary,R24_onepass,valid825,zurich_city_02_e_0271.npy,37881,1.3599102621965844,1.8217411103,-0.4618308481034157
ordinary,R24_onepass,valid825,zurich_city_02_e_0281.npy,41915,1.3718502857181303,1.6480220386,-0.2761717528818697
ordinary,R24_onepass,valid825,zurich_city_02_e_0291.npy,37961,1.335554354732934,1.7076547312,-0.37210037646706606
ordinary,R24_onepass,valid825,zurich_city_02_e_0301.npy,34868,1.4174067807068178,1.5681513359,-0.1507445551931823
