case	real	time	intersection	reduce	stress	cycles_through_done_handshake	last_gate	source_reads	w_reads	w_zero	packets	events	commits	source_req_wait	w_req_wait	w_response_wait	output_wait	barrier_wait	psn_issues	nr_peak	w_pending_peak	w_accept_peak	source_accept_peak	first_tile0	first_tile1	w_metadata_reads	w_value_reads	compare_active_PE_beats	weight_pointer_advances_without_value	nrv_skips	nnz_tile0	nnz_tile1	image_bytes_tile0	image_bytes_tile1
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_class	1	0	0	1	1	4918	4911	288	1472	18	368	2888	2274	42	520	0	70	2	2624	2	4	4	4	2	0	0	1472	0	0	0	379	379	384	384
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_class	1	0	1	0	0	6348	6341	288	7518	0	368	2888	2274	0	0	0	0	2	2624	2	4	4	4	2	0	6064	1454	5891	1570	18	379	379	1139	1139
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_class	1	0	1	0	1	19398	19391	288	7518	0	368	2888	2274	40	2488	0	58	2	2624	1	4	3	4	2	0	6064	1454	9265	1570	18	379	379	1139	1139
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_class	1	0	1	1	0	6348	6341	288	7518	0	368	2888	2274	0	0	0	0	2	2624	2	4	4	4	2	0	6064	1454	5891	1570	18	379	379	1139	1139
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_class	1	0	1	1	1	19303	19296	288	7518	0	368	2888	2274	41	2500	0	28	4	2624	1	4	4	3	1	1	6064	1454	9362	1570	18	379	379	1139	1139
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_time	1	1	0	0	0	2245	2238	288	1472	18	368	3347	2396	0	0	0	0	5	2464	2	4	4	4	1	1	0	1472	0	0	0	379	379	384	384
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_time	1	1	0	0	1	4881	4874	288	1472	18	368	3347	2396	40	485	0	11	2	2464	2	4	4	3	1	1	0	1472	0	0	0	379	379	384	384
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_time	1	1	0	1	0	2241	2234	288	1472	18	368	3347	2396	0	0	0	0	2	2464	2	4	4	4	2	0	0	1472	0	0	0	379	379	384	384
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_time	1	1	0	1	1	4896	4889	288	1472	18	368	3347	2396	44	482	0	16	2	2464	2	4	4	4	2	0	0	1472	0	0	0	379	379	384	384
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_time	1	1	1	0	0	6324	6317	288	7518	0	368	3347	2396	0	0	0	0	4	2464	2	4	4	4	2	0	6064	1454	5891	1570	18	379	379	1139	1139
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_time	1	1	1	0	1	19232	19225	288	7518	0	368	3347	2396	47	2504	0	14	4	2464	1	4	4	4	2	0	6064	1454	9313	1570	18	379	379	1139	1139
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_time	1	1	1	1	0	6324	6317	288	7518	0	368	3347	2396	0	0	0	0	2	2464	2	4	4	4	2	0	6064	1454	5891	1570	18	379	379	1139	1139
v006_zurich_city_02_c_0011_s2b1_p188_h308_1041_packed_time	1	1	1	1	1	19261	19254	288	7518	0	368	3347	2396	57	2478	0	16	4	2464	1	4	4	4	1	1	6064	1454	9422	1570	18	379	379	1139	1139
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_class	1	0	0	0	0	2642	2635	288	2672	75	654	6389	4765	0	0	0	0	3	2496	2	4	4	4	0	1	0	2672	0	0	0	373	372	384	384
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_class	1	0	0	0	1	7022	7015	288	2672	75	654	6389	4765	38	869	0	46	8	2496	2	4	3	4	1	1	0	2672	0	0	0	373	372	384	384
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_class	1	0	0	1	0	2637	2630	288	2672	75	654	6389	4765	0	0	0	0	1	2496	2	4	4	4	1	0	0	2672	0	0	0	373	372	384	384
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_class	1	0	0	1	1	7116	7109	288	2672	75	654	6389	4765	39	922	0	44	2	2496	2	4	3	4	1	0	0	2672	0	0	0	373	372	384	384
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_class	1	0	1	0	0	7003	6996	288	8573	0	654	6389	4765	0	0	0	0	8	2496	2	4	4	4	1	1	5976	2597	8729	383	75	373	372	1121	1118
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_class	1	0	1	0	1	21490	21483	288	8573	0	654	6389	4765	44	2935	0	33	8	2496	1	4	4	3	1	1	5976	2597	15558	383	75	373	372	1121	1118
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_class	1	0	1	1	0	7003	6996	288	8573	0	654	6389	4765	0	0	0	0	2	2496	2	4	4	4	1	0	5976	2597	8729	383	75	373	372	1121	1118
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_class	1	0	1	1	1	21696	21689	288	8573	0	654	6389	4765	32	2895	0	26	2	2496	1	4	4	3	1	0	5976	2597	15945	383	75	373	372	1121	1118
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_time	1	1	0	0	0	2620	2613	288	2672	75	654	9632	7156	0	0	0	0	5	2304	2	4	4	4	1	0	0	2672	0	0	0	373	372	384	384
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_time	1	1	0	0	1	7107	7100	288	2672	75	654	9632	7156	36	919	0	36	17	2304	2	4	3	3	1	2	0	2672	0	0	0	373	372	384	384
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_time	1	1	0	1	0	2615	2608	288	2672	75	654	9632	7156	0	0	0	0	2	2304	2	4	4	4	1	1	0	2672	0	0	0	373	372	384	384
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_time	1	1	0	1	1	7066	7059	288	2672	75	654	9632	7156	34	935	0	35	3	2304	2	4	4	4	1	0	0	2672	0	0	0	373	372	384	384
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_time	1	1	1	0	0	6980	6973	288	8573	0	654	9632	7156	0	0	0	0	14	2304	2	4	4	4	1	1	5976	2597	8729	383	75	373	372	1121	1118
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_time	1	1	1	0	1	21495	21488	288	8573	0	654	9632	7156	50	2875	0	29	14	2304	1	4	3	4	1	1	5976	2597	15654	383	75	373	372	1121	1118
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_time	1	1	1	1	0	6978	6971	288	8573	0	654	9632	7156	0	0	0	0	3	2304	2	4	4	4	1	0	5976	2597	8729	383	75	373	372	1121	1118
v006_zurich_city_02_c_0011_s2b2_p324_h519_1252_packed_time	1	1	1	1	1	21581	21574	288	8573	0	654	9632	7156	37	2862	0	25	3	2304	1	4	4	4	1	0	5976	2597	15815	383	75	373	372	1121	1118
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	0	0	0	2791	2784	288	2946	61	725	8897	6328	0	0	0	0	9	2656	2	4	4	4	0	3	0	2946	0	0	0	375	377	384	384
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	0	0	1	7696	7689	288	2946	61	725	8897	6328	34	939	0	24	13	2656	2	4	3	4	0	3	0	2946	0	0	0	375	377	384	384
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	0	1	0	2790	2783	288	2946	61	725	8897	6328	0	0	0	0	9	2656	2	4	4	4	0	2	0	2946	0	0	0	375	377	384	384
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	0	1	1	7697	7690	288	2946	61	725	8897	6328	41	983	0	22	10	2656	2	4	3	2	0	2	0	2946	0	0	0	375	377	384	384
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	1	0	0	7224	7217	288	8917	0	725	8897	6328	0	0	0	0	13	2656	2	4	4	4	0	3	6032	2885	10072	123	61	375	377	1127	1133
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	1	0	1	22415	22408	288	8917	0	725	8897	6328	58	2853	0	16	13	2656	2	4	4	3	0	3	6032	2885	17454	123	61	375	377	1127	1133
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	1	1	0	7224	7217	288	8917	0	725	8897	6328	0	0	0	0	10	2656	1	4	4	4	0	2	6032	2885	10072	123	61	375	377	1127	1133
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	1	1	1	22301	22294	288	8917	0	725	8897	6328	50	3074	0	37	10	2656	1	4	4	3	0	2	6032	2885	17564	123	61	375	377	1127	1133
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	0	0	0	2759	2752	288	2946	61	725	10909	7076	0	0	3	0	10	2400	2	4	4	4	0	3	0	2946	0	0	0	375	377	384	384
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	0	0	1	7639	7632	288	2946	61	725	10909	7076	46	946	0	20	16	2400	2	4	3	4	0	3	0	2946	0	0	0	375	377	384	384
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	0	1	0	2755	2748	288	2946	61	725	10909	7076	0	0	0	0	9	2400	2	4	4	4	0	2	0	2946	0	0	0	375	377	384	384
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	0	1	1	7689	7682	288	2946	61	725	10909	7076	52	955	0	28	11	2400	2	4	3	3	0	2	0	2946	0	0	0	375	377	384	384
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	1	0	0	7190	7183	288	8917	0	725	10909	7076	0	0	0	0	16	2400	2	4	4	4	0	3	6032	2885	10072	123	61	375	377	1127	1133
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	1	0	1	22325	22318	288	8917	0	725	10909	7076	34	2960	0	35	16	2400	2	4	3	4	0	3	6032	2885	17367	123	61	375	377	1127	1133
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	1	1	0	7189	7182	288	8917	0	725	10909	7076	0	0	0	0	11	2400	2	4	4	4	0	2	6032	2885	10072	123	61	375	377	1127	1133
v006_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	1	1	1	22321	22314	288	8917	0	725	10909	7076	47	2961	0	31	11	2400	1	4	4	3	0	2	6032	2885	17603	123	61	375	377	1127	1133
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_class	1	0	0	0	0	2718	2711	288	2852	32	707	7382	5758	0	0	0	0	6	2560	2	4	4	4	2	2	0	2852	0	0	0	378	381	384	384
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_class	1	0	0	0	1	7503	7496	288	2852	32	707	7382	5758	31	933	0	53	17	2560	2	4	4	4	0	4	0	2852	0	0	0	378	381	384	384
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_class	1	0	0	1	0	2714	2707	288	2852	32	707	7382	5758	0	0	0	0	4	2560	2	4	4	4	0	3	0	2852	0	0	0	378	381	384	384
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_class	1	0	0	1	1	7455	7448	288	2852	32	707	7382	5758	32	901	0	34	7	2560	2	4	3	2	3	0	0	2852	0	0	0	378	381	384	384
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_class	1	0	1	0	0	7159	7152	288	8908	0	707	7382	5758	0	0	0	0	10	2560	2	4	4	4	2	2	6088	2820	10099	216	32	378	381	1136	1145
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_class	1	0	1	0	1	22410	22403	288	8908	0	707	7382	5758	47	3055	0	53	15	2560	1	4	4	4	4	0	6088	2820	17311	216	32	378	381	1136	1145
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_class	1	0	1	1	0	7156	7149	288	8908	0	707	7382	5758	0	0	0	0	4	2560	1	4	4	4	1	2	6088	2820	10099	216	32	378	381	1136	1145
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_class	1	0	1	1	1	22204	22197	288	8908	0	707	7382	5758	37	2960	0	52	16	2560	1	4	4	2	0	4	6088	2820	16928	216	32	378	381	1136	1145
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_time	1	1	0	0	0	2691	2684	288	2852	32	707	11659	8039	0	0	0	0	8	2304	2	4	4	4	1	2	0	2852	0	0	0	378	381	384	384
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_time	1	1	0	0	1	7410	7403	288	2852	32	707	11659	8039	39	988	0	22	20	2304	2	4	3	4	1	3	0	2852	0	0	0	378	381	384	384
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_time	1	1	0	1	0	2683	2676	288	2852	32	707	11659	8039	0	0	0	0	8	2304	2	4	4	4	1	2	0	2852	0	0	0	378	381	384	384
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_time	1	1	0	1	1	7474	7467	288	2852	32	707	11659	8039	42	974	0	38	9	2304	2	4	3	3	3	1	0	2852	0	0	0	378	381	384	384
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_time	1	1	1	0	0	7132	7125	288	8908	0	707	11659	8039	0	0	0	0	23	2304	2	4	4	4	2	2	6088	2820	10099	216	32	378	381	1136	1145
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_time	1	1	1	0	1	22366	22359	288	8908	0	707	11659	8039	49	2912	0	37	25	2304	1	4	3	3	4	0	6088	2820	17252	216	32	378	381	1136	1145
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_time	1	1	1	1	0	7124	7117	288	8908	0	707	11659	8039	0	0	0	0	12	2304	2	4	4	4	2	2	6088	2820	10099	216	32	378	381	1136	1145
v006_zurich_city_02_c_0011_s2b4_p600_h941_138_packed_time	1	1	1	1	1	22187	22180	288	8908	0	707	11659	8039	46	3021	0	33	22	2304	1	4	4	3	0	4	6088	2820	17302	216	32	378	381	1136	1145
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_class	1	0	0	0	0	2681	2674	288	2778	47	686	7718	5987	0	0	0	0	10	2688	2	4	4	4	1	2	0	2778	0	0	0	377	377	384	384
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_class	1	0	0	0	1	7311	7304	288	2778	47	686	7718	5987	42	967	0	19	16	2688	2	4	3	2	1	2	0	2778	0	0	0	377	377	384	384
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_class	1	0	0	1	0	2680	2673	288	2778	47	686	7718	5987	0	0	0	0	6	2688	2	4	4	4	0	2	0	2778	0	0	0	377	377	384	384
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_class	1	0	0	1	1	7272	7265	288	2778	47	686	7718	5987	35	911	0	24	13	2688	2	4	3	3	2	1	0	2778	0	0	0	377	377	384	384
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_class	1	0	1	0	0	7122	7115	288	8779	0	686	7718	5987	0	0	0	0	16	2688	2	4	4	4	1	2	6048	2731	9622	285	47	377	377	1133	1133
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_class	1	0	1	0	1	21966	21959	288	8779	0	686	7718	5987	35	2996	0	17	18	2688	1	4	4	3	2	1	6048	2731	16679	285	47	377	377	1133	1133
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_class	1	0	1	1	0	7121	7114	288	8779	0	686	7718	5987	0	0	0	0	11	2688	2	4	4	4	1	2	6048	2731	9622	285	47	377	377	1133	1133
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_class	1	0	1	1	1	21982	21975	288	8779	0	686	7718	5987	35	2917	0	23	11	2688	1	4	4	3	1	2	6048	2731	16728	285	47	377	377	1133	1133
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_time	1	1	0	0	0	2658	2651	288	2778	47	686	9300	7137	0	0	0	0	6	2528	2	4	4	4	0	2	0	2778	0	0	0	377	377	384	384
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_time	1	1	0	0	1	7252	7245	288	2778	47	686	9300	7137	36	956	0	24	18	2528	2	4	3	2	1	2	0	2778	0	0	0	377	377	384	384
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_time	1	1	0	1	0	2657	2650	288	2778	47	686	9300	7137	0	0	0	0	10	2528	2	4	4	4	0	3	0	2778	0	0	0	377	377	384	384
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_time	1	1	0	1	1	7248	7241	288	2778	47	686	9300	7137	38	896	0	33	10	2528	2	4	3	3	2	1	0	2778	0	0	0	377	377	384	384
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_time	1	1	1	0	0	7099	7092	288	8779	0	686	9300	7137	0	0	0	0	18	2528	2	4	4	4	1	2	6048	2731	9622	285	47	377	377	1133	1133
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_time	1	1	1	0	1	21994	21987	288	8779	0	686	9300	7137	40	2988	0	39	19	2528	1	4	4	4	2	1	6048	2731	16789	285	47	377	377	1133	1133
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_time	1	1	1	1	0	7098	7091	288	8779	0	686	9300	7137	0	0	0	0	13	2528	2	4	4	4	1	2	6048	2731	9622	285	47	377	377	1133	1133
v006_zurich_city_02_c_0011_s2b5_p736_h1152_349_packed_time	1	1	1	1	1	22074	22067	288	8779	0	686	9300	7137	48	2994	0	35	13	2528	1	4	4	4	1	2	6048	2731	16688	285	47	377	377	1133	1133
empty_source_packed_class	0	0	0	0	0	904	897	288	0	0	0	0	0	0	0	0	0	0	2016	0	0	0	4	0	0	0	0	0	0	0	320	320	384	384
empty_source_packed_class	0	0	0	0	1	1041	1034	288	0	0	0	0	0	47	0	0	17	0	2016	0	0	0	4	0	0	0	0	0	0	0	320	320	384	384
empty_source_packed_class	0	0	0	1	0	904	897	288	0	0	0	0	0	0	0	0	0	0	2016	0	0	0	4	0	0	0	0	0	0	0	320	320	384	384
empty_source_packed_class	0	0	0	1	1	1050	1043	288	0	0	0	0	0	43	0	0	36	0	2016	0	0	0	3	0	0	0	0	0	0	0	320	320	384	384
empty_source_packed_class	0	0	1	0	0	904	897	288	0	0	0	0	0	0	0	0	0	0	2016	0	0	0	4	0	0	0	0	0	0	0	320	320	962	962
empty_source_packed_class	0	0	1	0	1	1052	1045	288	0	0	0	0	0	50	0	0	32	0	2016	0	0	0	4	0	0	0	0	0	0	0	320	320	962	962
empty_source_packed_class	0	0	1	1	0	904	897	288	0	0	0	0	0	0	0	0	0	0	2016	0	0	0	4	0	0	0	0	0	0	0	320	320	962	962
empty_source_packed_class	0	0	1	1	1	1054	1047	288	0	0	0	0	0	44	0	0	35	0	2016	0	0	0	4	0	0	0	0	0	0	0	320	320	962	962
empty_source_packed_time	0	1	0	0	0	764	757	288	0	0	0	0	0	0	0	0	0	0	1024	0	0	0	4	0	0	0	0	0	0	0	320	320	384	384
empty_source_packed_time	0	1	0	0	1	915	908	288	0	0	0	0	0	54	0	0	2	0	1024	0	0	0	4	0	0	0	0	0	0	0	320	320	384	384
empty_source_packed_time	0	1	0	1	0	764	757	288	0	0	0	0	0	0	0	0	0	0	1024	0	0	0	4	0	0	0	0	0	0	0	320	320	384	384
empty_source_packed_time	0	1	0	1	1	898	891	288	0	0	0	0	0	38	0	0	17	0	1024	0	0	0	4	0	0	0	0	0	0	0	320	320	384	384
empty_source_packed_time	0	1	1	0	0	764	757	288	0	0	0	0	0	0	0	0	0	0	1024	0	0	0	4	0	0	0	0	0	0	0	320	320	962	962
empty_source_packed_time	0	1	1	0	1	912	905	288	0	0	0	0	0	45	0	0	11	0	1024	0	0	0	4	0	0	0	0	0	0	0	320	320	962	962
empty_source_packed_time	0	1	1	1	0	764	757	288	0	0	0	0	0	0	0	0	0	0	1024	0	0	0	4	0	0	0	0	0	0	0	320	320	962	962
empty_source_packed_time	0	1	1	1	1	898	891	288	0	0	0	0	0	41	0	0	5	0	1024	0	0	0	4	0	0	0	0	0	0	0	320	320	962	962
zero_weights_packed_class	0	0	0	0	0	2752	2745	288	3072	3072	0	0	0	0	0	0	0	0	2016	0	4	4	4	0	0	0	3072	0	0	0	0	0	384	384
zero_weights_packed_class	0	0	0	0	1	7846	7839	288	3072	3072	0	0	0	40	1004	0	36	0	2016	0	4	3	4	0	0	0	3072	0	0	0	0	0	384	384
zero_weights_packed_class	0	0	0	1	0	2752	2745	288	3072	3072	0	0	0	0	0	0	0	0	2016	0	4	4	4	0	0	0	3072	0	0	0	0	0	384	384
zero_weights_packed_class	0	0	0	1	1	7889	7882	288	3072	3072	0	0	0	36	984	0	37	0	2016	0	4	4	4	0	0	0	3072	0	0	0	0	0	384	384
zero_weights_packed_class	0	0	1	0	0	1681	1674	288	16	0	0	0	0	0	0	0	0	0	2016	0	4	4	4	0	0	16	0	0	0	3072	0	0	2	2
zero_weights_packed_class	0	0	1	0	1	1854	1847	288	16	0	0	0	0	38	5	0	23	0	2016	0	4	4	4	0	0	16	0	0	0	3072	0	0	2	2
zero_weights_packed_class	0	0	1	1	0	1681	1674	288	16	0	0	0	0	0	0	0	0	0	2016	0	4	4	4	0	0	16	0	0	0	3072	0	0	2	2
zero_weights_packed_class	0	0	1	1	1	1835	1828	288	16	0	0	0	0	28	10	0	14	0	2016	0	4	3	3	0	0	16	0	0	0	3072	0	0	2	2
zero_weights_packed_time	0	1	0	0	0	2612	2605	288	3072	3072	0	0	0	0	0	0	0	0	1024	0	4	4	4	0	0	0	3072	0	0	0	0	0	384	384
zero_weights_packed_time	0	1	0	0	1	7714	7707	288	3072	3072	0	0	0	38	1027	0	13	0	1024	0	4	3	3	0	0	0	3072	0	0	0	0	0	384	384
zero_weights_packed_time	0	1	0	1	0	2612	2605	288	3072	3072	0	0	0	0	0	0	0	0	1024	0	4	4	4	0	0	0	3072	0	0	0	0	0	384	384
zero_weights_packed_time	0	1	0	1	1	7748	7741	288	3072	3072	0	0	0	40	1020	0	11	0	1024	0	4	3	4	0	0	0	3072	0	0	0	0	0	384	384
zero_weights_packed_time	0	1	1	0	0	1541	1534	288	16	0	0	0	0	0	0	0	0	0	1024	0	4	4	4	0	0	16	0	0	0	3072	0	0	2	2
zero_weights_packed_time	0	1	1	0	1	1697	1690	288	16	0	0	0	0	41	8	0	22	0	1024	0	4	3	4	0	0	16	0	0	0	3072	0	0	2	2
zero_weights_packed_time	0	1	1	1	0	1541	1534	288	16	0	0	0	0	0	0	0	0	0	1024	0	4	4	4	0	0	16	0	0	0	3072	0	0	2	2
zero_weights_packed_time	0	1	1	1	1	1710	1703	288	16	0	0	0	0	41	3	0	15	0	1024	0	4	4	3	0	0	16	0	0	0	3072	0	0	2	2
full_nrv_backpressure_packed_class	0	0	0	0	0	2766	2759	288	3072	0	768	12288	3072	0	0	0	0	0	2016	2	4	4	4	0	0	0	3072	0	0	0	384	384	384	384
full_nrv_backpressure_packed_class	0	0	0	0	1	7875	7868	288	3072	0	768	12288	3072	41	1078	0	23	39	2016	2	4	3	4	0	4	0	3072	0	0	0	384	384	384	384
full_nrv_backpressure_packed_class	0	0	0	1	0	2754	2747	288	3072	0	768	12288	3072	0	0	0	0	0	2016	1	4	4	4	0	0	0	3072	0	0	0	384	384	384	384
full_nrv_backpressure_packed_class	0	0	0	1	1	7850	7843	288	3072	0	768	12288	3072	36	1034	0	37	8	2016	1	4	3	4	4	0	0	3072	0	0	0	384	384	384	384
full_nrv_backpressure_packed_class	0	0	1	0	0	7386	7379	288	9232	0	768	12288	3072	0	0	0	0	0	2016	1	4	4	4	0	0	6160	3072	12288	0	0	384	384	1154	1154
full_nrv_backpressure_packed_class	0	0	1	0	1	22959	22952	288	9232	0	768	12288	3072	44	2976	0	43	56	2016	1	4	3	4	4	0	6160	3072	18324	0	0	384	384	1154	1154
full_nrv_backpressure_packed_class	0	0	1	1	0	7374	7367	288	9232	0	768	12288	3072	0	0	0	0	0	2016	1	4	4	4	0	0	6160	3072	12288	0	0	384	384	1154	1154
full_nrv_backpressure_packed_class	0	0	1	1	1	23046	23039	288	9232	0	768	12288	3072	43	3132	0	17	8	2016	1	4	4	4	0	4	6160	3072	18429	0	0	384	384	1154	1154
full_nrv_backpressure_packed_time	0	1	0	0	0	4891	4884	288	3072	0	768	36864	9216	0	0	8812	0	0	1024	2	4	4	4	0	0	0	3072	0	0	0	384	384	384	384
full_nrv_backpressure_packed_time	0	1	0	0	1	7770	7763	288	3072	0	768	36864	9216	52	971	0	3	42	1024	2	4	3	3	0	4	0	3072	0	0	0	384	384	384	384
full_nrv_backpressure_packed_time	0	1	0	1	0	2622	2615	288	3072	0	768	36864	9216	0	0	0	0	0	1024	2	4	4	4	0	0	0	3072	0	0	0	384	384	384	384
full_nrv_backpressure_packed_time	0	1	0	1	1	7736	7729	288	3072	0	768	36864	9216	43	933	0	24	29	1024	2	4	4	4	4	0	0	3072	0	0	0	384	384	384	384
full_nrv_backpressure_packed_time	0	1	1	0	0	7278	7271	288	9232	0	768	36864	9216	0	0	0	0	0	1024	2	4	4	4	0	0	6160	3072	12288	0	0	384	384	1154	1154
full_nrv_backpressure_packed_time	0	1	1	0	1	22919	22912	288	9232	0	768	36864	9216	40	3124	0	13	155	1024	2	4	4	2	4	0	6160	3072	19200	0	0	384	384	1154	1154
full_nrv_backpressure_packed_time	0	1	1	1	0	7242	7235	288	9232	0	768	36864	9216	0	0	0	0	0	1024	1	4	4	4	0	0	6160	3072	12288	0	0	384	384	1154	1154
full_nrv_backpressure_packed_time	0	1	1	1	1	22860	22853	288	9232	0	768	36864	9216	45	2997	0	14	40	1024	1	4	4	4	0	4	6160	3072	18917	0	0	384	384	1154	1154
asymmetric_tail_cancel_packed_class	0	0	0	0	0	2765	2758	288	3072	3024	16	192	64	0	0	0	0	32	2016	1	4	4	4	4	0	0	3072	0	0	0	5	7	384	384
asymmetric_tail_cancel_packed_class	0	0	0	0	1	7857	7850	288	3072	3024	16	192	64	31	985	0	34	32	2016	1	4	3	3	4	0	0	3072	0	0	0	5	7	384	384
asymmetric_tail_cancel_packed_class	0	0	0	1	0	2757	2750	288	3072	3024	16	192	64	0	0	0	0	0	2016	1	4	4	4	0	0	0	3072	0	0	0	5	7	384	384
asymmetric_tail_cancel_packed_class	0	0	0	1	1	7865	7858	288	3072	3024	16	192	64	44	978	0	30	0	2016	1	4	3	3	0	0	0	3072	0	0	0	5	7	384	384
asymmetric_tail_cancel_packed_class	0	0	1	0	0	1816	1809	288	160	0	16	192	64	0	0	0	0	32	2016	1	4	4	4	4	0	112	48	3096	0	3024	5	7	17	23
asymmetric_tail_cancel_packed_class	0	0	1	0	1	2194	2187	288	160	0	16	192	64	39	45	0	36	32	2016	1	4	3	3	4	0	112	48	3176	0	3024	5	7	17	23
asymmetric_tail_cancel_packed_class	0	0	1	1	0	1808	1801	288	160	0	16	192	64	0	0	0	0	0	2016	1	4	4	4	0	0	112	48	3096	0	3024	5	7	17	23
asymmetric_tail_cancel_packed_class	0	0	1	1	1	2147	2140	288	160	0	16	192	64	37	38	0	36	0	2016	1	4	2	3	0	0	112	48	3157	0	3024	5	7	17	23
asymmetric_tail_cancel_packed_time	0	1	0	0	0	2625	2618	288	3072	3024	16	192	64	0	0	0	0	32	1024	1	4	4	4	4	0	0	3072	0	0	0	5	7	384	384
asymmetric_tail_cancel_packed_time	0	1	0	0	1	7753	7746	288	3072	3024	16	192	64	39	990	0	7	32	1024	1	4	3	4	4	0	0	3072	0	0	0	5	7	384	384
asymmetric_tail_cancel_packed_time	0	1	0	1	0	2617	2610	288	3072	3024	16	192	64	0	0	0	0	0	1024	1	4	4	4	0	0	0	3072	0	0	0	5	7	384	384
