receipt,fixture,first_tile,tiles,mode,stall,command,total_cycles,static_words,source_load_words,external_source_words,padding_words,core_weight_words,core_z_vector_reads,core_z_writes,core_psum_reads,core_psum_writes,core_first_issues,core_mac_issues,core_output_stalls,consumer_cycles,consumer_join_wait_cycles,consumer_output_stalls,output_beats,window_cycles,conflict_cycles,both_compute_cycles,shared_alu_grants
results_3.json,,159,3,1,0,1,42661,0,4608,3552,1056,1247,2819,2759,1440,1440,2699,8424,7257,38043,27888,0,1440,38047,1206,4386,11123
results_3.json,,159,3,1,1,0,47767,1848,4608,3552,1056,1247,2819,2759,1440,1440,2699,8424,8417,39575,28612,808,1440,39579,1134,4385,11123
results_3.json,,159,3,1,1,1,45764,0,4608,3552,1056,1247,2819,2759,1440,1440,2699,8424,8416,39574,28612,807,1440,39578,1134,4385,11123
results_3.json,,159,3,2,0,0,42378,1848,4608,3552,1056,1247,2819,2759,1440,1440,2699,8424,10728,35912,25757,0,1440,35916,4593,13291,11123
results_3.json,,159,3,2,0,1,40530,0,4608,3552,1056,1247,2819,2759,1440,1440,2699,8424,10728,35912,25757,0,1440,35916,4593,13291,11123
results_3.json,,159,3,2,1,0,45819,1848,4608,3552,1056,1247,2819,2759,1440,1440,2699,8424,12277,37627,26664,808,1440,37631,4496,13506,11123
results_3.json,,159,3,2,1,1,43839,0,4608,3552,1056,1247,2819,2759,1440,1440,2699,8424,12285,37649,26682,812,1440,37653,4496,13506,11123
results_64.json,,128,64,0,0,0,1030587,1848,98304,85344,12960,31381,79592,78312,30720,30720,77032,198720,154816,930242,713602,0,30720,930338,0,0,275752
results_64.json,,128,64,0,0,1,1028739,0,98304,85344,12960,31381,79592,78312,30720,30720,77032,198720,154816,930242,713602,0,30720,930338,0,0,275752
results_64.json,,128,64,0,1,0,1098087,1848,98304,85344,12960,31381,79592,78312,30720,30720,77032,198720,179635,962727,728841,17246,30720,962823,0,0,275752
results_64.json,,128,64,0,1,1,1096162,0,98304,85344,12960,31381,79592,78312,30720,30720,77032,198720,179664,962811,728905,17266,30720,962907,0,0,275752
results_64.json,,128,64,1,0,0,923524,1848,98304,85344,12960,31381,79592,78312,30720,30720,77032,198720,154791,823179,606539,0,30720,823275,52818,159824,275752
results_64.json,,128,64,1,0,1,921676,0,98304,85344,12960,31381,79592,78312,30720,30720,77032,198720,154791,823179,606539,0,30720,823275,52818,159824,275752
results_64.json,,128,64,1,1,0,989627,1848,98304,85344,12960,31381,79592,78312,30720,30720,77032,198720,179592,854282,620396,17246,30720,854378,51680,160465,275752
results_64.json,,128,64,1,1,1,987702,0,98304,85344,12960,31381,79592,78312,30720,30720,77032,198720,179602,854351,620459,17252,30720,854447,51698,160496,275752
results_64.json,,128,64,2,0,0,816046,1848,98304,85344,12960,31381,79592,78312,30720,30720,77032,198720,257969,715701,499061,0,30720,715797,181367,489860,275752
results_64.json,,128,64,2,0,1,814198,0,98304,85344,12960,31381,79592,78312,30720,30720,77032,198720,257969,715701,499061,0,30720,715797,181367,489860,275752
results_64.json,,128,64,2,1,0,886234,1848,98304,85344,12960,31381,79592,78312,30720,30720,77032,198720,295343,750890,516980,17270,30720,750986,179294,499808,275752
results_64.json,,128,64,2,1,1,884694,0,98304,85344,12960,31381,79592,78312,30720,30720,77032,198720,295214,751358,517459,17259,30720,751454,180290,500290,275752
results_full.json,,0,19200,0,0,0,291702149,1848,29491200,29276544,214656,8905268,20541592,20157592,9216000,9216000,19773592,53720964,46444800,262151500,197159500,0,9216000,262180300,0,0,73494556
results_full.json,,0,19200,1,0,0,260697004,1848,29491200,29276544,214656,8905268,20541592,20157592,9216000,9216000,19773592,53720964,46429326,231146355,166154355,0,9216000,231175155,12792907,43772978,73494556
results_full.json,,0,19200,2,0,0,233289744,1848,29491200,29276544,214656,8905268,20541592,20157592,9216000,9216000,19773592,53720964,79065991,203739095,138747095,0,9216000,203767895,47627716,134142470,73494556
