artifact	path	size_bytes	sha256
mapped_verilog	netlist/m803_fc2_channel_split_registered_release_matched_8bank_raw4_acc24_mapped.v	23014708	060e7cd00e5a0f79860430c823439424ae88211cd2ff0d71bc787c9e6691d6b3
mapped_sdc	netlist/m803_fc2_channel_split_registered_release_matched_8bank_raw4_acc24_mapped.sdc	584736	df2b08e2c8a8faa87f7ab8f738888589f7b7595b386b905388b9428204c5a9bd
ddc	netlist/m803_fc2_channel_split_registered_release_matched_8bank_raw4_acc24.ddc	6619136	93a6c56f8701833e6875d7263d140dd9cfcc9241de561c00e2db82da9bcc5720
svf	netlist/m803_fc2_channel_split_registered_release_matched_8bank_raw4_acc24.svf	605952	b0a59cf5e4b5ec6efc43c74ae61dfe4ca068b29629a1ba4913462f39cdcb9a79
area_report	reports/area.rpt	2132	62a5a36f777db45ed5b0700f6e6adb689fbd4d96777633eca6147d1068fdf123
qor_report	reports/qor.rpt	2482	5b5f8eb7f06fac50b222e2fd7d37421deb1dbcd4dcb6b9fdf50e7b78f4209db4
setup_timing_report	reports/timing_setup.rpt	1020816	e1ba3e987bed6e45c63f023495497212d10fb2991fc5261e6b61c1d898093326
