case,real,order,mode,bp,packed32,prefetch,frontier,cycles,channels,batches,pairs,scalar_mac,words,xwords,graph_words,prefetch_words,graph_hits,req_stall,out_stall,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13
train1_p4,1,1,2,1,1,1,1,1459,75,53,448,4480,345,150,174,138,325,126,5,1,30,57,6,194,0,365,53,530,159,53,0,11,1
train1_p4,1,1,3,0,1,1,0,1271,60,60,600,6000,317,120,176,156,362,0,0,1,21,21,6,136,0,180,60,600,180,60,0,6,1
train1_p4,1,1,3,0,1,1,1,1132,73,52,446,4460,338,146,171,135,325,0,0,1,21,21,6,131,0,166,52,520,156,52,0,6,1
train1_p4,1,1,3,1,1,1,0,1544,60,60,600,6000,317,120,176,156,362,101,6,1,27,54,6,173,0,371,60,600,180,60,0,12,1
train1_p4,1,1,3,1,1,1,1,1439,73,52,446,4460,338,146,171,135,325,123,2,1,27,54,6,188,0,375,52,520,156,52,0,8,1
train1_p5,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p5,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p5,1,1,2,0,1,1,0,1046,49,49,490,4900,217,98,98,90,344,0,0,1,21,21,6,109,0,147,49,490,147,49,0,6,1
train1_p5,1,1,2,0,1,1,1,1000,61,46,412,4120,239,122,96,77,309,0,0,1,21,21,6,113,0,142,46,460,138,46,0,6,1
train1_p5,1,1,2,1,1,1,0,1276,49,49,490,4900,217,98,98,90,344,75,1,1,30,57,6,135,0,305,49,490,147,49,0,7,1
train1_p5,1,1,2,1,1,1,1,1259,61,46,412,4120,239,122,96,77,309,75,1,1,30,57,6,156,0,312,46,460,138,46,0,7,1
train1_p5,1,1,3,0,1,1,0,1046,49,49,490,4900,215,98,96,88,344,0,0,1,21,21,6,109,0,147,49,490,147,49,0,6,1
train1_p5,1,1,3,0,1,1,1,1000,61,46,412,4120,237,122,94,75,309,0,0,1,21,21,6,113,0,142,46,460,138,46,0,6,1
train1_p5,1,1,3,1,1,1,0,1276,49,49,490,4900,215,98,96,88,344,74,4,1,27,54,6,127,0,316,49,490,147,49,0,10,1
train1_p5,1,1,3,1,1,1,1,1249,61,46,412,4120,237,122,94,75,309,77,2,1,27,54,6,148,0,315,46,460,138,46,0,8,1
train1_p6,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p6,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p6,1,1,2,0,1,1,0,1089,51,51,510,5100,231,102,108,98,342,0,0,1,21,21,6,116,0,153,51,510,153,51,0,6,1
train1_p6,1,1,2,0,1,1,1,984,63,45,413,4130,253,126,106,81,310,0,0,1,21,21,6,113,0,141,45,450,135,45,0,6,1
train1_p6,1,1,2,1,1,1,0,1328,51,51,510,5100,231,102,108,98,342,84,0,1,30,57,6,139,0,324,51,510,153,51,0,6,1
train1_p6,1,1,2,1,1,1,1,1249,63,45,413,4130,253,126,106,81,310,95,0,1,30,57,6,154,0,320,45,450,135,45,0,6,1
train1_p6,1,1,3,0,1,1,0,1090,51,51,510,5100,229,102,106,95,339,0,0,1,21,21,6,117,0,153,51,510,153,51,0,6,1
train1_p6,1,1,3,0,1,1,1,986,63,45,413,4130,250,126,103,76,304,0,0,1,21,21,6,115,0,141,45,450,135,45,0,6,1
train1_p6,1,1,3,1,1,1,0,1324,51,51,510,5100,229,102,106,95,339,88,7,1,27,54,6,136,0,322,51,510,153,51,0,13,1
train1_p6,1,1,3,1,1,1,1,1231,63,45,413,4130,250,126,103,76,304,83,1,1,27,54,6,152,0,309,45,450,135,45,0,7,1
train1_p7,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p7,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p7,1,1,2,0,1,1,0,1026,48,48,480,4800,213,96,96,88,337,0,0,1,21,21,6,107,0,144,48,480,144,48,0,6,1
train1_p7,1,1,2,0,1,1,1,980,56,45,403,4030,228,112,95,81,321,0,0,1,21,21,6,109,0,141,45,450,135,45,0,6,1
train1_p7,1,1,2,1,1,1,0,1247,48,48,480,4800,213,96,96,88,337,60,4,1,30,57,6,122,0,301,48,480,144,48,0,10,1
train1_p7,1,1,2,1,1,1,1,1243,56,45,403,4030,228,112,95,81,321,81,4,1,30,57,6,145,0,319,45,450,135,45,0,10,1
train1_p7,1,1,3,0,1,1,0,1026,48,48,480,4800,211,96,94,86,337,0,0,1,21,21,6,107,0,144,48,480,144,48,0,6,1
train1_p7,1,1,3,0,1,1,1,980,56,45,403,4030,227,112,94,80,321,0,0,1,21,21,6,109,0,141,45,450,135,45,0,6,1
train1_p7,1,1,3,1,1,1,0,1239,48,48,480,4800,211,96,94,86,337,61,3,1,27,54,6,121,0,301,48,480,144,48,0,9,1
train1_p7,1,1,3,1,1,1,1,1231,56,45,403,4030,227,112,94,80,321,87,2,1,27,54,6,137,0,323,45,450,135,45,0,8,1
train1_p8,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p8,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p8,1,1,2,0,1,1,0,1249,59,59,590,5900,305,118,166,150,369,0,0,1,21,21,6,132,0,177,59,590,177,59,0,6,1
train1_p8,1,1,2,0,1,1,1,1132,79,52,446,4460,343,158,164,129,331,0,0,1,21,21,6,133,0,164,52,520,156,52,0,6,1
train1_p8,1,1,2,1,1,1,0,1522,59,59,590,5900,305,118,166,150,369,108,5,1,30,57,6,163,0,369,59,590,177,59,0,11,1
train1_p8,1,1,2,1,1,1,1,1439,79,52,446,4460,343,158,164,129,331,111,3,1,30,57,6,199,0,357,52,520,156,52,0,9,1
train1_p8,1,1,3,0,1,1,0,1251,59,59,590,5900,306,118,167,149,367,0,0,1,21,21,6,134,0,177,59,590,177,59,0,6,1
train1_p8,1,1,3,0,1,1,1,1132,79,52,445,4450,341,158,162,130,339,0,0,1,21,21,6,133,0,164,52,520,156,52,0,6,1
train1_p8,1,1,3,1,1,1,0,1524,59,59,590,5900,306,118,167,149,367,100,3,1,27,54,6,162,0,380,59,590,177,59,0,9,1
train1_p8,1,1,3,1,1,1,1,1423,79,52,445,4450,341,158,162,130,339,112,6,1,27,54,6,188,0,355,52,520,156,52,0,12,1
train1_p9,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p9,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p9,1,1,2,0,1,1,0,1132,53,53,530,5300,256,106,129,115,335,0,0,1,21,21,6,123,0,159,53,530,159,53,0,6,1
train1_p9,1,1,2,0,1,1,1,1046,69,48,409,4090,284,138,125,96,296,0,0,1,21,21,6,119,0,152,48,480,144,48,0,6,1
train1_p9,1,1,2,1,1,1,0,1358,53,53,530,5300,256,106,129,115,335,80,0,1,30,57,6,142,0,321,53,530,159,53,0,6,1
train1_p9,1,1,2,1,1,1,1,1335,69,48,409,4090,284,138,125,96,296,96,2,1,30,57,6,167,0,346,48,480,144,48,0,8,1
train1_p9,1,1,3,0,1,1,0,1112,52,52,520,5200,254,104,129,114,333,0,0,1,21,21,6,121,0,156,52,520,156,52,0,6,1
train1_p9,1,1,3,0,1,1,1,1026,67,47,407,4070,279,134,124,95,293,0,0,1,21,21,6,117,0,149,47,470,141,47,0,6,1
train1_p9,1,1,3,1,1,1,0,1368,52,52,520,5200,254,104,129,114,333,72,4,1,27,54,6,149,0,341,52,520,156,52,0,10,1
train1_p9,1,1,3,1,1,1,1,1298,67,47,407,4070,279,134,124,95,293,90,2,1,27,54,6,162,0,335,47,470,141,47,0,8,1
train1_p10,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p10,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p10,1,1,2,0,1,1,0,1007,47,47,470,4700,211,94,96,88,339,0,0,1,21,21,6,106,0,141,47,470,141,47,0,6,1
train1_p10,1,1,2,0,1,1,1,978,56,45,405,4050,228,112,95,81,323,0,0,1,21,21,6,109,0,139,45,450,135,45,0,6,1
train1_p10,1,1,2,1,1,1,0,1231,47,47,470,4700,211,94,96,88,339,63,4,1,30,57,6,124,0,298,47,470,141,47,0,10,1
train1_p10,1,1,2,1,1,1,1,1231,56,45,405,4050,228,112,95,81,323,74,4,1,30,57,6,148,0,304,45,450,135,45,0,10,1
train1_p10,1,1,3,0,1,1,0,1007,47,47,470,4700,207,94,92,84,338,0,0,1,21,21,6,106,0,141,47,470,141,47,0,6,1
train1_p10,1,1,3,0,1,1,1,978,56,45,404,4040,224,112,91,77,322,0,0,1,21,21,6,109,0,139,45,450,135,45,0,6,1
train1_p10,1,1,3,1,1,1,0,1225,47,47,470,4700,207,94,92,84,338,61,5,1,27,54,6,123,0,298,47,470,141,47,0,11,1
train1_p10,1,1,3,1,1,1,1,1214,56,45,404,4040,224,112,91,77,322,84,1,1,27,54,6,136,0,308,45,450,135,45,0,7,1
train1_p11,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p11,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p11,1,1,2,0,1,1,0,1046,49,49,490,4900,220,98,101,93,344,0,0,1,21,21,6,109,0,147,49,490,147,49,0,6,1
train1_p11,1,1,2,0,1,1,1,1001,59,46,408,4080,237,118,98,84,328,0,0,1,21,21,6,112,0,144,46,460,138,46,0,6,1
train1_p11,1,1,2,1,1,1,0,1269,49,49,490,4900,220,98,101,93,344,59,2,1,30,57,6,120,0,312,49,490,147,49,0,8,1
train1_p11,1,1,2,1,1,1,1,1259,59,46,408,4080,237,118,98,84,328,84,1,1,30,57,6,154,0,314,46,460,138,46,0,7,1
train1_p11,1,1,3,0,1,1,0,1046,49,49,490,4900,219,98,100,92,344,0,0,1,21,21,6,109,0,147,49,490,147,49,0,6,1
train1_p11,1,1,3,0,1,1,1,1001,59,46,408,4080,236,118,97,83,328,0,0,1,21,21,6,112,0,144,46,460,138,46,0,6,1
train1_p11,1,1,3,1,1,1,0,1271,49,49,490,4900,219,98,100,92,344,66,4,1,27,54,6,127,0,311,49,490,147,49,0,10,1
train1_p11,1,1,3,1,1,1,1,1249,59,46,408,4080,236,118,97,83,328,80,0,1,27,54,6,142,0,323,46,460,138,46,0,6,1
train1_p12,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p12,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p12,1,1,2,0,1,1,0,1026,48,48,480,4800,213,96,96,88,344,0,0,1,21,21,6,107,0,144,48,480,144,48,0,6,1
train1_p12,1,1,2,0,1,1,1,981,57,45,410,4100,231,114,96,81,325,0,0,1,21,21,6,110,0,141,45,450,135,45,0,6,1
train1_p12,1,1,2,1,1,1,0,1247,48,48,480,4800,213,96,96,88,344,60,4,1,30,57,6,122,0,301,48,480,144,48,0,10,1
train1_p12,1,1,2,1,1,1,1,1243,57,45,410,4100,231,114,96,81,325,79,4,1,30,57,6,151,0,313,45,450,135,45,0,10,1
train1_p12,1,1,3,0,1,1,0,1026,48,48,480,4800,209,96,92,84,344,0,0,1,21,21,6,107,0,144,48,480,144,48,0,6,1
train1_p12,1,1,3,0,1,1,1,981,57,45,410,4100,227,114,92,77,325,0,0,1,21,21,6,110,0,141,45,450,135,45,0,6,1
train1_p12,1,1,3,1,1,1,0,1239,48,48,480,4800,209,96,92,84,344,60,3,1,27,54,6,121,0,301,48,480,144,48,0,9,1
train1_p12,1,1,3,1,1,1,1,1231,57,45,410,4100,227,114,92,77,325,88,0,1,27,54,6,138,0,324,45,450,135,45,0,6,1
train1_p13,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p13,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p13,1,1,2,0,1,1,0,1294,61,61,610,6100,308,122,165,150,375,0,0,1,21,21,6,141,0,183,61,610,183,61,0,6,1
train1_p13,1,1,2,0,1,1,1,1159,79,53,455,4550,341,158,162,125,345,0,0,1,21,21,6,138,0,171,53,530,159,53,0,6,1
train1_p13,1,1,2,1,1,1,0,1577,61,61,610,6100,307,122,164,150,376,107,1,1,30,57,6,170,0,391,61,610,183,61,0,7,1
train1_p13,1,1,2,1,1,1,1,1479,79,53,455,4550,340,158,161,125,346,112,6,1,30,57,6,201,0,377,53,530,159,53,0,12,1
train1_p13,1,1,3,0,1,1,0,1294,61,61,610,6100,300,122,157,142,373,0,0,1,21,21,6,141,0,183,61,610,183,61,0,6,1
train1_p13,1,1,3,0,1,1,1,1157,78,53,452,4520,331,156,154,117,343,0,0,1,21,21,6,138,0,169,53,530,159,53,0,6,1
train1_p13,1,1,3,1,1,1,0,1577,61,61,610,6100,300,122,157,142,373,86,3,1,27,54,6,177,0,388,61,610,183,61,0,9,1
train1_p13,1,1,3,1,1,1,1,1456,78,53,452,4520,331,156,154,117,343,109,8,1,27,54,6,197,0,362,53,530,159,53,0,14,1
train1_p14,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p14,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p14,1,1,2,0,1,1,0,1026,48,48,480,4800,213,96,96,88,344,0,0,1,21,21,6,107,0,144,48,480,144,48,0,6,1
train1_p14,1,1,2,0,1,1,1,981,57,45,410,4100,229,114,94,80,327,0,0,1,21,21,6,110,0,141,45,450,135,45,0,6,1
train1_p14,1,1,2,1,1,1,0,1247,48,48,480,4800,213,96,96,88,344,60,4,1,30,57,6,122,0,301,48,480,144,48,0,10,1
train1_p14,1,1,2,1,1,1,1,1243,57,45,410,4100,229,114,94,80,327,79,4,1,30,57,6,151,0,313,45,450,135,45,0,10,1
train1_p14,1,1,3,0,1,1,0,1026,48,48,480,4800,208,96,91,83,344,0,0,1,21,21,6,107,0,144,48,480,144,48,0,6,1
train1_p14,1,1,3,0,1,1,1,981,57,45,410,4100,224,114,89,75,327,0,0,1,21,21,6,110,0,141,45,450,135,45,0,6,1
train1_p14,1,1,3,1,1,1,0,1239,48,48,480,4800,208,96,91,83,344,59,3,1,27,54,6,121,0,301,48,480,144,48,0,9,1
train1_p14,1,1,3,1,1,1,1,1231,57,45,410,4100,224,114,89,75,327,87,0,1,27,54,6,137,0,325,45,450,135,45,0,6,1
train1_p15,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p15,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p15,1,1,2,0,1,1,0,1168,55,55,550,5500,253,110,122,112,346,0,0,1,21,21,6,123,0,165,55,550,165,55,0,6,1
train1_p15,1,1,2,0,1,1,1,1048,68,48,414,4140,277,136,120,95,314,0,0,1,21,21,6,119,0,154,48,480,144,48,0,6,1
train1_p15,1,1,2,1,1,1,0,1418,55,55,550,5500,253,110,122,112,346,94,0,1,30,57,6,154,0,339,55,550,165,55,0,6,1
train1_p15,1,1,2,1,1,1,1,1335,68,48,414,4140,277,136,120,95,314,89,2,1,30,57,6,170,0,343,48,480,144,48,0,8,1
train1_p15,1,1,3,0,1,1,0,1148,54,54,540,5400,249,108,120,110,345,0,0,1,21,21,6,121,0,162,54,540,162,54,0,6,1
train1_p15,1,1,3,0,1,1,1,1029,67,47,413,4130,272,134,117,91,310,0,0,1,21,21,6,118,0,151,47,470,141,47,0,6,1
train1_p15,1,1,3,1,1,1,0,1391,54,54,540,5400,249,108,120,110,345,89,3,1,27,54,6,140,0,344,54,540,162,54,0,9,1
train1_p15,1,1,3,1,1,1,1,1302,67,47,413,4130,272,134,117,91,310,107,2,1,27,54,6,161,0,340,47,470,141,47,0,8,1
train1_p16,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p16,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p16,1,1,2,0,1,1,0,1027,48,48,480,4800,215,96,98,90,342,0,0,1,21,21,6,108,0,144,48,480,144,48,0,6,1
train1_p16,1,1,2,0,1,1,1,999,56,46,406,4060,229,112,96,81,326,0,0,1,21,21,6,112,0,142,46,460,138,46,0,6,1
train1_p16,1,1,2,1,1,1,0,1271,48,48,480,4800,215,96,98,90,342,68,2,1,30,57,6,131,0,318,48,480,144,48,0,8,1
train1_p16,1,1,2,1,1,1,1,1243,56,46,406,4060,229,112,96,81,326,68,5,1,30,57,6,144,0,304,46,460,138,46,0,11,1
train1_p16,1,1,3,0,1,1,0,1027,48,48,480,4800,212,96,95,87,342,0,0,1,21,21,6,108,0,144,48,480,144,48,0,6,1
train1_p16,1,1,3,0,1,1,1,999,56,46,406,4060,226,112,93,79,326,0,0,1,21,21,6,112,0,142,46,460,138,46,0,6,1
train1_p16,1,1,3,1,1,1,0,1225,48,48,480,4800,212,96,95,87,342,67,8,1,27,54,6,119,0,284,48,480,144,48,0,14,1
train1_p16,1,1,3,1,1,1,1,1243,56,46,406,4060,226,112,93,79,326,64,6,1,27,54,6,138,0,315,46,460,138,46,0,12,1
train1_p17,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p17,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p17,1,1,2,0,1,1,0,1286,61,61,610,6100,299,122,156,145,368,0,0,1,21,21,6,133,0,183,61,610,183,61,0,6,1
train1_p17,1,1,2,0,1,1,1,1155,78,53,436,4360,328,156,151,122,330,0,0,1,21,21,6,132,0,173,53,530,159,53,0,6,1
train1_p17,1,1,2,1,1,1,0,1549,61,61,610,6100,299,122,156,145,368,100,0,1,30,57,6,152,0,382,61,610,183,61,0,6,1
train1_p17,1,1,2,1,1,1,1,1474,78,53,436,4360,328,156,151,122,330,111,3,1,30,57,6,196,0,380,53,530,159,53,0,9,1
train1_p17,1,1,3,0,1,1,0,1266,60,60,600,6000,291,120,150,140,367,0,0,1,21,21,6,131,0,180,60,600,180,60,0,6,1
train1_p17,1,1,3,0,1,1,1,1134,75,52,434,4340,315,150,144,116,327,0,0,1,21,21,6,131,0,168,52,520,156,52,0,6,1
train1_p17,1,1,3,1,1,1,0,1549,60,60,600,6000,291,120,150,140,367,97,5,1,27,54,6,158,0,392,60,600,180,60,0,11,1
train1_p17,1,1,3,1,1,1,1,1425,75,52,434,4340,315,150,144,116,327,123,3,1,27,54,6,180,0,368,52,520,156,52,0,9,1
train1_p18,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p18,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p18,1,1,2,0,1,1,0,1026,48,48,480,4800,213,96,96,88,344,0,0,1,21,21,6,107,0,144,48,480,144,48,0,6,1
train1_p18,1,1,2,0,1,1,1,981,57,45,410,4100,229,114,94,80,327,0,0,1,21,21,6,110,0,141,45,450,135,45,0,6,1
train1_p18,1,1,2,1,1,1,0,1247,48,48,480,4800,213,96,96,88,344,60,4,1,30,57,6,122,0,301,48,480,144,48,0,10,1
train1_p18,1,1,2,1,1,1,1,1243,57,45,410,4100,229,114,94,80,327,79,4,1,30,57,6,151,0,313,45,450,135,45,0,10,1
train1_p18,1,1,3,0,1,1,0,1026,48,48,480,4800,208,96,91,83,344,0,0,1,21,21,6,107,0,144,48,480,144,48,0,6,1
train1_p18,1,1,3,0,1,1,1,981,57,45,410,4100,224,114,89,75,327,0,0,1,21,21,6,110,0,141,45,450,135,45,0,6,1
train1_p18,1,1,3,1,1,1,0,1239,48,48,480,4800,208,96,91,83,344,59,3,1,27,54,6,121,0,301,48,480,144,48,0,9,1
train1_p18,1,1,3,1,1,1,1,1231,57,45,410,4100,224,114,89,75,327,87,0,1,27,54,6,137,0,325,45,450,135,45,0,6,1
train1_p19,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p19,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p19,1,1,2,0,1,1,0,1066,50,50,500,5000,220,100,99,91,343,0,0,1,21,21,6,111,0,150,50,500,150,50,0,6,1
train1_p19,1,1,2,0,1,1,1,1002,59,46,409,4090,235,118,96,80,328,0,0,1,21,21,6,113,0,144,46,460,138,46,0,6,1
train1_p19,1,1,2,1,1,1,0,1313,50,50,500,5000,220,100,99,91,343,86,0,1,30,57,6,130,0,333,50,500,150,50,0,6,1
train1_p19,1,1,2,1,1,1,1,1243,59,46,409,4090,235,118,96,80,328,73,2,1,30,57,6,141,0,310,46,460,138,46,0,8,1
train1_p19,1,1,3,0,1,1,0,1066,50,50,500,5000,218,100,97,89,343,0,0,1,21,21,6,111,0,150,50,500,150,50,0,6,1
train1_p19,1,1,3,0,1,1,1,1003,59,46,409,4090,233,118,94,77,325,0,0,1,21,21,6,114,0,144,46,460,138,46,0,6,1
train1_p19,1,1,3,1,1,1,0,1271,50,50,500,5000,218,100,97,89,343,79,1,1,27,54,6,126,0,300,50,500,150,50,0,7,1
train1_p19,1,1,3,1,1,1,1,1249,59,46,409,4090,233,118,94,77,325,65,3,1,27,54,6,147,0,315,46,460,138,46,0,9,1
train1_p20,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p20,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p20,1,1,2,0,1,1,0,1106,52,52,520,5200,240,104,115,105,338,0,0,1,21,21,6,115,0,156,52,520,156,52,0,6,1
train1_p20,1,1,2,0,1,1,1,982,58,45,407,4070,249,116,112,94,318,0,0,1,21,21,6,111,0,141,45,450,135,45,0,6,1
train1_p20,1,1,2,1,1,1,0,1358,52,52,520,5200,240,104,115,105,338,74,3,1,30,57,6,135,0,340,52,520,156,52,0,9,1
train1_p20,1,1,2,1,1,1,1,1243,58,45,407,4070,249,116,112,94,318,91,0,1,30,57,6,151,0,317,45,450,135,45,0,6,1
train1_p20,1,1,3,0,1,1,0,1106,52,52,520,5200,236,104,111,101,338,0,0,1,21,21,6,115,0,156,52,520,156,52,0,6,1
train1_p20,1,1,3,0,1,1,1,982,58,45,407,4070,245,116,108,90,318,0,0,1,21,21,6,111,0,141,45,450,135,45,0,6,1
train1_p20,1,1,3,1,1,1,0,1329,52,52,520,5200,236,104,111,101,338,58,0,1,27,54,6,129,0,326,52,520,156,52,0,6,1
train1_p20,1,1,3,1,1,1,1,1231,58,45,407,4070,245,116,108,90,318,76,1,1,27,54,6,141,0,320,45,450,135,45,0,7,1
train1_p21,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p21,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p21,1,1,2,0,1,1,0,1269,60,60,600,6000,292,120,151,140,382,0,0,1,21,21,6,134,0,180,60,600,180,60,0,6,1
train1_p21,1,1,2,0,1,1,1,1130,75,52,456,4560,318,150,147,117,343,0,0,1,21,21,6,129,0,166,52,520,156,52,0,6,1
train1_p21,1,1,2,1,1,1,0,1549,60,60,600,6000,292,120,151,140,382,106,2,1,30,57,6,159,0,388,60,600,180,60,0,8,1
train1_p21,1,1,2,1,1,1,1,1449,75,52,456,4560,318,150,147,117,343,111,1,1,30,57,6,187,0,381,52,520,156,52,0,7,1
train1_p21,1,1,3,0,1,1,0,1271,60,60,600,6000,294,120,153,140,379,0,0,1,21,21,6,136,0,180,60,600,180,60,0,6,1
train1_p21,1,1,3,0,1,1,1,1130,75,52,455,4550,320,150,149,117,340,0,0,1,21,21,6,129,0,166,52,520,156,52,0,6,1
train1_p21,1,1,3,1,1,1,0,1557,60,60,600,6000,294,120,153,140,379,105,5,1,27,54,6,172,0,386,60,600,180,60,0,11,1
train1_p21,1,1,3,1,1,1,1,1429,75,52,455,4550,320,150,149,117,340,111,3,1,27,54,6,189,0,363,52,520,156,52,0,9,1
train1_p22,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p22,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p22,1,1,2,0,1,1,0,1026,48,48,480,4800,213,96,96,88,344,0,0,1,21,21,6,107,0,144,48,480,144,48,0,6,1
train1_p22,1,1,2,0,1,1,1,981,57,45,410,4100,229,114,94,80,327,0,0,1,21,21,6,110,0,141,45,450,135,45,0,6,1
train1_p22,1,1,2,1,1,1,0,1247,48,48,480,4800,213,96,96,88,344,60,4,1,30,57,6,122,0,301,48,480,144,48,0,10,1
train1_p22,1,1,2,1,1,1,1,1243,57,45,410,4100,229,114,94,80,327,79,4,1,30,57,6,151,0,313,45,450,135,45,0,10,1
train1_p22,1,1,3,0,1,1,0,1026,48,48,480,4800,208,96,91,83,344,0,0,1,21,21,6,107,0,144,48,480,144,48,0,6,1
train1_p22,1,1,3,0,1,1,1,981,57,45,410,4100,224,114,89,75,327,0,0,1,21,21,6,110,0,141,45,450,135,45,0,6,1
train1_p22,1,1,3,1,1,1,0,1239,48,48,480,4800,208,96,91,83,344,59,3,1,27,54,6,121,0,301,48,480,144,48,0,9,1
train1_p22,1,1,3,1,1,1,1,1231,57,45,410,4100,224,114,89,75,327,87,0,1,27,54,6,137,0,325,45,450,135,45,0,6,1
train1_p23,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p23,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
