case,real,order,mode,bp,packed32,prefetch,frontier,cycles,channels,batches,pairs,scalar_mac,words,xwords,graph_words,prefetch_words,graph_hits,req_stall,out_stall,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13
train0_p17,1,1,3,1,1,1,0,1346,52,52,520,5200,235,104,110,101,347,76,8,1,27,54,6,134,0,330,52,520,156,52,0,14,1
train0_p17,1,1,3,1,1,1,1,1249,60,46,410,4100,245,120,104,81,306,96,5,1,27,54,6,152,0,308,46,460,138,46,0,11,1
train0_p18,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p18,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p18,1,1,2,0,1,1,0,1107,52,52,520,5200,232,104,107,98,340,0,0,1,21,21,6,116,0,156,52,520,156,52,0,6,1
train0_p18,1,1,2,0,1,1,1,1022,63,47,409,4090,252,126,105,88,324,0,0,1,21,21,6,113,0,149,47,470,141,47,0,6,1
train0_p18,1,1,2,1,1,1,0,1346,52,52,520,5200,232,104,107,98,340,64,1,1,30,57,6,137,0,328,52,520,156,52,0,7,1
train0_p18,1,1,2,1,1,1,1,1291,63,47,409,4090,252,126,105,88,324,88,6,1,30,57,6,146,0,334,47,470,141,47,0,12,1
train0_p18,1,1,3,0,1,1,0,1107,52,52,520,5200,228,104,103,93,337,0,0,1,21,21,6,116,0,156,52,520,156,52,0,6,1
train0_p18,1,1,3,0,1,1,1,1002,61,46,408,4080,242,122,99,80,317,0,0,1,21,21,6,113,0,144,46,460,138,46,0,6,1
train0_p18,1,1,3,1,1,1,0,1324,52,52,520,5200,228,104,103,93,337,69,3,1,27,54,6,128,0,319,52,520,156,52,0,9,1
train0_p18,1,1,3,1,1,1,1,1258,61,46,408,4080,242,122,99,80,317,83,7,1,27,54,6,145,0,322,46,460,138,46,0,13,1
train0_p19,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p19,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p19,1,1,2,0,1,1,0,1228,58,58,580,5800,272,116,135,125,354,0,0,1,21,21,6,129,0,174,58,580,174,58,0,6,1
train0_p19,1,1,2,0,1,1,1,1066,71,49,418,4180,291,142,128,96,310,0,0,1,21,21,6,125,0,151,49,490,147,49,0,6,1
train0_p19,1,1,2,1,1,1,0,1485,58,58,580,5800,272,116,135,125,354,95,3,1,30,57,6,146,0,366,58,580,174,58,0,9,1
train0_p19,1,1,2,1,1,1,1,1359,71,49,418,4180,291,142,128,96,310,117,1,1,30,57,6,181,0,342,49,490,147,49,0,7,1
train0_p19,1,1,3,0,1,1,0,1230,58,58,580,5800,271,116,134,122,352,0,0,1,21,21,6,131,0,174,58,580,174,58,0,6,1
train0_p19,1,1,3,0,1,1,1,1065,71,49,418,4180,286,142,123,92,311,0,0,1,21,21,6,124,0,151,49,490,147,49,0,6,1
train0_p19,1,1,3,1,1,1,0,1485,58,58,580,5800,271,116,134,122,352,94,3,1,27,54,6,151,0,367,58,580,174,58,0,9,1
train0_p19,1,1,3,1,1,1,1,1358,71,49,418,4180,286,142,123,92,311,100,0,1,27,54,6,178,0,351,49,490,147,49,0,6,1
train0_p20,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p20,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p20,1,1,2,0,1,1,0,1165,55,55,550,5500,254,110,123,113,342,0,0,1,21,21,6,120,0,165,55,550,165,55,0,6,1
train0_p20,1,1,2,0,1,1,1,1005,64,46,410,4100,267,128,118,93,307,0,0,1,21,21,6,116,0,144,46,460,138,46,0,6,1
train0_p20,1,1,2,1,1,1,0,1414,55,55,550,5500,254,110,123,113,342,94,1,1,30,57,6,140,0,348,55,550,165,55,0,7,1
train0_p20,1,1,2,1,1,1,1,1276,64,46,410,4100,267,128,118,93,307,96,2,1,30,57,6,160,0,324,46,460,138,46,0,8,1
train0_p20,1,1,3,0,1,1,0,1165,55,55,550,5500,251,110,120,110,341,0,0,1,21,21,6,120,0,165,55,550,165,55,0,6,1
train0_p20,1,1,3,0,1,1,1,1005,63,46,409,4090,261,126,114,89,306,0,0,1,21,21,6,116,0,144,46,460,138,46,0,6,1
train0_p20,1,1,3,1,1,1,0,1412,55,55,550,5500,251,110,120,110,341,91,6,1,27,54,6,141,0,346,55,550,165,55,0,12,1
train0_p20,1,1,3,1,1,1,1,1259,63,46,409,4090,261,126,114,89,306,100,4,1,27,54,6,154,0,317,46,460,138,46,0,10,1
train0_p21,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p21,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p21,1,1,2,0,1,1,0,1065,50,50,500,5000,220,100,99,91,342,0,0,1,21,21,6,110,0,150,50,500,150,50,0,6,1
train0_p21,1,1,2,0,1,1,1,981,59,45,408,4080,234,118,95,78,324,0,0,1,21,21,6,110,0,141,45,450,135,45,0,6,1
train0_p21,1,1,2,1,1,1,0,1302,50,50,500,5000,220,100,99,91,342,60,4,1,30,57,6,127,0,321,50,500,150,50,0,10,1
train0_p21,1,1,2,1,1,1,1,1243,59,45,408,4080,234,118,95,78,324,77,2,1,30,57,6,152,0,314,45,450,135,45,0,8,1
train0_p21,1,1,3,0,1,1,0,1065,50,50,500,5000,221,100,100,92,342,0,0,1,21,21,6,110,0,150,50,500,150,50,0,6,1
train0_p21,1,1,3,0,1,1,1,982,59,45,408,4080,234,118,95,78,322,0,0,1,21,21,6,111,0,141,45,450,135,45,0,6,1
train0_p21,1,1,3,1,1,1,0,1284,50,50,500,5000,221,100,100,92,342,59,4,1,27,54,6,120,0,316,50,500,150,50,0,10,1
train0_p21,1,1,3,1,1,1,1,1231,59,45,408,4080,234,118,95,78,322,95,1,1,27,54,6,141,0,320,45,450,135,45,0,7,1
train0_p22,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p22,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p22,1,1,2,0,1,1,0,1251,59,59,590,5900,285,118,146,132,346,0,0,1,21,21,6,134,0,177,59,590,177,59,0,6,1
train0_p22,1,1,2,0,1,1,1,1112,74,51,425,4250,310,148,141,112,315,0,0,1,21,21,6,129,0,163,51,510,153,51,0,6,1
train0_p22,1,1,2,1,1,1,0,1524,59,59,590,5900,284,118,145,132,348,85,4,1,30,57,6,162,0,373,59,590,177,59,0,10,1
train0_p22,1,1,2,1,1,1,1,1412,74,51,425,4250,310,148,141,112,315,116,2,1,30,57,6,180,0,365,51,510,153,51,0,8,1
train0_p22,1,1,3,0,1,1,0,1231,58,58,580,5800,282,116,145,131,343,0,0,1,21,21,6,132,0,174,58,580,174,58,0,6,1
train0_p22,1,1,3,0,1,1,1,1110,72,51,422,4220,305,144,140,112,314,0,0,1,21,21,6,129,0,161,51,510,153,51,0,6,1
train0_p22,1,1,3,1,1,1,0,1504,58,58,580,5800,282,116,145,131,343,96,2,1,27,54,6,162,0,376,58,580,174,58,0,8,1
train0_p22,1,1,3,1,1,1,1,1403,72,51,422,4220,305,144,140,112,314,104,5,1,27,54,6,172,0,367,51,510,153,51,0,11,1
train0_p23,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p23,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p23,1,1,2,0,1,1,0,1326,63,63,630,6300,311,126,164,154,399,0,0,1,21,21,6,137,0,189,63,630,189,63,0,6,1
train0_p23,1,1,2,0,1,1,1,1193,80,55,465,4650,339,160,158,128,367,0,0,1,21,21,6,136,0,177,55,550,165,55,0,6,1
train0_p23,1,1,2,1,1,1,0,1614,63,63,630,6300,311,126,164,154,399,106,5,1,30,57,6,161,0,403,63,630,189,63,0,11,1
train0_p23,1,1,2,1,1,1,1,1489,80,55,465,4650,339,160,158,128,367,109,6,1,30,57,6,181,0,377,55,550,165,55,0,12,1
train0_p23,1,1,3,0,1,1,0,1330,63,63,630,6300,313,126,166,152,392,0,0,1,21,21,6,141,0,189,63,630,189,63,0,6,1
train0_p23,1,1,3,0,1,1,1,1195,80,55,465,4650,340,160,159,126,362,0,0,1,21,21,6,138,0,177,55,550,165,55,0,6,1
train0_p23,1,1,3,1,1,1,0,1616,63,63,630,6300,313,126,166,152,392,104,2,1,27,54,6,176,0,399,63,630,189,63,0,8,1
train0_p23,1,1,3,1,1,1,1,1489,80,55,465,4650,340,160,159,126,362,116,5,1,27,54,6,169,0,396,55,550,165,55,0,11,1
train0_p24,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p24,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p24,1,1,2,0,1,1,0,1127,53,53,530,5300,250,106,123,113,343,0,0,1,21,21,6,118,0,159,53,530,159,53,0,6,1
train0_p24,1,1,2,0,1,1,1,1000,58,46,407,4070,254,116,117,97,317,0,0,1,21,21,6,113,0,142,46,460,138,46,0,6,1
train0_p24,1,1,2,1,1,1,0,1381,53,53,530,5300,250,106,123,113,343,84,6,1,30,57,6,143,0,337,53,530,159,53,0,12,1
train0_p24,1,1,2,1,1,1,1,1249,58,46,407,4070,254,116,117,97,317,86,0,1,30,57,6,150,0,309,46,460,138,46,0,6,1
train0_p24,1,1,3,0,1,1,0,1127,53,53,530,5300,245,106,118,108,343,0,0,1,21,21,6,118,0,159,53,530,159,53,0,6,1
train0_p24,1,1,3,0,1,1,1,1000,58,46,407,4070,248,116,111,93,318,0,0,1,21,21,6,113,0,142,46,460,138,46,0,6,1
train0_p24,1,1,3,1,1,1,0,1346,53,53,530,5300,245,106,118,108,343,70,4,1,27,54,6,131,0,322,53,530,159,53,0,10,1
train0_p24,1,1,3,1,1,1,1,1258,58,46,407,4070,248,116,111,93,318,76,8,1,27,54,6,145,0,321,46,460,138,46,0,14,1
train0_p25,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p25,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p25,1,1,2,0,1,1,0,1065,50,50,500,5000,220,100,99,92,346,0,0,1,21,21,6,110,0,150,50,500,150,50,0,6,1
train0_p25,1,1,2,0,1,1,1,999,63,46,409,4090,241,126,94,74,312,0,0,1,21,21,6,112,0,142,46,460,138,46,0,6,1
train0_p25,1,1,2,1,1,1,0,1291,50,50,500,5000,220,100,99,92,346,86,3,1,30,57,6,128,0,310,50,500,150,50,0,9,1
train0_p25,1,1,2,1,1,1,1,1259,63,46,409,4090,241,126,94,74,312,76,1,1,30,57,6,155,0,313,46,460,138,46,0,7,1
train0_p25,1,1,3,0,1,1,0,1065,50,50,500,5000,220,100,99,92,346,0,0,1,21,21,6,110,0,150,50,500,150,50,0,6,1
train0_p25,1,1,3,0,1,1,1,1000,63,46,409,4090,240,126,93,73,309,0,0,1,21,21,6,113,0,142,46,460,138,46,0,6,1
train0_p25,1,1,3,1,1,1,0,1291,50,50,500,5000,220,100,99,92,346,78,3,1,27,54,6,127,0,317,50,500,150,50,0,9,1
train0_p25,1,1,3,1,1,1,1,1249,63,46,409,4090,240,126,93,73,309,80,0,1,27,54,6,152,0,313,46,460,138,46,0,6,1
train0_p26,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p26,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p26,1,1,2,0,1,1,0,1252,59,59,590,5900,298,118,159,145,372,0,0,1,21,21,6,135,0,177,59,590,177,59,0,6,1
train0_p26,1,1,2,0,1,1,1,1139,83,52,449,4490,342,166,155,120,326,0,0,1,21,21,6,132,0,172,52,520,156,52,0,6,1
train0_p26,1,1,2,1,1,1,0,1522,59,59,590,5900,298,118,159,145,372,109,2,1,30,57,6,167,0,368,59,590,177,59,0,8,1
train0_p26,1,1,2,1,1,1,1,1461,83,52,449,4490,342,166,155,120,326,135,6,1,30,57,6,199,0,376,52,520,156,52,0,12,1
train0_p26,1,1,3,0,1,1,0,1250,59,59,590,5900,297,118,158,146,375,0,0,1,21,21,6,133,0,177,59,590,177,59,0,6,1
train0_p26,1,1,3,0,1,1,1,1140,83,52,448,4480,338,166,151,117,331,0,0,1,21,21,6,133,0,172,52,520,156,52,0,6,1
train0_p26,1,1,3,1,1,1,0,1516,59,59,590,5900,297,118,158,146,375,114,3,1,27,54,6,162,0,372,59,590,177,59,0,9,1
train0_p26,1,1,3,1,1,1,1,1427,83,52,448,4480,338,166,151,117,331,112,4,1,27,54,6,182,0,367,52,520,156,52,0,10,1
train0_p27,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p27,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p27,1,1,2,0,1,1,0,1046,49,49,490,4900,218,98,99,91,340,0,0,1,21,21,6,109,0,147,49,490,147,49,0,6,1
train0_p27,1,1,2,0,1,1,1,978,58,45,406,4060,231,116,94,78,322,0,0,1,21,21,6,109,0,139,45,450,135,45,0,6,1
train0_p27,1,1,2,1,1,1,0,1276,49,49,490,4900,218,98,99,91,340,63,3,1,30,57,6,126,0,312,49,490,147,49,0,9,1
train0_p27,1,1,2,1,1,1,1,1231,58,45,406,4060,231,116,94,78,322,76,2,1,30,57,6,145,0,309,45,450,135,45,0,8,1
train0_p27,1,1,3,0,1,1,0,1046,49,49,490,4900,219,98,100,92,340,0,0,1,21,21,6,109,0,147,49,490,147,49,0,6,1
train0_p27,1,1,3,0,1,1,1,979,58,45,406,4060,231,116,94,78,320,0,0,1,21,21,6,110,0,139,45,450,135,45,0,6,1
train0_p27,1,1,3,1,1,1,0,1269,49,49,490,4900,219,98,100,92,340,62,5,1,27,54,6,122,0,313,49,490,147,49,0,11,1
train0_p27,1,1,3,1,1,1,1,1214,58,45,406,4060,231,116,94,78,320,91,2,1,27,54,6,139,0,304,45,450,135,45,0,8,1
train0_p28,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p28,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p28,1,1,2,0,1,1,0,1067,50,50,500,5000,222,100,101,93,347,0,0,1,21,21,6,112,0,150,50,500,150,50,0,6,1
train0_p28,1,1,2,0,1,1,1,1003,62,46,411,4110,242,124,97,76,316,0,0,1,21,21,6,114,0,144,46,460,138,46,0,6,1
train0_p28,1,1,2,1,1,1,0,1313,50,50,500,5000,222,100,101,93,347,75,1,1,30,57,6,134,0,328,50,500,150,50,0,7,1
train0_p28,1,1,2,1,1,1,1,1259,62,46,411,4110,242,124,97,76,316,81,1,1,30,57,6,158,0,310,46,460,138,46,0,7,1
train0_p28,1,1,3,0,1,1,0,1068,50,50,500,5000,222,100,101,92,345,0,0,1,21,21,6,113,0,150,50,500,150,50,0,6,1
train0_p28,1,1,3,0,1,1,1,1005,62,46,411,4110,241,124,96,74,310,0,0,1,21,21,6,116,0,144,46,460,138,46,0,6,1
train0_p28,1,1,3,1,1,1,0,1296,50,50,500,5000,222,100,101,92,345,78,0,1,27,54,6,128,0,324,50,500,150,50,0,6,1
train0_p28,1,1,3,1,1,1,1,1253,62,46,411,4110,241,124,96,74,310,71,1,1,27,54,6,151,0,317,46,460,138,46,0,7,1
train0_p29,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p29,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p29,1,1,2,0,1,1,0,1027,48,48,480,4800,212,96,95,87,340,0,0,1,21,21,6,108,0,144,48,480,144,48,0,6,1
train0_p29,1,1,2,0,1,1,1,980,57,45,404,4040,227,114,92,73,307,0,0,1,21,21,6,111,0,139,45,450,135,45,0,6,1
train0_p29,1,1,2,1,1,1,0,1271,48,48,480,4800,212,96,95,87,340,72,2,1,30,57,6,129,0,320,48,480,144,48,0,8,1
train0_p29,1,1,2,1,1,1,1,1231,57,45,404,4040,227,114,92,73,307,76,2,1,30,57,6,151,0,303,45,450,135,45,0,8,1
train0_p29,1,1,3,0,1,1,0,1028,48,48,480,4800,212,96,95,86,337,0,0,1,21,21,6,109,0,144,48,480,144,48,0,6,1
train0_p29,1,1,3,0,1,1,1,981,57,45,404,4040,226,114,91,71,304,0,0,1,21,21,6,112,0,139,45,450,135,45,0,6,1
train0_p29,1,1,3,1,1,1,0,1247,48,48,480,4800,212,96,95,86,337,74,1,1,27,54,6,125,0,307,48,480,144,48,0,7,1
train0_p29,1,1,3,1,1,1,1,1214,57,45,404,4040,226,114,91,71,304,81,4,1,27,54,6,139,0,302,45,450,135,45,0,10,1
train0_p30,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p30,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p30,1,1,2,0,1,1,0,1292,61,61,610,6100,312,122,169,151,377,0,0,1,21,21,6,139,0,183,61,610,183,61,0,6,1
train0_p30,1,1,2,0,1,1,1,1210,89,55,459,4590,366,178,167,123,334,0,0,1,21,21,6,149,0,181,55,550,165,55,0,6,1
train0_p30,1,1,2,1,1,1,0,1577,61,61,610,6100,312,122,169,151,377,109,3,1,30,57,6,174,0,385,61,610,183,61,0,9,1
train0_p30,1,1,2,1,1,1,1,1544,89,55,459,4590,366,178,167,123,334,147,5,1,30,57,6,225,0,389,55,550,165,55,0,11,1
train0_p30,1,1,3,0,1,1,0,1273,60,60,600,6000,306,120,165,149,379,0,0,1,21,21,6,138,0,180,60,600,180,60,0,6,1
train0_p30,1,1,3,0,1,1,1,1181,86,54,457,4570,355,172,162,124,341,0,0,1,21,21,6,140,0,176,54,540,162,54,0,6,1
train0_p30,1,1,3,1,1,1,0,1549,60,60,600,6000,306,120,165,149,379,109,3,1,27,54,6,171,0,381,60,600,180,60,0,9,1
train0_p30,1,1,3,1,1,1,1,1496,86,54,457,4570,355,172,162,124,341,106,4,1,27,54,6,203,0,385,54,540,162,54,0,10,1
train0_p31,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p31,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p31,1,1,2,0,1,1,0,1291,61,61,610,6100,302,122,159,146,373,0,0,1,21,21,6,138,0,183,61,610,183,61,0,6,1
train0_p31,1,1,2,0,1,1,1,1196,82,55,444,4440,337,164,152,120,335,0,0,1,21,21,6,139,0,177,55,550,165,55,0,6,1
train0_p31,1,1,2,1,1,1,0,1566,61,61,610,6100,302,122,159,146,373,96,2,1,30,57,6,159,0,390,61,610,183,61,0,8,1
train0_p31,1,1,2,1,1,1,1,1522,82,55,444,4440,337,164,152,120,335,105,4,1,30,57,6,201,0,392,55,550,165,55,0,10,1
train0_p31,1,1,3,0,1,1,0,1291,61,61,610,6100,300,122,157,144,371,0,0,1,21,21,6,138,0,183,61,610,183,61,0,6,1
train0_p31,1,1,3,0,1,1,1,1195,81,55,442,4420,334,162,151,118,334,0,0,1,21,21,6,138,0,177,55,550,165,55,0,6,1
train0_p31,1,1,3,1,1,1,0,1566,61,61,610,6100,300,122,157,144,371,119,2,1,27,54,6,169,0,386,61,610,183,61,0,8,1
train0_p31,1,1,3,1,1,1,1,1504,81,55,442,4420,334,162,151,118,334,134,1,1,27,54,6,192,0,392,55,550,165,55,0,7,1
train1_p0,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p0,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p0,1,1,2,0,1,1,0,1127,53,53,530,5300,244,106,117,107,344,0,0,1,21,21,6,118,0,159,53,530,159,53,0,6,1
train1_p0,1,1,2,0,1,1,1,1026,65,47,412,4120,265,130,114,95,327,0,0,1,21,21,6,115,0,151,47,470,141,47,0,6,1
train1_p0,1,1,2,1,1,1,0,1374,53,53,530,5300,244,106,117,107,344,71,3,1,30,57,6,144,0,332,53,530,159,53,0,9,1
train1_p0,1,1,2,1,1,1,1,1291,65,47,412,4120,265,130,114,95,327,82,1,1,30,57,6,153,0,332,47,470,141,47,0,7,1
train1_p0,1,1,3,0,1,1,0,1126,53,53,530,5300,245,106,118,108,343,0,0,1,21,21,6,117,0,159,53,530,159,53,0,6,1
train1_p0,1,1,3,0,1,1,1,1005,63,46,411,4110,262,126,115,94,321,0,0,1,21,21,6,114,0,146,46,460,138,46,0,6,1
train1_p0,1,1,3,1,1,1,0,1361,53,53,530,5300,245,106,118,108,343,76,0,1,27,54,6,134,0,338,53,530,159,53,0,6,1
train1_p0,1,1,3,1,1,1,1,1258,63,46,411,4110,262,126,115,94,321,92,2,1,27,54,6,152,0,320,46,460,138,46,0,8,1
train1_p1,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p1,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p1,1,1,2,0,1,1,0,1007,47,47,470,4700,209,94,94,86,341,0,0,1,21,21,6,106,0,141,47,470,141,47,0,6,1
train1_p1,1,1,2,0,1,1,1,978,55,45,407,4070,222,110,91,78,325,0,0,1,21,21,6,109,0,139,45,450,135,45,0,6,1
train1_p1,1,1,2,1,1,1,0,1231,47,47,470,4700,209,94,94,86,341,63,4,1,30,57,6,124,0,298,47,470,141,47,0,10,1
train1_p1,1,1,2,1,1,1,1,1231,55,45,407,4070,222,110,91,78,325,73,2,1,30,57,6,146,0,308,45,450,135,45,0,8,1
train1_p1,1,1,3,0,1,1,0,1007,47,47,470,4700,206,94,91,83,341,0,0,1,21,21,6,106,0,141,47,470,141,47,0,6,1
train1_p1,1,1,3,0,1,1,1,978,55,45,407,4070,219,110,88,75,325,0,0,1,21,21,6,109,0,139,45,450,135,45,0,6,1
train1_p1,1,1,3,1,1,1,0,1225,47,47,470,4700,206,94,91,83,341,60,5,1,27,54,6,123,0,298,47,470,141,47,0,11,1
train1_p1,1,1,3,1,1,1,1,1214,55,45,407,4070,219,110,88,75,325,83,1,1,27,54,6,135,0,309,45,450,135,45,0,7,1
train1_p2,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p2,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p2,1,1,2,0,1,1,0,1165,55,55,550,5500,245,110,114,104,340,0,0,1,21,21,6,120,0,165,55,550,165,55,0,6,1
train1_p2,1,1,2,0,1,1,1,1008,67,46,409,4090,265,134,110,86,307,0,0,1,21,21,6,115,0,148,46,460,138,46,0,6,1
train1_p2,1,1,2,1,1,1,0,1412,55,55,550,5500,245,110,114,104,340,83,2,1,30,57,6,140,0,345,55,550,165,55,0,8,1
train1_p2,1,1,2,1,1,1,1,1291,67,46,409,4090,265,134,110,86,307,98,0,1,30,57,6,166,0,335,46,460,138,46,0,6,1
train1_p2,1,1,3,0,1,1,0,1165,55,55,550,5500,247,110,116,106,339,0,0,1,21,21,6,120,0,165,55,550,165,55,0,6,1
train1_p2,1,1,3,0,1,1,1,1009,67,46,408,4080,265,134,110,86,304,0,0,1,21,21,6,116,0,148,46,460,138,46,0,6,1
train1_p2,1,1,3,1,1,1,0,1406,55,55,550,5500,247,110,116,106,339,87,3,1,27,54,6,141,0,343,55,550,165,55,0,9,1
train1_p2,1,1,3,1,1,1,1,1291,67,46,408,4080,265,134,110,86,304,115,8,1,27,54,6,161,0,338,46,460,138,46,0,14,1
train1_p3,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p3,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p3,1,1,2,0,1,1,0,1008,47,47,470,4700,219,94,104,96,343,0,0,1,21,21,6,107,0,141,47,470,141,47,0,6,1
train1_p3,1,1,2,0,1,1,1,998,57,46,409,4090,237,114,102,89,329,0,0,1,21,21,6,111,0,142,46,460,138,46,0,6,1
train1_p3,1,1,2,1,1,1,0,1231,47,47,470,4700,219,94,104,96,343,65,4,1,30,57,6,126,0,296,47,470,141,47,0,10,1
train1_p3,1,1,2,1,1,1,1,1251,57,46,409,4090,237,114,102,89,329,86,1,1,30,57,6,150,0,310,46,460,138,46,0,7,1
train1_p3,1,1,3,0,1,1,0,1008,47,47,470,4700,216,94,101,93,342,0,0,1,21,21,6,107,0,141,47,470,141,47,0,6,1
train1_p3,1,1,3,0,1,1,1,998,57,46,408,4080,234,114,99,86,328,0,0,1,21,21,6,111,0,142,46,460,138,46,0,6,1
train1_p3,1,1,3,1,1,1,0,1225,47,47,470,4700,216,94,101,93,342,67,2,1,27,54,6,125,0,299,47,470,141,47,0,8,1
train1_p3,1,1,3,1,1,1,1,1247,57,46,408,4080,234,114,99,86,328,87,0,1,27,54,6,144,0,319,46,460,138,46,0,6,1
train1_p4,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p4,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p4,1,1,2,0,1,1,0,1297,61,61,610,6100,326,122,183,162,361,0,0,1,21,21,6,144,0,183,61,610,183,61,0,6,1
train1_p4,1,1,2,0,1,1,1,1156,75,53,448,4480,345,150,174,138,325,0,0,1,21,21,6,137,0,169,53,530,159,53,0,6,1
train1_p4,1,1,2,1,1,1,0,1580,61,61,610,6100,325,122,182,162,362,121,3,1,30,57,6,186,0,376,61,610,183,61,0,9,1
