case,real,order,mode,bp,packed32,prefetch,frontier,resident,cycles,channels,batches,pairs,scalar_mac,words,xwords,graph_words,prefetch_words,cache_hits,refetches,peak_slots,graph_hits,req_stall,out_stall,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13
train0_p8,1,1,2,0,1,1,1,1,1006,55,47,408,4080,214,98,95,83,6,0,4,332,0,0,1,21,21,6,111,0,135,47,470,141,47,0,6,1
train0_p8,1,1,2,1,1,1,0,0,1276,49,49,490,4900,216,98,97,89,0,0,1,344,62,1,1,30,57,6,136,0,304,49,490,147,49,0,7,1
train0_p8,1,1,2,1,1,1,0,1,1276,49,49,490,4900,216,98,97,89,0,0,4,344,62,1,1,30,57,6,136,0,304,49,490,147,49,0,7,1
train0_p8,1,1,2,1,1,1,1,0,1251,55,47,408,4080,226,110,95,83,0,6,2,332,71,0,1,30,57,6,140,0,306,47,470,141,47,0,6,1
train0_p8,1,1,2,1,1,1,1,1,1225,55,47,408,4080,214,98,95,83,6,0,4,332,43,6,1,30,57,6,131,0,283,47,470,141,47,0,12,1
train0_p8,1,1,3,0,1,1,0,0,1046,49,49,490,4900,214,98,95,87,0,0,1,343,0,0,1,21,21,6,109,0,147,49,490,147,49,0,6,1
train0_p8,1,1,3,0,1,1,0,1,1046,49,49,490,4900,214,98,95,87,0,0,4,343,0,0,1,21,21,6,109,0,147,49,490,147,49,0,6,1
train0_p8,1,1,3,0,1,1,1,0,995,54,46,407,4070,221,108,92,80,0,5,2,330,0,0,1,21,21,6,110,0,140,46,460,138,46,0,6,1
train0_p8,1,1,3,0,1,1,1,1,989,54,46,407,4070,211,98,92,80,5,0,4,330,0,0,1,21,21,6,110,0,134,46,460,138,46,0,6,1
train0_p8,1,1,3,1,1,1,0,0,1243,49,49,490,4900,214,98,95,87,0,0,1,343,63,0,1,27,54,6,121,0,293,49,490,147,49,0,6,1
train0_p8,1,1,3,1,1,1,0,1,1243,49,49,490,4900,214,98,95,87,0,0,4,343,63,0,1,27,54,6,121,0,293,49,490,147,49,0,6,1
train0_p8,1,1,3,1,1,1,1,0,1243,54,46,407,4070,221,108,92,80,0,5,2,330,68,6,1,27,54,6,132,0,321,46,460,138,46,0,12,1
train0_p8,1,1,3,1,1,1,1,1,1219,54,46,407,4070,211,98,92,80,5,0,4,330,64,3,1,27,54,6,130,0,302,46,460,138,46,0,9,1
train0_p9,1,1,1,0,1,1,0,0,1297,64,64,640,6400,158,128,0,116,0,0,1,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p9,1,1,1,0,1,1,0,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p9,1,1,1,1,1,1,0,0,1379,64,64,640,6400,158,128,0,116,0,0,1,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p9,1,1,1,1,1,1,0,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p9,1,1,2,0,1,1,0,0,1331,63,63,630,6300,313,126,166,151,0,0,1,392,0,0,1,21,21,6,142,0,189,63,630,189,63,0,6,1
train0_p9,1,1,2,0,1,1,0,1,1331,63,63,630,6300,313,126,166,151,0,0,4,392,0,0,1,21,21,6,142,0,189,63,630,189,63,0,6,1
train0_p9,1,1,2,0,1,1,1,0,1198,84,55,466,4660,349,168,160,125,0,21,4,353,0,0,1,21,21,6,141,0,177,55,550,165,55,0,6,1
train0_p9,1,1,2,0,1,1,1,1,1176,84,55,466,4660,309,128,160,125,20,1,4,353,0,0,1,21,21,6,141,0,155,55,550,165,55,0,6,1
train0_p9,1,1,2,1,1,1,0,0,1625,63,63,630,6300,313,126,166,151,0,0,1,392,103,3,1,30,57,6,174,0,403,63,630,189,63,0,9,1
train0_p9,1,1,2,1,1,1,0,1,1625,63,63,630,6300,313,126,166,151,0,0,4,392,103,3,1,30,57,6,174,0,403,63,630,189,63,0,9,1
train0_p9,1,1,2,1,1,1,1,0,1534,84,55,466,4660,349,168,160,125,0,21,4,353,144,6,1,30,57,6,205,0,398,55,550,165,55,0,12,1
train0_p9,1,1,2,1,1,1,1,1,1467,84,55,466,4660,309,128,160,125,20,1,4,353,93,1,1,30,57,6,204,0,337,55,550,165,55,0,7,1
train0_p9,1,1,3,0,1,1,0,0,1329,63,63,630,6300,312,126,165,151,0,0,1,392,0,0,1,21,21,6,140,0,189,63,630,189,63,0,6,1
train0_p9,1,1,3,0,1,1,0,1,1329,63,63,630,6300,312,126,165,151,0,0,4,392,0,0,1,21,21,6,140,0,189,63,630,189,63,0,6,1
train0_p9,1,1,3,0,1,1,1,0,1196,84,55,462,4620,348,168,159,125,0,21,4,356,0,0,1,21,21,6,139,0,177,55,550,165,55,0,6,1
train0_p9,1,1,3,0,1,1,1,1,1174,84,55,462,4620,308,128,159,125,20,1,4,356,0,0,1,21,21,6,139,0,155,55,550,165,55,0,6,1
train0_p9,1,1,3,1,1,1,0,0,1617,63,63,630,6300,312,126,165,151,0,0,1,392,96,0,1,27,54,6,168,0,410,63,630,189,63,0,6,1
train0_p9,1,1,3,1,1,1,0,1,1617,63,63,630,6300,312,126,165,151,0,0,4,392,96,0,1,27,54,6,168,0,410,63,630,189,63,0,6,1
train0_p9,1,1,3,1,1,1,1,0,1500,84,55,462,4620,348,168,159,125,0,21,4,356,111,6,1,27,54,6,194,0,381,55,550,165,55,0,12,1
train0_p9,1,1,3,1,1,1,1,1,1459,84,55,462,4620,308,128,159,125,20,1,4,356,112,1,1,27,54,6,201,0,338,55,550,165,55,0,7,1
train0_p10,1,1,1,0,1,1,0,0,1297,64,64,640,6400,158,128,0,116,0,0,1,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p10,1,1,1,0,1,1,0,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p10,1,1,1,1,1,1,0,0,1379,64,64,640,6400,158,128,0,116,0,0,1,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p10,1,1,1,1,1,1,0,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p10,1,1,2,0,1,1,0,0,1046,49,49,490,4900,215,98,96,88,0,0,1,341,0,0,1,21,21,6,109,0,147,49,490,147,49,0,6,1
train0_p10,1,1,2,0,1,1,0,1,1046,49,49,490,4900,215,98,96,88,0,0,4,341,0,0,1,21,21,6,109,0,147,49,490,147,49,0,6,1
train0_p10,1,1,2,0,1,1,1,0,978,58,45,407,4070,228,116,91,77,0,9,3,326,0,0,1,21,21,6,109,0,139,45,450,135,45,0,6,1
train0_p10,1,1,2,0,1,1,1,1,968,58,45,407,4070,210,98,91,77,9,0,4,326,0,0,1,21,21,6,109,0,129,45,450,135,45,0,6,1
train0_p10,1,1,2,1,1,1,0,0,1276,49,49,490,4900,215,98,96,88,0,0,1,341,62,3,1,30,57,6,126,0,312,49,490,147,49,0,9,1
train0_p10,1,1,2,1,1,1,0,1,1276,49,49,490,4900,215,98,96,88,0,0,4,341,62,3,1,30,57,6,126,0,312,49,490,147,49,0,9,1
train0_p10,1,1,2,1,1,1,1,0,1231,58,45,407,4070,228,116,91,77,0,9,3,326,75,2,1,30,57,6,145,0,309,45,450,135,45,0,8,1
train0_p10,1,1,2,1,1,1,1,1,1195,58,45,407,4070,210,98,91,77,9,0,4,326,82,0,1,30,57,6,140,0,280,45,450,135,45,0,6,1
train0_p10,1,1,3,0,1,1,0,0,1046,49,49,490,4900,215,98,96,88,0,0,1,340,0,0,1,21,21,6,109,0,147,49,490,147,49,0,6,1
train0_p10,1,1,3,0,1,1,0,1,1046,49,49,490,4900,215,98,96,88,0,0,4,340,0,0,1,21,21,6,109,0,147,49,490,147,49,0,6,1
train0_p10,1,1,3,0,1,1,1,0,979,58,45,406,4060,228,116,91,76,0,9,3,323,0,0,1,21,21,6,110,0,139,45,450,135,45,0,6,1
train0_p10,1,1,3,0,1,1,1,1,969,58,45,406,4060,210,98,91,76,9,0,4,323,0,0,1,21,21,6,110,0,129,45,450,135,45,0,6,1
train0_p10,1,1,3,1,1,1,0,0,1269,49,49,490,4900,215,98,96,88,0,0,1,340,60,5,1,27,54,6,122,0,313,49,490,147,49,0,11,1
train0_p10,1,1,3,1,1,1,0,1,1269,49,49,490,4900,215,98,96,88,0,0,4,340,60,5,1,27,54,6,122,0,313,49,490,147,49,0,11,1
train0_p10,1,1,3,1,1,1,1,0,1214,58,45,406,4060,228,116,91,76,0,9,3,323,89,2,1,27,54,6,139,0,304,45,450,135,45,0,8,1
train0_p10,1,1,3,1,1,1,1,1,1195,58,45,406,4060,210,98,91,76,9,0,4,323,88,3,1,27,54,6,138,0,285,45,450,135,45,0,9,1
train0_p11,1,1,1,0,1,1,0,0,1297,64,64,640,6400,158,128,0,116,0,0,1,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p11,1,1,1,0,1,1,0,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p11,1,1,1,1,1,1,0,0,1379,64,64,640,6400,158,128,0,116,0,0,1,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p11,1,1,1,1,1,1,0,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p11,1,1,2,0,1,1,0,0,1146,54,54,540,5400,252,108,123,114,0,0,1,355,0,0,1,21,21,6,119,0,162,54,540,162,54,0,6,1
train0_p11,1,1,2,0,1,1,0,1,1146,54,54,540,5400,252,108,123,114,0,0,4,355,0,0,1,21,21,6,119,0,162,54,540,162,54,0,6,1
train0_p11,1,1,2,0,1,1,1,0,1022,65,47,418,4180,272,130,121,95,0,11,3,317,0,0,1,21,21,6,117,0,145,47,470,141,47,0,6,1
train0_p11,1,1,2,0,1,1,1,1,1012,65,47,418,4180,250,108,121,95,11,0,4,317,0,0,1,21,21,6,117,0,135,47,470,141,47,0,6,1
train0_p11,1,1,2,1,1,1,0,0,1382,54,54,540,5400,252,108,123,114,0,0,1,355,86,1,1,30,57,6,138,0,333,54,540,162,54,0,7,1
train0_p11,1,1,2,1,1,1,0,1,1382,54,54,540,5400,252,108,123,114,0,0,4,355,86,1,1,30,57,6,138,0,333,54,540,162,54,0,7,1
train0_p11,1,1,2,1,1,1,1,0,1302,65,47,418,4180,272,130,121,95,0,11,3,317,80,2,1,30,57,6,167,0,328,47,470,141,47,0,8,1
train0_p11,1,1,2,1,1,1,1,1,1269,65,47,418,4180,250,108,121,95,11,0,4,317,92,2,1,30,57,6,176,0,286,47,470,141,47,0,8,1
train0_p11,1,1,3,0,1,1,0,0,1146,54,54,540,5400,252,108,123,114,0,0,1,354,0,0,1,21,21,6,119,0,162,54,540,162,54,0,6,1
train0_p11,1,1,3,0,1,1,0,1,1146,54,54,540,5400,252,108,123,114,0,0,4,354,0,0,1,21,21,6,119,0,162,54,540,162,54,0,6,1
train0_p11,1,1,3,0,1,1,1,0,1024,66,47,417,4170,271,132,118,93,0,12,3,315,0,0,1,21,21,6,117,0,147,47,470,141,47,0,6,1
train0_p11,1,1,3,0,1,1,1,1,1012,66,47,417,4170,247,108,118,93,12,0,4,315,0,0,1,21,21,6,117,0,135,47,470,141,47,0,6,1
train0_p11,1,1,3,1,1,1,0,0,1374,54,54,540,5400,252,108,123,114,0,0,1,354,81,1,1,27,54,6,137,0,332,54,540,162,54,0,7,1
train0_p11,1,1,3,1,1,1,0,1,1374,54,54,540,5400,252,108,123,114,0,0,4,354,81,1,1,27,54,6,137,0,332,54,540,162,54,0,7,1
train0_p11,1,1,3,1,1,1,1,0,1280,66,47,417,4170,271,132,118,93,0,12,3,315,99,3,1,27,54,6,153,0,325,47,470,141,47,0,9,1
train0_p11,1,1,3,1,1,1,1,1,1254,66,47,417,4170,247,108,118,93,12,0,4,315,73,2,1,27,54,6,160,0,293,47,470,141,47,0,8,1
train0_p12,1,1,1,0,1,1,0,0,1297,64,64,640,6400,158,128,0,116,0,0,1,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p12,1,1,1,0,1,1,0,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p12,1,1,1,1,1,1,0,0,1379,64,64,640,6400,158,128,0,116,0,0,1,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p12,1,1,1,1,1,1,0,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p12,1,1,2,0,1,1,0,0,1046,49,49,490,4900,218,98,99,91,0,0,1,340,0,0,1,21,21,6,109,0,147,49,490,147,49,0,6,1
train0_p12,1,1,2,0,1,1,0,1,1046,49,49,490,4900,218,98,99,91,0,0,4,340,0,0,1,21,21,6,109,0,147,49,490,147,49,0,6,1
train0_p12,1,1,2,0,1,1,1,0,978,58,45,406,4060,231,116,94,78,0,9,3,322,0,0,1,21,21,6,109,0,139,45,450,135,45,0,6,1
train0_p12,1,1,2,0,1,1,1,1,968,58,45,406,4060,213,98,94,78,9,0,4,322,0,0,1,21,21,6,109,0,129,45,450,135,45,0,6,1
train0_p12,1,1,2,1,1,1,0,0,1276,49,49,490,4900,218,98,99,91,0,0,1,340,63,3,1,30,57,6,126,0,312,49,490,147,49,0,9,1
train0_p12,1,1,2,1,1,1,0,1,1276,49,49,490,4900,218,98,99,91,0,0,4,340,63,3,1,30,57,6,126,0,312,49,490,147,49,0,9,1
train0_p12,1,1,2,1,1,1,1,0,1231,58,45,406,4060,231,116,94,78,0,9,3,322,76,2,1,30,57,6,145,0,309,45,450,135,45,0,8,1
train0_p12,1,1,2,1,1,1,1,1,1199,58,45,406,4060,213,98,94,78,9,0,4,322,80,0,1,30,57,6,142,0,282,45,450,135,45,0,6,1
train0_p12,1,1,3,0,1,1,0,0,1046,49,49,490,4900,219,98,100,92,0,0,1,340,0,0,1,21,21,6,109,0,147,49,490,147,49,0,6,1
train0_p12,1,1,3,0,1,1,0,1,1046,49,49,490,4900,219,98,100,92,0,0,4,340,0,0,1,21,21,6,109,0,147,49,490,147,49,0,6,1
train0_p12,1,1,3,0,1,1,1,0,979,58,45,406,4060,231,116,94,78,0,9,3,320,0,0,1,21,21,6,110,0,139,45,450,135,45,0,6,1
train0_p12,1,1,3,0,1,1,1,1,969,58,45,406,4060,213,98,94,78,9,0,4,320,0,0,1,21,21,6,110,0,129,45,450,135,45,0,6,1
train0_p12,1,1,3,1,1,1,0,0,1269,49,49,490,4900,219,98,100,92,0,0,1,340,62,5,1,27,54,6,122,0,313,49,490,147,49,0,11,1
train0_p12,1,1,3,1,1,1,0,1,1269,49,49,490,4900,219,98,100,92,0,0,4,340,62,5,1,27,54,6,122,0,313,49,490,147,49,0,11,1
train0_p12,1,1,3,1,1,1,1,0,1214,58,45,406,4060,231,116,94,78,0,9,3,320,91,2,1,27,54,6,139,0,304,45,450,135,45,0,8,1
train0_p12,1,1,3,1,1,1,1,1,1199,58,45,406,4060,213,98,94,78,9,0,4,320,84,3,1,27,54,6,140,0,287,45,450,135,45,0,9,1
train0_p13,1,1,1,0,1,1,0,0,1297,64,64,640,6400,158,128,0,116,0,0,1,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p13,1,1,1,0,1,1,0,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p13,1,1,1,1,1,1,0,0,1379,64,64,640,6400,158,128,0,116,0,0,1,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p13,1,1,1,1,1,1,0,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p13,1,1,2,0,1,1,0,0,1313,62,62,620,6200,329,124,184,165,0,0,1,387,0,0,1,21,21,6,142,0,186,62,620,186,62,0,6,1
train0_p13,1,1,2,0,1,1,0,1,1313,62,62,620,6200,329,124,184,165,0,0,4,387,0,0,1,21,21,6,142,0,186,62,620,186,62,0,6,1
train0_p13,1,1,2,0,1,1,1,0,1229,85,56,467,4670,372,170,181,138,0,23,4,358,0,0,1,21,21,6,146,0,188,56,560,168,56,0,6,1
train0_p13,1,1,2,0,1,1,1,1,1201,85,56,467,4670,328,126,181,138,22,1,4,358,0,0,1,21,21,6,146,0,160,56,560,168,56,0,6,1
train0_p13,1,1,2,1,1,1,0,0,1610,62,62,620,6200,329,124,184,165,0,0,1,387,108,1,1,30,57,6,182,0,397,62,620,186,62,0,7,1
train0_p13,1,1,2,1,1,1,0,1,1610,62,62,620,6200,329,124,184,165,0,0,4,387,108,1,1,30,57,6,182,0,397,62,620,186,62,0,7,1
train0_p13,1,1,2,1,1,1,1,0,1566,85,56,467,4670,372,170,181,138,0,23,4,358,117,8,1,30,57,6,207,0,411,56,560,168,56,0,14,1
train0_p13,1,1,2,1,1,1,1,1,1484,85,56,467,4670,328,126,181,138,22,1,4,358,93,0,1,30,57,6,211,0,333,56,560,168,56,0,6,1
train0_p13,1,1,3,0,1,1,0,0,1314,62,62,620,6200,332,124,187,167,0,0,1,382,0,0,1,21,21,6,143,0,186,62,620,186,62,0,6,1
train0_p13,1,1,3,0,1,1,0,1,1314,62,62,620,6200,332,124,187,167,0,0,4,382,0,0,1,21,21,6,143,0,186,62,620,186,62,0,6,1
train0_p13,1,1,3,0,1,1,1,0,1203,83,55,462,4620,367,166,180,137,0,21,4,352,0,0,1,21,21,6,140,0,183,55,550,165,55,0,6,1
train0_p13,1,1,3,0,1,1,1,1,1177,83,55,462,4620,327,126,180,137,20,1,4,352,0,0,1,21,21,6,140,0,157,55,550,165,55,0,6,1
train0_p13,1,1,3,1,1,1,0,0,1621,62,62,620,6200,332,124,187,167,0,0,1,382,107,7,1,27,54,6,186,0,404,62,620,186,62,0,13,1
train0_p13,1,1,3,1,1,1,0,1,1621,62,62,620,6200,332,124,187,167,0,0,4,382,107,7,1,27,54,6,186,0,404,62,620,186,62,0,13,1
train0_p13,1,1,3,1,1,1,1,0,1522,83,55,462,4620,367,166,180,137,0,21,4,352,136,3,1,27,54,6,208,0,392,55,550,165,55,0,9,1
train0_p13,1,1,3,1,1,1,1,1,1480,83,55,462,4620,327,126,180,137,20,1,4,352,125,4,1,27,54,6,204,0,353,55,550,165,55,0,10,1
train0_p14,1,1,1,0,1,1,0,0,1297,64,64,640,6400,158,128,0,116,0,0,1,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p14,1,1,1,0,1,1,0,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p14,1,1,1,1,1,1,0,0,1379,64,64,640,6400,158,128,0,116,0,0,1,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p14,1,1,1,1,1,1,0,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p14,1,1,2,0,1,1,0,0,1148,54,54,540,5400,248,108,119,109,0,0,1,353,0,0,1,21,21,6,121,0,162,54,540,162,54,0,6,1
train0_p14,1,1,2,0,1,1,0,1,1148,54,54,540,5400,248,108,119,109,0,0,4,353,0,0,1,21,21,6,121,0,162,54,540,162,54,0,6,1
train0_p14,1,1,2,0,1,1,1,0,1082,69,50,423,4230,275,138,116,89,0,15,4,323,0,0,1,21,21,6,121,0,156,50,500,150,50,0,6,1
train0_p14,1,1,2,0,1,1,1,1,1070,69,50,423,4230,249,112,116,89,13,2,4,323,0,0,1,21,21,6,121,0,144,50,500,150,50,0,6,1
train0_p14,1,1,2,1,1,1,0,0,1390,54,54,540,5400,248,108,119,109,0,0,1,353,103,2,1,30,57,6,137,0,341,54,540,162,54,0,8,1
train0_p14,1,1,2,1,1,1,0,1,1390,54,54,540,5400,248,108,119,109,0,0,4,353,103,2,1,30,57,6,137,0,341,54,540,162,54,0,8,1
train0_p14,1,1,2,1,1,1,1,0,1369,69,50,423,4230,275,138,116,89,0,15,4,323,104,9,1,30,57,6,175,0,335,50,500,150,50,0,15,1
train0_p14,1,1,2,1,1,1,1,1,1357,69,50,423,4230,249,112,116,89,13,2,4,323,92,8,1,30,57,6,175,0,324,50,500,150,50,0,14,1
train0_p14,1,1,3,0,1,1,0,0,1148,54,54,540,5400,249,108,120,110,0,0,1,348,0,0,1,21,21,6,121,0,162,54,540,162,54,0,6,1
train0_p14,1,1,3,0,1,1,0,1,1148,54,54,540,5400,249,108,120,110,0,0,4,348,0,0,1,21,21,6,121,0,162,54,540,162,54,0,6,1
train0_p14,1,1,3,0,1,1,1,0,1082,69,50,421,4210,276,138,117,91,0,15,4,318,0,0,1,21,21,6,121,0,156,50,500,150,50,0,6,1
train0_p14,1,1,3,0,1,1,1,1,1070,69,50,421,4210,250,112,117,91,13,2,4,318,0,0,1,21,21,6,121,0,144,50,500,150,50,0,6,1
train0_p14,1,1,3,1,1,1,0,0,1392,54,54,540,5400,249,108,120,110,0,0,1,348,82,4,1,27,54,6,144,0,340,54,540,162,54,0,10,1
train0_p14,1,1,3,1,1,1,0,1,1392,54,54,540,5400,249,108,120,110,0,0,4,348,82,4,1,27,54,6,144,0,340,54,540,162,54,0,10,1
train0_p14,1,1,3,1,1,1,1,0,1346,69,50,421,4210,276,138,117,91,0,15,4,318,85,2,1,27,54,6,162,0,338,50,500,150,50,0,8,1
train0_p14,1,1,3,1,1,1,1,1,1313,69,50,421,4210,250,112,117,91,13,2,4,318,91,4,1,27,54,6,153,0,312,50,500,150,50,0,10,1
train0_p15,1,1,1,0,1,1,0,0,1297,64,64,640,6400,158,128,0,116,0,0,1,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p15,1,1,1,0,1,1,0,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p15,1,1,1,1,1,1,0,0,1379,64,64,640,6400,158,128,0,116,0,0,1,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p15,1,1,1,1,1,1,0,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p15,1,1,2,0,1,1,0,0,1045,49,49,490,4900,220,98,101,93,0,0,1,345,0,0,1,21,21,6,108,0,147,49,490,147,49,0,6,1
train0_p15,1,1,2,0,1,1,0,1,1045,49,49,490,4900,220,98,101,93,0,0,4,345,0,0,1,21,21,6,108,0,147,49,490,147,49,0,6,1
train0_p15,1,1,2,0,1,1,1,0,977,54,45,409,4090,228,108,99,86,0,5,2,334,0,0,1,21,21,6,108,0,139,45,450,135,45,0,6,1
train0_p15,1,1,2,0,1,1,1,1,971,54,45,409,4090,218,98,99,86,5,0,4,334,0,0,1,21,21,6,108,0,133,45,450,135,45,0,6,1
train0_p15,1,1,2,1,1,1,0,0,1269,49,49,490,4900,220,98,101,93,0,0,1,345,68,2,1,30,57,6,121,0,311,49,490,147,49,0,8,1
train0_p15,1,1,2,1,1,1,0,1,1269,49,49,490,4900,220,98,101,93,0,0,4,345,68,2,1,30,57,6,121,0,311,49,490,147,49,0,8,1
train0_p15,1,1,2,1,1,1,1,0,1225,54,45,409,4090,228,108,99,86,0,5,2,334,81,2,1,30,57,6,141,0,307,45,450,135,45,0,8,1
train0_p15,1,1,2,1,1,1,1,1,1214,54,45,409,4090,218,98,99,86,5,0,4,334,75,2,1,30,57,6,139,0,298,45,450,135,45,0,8,1
train0_p15,1,1,3,0,1,1,0,0,1045,49,49,490,4900,220,98,101,93,0,0,1,345,0,0,1,21,21,6,108,0,147,49,490,147,49,0,6,1
train0_p15,1,1,3,0,1,1,0,1,1045,49,49,490,4900,220,98,101,93,0,0,4,345,0,0,1,21,21,6,108,0,147,49,490,147,49,0,6,1
train0_p15,1,1,3,0,1,1,1,0,977,54,45,409,4090,227,108,98,85,0,5,2,334,0,0,1,21,21,6,108,0,139,45,450,135,45,0,6,1
train0_p15,1,1,3,0,1,1,1,1,971,54,45,409,4090,217,98,98,85,5,0,4,334,0,0,1,21,21,6,108,0,133,45,450,135,45,0,6,1
train0_p15,1,1,3,1,1,1,0,0,1271,49,49,490,4900,220,98,101,93,0,0,1,345,66,3,1,27,54,6,126,0,313,49,490,147,49,0,9,1
train0_p15,1,1,3,1,1,1,0,1,1271,49,49,490,4900,220,98,101,93,0,0,4,345,66,3,1,27,54,6,126,0,313,49,490,147,49,0,9,1
train0_p15,1,1,3,1,1,1,1,0,1214,54,45,409,4090,227,108,98,85,0,5,2,334,86,4,1,27,54,6,134,0,307,45,450,135,45,0,10,1
train0_p15,1,1,3,1,1,1,1,1,1199,54,45,409,4090,217,98,98,85,5,0,4,334,81,1,1,27,54,6,138,0,291,45,450,135,45,0,7,1
train0_p16,1,1,1,0,1,1,0,0,1297,64,64,640,6400,158,128,0,116,0,0,1,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p16,1,1,1,0,1,1,0,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train0_p16,1,1,1,1,1,1,0,0,1379,64,64,640,6400,158,128,0,116,0,0,1,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p16,1,1,1,1,1,1,0,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train0_p16,1,1,2,0,1,1,0,0,1026,48,48,480,4800,214,96,97,90,0,0,1,345,0,0,1,21,21,6,107,0,144,48,480,144,48,0,6,1
train0_p16,1,1,2,0,1,1,0,1,1026,48,48,480,4800,214,96,97,90,0,0,4,345,0,0,1,21,21,6,107,0,144,48,480,144,48,0,6,1
train0_p16,1,1,2,0,1,1,1,0,1000,58,46,407,4070,231,116,94,80,0,10,2,328,0,0,1,21,21,6,111,0,144,46,460,138,46,0,6,1
train0_p16,1,1,2,0,1,1,1,1,988,58,46,407,4070,211,96,94,80,10,0,4,328,0,0,1,21,21,6,111,0,132,46,460,138,46,0,6,1
train0_p16,1,1,2,1,1,1,0,0,1247,48,48,480,4800,214,96,97,90,0,0,1,345,60,6,1,30,57,6,123,0,298,48,480,144,48,0,12,1
train0_p16,1,1,2,1,1,1,0,1,1247,48,48,480,4800,214,96,97,90,0,0,4,345,60,6,1,30,57,6,123,0,298,48,480,144,48,0,12,1
train0_p16,1,1,2,1,1,1,1,0,1249,58,46,407,4070,231,116,94,80,0,10,2,328,76,3,1,30,57,6,137,0,319,46,460,138,46,0,9,1
train0_p16,1,1,2,1,1,1,1,1,1232,58,46,407,4070,211,96,94,80,10,0,4,328,81,4,1,30,57,6,148,0,290,46,460,138,46,0,10,1
train0_p16,1,1,3,0,1,1,0,0,1027,48,48,480,4800,213,96,96,88,0,0,1,342,0,0,1,21,21,6,108,0,144,48,480,144,48,0,6,1
train0_p16,1,1,3,0,1,1,0,1,1027,48,48,480,4800,213,96,96,88,0,0,4,342,0,0,1,21,21,6,108,0,144,48,480,144,48,0,6,1
train0_p16,1,1,3,0,1,1,1,0,1001,58,46,406,4060,230,116,93,78,0,10,2,325,0,0,1,21,21,6,112,0,144,46,460,138,46,0,6,1
train0_p16,1,1,3,0,1,1,1,1,989,58,46,406,4060,210,96,93,78,10,0,4,325,0,0,1,21,21,6,112,0,132,46,460,138,46,0,6,1
