layer,calls,spikes,elements,firing_rate,mean_call_firing_rate
sttmultires_unet.decoders.0.sn,1,398194,1658880,0.24003785686728396,0.24003785686728396
sttmultires_unet.decoders.1.sn,1,717179,3326400,0.21560215247715248,0.21560215247715248
sttmultires_unet.decoders.2.sn,1,1255072,6670080,0.18816445979658414,0.18816445979658414
sttmultires_unet.decoders.3.sn,1,3790459,13409280,0.2826743121181749,0.2826743121181749
sttmultires_unet.encoders.swin3d.layers.0.downsample.sn,1,1488737,6635520,0.22435875409915124,0.22435875409915124
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.attn_sn,1,0,6842880,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.proj_sn,1,1195008,6842880,0.17463524130190797,0.17463524130190797
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.sn2_q,1,17477,213840,0.08172933034044146,0.08172933034044146
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.sn_k,1,541621,6842880,0.07915102997568275,0.07915102997568275
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.sn_q,1,79523,6842880,0.011621276421623644,0.011621276421623644
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.mlp.sn1,1,1410665,6635520,0.2125929844232253,0.2125929844232253
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.mlp.sn2,1,1756610,26542080,0.06618207766685957,0.06618207766685957
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.attn_sn,1,0,6842880,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.proj_sn,1,728486,6842880,0.10645897633744857,0.10645897633744857
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.sn2_q,1,2922,213840,0.013664421997755331,0.013664421997755331
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.sn_k,1,266687,6842880,0.03897291783576506,0.03897291783576506
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.sn_q,1,336259,6842880,0.04913998199588478,0.04913998199588478
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.mlp.sn1,1,1494074,6635520,0.2251630618248457,0.2251630618248457
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.mlp.sn2,1,1931502,26542080,0.07277131257233796,0.07277131257233796
sttmultires_unet.encoders.swin3d.layers.1.downsample.sn,1,473961,3317760,0.14285572193287038,0.14285572193287038
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.attn.attn_sn,1,0,3732480,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.attn.proj_sn,1,70164,3732480,0.018798225308641975,0.018798225308641975
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.attn.sn2_q,1,0,116640,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.attn.sn_k,1,0,3732480,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.attn.sn_q,1,18451,3732480,0.0049433620541838134,0.0049433620541838134
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.mlp.sn1,1,173250,3317760,0.05221896701388889,0.05221896701388889
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.0.mlp.sn2,1,585859,13271040,0.04414567358699846,0.04414567358699846
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.attn.attn_sn,1,0,3732480,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.attn.proj_sn,1,120498,3732480,0.03228362911522634,0.03228362911522634
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.attn.sn2_q,1,6604,116640,0.056618655692729766,0.056618655692729766
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.attn.sn_k,1,102908,3732480,0.027570944787379974,0.027570944787379974
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.attn.sn_q,1,27652,3732480,0.007408479080932785,0.007408479080932785
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.mlp.sn1,1,367122,3317760,0.11065357349537037,0.11065357349537037
sttmultires_unet.encoders.swin3d.layers.1.swin_blocks.1.mlp.sn2,1,740199,13271040,0.05577550817418982,0.05577550817418982
sttmultires_unet.encoders.swin3d.layers.2.downsample.sn,1,470029,1658880,0.2833411699459877,0.2833411699459877
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.0.attn.attn_sn,1,0,1866240,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.0.attn.proj_sn,1,58877,1866240,0.03154846107681756,0.03154846107681756
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.0.attn.sn2_q,1,10757,58320,0.18444787379972566,0.18444787379972566
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.0.attn.sn_k,1,65805,1866240,0.03526073816872428,0.03526073816872428
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.0.attn.sn_q,1,92355,1866240,0.049487204218107,0.049487204218107
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.0.mlp.sn1,1,236121,1658880,0.14233760127314815,0.14233760127314815
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.0.mlp.sn2,1,580009,6635520,0.0874097282503858,0.0874097282503858
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.1.attn.attn_sn,1,0,1866240,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.1.attn.proj_sn,1,316332,1866240,0.16950231481481481,0.16950231481481481
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.1.attn.sn2_q,1,3542,58320,0.06073388203017833,0.06073388203017833
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.1.attn.sn_k,1,55219,1866240,0.029588370198902605,0.029588370198902605
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.1.attn.sn_q,1,25194,1866240,0.013499871399176955,0.013499871399176955
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.1.mlp.sn1,1,281146,1658880,0.16947940779320989,0.16947940779320989
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.1.mlp.sn2,1,247126,6635520,0.03724289882330247,0.03724289882330247
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.2.attn.attn_sn,1,0,1866240,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.2.attn.proj_sn,1,198813,1866240,0.10653131430041152,0.10653131430041152
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.2.attn.sn2_q,1,7040,58320,0.12071330589849108,0.12071330589849108
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.2.attn.sn_k,1,115291,1866240,0.06177715620713306,0.06177715620713306
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.2.attn.sn_q,1,118331,1866240,0.06340609996570645,0.06340609996570645
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.2.mlp.sn1,1,344072,1658880,0.2074122299382716,0.2074122299382716
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.2.mlp.sn2,1,400742,6635520,0.06039345823688272,0.06039345823688272
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.3.attn.attn_sn,1,0,1866240,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.3.attn.proj_sn,1,102524,1866240,0.05493612825788752,0.05493612825788752
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.3.attn.sn2_q,1,0,58320,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.3.attn.sn_k,1,6355,1866240,0.0034052426268861456,0.0034052426268861456
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.3.attn.sn_q,1,317,1866240,0.0001698602537722908,0.0001698602537722908
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.3.mlp.sn1,1,395886,1658880,0.23864655671296298,0.23864655671296298
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.3.mlp.sn2,1,392436,6635520,0.05914171006944444,0.05914171006944444
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.4.attn.attn_sn,1,0,1866240,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.4.attn.proj_sn,1,411511,1866240,0.22050272205075447,0.22050272205075447
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.4.attn.sn2_q,1,16710,58320,0.286522633744856,0.286522633744856
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.4.attn.sn_k,1,57587,1866240,0.030857231652949246,0.030857231652949246
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.4.attn.sn_q,1,208554,1866240,0.11175090020576131,0.11175090020576131
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.4.mlp.sn1,1,378422,1658880,0.22811897183641974,0.22811897183641974
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.4.mlp.sn2,1,343937,6635520,0.051832712432484565,0.051832712432484565
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.5.attn.attn_sn,1,0,1866240,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.5.attn.proj_sn,1,425215,1866240,0.22784582904663922,0.22784582904663922
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.5.attn.sn2_q,1,12193,58320,0.20907064471879286,0.20907064471879286
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.5.attn.sn_k,1,168214,1866240,0.0901352451989026,0.0901352451989026
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.5.attn.sn_q,1,48641,1866240,0.0260636359739369,0.0260636359739369
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.5.mlp.sn1,1,447593,1658880,0.26981638213734566,0.26981638213734566
sttmultires_unet.encoders.swin3d.layers.2.swin_blocks.5.mlp.sn2,1,397062,6635520,0.0598388671875,0.0598388671875
sttmultires_unet.encoders.swin3d.layers.3.swin_blocks.0.attn.attn_sn,1,0,1244160,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.3.swin_blocks.0.attn.proj_sn,1,83508,1244160,0.06711998456790123,0.06711998456790123
sttmultires_unet.encoders.swin3d.layers.3.swin_blocks.0.attn.sn2_q,1,6663,38880,0.17137345679012345,0.17137345679012345
sttmultires_unet.encoders.swin3d.layers.3.swin_blocks.0.attn.sn_k,1,45490,1244160,0.03656282150205761,0.03656282150205761
sttmultires_unet.encoders.swin3d.layers.3.swin_blocks.0.attn.sn_q,1,96718,1244160,0.07773759002057613,0.07773759002057613
sttmultires_unet.encoders.swin3d.layers.3.swin_blocks.0.mlp.sn1,1,91559,829440,0.11038652584876543,0.11038652584876543
sttmultires_unet.encoders.swin3d.layers.3.swin_blocks.0.mlp.sn2,1,353717,3317760,0.10661319685570987,0.10661319685570987
sttmultires_unet.encoders.swin3d.layers.3.swin_blocks.1.attn.attn_sn,1,0,1244160,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.3.swin_blocks.1.attn.proj_sn,1,167617,1244160,0.13472302597736627,0.13472302597736627
sttmultires_unet.encoders.swin3d.layers.3.swin_blocks.1.attn.sn2_q,1,7104,38880,0.18271604938271604,0.18271604938271604
sttmultires_unet.encoders.swin3d.layers.3.swin_blocks.1.attn.sn_k,1,69907,1244160,0.05618811085390946,0.05618811085390946
sttmultires_unet.encoders.swin3d.layers.3.swin_blocks.1.attn.sn_q,1,39434,1244160,0.03169528034979424,0.03169528034979424
sttmultires_unet.encoders.swin3d.layers.3.swin_blocks.1.mlp.sn1,1,140136,829440,0.1689525462962963,0.1689525462962963
sttmultires_unet.encoders.swin3d.layers.3.swin_blocks.1.mlp.sn2,1,193226,3317760,0.05823989679783951,0.05823989679783951
sttmultires_unet.encoders.swin3d.patch_embed.head.sn,1,4642444,53084160,0.08745441201292438,0.08745441201292438
sttmultires_unet.encoders.swin3d.patch_embed.proj.sn,1,2295671,26542080,0.08649175196518133,0.08649175196518133
sttmultires_unet.encoders.swin3d.patch_embed.residual_encoding.resblocks.0.sn1,1,1824174,26542080,0.06872762044270833,0.06872762044270833
sttmultires_unet.encoders.swin3d.patch_embed.residual_encoding.resblocks.0.sn2,1,1363610,26542080,0.051375400872878084,0.051375400872878084
sttmultires_unet.encoders.swin3d.patch_embed.residual_encoding.resblocks.1.sn1,1,2180718,26542080,0.08216078016493056,0.08216078016493056
sttmultires_unet.encoders.swin3d.patch_embed.residual_encoding.resblocks.1.sn2,1,1474279,26542080,0.05554496859326775,0.05554496859326775
sttmultires_unet.preds.0.sn,1,150936,1658880,0.09098668981481481,0.09098668981481481
sttmultires_unet.preds.1.sn,1,345559,3317760,0.10415430893132716,0.10415430893132716
sttmultires_unet.preds.2.sn,1,992779,6635520,0.14961585527584875,0.14961585527584875
sttmultires_unet.preds.3.sn,1,2381344,26542080,0.08971956983024691,0.08971956983024691
sttmultires_unet.resblocks.0.sn1,1,161061,829440,0.19418041087962962,0.19418041087962962
sttmultires_unet.resblocks.0.sn2,1,59632,829440,0.07189429012345679,0.07189429012345679
sttmultires_unet.resblocks.1.sn1,1,195975,829440,0.2362738715277778,0.2362738715277778
sttmultires_unet.resblocks.1.sn2,1,58465,829440,0.07048731674382716,0.07048731674382716
