context,p,word,anchor,last_gate_read,last_PED_read,last_write,physical_free,local_outputs_done,output_policy_extra_hold
0,0,109,True,180257,38443,25242,180257,181405,1148
0,0,110,True,180258,38452,25242,180258,181405,1147
0,0,111,True,180360,38461,25303,180360,181405,1045
0,0,112,True,180361,38467,25303,180361,181405,1044
0,0,113,True,180362,38476,25303,180362,181405,1043
0,0,114,True,180464,38485,25364,180464,181405,941
0,0,115,True,180465,38491,25364,180465,181405,940
0,0,116,True,180466,38500,25364,180466,181405,939
0,0,117,True,180568,38509,25425,180568,181405,837
0,0,118,True,180569,38515,25425,180569,181405,836
0,0,119,True,180570,38524,25425,180570,181405,835
0,0,120,True,180672,38533,25486,180672,181405,733
0,0,121,True,180673,38539,25486,180673,181405,732
0,0,122,True,180674,38548,25486,180674,181405,731
0,0,123,True,180776,38557,25547,180776,181405,629
0,0,124,True,180777,38563,25547,180777,181405,628
0,0,125,True,180778,38572,25547,180778,181405,627
0,0,126,True,180880,38581,25608,180880,181405,525
0,0,127,True,180881,38587,25608,180881,181405,524
0,0,128,True,180882,38596,25608,180882,181405,523
0,0,129,True,180984,38605,25669,180984,181405,421
0,0,130,True,180985,38611,25669,180985,181405,420
0,0,131,True,180986,38620,25669,180986,181405,419
0,0,132,True,181088,38629,25730,181088,181405,317
0,0,133,True,181089,38635,25730,181089,181405,316
0,0,134,True,181090,38644,25730,181090,181405,315
0,0,135,True,181192,38653,25791,181192,181405,213
0,0,136,True,181193,38659,25791,181193,181405,212
0,0,137,True,181194,38668,25791,181194,181405,211
0,0,138,True,181296,38677,25852,181296,181405,109
0,0,139,True,181297,38683,25852,181297,181405,108
0,0,140,True,181298,38692,25852,181298,181405,107
0,0,141,True,181400,38701,25913,181400,181405,5
0,0,142,True,181401,38707,25913,181401,181405,4
0,0,143,True,181402,38716,25913,181402,181405,3
0,0,144,True,180246,39613,25974,180246,181405,1159
0,0,145,True,180247,39619,25974,180247,181405,1158
0,0,146,True,180248,39628,25974,180248,181405,1157
0,0,147,True,180350,39637,26035,180350,181405,1055
0,0,148,True,180351,39643,26035,180351,181405,1054
0,0,149,True,180352,39652,26035,180352,181405,1053
0,0,150,True,180454,39661,26096,180454,181405,951
0,0,151,True,180455,39667,26096,180455,181405,950
0,0,152,True,180456,39676,26096,180456,181405,949
0,0,153,True,180558,39685,26157,180558,181405,847
0,0,154,True,180559,39691,26157,180559,181405,846
0,0,155,True,180560,39700,26157,180560,181405,845
0,0,156,True,180662,39709,26218,180662,181405,743
0,0,157,True,180663,39715,26218,180663,181405,742
0,0,158,True,180664,39724,26218,180664,181405,741
0,0,159,True,180766,39733,26279,180766,181405,639
0,0,160,True,180767,39739,26279,180767,181405,638
0,0,161,True,180768,39748,26279,180768,181405,637
0,0,162,True,180870,39757,26340,180870,181405,535
0,0,163,True,180871,39763,26340,180871,181405,534
0,0,164,True,180872,39772,26340,180872,181405,533
0,0,165,True,180974,39781,26401,180974,181405,431
0,0,166,True,180975,39787,26401,180975,181405,430
0,0,167,True,180976,39796,26401,180976,181405,429
0,0,168,True,181078,39805,26462,181078,181405,327
0,0,169,True,181079,39811,26462,181079,181405,326
0,0,170,True,181080,39820,26462,181080,181405,325
0,0,171,True,181182,39829,26523,181182,181405,223
0,0,172,True,181183,39835,26523,181183,181405,222
0,0,173,True,181184,39844,26523,181184,181405,221
0,0,174,True,181286,39853,26584,181286,181405,119
0,0,175,True,181287,39859,26584,181287,181405,118
0,0,176,True,181288,39868,26584,181288,181405,117
0,0,177,True,181390,39877,26645,181390,181405,15
0,0,178,True,181391,39883,26645,181391,181405,14
0,0,179,True,181392,39892,26645,181392,181405,13
0,0,180,True,180211,40789,26706,180211,181405,1194
0,0,181,True,180212,40795,26706,180212,181405,1193
0,0,182,True,180213,40804,26706,180213,181405,1192
0,0,183,True,180315,40813,26767,180315,181405,1090
0,0,184,True,180316,40819,26767,180316,181405,1089
0,0,185,True,180317,40828,26767,180317,181405,1088
0,0,186,True,180419,40837,26828,180419,181405,986
0,0,187,True,180420,40843,26828,180420,181405,985
0,0,188,True,180421,40852,26828,180421,181405,984
0,0,189,True,180523,40861,26889,180523,181405,882
0,0,190,True,180524,40867,26889,180524,181405,881
0,0,191,True,180525,40876,26889,180525,181405,880
0,0,192,True,180627,40885,26950,180627,181405,778
0,0,193,True,180628,40891,26950,180628,181405,777
0,0,194,True,180629,40900,26950,180629,181405,776
0,0,195,True,180731,40909,27011,180731,181405,674
0,0,196,True,180732,40915,27011,180732,181405,673
0,0,197,True,180733,40924,27011,180733,181405,672
0,0,198,True,180835,40933,27072,180835,181405,570
0,0,199,True,180836,40939,27072,180836,181405,569
0,0,200,True,180837,40948,27072,180837,181405,568
0,0,201,True,180939,40957,27133,180939,181405,466
0,0,202,True,180940,40963,27133,180940,181405,465
0,0,203,True,180941,40972,27133,180941,181405,464
0,0,204,True,181043,40981,27194,181043,181405,362
0,0,205,True,181044,40987,27194,181044,181405,361
0,0,206,True,181045,40996,27194,181045,181405,360
0,0,207,True,181147,41005,27255,181147,181405,258
0,0,208,True,181148,41011,27255,181148,181405,257
0,0,209,True,181149,41020,27255,181149,181405,256
0,0,210,True,181251,41029,27316,181251,181405,154
0,0,211,True,181252,41035,27316,181252,181405,153
0,0,212,True,181253,41044,27316,181253,181405,152
0,0,213,True,181355,41053,27377,181355,181405,50
0,0,214,True,181356,41059,27377,181356,181405,49
0,0,215,True,181357,41068,27377,181357,181405,48
0,0,216,True,180226,41965,27388,180226,181405,1179
0,0,217,True,180227,41971,27388,180227,181405,1178
0,0,218,True,180228,41980,27388,180228,181405,1177
0,0,219,True,180330,41989,27399,180330,181405,1075
0,0,220,True,180331,41995,27399,180331,181405,1074
0,0,221,True,180332,42004,27399,180332,181405,1073
0,0,222,True,180434,42013,27410,180434,181405,971
0,0,223,True,180435,42019,27410,180435,181405,970
0,0,224,True,180436,42028,27410,180436,181405,969
0,0,225,True,180538,42037,27421,180538,181405,867
0,0,226,True,180539,42043,27421,180539,181405,866
0,0,227,True,180540,42052,27421,180540,181405,865
0,0,228,True,180642,42061,27432,180642,181405,763
0,0,229,True,180643,42067,27432,180643,181405,762
0,0,230,True,180644,42076,27432,180644,181405,761
0,0,231,True,180746,42085,27443,180746,181405,659
0,0,232,True,180747,42091,27443,180747,181405,658
0,0,233,True,180748,42100,27443,180748,181405,657
0,0,234,True,180850,42109,27454,180850,181405,555
0,0,235,True,180851,42115,27454,180851,181405,554
0,0,236,True,180852,42124,27454,180852,181405,553
