context,p,word,anchor,last_gate_read,last_PED_read,last_write,physical_free,local_outputs_done,output_policy_extra_hold
0,0,0,True,32728,34838,22927,34838,118769,83931
0,0,1,True,32729,34844,22927,34844,118769,83925
0,0,2,True,32730,34853,22927,34853,118769,83916
0,0,3,True,32832,34862,22988,34862,118769,83907
0,0,4,True,32833,34868,22988,34868,118769,83901
0,0,5,True,32834,34877,22988,34877,118769,83892
0,0,6,True,32936,34886,23049,34886,118769,83883
0,0,7,True,32937,34892,23049,34892,118769,83877
0,0,8,True,32938,34901,23049,34901,118769,83868
0,0,9,True,33040,34910,23110,34910,118769,83859
0,0,10,True,33041,34916,23110,34916,118769,83853
0,0,11,True,33042,34925,23110,34925,118769,83844
0,0,12,True,33144,34934,23171,34934,118769,83835
0,0,13,True,33145,34940,23171,34940,118769,83829
0,0,14,True,33146,34949,23171,34949,118769,83820
0,0,15,True,33248,34958,23232,34958,118769,83811
0,0,16,True,33249,34964,23232,34964,118769,83805
0,0,17,True,33250,34973,23232,34973,118769,83796
0,0,18,True,33352,34982,23293,34982,118769,83787
0,0,19,True,33353,34988,23293,34988,118769,83781
0,0,20,True,33354,34997,23293,34997,118769,83772
0,0,21,True,33456,35006,23354,35006,118769,83763
0,0,22,True,33457,35012,23354,35012,118769,83757
0,0,23,True,33458,35021,23354,35021,118769,83748
0,0,24,True,33560,35030,23415,35030,118769,83739
0,0,25,True,33561,35036,23415,35036,118769,83733
0,0,26,True,33562,35045,23415,35045,118769,83724
0,0,27,True,33664,35054,23476,35054,118769,83715
0,0,28,True,33665,35060,23476,35060,118769,83709
0,0,29,True,33666,35069,23476,35069,118769,83700
0,0,30,True,33768,35078,23537,35078,118769,83691
0,0,31,True,33769,35084,23537,35084,118769,83685
0,0,32,True,33770,35093,23537,35093,118769,83676
0,0,33,True,33872,35102,23598,35102,118769,83667
0,0,34,True,33873,35108,23598,35108,118769,83661
0,0,35,True,33874,35117,23598,35117,118769,83652
0,0,36,True,32713,36014,23609,36014,118769,82755
0,0,37,True,32714,36020,23609,36020,118769,82749
0,0,38,True,32715,36029,23609,36029,118769,82740
0,0,39,True,32817,36038,23620,36038,118769,82731
0,0,40,True,32818,36044,23620,36044,118769,82725
0,0,41,True,32819,36053,23620,36053,118769,82716
0,0,42,True,32921,36062,23631,36062,118769,82707
0,0,43,True,32922,36068,23631,36068,118769,82701
0,0,44,True,32923,36077,23631,36077,118769,82692
0,0,45,True,33025,36086,23642,36086,118769,82683
0,0,46,True,33026,36092,23642,36092,118769,82677
0,0,47,True,33027,36101,23642,36101,118769,82668
0,0,48,True,33129,36110,23653,36110,118769,82659
0,0,49,True,33130,36116,23653,36116,118769,82653
0,0,50,True,33131,36125,23653,36125,118769,82644
0,0,51,True,33233,36134,23664,36134,118769,82635
0,0,52,True,33234,36140,23664,36140,118769,82629
0,0,53,True,33235,36149,23664,36149,118769,82620
0,0,54,True,33337,36158,23675,36158,118769,82611
0,0,55,True,33338,36164,23675,36164,118769,82605
0,0,56,True,33339,36173,23675,36173,118769,82596
0,0,57,True,33441,36182,23686,36182,118769,82587
0,0,58,True,33442,36188,23686,36188,118769,82581
