case,real,mode,bp,cycles,source_to_gate,boot_cycles,fc_cycles,psn_cycles,words,coeff_words,updates,mac,jobs,zero_jobs,bank_skips,psn_wait,peak_words,peak_desc,out_stall,bank_req_stall
real_v1_tile199_h2,1,4,0,6455,5660,794,1169,4171,1069,672,1162,3060,84,0,0,0,24,3,0,0
real_v1_tile199_h2,1,4,1,7342,5855,1486,1191,4291,1069,672,1162,3060,84,0,0,0,24,3,120,331
real_v1_tile199_h3,1,0,0,9259,8494,764,4003,4171,766,384,3996,3060,64,0,0,0,24,4,0,0
real_v1_tile199_h3,1,0,1,10104,8668,1435,4006,4288,766,384,3996,3060,64,0,0,0,24,4,117,222
real_v1_tile199_h3,1,1,0,6454,5665,788,1174,4171,1402,1008,1162,3060,84,0,0,0,24,2,0,0
real_v1_tile199_h3,1,1,1,7409,5928,1480,1269,4286,1402,1008,1162,3060,84,0,0,0,24,2,115,430
real_v1_tile199_h3,1,2,0,6449,5660,788,1169,4171,1066,672,1162,3060,84,0,0,0,24,3,0,0
real_v1_tile199_h3,1,2,1,7332,5851,1480,1190,4288,1066,672,1162,3060,84,0,0,0,24,3,117,309
real_v1_tile199_h3,1,3,0,6461,5660,800,1169,4171,1072,672,1162,3060,84,0,0,0,24,3,0,0
real_v1_tile199_h3,1,3,1,7363,5859,1503,1193,4293,1072,672,1162,3060,84,0,0,0,24,3,122,334
real_v1_tile199_h3,1,4,0,6455,5660,794,1169,4171,1069,672,1162,3060,84,0,0,0,24,3,0,0
real_v1_tile199_h3,1,4,1,7343,5853,1489,1190,4290,1069,672,1162,3060,84,0,0,0,24,3,119,316
real_v1_tile399_h0,1,0,0,8171,7406,764,3474,3612,760,378,3467,2520,63,0,0,0,24,4,0,0
real_v1_tile399_h0,1,0,1,9026,7587,1438,3478,3736,760,378,3467,2520,63,0,0,0,24,4,124,204
real_v1_tile399_h0,1,1,0,5719,4930,788,998,3612,1390,996,988,2520,83,0,0,0,24,2,0,0
real_v1_tile399_h0,1,1,1,6661,5177,1483,1066,3738,1390,996,988,2520,83,0,0,0,24,2,126,440
real_v1_tile399_h0,1,2,0,5716,4927,788,995,3612,1058,664,988,2520,83,0,0,0,24,3,0,0
real_v1_tile399_h0,1,2,1,6595,5111,1483,1004,3734,1058,664,988,2520,83,0,0,0,24,3,122,356
real_v1_tile399_h0,1,3,0,5728,4927,800,995,3612,1064,664,988,2520,83,0,0,0,24,3,0,0
real_v1_tile399_h0,1,3,1,6628,5113,1513,1000,3740,1064,664,988,2520,83,0,0,0,24,3,128,335
real_v1_tile399_h0,1,4,0,5722,4927,794,995,3612,1061,664,988,2520,83,0,0,0,24,3,0,0
real_v1_tile399_h0,1,4,1,6606,5114,1491,1000,3740,1061,664,988,2520,83,0,0,0,24,3,128,312
real_v1_tile399_h1,1,0,0,8171,7406,764,3474,3612,760,378,3467,2520,63,0,0,0,24,4,0,0
real_v1_tile399_h1,1,0,1,9037,7592,1443,3477,3742,760,378,3467,2520,63,0,0,0,24,4,130,216
real_v1_tile399_h1,1,1,0,5719,4930,788,998,3612,1390,996,988,2520,83,0,0,0,24,2,0,0
real_v1_tile399_h1,1,1,1,6672,5183,1488,1073,3737,1390,996,988,2520,83,0,0,0,24,2,125,440
real_v1_tile399_h1,1,2,0,5716,4927,788,995,3612,1058,664,988,2520,83,0,0,0,24,3,0,0
real_v1_tile399_h1,1,2,1,6606,5117,1488,1002,3742,1058,664,988,2520,83,0,0,0,24,3,130,305
real_v1_tile399_h1,1,3,0,5728,4927,800,995,3612,1064,664,988,2520,83,0,0,0,24,3,0,0
real_v1_tile399_h1,1,3,1,6628,5120,1506,1004,3743,1064,664,988,2520,83,0,0,0,24,3,131,335
real_v1_tile399_h1,1,4,0,5722,4927,794,995,3612,1061,664,988,2520,83,0,0,0,24,3,0,0
real_v1_tile399_h1,1,4,1,6617,5116,1499,1002,3741,1061,664,988,2520,83,0,0,0,24,3,129,302
real_v1_tile399_h2,1,0,0,8171,7406,764,3474,3612,760,378,3467,2520,63,0,0,0,24,4,0,0
real_v1_tile399_h2,1,0,1,9026,7594,1431,3478,3743,760,378,3467,2520,63,0,0,0,24,4,131,218
real_v1_tile399_h2,1,1,0,5719,4930,788,998,3612,1390,996,988,2520,83,0,0,0,24,2,0,0
real_v1_tile399_h2,1,1,1,6661,5184,1476,1073,3738,1390,996,988,2520,83,0,0,0,24,2,126,443
real_v1_tile399_h2,1,2,0,5716,4927,788,995,3612,1058,664,988,2520,83,0,0,0,24,3,0,0
real_v1_tile399_h2,1,2,1,6595,5118,1476,1002,3743,1058,664,988,2520,83,0,0,0,24,3,131,309
real_v1_tile399_h2,1,3,0,5728,4927,800,995,3612,1064,664,988,2520,83,0,0,0,24,3,0,0
real_v1_tile399_h2,1,3,1,6617,5115,1501,1001,3741,1064,664,988,2520,83,0,0,0,24,3,129,306
real_v1_tile399_h2,1,4,0,5722,4927,794,995,3612,1061,664,988,2520,83,0,0,0,24,3,0,0
real_v1_tile399_h2,1,4,1,6595,5108,1486,1001,3734,1061,664,988,2520,83,0,0,0,24,3,122,318
real_v1_tile399_h3,1,0,0,8171,7406,764,3474,3612,760,378,3467,2520,63,0,0,0,24,4,0,0
real_v1_tile399_h3,1,0,1,9026,7590,1435,3477,3739,760,378,3467,2520,63,0,0,0,24,4,127,215
real_v1_tile399_h3,1,1,0,5719,4930,788,998,3612,1390,996,988,2520,83,0,0,0,24,2,0,0
real_v1_tile399_h3,1,1,1,6672,5191,1480,1079,3739,1390,996,988,2520,83,0,0,0,24,2,127,416
real_v1_tile399_h3,1,2,0,5716,4927,788,995,3612,1058,664,988,2520,83,0,0,0,24,3,0,0
real_v1_tile399_h3,1,2,1,6595,5114,1480,1001,3740,1058,664,988,2520,83,0,0,0,24,3,128,301
real_v1_tile399_h3,1,3,0,5728,4927,800,995,3612,1064,664,988,2520,83,0,0,0,24,3,0,0
real_v1_tile399_h3,1,3,1,6617,5113,1503,1004,3736,1064,664,988,2520,83,0,0,0,24,3,124,361
real_v1_tile399_h3,1,4,0,5722,4927,794,995,3612,1061,664,988,2520,83,0,0,0,24,3,0,0
real_v1_tile399_h3,1,4,1,6606,5116,1489,1001,3742,1061,664,988,2520,83,0,0,0,24,3,130,312
real_v1_tile599_h0,1,0,0,7235,6470,764,2618,3532,766,384,2611,2450,64,0,0,0,24,4,0,0
real_v1_tile599_h0,1,0,1,8100,6661,1438,2622,3666,766,384,2611,2450,64,0,0,0,24,4,134,214
real_v1_tile599_h0,1,1,0,5442,4653,788,801,3532,1402,1008,789,2450,84,0,0,0,24,2,0,0
real_v1_tile599_h0,1,1,1,6439,4955,1483,907,3675,1402,1008,789,2450,84,0,0,0,24,2,143,426
real_v1_tile599_h0,1,2,0,5437,4648,788,796,3532,1066,672,789,2450,84,0,0,0,24,3,0,0
real_v1_tile599_h0,1,2,1,6340,4856,1483,812,3671,1066,672,789,2450,84,0,0,0,24,3,139,312
real_v1_tile599_h0,1,3,0,5449,4648,800,796,3532,1072,672,789,2450,84,0,0,0,24,3,0,0
real_v1_tile599_h0,1,3,1,6362,4847,1513,807,3667,1072,672,789,2450,84,0,0,0,24,3,135,297
real_v1_tile599_h0,1,4,0,5443,4648,794,796,3532,1069,672,789,2450,84,0,0,0,24,3,0,0
real_v1_tile599_h0,1,4,1,6340,4848,1491,808,3666,1069,672,789,2450,84,0,0,0,24,3,134,343
real_v1_tile599_h1,1,0,0,7235,6470,764,2618,3532,766,384,2611,2450,64,0,0,0,24,4,0,0
real_v1_tile599_h1,1,0,1,8111,6666,1443,2621,3672,766,384,2611,2450,64,0,0,0,24,4,140,222
real_v1_tile599_h1,1,1,0,5442,4653,788,801,3532,1402,1008,789,2450,84,0,0,0,24,2,0,0
real_v1_tile599_h1,1,1,1,6439,4950,1488,902,3675,1402,1008,789,2450,84,0,0,0,24,2,143,425
real_v1_tile599_h1,1,2,0,5437,4648,788,796,3532,1066,672,789,2450,84,0,0,0,24,3,0,0
real_v1_tile599_h1,1,2,1,6340,4851,1488,811,3667,1066,672,789,2450,84,0,0,0,24,3,135,318
real_v1_tile599_h1,1,3,0,5449,4648,800,796,3532,1072,672,789,2450,84,0,0,0,24,3,0,0
real_v1_tile599_h1,1,3,1,6362,4854,1506,809,3672,1072,672,789,2450,84,0,0,0,24,3,140,294
real_v1_tile599_h1,1,4,0,5443,4648,794,796,3532,1069,672,789,2450,84,0,0,0,24,3,0,0
real_v1_tile599_h1,1,4,1,6351,4850,1499,811,3666,1069,672,789,2450,84,0,0,0,24,3,134,320
real_v1_tile599_h2,1,0,0,7235,6470,764,2618,3532,766,384,2611,2450,64,0,0,0,24,4,0,0
real_v1_tile599_h2,1,0,1,8100,6668,1431,2622,3673,766,384,2611,2450,64,0,0,0,24,4,141,224
real_v1_tile599_h2,1,1,0,5442,4653,788,801,3532,1402,1008,789,2450,84,0,0,0,24,2,0,0
real_v1_tile599_h2,1,1,1,6417,4940,1476,900,3667,1402,1008,789,2450,84,0,0,0,24,2,135,445
real_v1_tile599_h2,1,2,0,5437,4648,788,796,3532,1066,672,789,2450,84,0,0,0,24,3,0,0
real_v1_tile599_h2,1,2,1,6329,4852,1476,811,3668,1066,672,789,2450,84,0,0,0,24,3,136,320
real_v1_tile599_h2,1,3,0,5449,4648,800,796,3532,1072,672,789,2450,84,0,0,0,24,3,0,0
real_v1_tile599_h2,1,3,1,6351,4849,1501,810,3666,1072,672,789,2450,84,0,0,0,24,3,134,327
real_v1_tile599_h2,1,4,0,5443,4648,794,796,3532,1069,672,789,2450,84,0,0,0,24,3,0,0
real_v1_tile599_h2,1,4,1,6340,4853,1486,809,3671,1069,672,789,2450,84,0,0,0,24,3,139,287
real_v1_tile599_h3,1,0,0,7235,6470,764,2618,3532,766,384,2611,2450,64,0,0,0,24,4,0,0
real_v1_tile599_h3,1,0,1,8100,6664,1435,2621,3669,766,384,2611,2450,64,0,0,0,24,4,137,219
real_v1_tile599_h3,1,1,0,5442,4653,788,801,3532,1402,1008,789,2450,84,0,0,0,24,2,0,0
real_v1_tile599_h3,1,1,1,6428,4947,1480,905,3669,1402,1008,789,2450,84,0,0,0,24,2,137,432
real_v1_tile599_h3,1,2,0,5437,4648,788,796,3532,1066,672,789,2450,84,0,0,0,24,3,0,0
real_v1_tile599_h3,1,2,1,6329,4848,1480,808,3667,1066,672,789,2450,84,0,0,0,24,3,135,343
real_v1_tile599_h3,1,3,0,5449,4648,800,796,3532,1072,672,789,2450,84,0,0,0,24,3,0,0
real_v1_tile599_h3,1,3,1,6362,4858,1503,810,3675,1072,672,789,2450,84,0,0,0,24,3,143,299
real_v1_tile599_h3,1,4,0,5443,4648,794,796,3532,1069,672,789,2450,84,0,0,0,24,3,0,0
real_v1_tile599_h3,1,4,1,6340,4850,1489,810,3667,1069,672,789,2450,84,0,0,0,24,3,135,326
diagnostic_zero,0,0,0,2078,1313,764,1,992,382,0,0,0,0,0,0,0,0,0,0,0
diagnostic_zero,0,0,1,2913,1474,1438,1,1100,382,0,0,0,0,0,0,0,0,0,108,94
diagnostic_zero,0,1,0,2102,1313,788,1,992,394,0,0,0,0,0,0,0,0,0,0,0
diagnostic_zero,0,1,1,2958,1474,1483,1,1100,394,0,0,0,0,0,0,0,0,0,108,98
diagnostic_zero,0,2,0,2102,1313,788,1,992,394,0,0,0,0,0,0,0,0,0,0,0
diagnostic_zero,0,2,1,2958,1474,1483,1,1100,394,0,0,0,0,0,0,0,0,0,108,98
diagnostic_zero,0,3,0,2114,1313,800,1,992,400,0,0,0,0,0,0,0,0,0,0,0
diagnostic_zero,0,3,1,2989,1474,1513,1,1100,400,0,0,0,0,0,0,0,0,0,108,98
diagnostic_zero,0,4,0,2108,1313,794,1,992,397,0,0,0,0,0,0,0,0,0,0,0
diagnostic_zero,0,4,1,2967,1475,1491,1,1100,397,0,0,0,0,0,0,0,0,0,108,98
diagnostic_onehot_escape,0,0,0,5732,4967,764,327,4320,958,576,320,3200,96,0,0,0,24,4,0,0
diagnostic_onehot_escape,0,0,1,6588,5149,1438,339,4437,958,576,320,3200,96,0,0,0,24,4,117,252
diagnostic_onehot_escape,0,1,0,5756,4967,788,327,4320,970,576,320,3200,96,0,0,0,24,4,0,0
diagnostic_onehot_escape,0,1,1,6633,5149,1483,339,4437,970,576,320,3200,96,0,0,0,24,4,117,256
diagnostic_onehot_escape,0,2,0,5756,4967,788,327,4320,970,576,320,3200,96,0,0,0,24,4,0,0
diagnostic_onehot_escape,0,2,1,6633,5149,1483,339,4437,970,576,320,3200,96,0,0,0,24,4,117,256
diagnostic_onehot_escape,0,3,0,5768,4967,800,327,4320,976,576,320,3200,96,0,0,0,24,4,0,0
diagnostic_onehot_escape,0,3,1,6660,5145,1513,337,4435,976,576,320,3200,96,0,0,0,24,4,115,257
diagnostic_onehot_escape,0,4,0,5762,4967,794,327,4320,973,576,320,3200,96,0,0,0,24,4,0,0
diagnostic_onehot_escape,0,4,1,6638,5146,1491,338,4434,973,576,320,3200,96,0,0,0,24,4,114,257
diagnostic_multibit_escape,0,0,0,6052,5287,764,647,4320,454,72,640,3200,12,0,0,0,24,4,0,0
diagnostic_multibit_escape,0,0,1,6901,5462,1438,652,4437,454,72,640,3200,12,0,0,0,24,4,117,117
diagnostic_multibit_escape,0,1,0,6076,5287,788,647,4320,466,72,640,3200,12,0,0,0,24,4,0,0
diagnostic_multibit_escape,0,1,1,6946,5462,1483,652,4437,466,72,640,3200,12,0,0,0,24,4,117,121
diagnostic_multibit_escape,0,2,0,6076,5287,788,647,4320,466,72,640,3200,12,0,0,0,24,4,0,0
diagnostic_multibit_escape,0,2,1,6946,5462,1483,652,4437,466,72,640,3200,12,0,0,0,24,4,117,121
diagnostic_multibit_escape,0,3,0,6088,5287,800,647,4320,472,72,640,3200,12,0,0,0,24,4,0,0
diagnostic_multibit_escape,0,3,1,6974,5459,1513,651,4435,472,72,640,3200,12,0,0,0,24,4,115,120
diagnostic_multibit_escape,0,4,0,6082,5287,794,647,4320,469,72,640,3200,12,0,0,0,24,4,0,0
diagnostic_multibit_escape,0,4,1,6952,5460,1491,651,4435,469,72,640,3200,12,0,0,0,24,4,115,138
diagnostic_signed_dense,0,0,0,19750,18985,764,15415,3250,958,576,15408,2140,96,0,0,0,24,4,0,0
diagnostic_signed_dense,0,0,1,20641,19202,1438,15420,3409,958,576,15408,2140,96,0,0,0,24,4,159,373
diagnostic_signed_dense,0,1,0,19774,18985,788,15415,3250,970,576,15408,2140,96,0,0,0,24,4,0,0
diagnostic_signed_dense,0,1,1,20685,19201,1483,15420,3408,970,576,15408,2140,96,0,0,0,24,4,158,377
diagnostic_signed_dense,0,2,0,19774,18985,788,15415,3250,970,576,15408,2140,96,0,0,0,24,4,0,0
diagnostic_signed_dense,0,2,1,20685,19201,1483,15420,3408,970,576,15408,2140,96,0,0,0,24,4,158,377
diagnostic_signed_dense,0,3,0,19786,18985,800,15415,3250,976,576,15408,2140,96,0,0,0,24,4,0,0
diagnostic_signed_dense,0,3,1,20718,19203,1513,15419,3411,976,576,15408,2140,96,0,0,0,24,4,161,382
diagnostic_signed_dense,0,4,0,19780,18985,794,15415,3250,973,576,15408,2140,96,0,0,0,24,4,0,0
diagnostic_signed_dense,0,4,1,20696,19204,1491,15419,3411,973,576,15408,2140,96,0,0,0,24,4,161,288
diagnostic_negative_gain_constant,0,0,0,19750,18985,764,15415,3250,958,576,15408,2140,96,0,0,0,24,4,0,0
diagnostic_negative_gain_constant,0,0,1,20641,19202,1438,15420,3409,958,576,15408,2140,96,0,0,0,24,4,159,373
diagnostic_negative_gain_constant,0,1,0,19774,18985,788,15415,3250,970,576,15408,2140,96,0,0,0,24,4,0,0
diagnostic_negative_gain_constant,0,1,1,20685,19201,1483,15420,3408,970,576,15408,2140,96,0,0,0,24,4,158,377
diagnostic_negative_gain_constant,0,2,0,19774,18985,788,15415,3250,970,576,15408,2140,96,0,0,0,24,4,0,0
diagnostic_negative_gain_constant,0,2,1,20685,19201,1483,15420,3408,970,576,15408,2140,96,0,0,0,24,4,158,377
diagnostic_negative_gain_constant,0,3,0,19786,18985,800,15415,3250,976,576,15408,2140,96,0,0,0,24,4,0,0
diagnostic_negative_gain_constant,0,3,1,20718,19203,1513,15419,3411,976,576,15408,2140,96,0,0,0,24,4,161,382
diagnostic_negative_gain_constant,0,4,0,19780,18985,794,15415,3250,973,576,15408,2140,96,0,0,0,24,4,0,0
diagnostic_negative_gain_constant,0,4,1,20696,19204,1491,15419,3411,973,576,15408,2140,96,0,0,0,24,4,161,288
variant_integer_projection,0,0,0,7937,7172,764,3099,3753,748,366,3092,2660,61,0,0,0,24,4,0,0
variant_integer_projection,0,0,1,8811,7372,1438,3103,3896,748,366,3092,2660,61,0,0,0,24,4,143,198
variant_integer_projection,0,1,0,5699,4910,788,868,3722,1366,972,842,2630,81,0,0,0,24,2,0,0
variant_integer_projection,0,1,1,6699,5215,1483,985,3857,1366,972,842,2630,81,0,0,0,24,2,135,414
variant_integer_projection,0,2,0,5686,4897,788,855,3722,1042,648,842,2630,81,0,0,0,24,3,0,0
variant_integer_projection,0,2,1,6589,5105,1483,873,3859,1042,648,842,2630,81,0,0,0,24,3,137,323
variant_integer_projection,0,3,0,5693,4892,800,850,3722,1000,600,842,2630,75,6,0,0,24,3,0,0
variant_integer_projection,0,3,1,6611,5096,1513,863,3860,1000,600,842,2630,75,6,0,0,24,3,138,294
variant_integer_projection,0,4,0,5692,4897,794,855,3722,1045,648,842,2630,81,0,0,0,24,3,0,0
variant_integer_projection,0,4,1,6600,5108,1491,874,3860,1045,648,842,2630,81,0,0,0,24,3,138,333
variant_matched_W_prune,0,0,0,7577,6812,764,2759,3733,748,366,2749,2640,61,0,0,0,24,4,0,0
variant_matched_W_prune,0,0,1,8448,7009,1438,2763,3873,748,366,2749,2640,61,0,0,0,24,4,140,203
variant_matched_W_prune,0,1,0,5754,4965,788,912,3733,1366,972,894,2640,81,0,0,0,24,2,0,0
variant_matched_W_prune,0,1,1,6721,5237,1483,997,3867,1366,972,894,2640,81,0,0,0,24,2,134,431
variant_matched_W_prune,0,2,0,5744,4955,788,902,3733,1042,648,894,2640,81,0,0,0,24,3,0,0
variant_matched_W_prune,0,2,1,6644,5160,1483,919,3868,1042,648,894,2640,81,0,0,0,24,3,135,323
variant_matched_W_prune,0,3,0,5755,4954,800,901,3733,1003,603,894,2640,80,1,37,0,24,3,0,0
variant_matched_W_prune,0,3,1,6671,5156,1513,912,3871,1003,603,894,2640,80,1,37,0,24,3,138,316
variant_matched_W_prune,0,4,0,5750,4955,794,902,3733,1037,640,894,2640,80,0,0,0,24,3,0,0
variant_matched_W_prune,0,4,1,6644,5152,1491,910,3868,1037,640,894,2640,80,0,0,0,24,3,135,310
diagnostic_directory_holes,0,0,0,7434,6669,764,2657,3692,748,366,2644,2600,61,0,0,0,24,4,0,0
diagnostic_directory_holes,0,0,1,8310,6871,1438,2671,3827,748,366,2644,2600,61,0,0,0,24,4,135,201
diagnostic_directory_holes,0,1,0,5610,4821,788,809,3692,1366,972,770,2600,81,0,0,0,24,2,0,0
diagnostic_directory_holes,0,1,1,6638,5154,1483,950,3831,1366,972,770,2600,81,0,0,0,24,2,139,438
diagnostic_directory_holes,0,2,0,5590,4801,788,789,3692,1042,648,770,2600,81,0,0,0,24,3,0,0
diagnostic_directory_holes,0,2,1,6528,5044,1483,841,3830,1042,648,770,2600,81,0,0,0,24,3,138,300
diagnostic_directory_holes,0,3,0,5590,4789,800,777,3692,760,360,770,2600,67,14,176,0,24,3,0,0
diagnostic_directory_holes,0,3,1,6506,4991,1513,789,3829,760,360,770,2600,67,14,176,0,24,3,137,214
diagnostic_directory_holes,0,4,0,5584,4789,794,777,3692,941,544,770,2600,68,0,0,0,24,3,0,0
diagnostic_directory_holes,0,4,1,6484,4992,1491,790,3828,941,544,770,2600,68,0,0,0,24,3,136,282
variant_response_classes,0,0,0,7933,7168,764,3095,3753,748,366,3087,2660,61,0,0,0,24,4,0,0
variant_response_classes,0,0,1,8800,7361,1438,3099,3889,748,366,3087,2660,61,0,0,0,24,4,136,213
variant_response_classes,0,1,0,5791,5002,788,929,3753,1366,972,914,2660,81,0,0,0,24,2,0,0
variant_response_classes,0,1,1,6776,5292,1483,1021,3898,1366,972,914,2660,81,0,0,0,24,2,145,429
variant_response_classes,0,2,0,5783,4994,788,921,3753,1042,648,914,2660,81,0,0,0,24,3,0,0
variant_response_classes,0,2,1,6688,5204,1483,935,3896,1042,648,914,2660,81,0,0,0,24,3,143,301
variant_response_classes,0,3,0,5795,4994,800,921,3753,1048,648,914,2660,81,0,0,0,24,3,0,0
variant_response_classes,0,3,1,6710,5195,1513,933,3889,1048,648,914,2660,81,0,0,0,24,3,136,322
variant_response_classes,0,4,0,5789,4994,794,921,3753,989,592,914,2660,74,0,0,0,24,3,0,0
variant_response_classes,0,4,1,6688,5196,1491,931,3891,989,592,914,2660,74,0,0,0,24,3,138,293
