file,valid_pixels,raw_R8,deployed_I24,NB0_same_A800,NB0_historical,new_minus_raw,new_minus_NB0
zurich_city_09_a_0001.npy,33225,1.5284746184921,1.57855785740496,1.441070215157643,1.528197658,0.05008323891285982,0.1374876422473168
zurich_city_09_a_0011.npy,34250,0.9453035567326566,1.0033274397406808,0.8313722095046682,0.8308005246,0.05802388300802419,0.17195523023601267
zurich_city_09_a_0021.npy,33116,1.1096432642074898,1.1599758294663436,1.0417437836436136,1.0459005607,0.05033256525885377,0.11823204582272995
zurich_city_09_a_0031.npy,35022,0.958784518475639,0.9124120774475427,0.8975678131551764,0.9180044419,-0.046372441028096234,0.014844264292366294
zurich_city_09_a_0041.npy,37230,0.723173624738558,0.7425489080896346,0.7596378928650955,0.7754596113,0.019375283351076633,-0.017088984775460947
zurich_city_09_a_0051.npy,38432,0.7379932858598086,0.7341228627007667,0.8015255037282287,0.8083599767,-0.003870423159041958,-0.06740264102746207
zurich_city_09_a_0061.npy,35956,1.071027893798041,1.082778787210068,0.9848392951863365,1.0099518335,0.011750893412026953,0.09793949202373153
zurich_city_09_a_0071.npy,35418,1.0330674922848697,1.014089834434399,1.035462181600131,1.0504520345,-0.018977657850470786,-0.02137234716573211
zurich_city_09_a_0081.npy,27455,0.945184475784547,0.9236940987436995,1.0852396924124732,1.0661178519,-0.021490377040847553,-0.16154559366877375
zurich_city_09_a_0091.npy,32271,0.7579241079083028,0.7667607117647822,0.881649335848628,0.893364011,0.008836603856479441,-0.11488862408384581
zurich_city_09_a_0101.npy,32366,0.8898039905299766,0.890009611178076,0.9312775043959879,0.9206300835,0.00020562064809936942,-0.04126789321791191
zurich_city_09_a_0111.npy,27487,1.3184349853826227,1.282477145515951,1.3539738789958289,1.3594956536,-0.03595783986667178,-0.07149673347987795
zurich_city_09_a_0121.npy,19989,1.6290516637130705,1.6700124483030188,1.569748681904153,1.5601064961,0.04096078458994823,0.1002637663988657
zurich_city_09_a_0131.npy,21434,0.8184449708101746,0.7937304423851169,0.9934718886754902,1.0328064677,-0.024714528425057725,-0.19974144629037327
zurich_city_09_a_0141.npy,31781,1.0398077664969432,1.0868368998760176,1.3072855288807466,1.3125715345,0.04702913337907444,-0.22044862900472895
zurich_city_09_a_0151.npy,46463,1.0009313003344207,1.0528704809582905,1.0005384012001919,0.9892553954,0.05193918062386982,0.052332079758098615
zurich_city_09_a_0161.npy,44817,0.7173844365156601,0.7756786166167264,1.002974147729422,1.029919241,0.05829418010106635,-0.22729553111269563
zurich_city_09_a_0171.npy,34887,1.2168091627336894,1.2390074000305733,0.9428988715894724,1.0050836003,0.02219823729688386,0.2961085284411009
zurich_city_09_a_0181.npy,28733,1.2339079267599746,1.191099520459116,1.0487884636335834,1.0259690241,-0.04280840630085869,0.14231105682553258
zurich_city_09_a_0191.npy,29218,1.6217097390506965,1.52549054719365,1.3088325088630715,1.3367170655,-0.09621919185704653,0.2166580383305785
zurich_city_09_a_0201.npy,19687,1.777397393187193,2.983374074967677,1.429902021727698,1.4335929563,1.205976681780484,1.5534720532399788
zurich_city_09_a_0211.npy,39146,0.8247916221384358,0.7948625149532385,1.009622835598743,1.0063831554,-0.029929107185197368,-0.21476032064550465
zurich_city_09_a_0221.npy,38515,0.8575119142005557,0.8755385810387695,0.8803615114914163,0.8736690453,0.018026666838213745,-0.004822930452646812
zurich_city_09_a_0231.npy,47105,0.9059945004213054,0.8868041514231143,0.98850638206874,1.0038469576,-0.019190348998191054,-0.10170223064562567
zurich_city_09_a_0241.npy,51409,0.8662799731105084,0.7915958617933904,0.956504443699219,0.9234784097,-0.07468411131711805,-0.1649085819058287
zurich_city_09_a_0251.npy,42120,1.4446405462989156,1.4231037970082632,1.1793380738990664,1.2032533535,-0.021536749290652413,0.24376572310919675
zurich_city_09_a_0261.npy,47118,0.8370781466470014,0.8044877544977621,0.8377909666593732,0.8190749156,-0.03259039214923931,-0.03330321216161114
zurich_city_09_a_0271.npy,41759,3.676729893875293,3.685992965681891,2.2552338332168587,2.1410597865,0.009263071806598244,1.4307591324650324
zurich_city_09_a_0281.npy,43202,1.052086466411702,1.0290015957023966,1.0378013808011042,1.0084145048,-0.023084870709305427,-0.008799785098707602
zurich_city_09_a_0291.npy,37953,0.9487190568201312,0.932610354083105,1.1922188474969293,1.2714910136,-0.016108702737026248,-0.2596084934138243
zurich_city_09_a_0301.npy,33129,1.2481216456380388,1.2920129913822416,1.1766522193834672,1.2403096607,0.043891345744202725,0.11536077199877437
zurich_city_09_a_0311.npy,30937,1.0442752138368088,1.0460124799267378,1.0381681321848955,1.0576429771,0.0017372660899290793,0.007844347741842395
zurich_city_09_a_0321.npy,31942,1.02378928053351,1.0444671816228095,1.1850035497391864,1.1574161762,0.020677901089299455,-0.14053636811637693
zurich_city_09_a_0331.npy,30768,1.040677666986445,1.04379399175974,1.4377478263114476,1.2995670217,0.0031163247732950428,-0.3939538345517075
zurich_city_09_a_0341.npy,29501,1.2922441811511034,1.1989405809515075,1.5636795858026653,1.5637658469,-0.09330360019959594,-0.36473900485115784
zurich_city_09_a_0351.npy,37493,0.832070809455874,0.8366489758955683,0.7789320695711567,0.7794112193,0.004578166439694331,0.05771690632441162
