case	real	time	intersection	reduce	stress	cycles_through_done_handshake	last_gate	source_reads	w_reads	w_zero	packets	events	commits	source_req_wait	w_req_wait	w_response_wait	output_wait	barrier_wait	psn_issues	nr_peak	w_pending_peak	w_accept_peak	source_accept_peak	first_tile0	first_tile1	w_metadata_reads	w_value_reads	compare_active_PE_beats	weight_pointer_advances_without_value	nrv_skips	nnz_tile0	nnz_tile1	image_bytes_tile0	image_bytes_tile1	frontend_load_beats	configuration_beats	rank_catchup_pe_beats	producer_calendar	source_writes	first_write	last_write	producer_write_wait	service_from_first_write
full_nrv_backpressure_packed_class	0	0	4	0	1	7942	7935	288	3076	0	768	12288	3072	284	1008	0	17	53	2016	2	4	3	4	0	4	4	3072	0	0	0	384	384	386	386	11	83	0	0	288	1	72	0	7935
full_nrv_backpressure_packed_class	0	0	4	1	0	2828	2821	288	3076	0	768	12288	3072	284	0	0	0	0	2016	1	4	4	4	0	0	4	3072	0	0	0	384	384	386	386	3	83	0	0	288	1	72	0	2821
full_nrv_backpressure_packed_class	0	0	4	1	1	7938	7931	288	3076	0	768	12288	3072	284	1008	0	30	8	2016	1	4	3	4	0	4	4	3072	0	0	0	384	384	386	386	11	83	0	0	288	1	72	0	7931
full_nrv_backpressure_packed_class	0	0	5	0	0	2837	2830	288	3076	0	768	12288	3072	284	0	0	0	0	2016	2	4	4	4	0	0	4	3072	0	0	0	384	384	386	386	3	83	0	0	288	1	72	0	2830
full_nrv_backpressure_packed_class	0	0	5	0	1	7942	7935	288	3076	0	768	12288	3072	284	1006	0	17	53	2016	2	4	3	4	0	4	4	3072	0	0	0	384	384	386	386	12	83	0	0	288	1	72	0	7935
full_nrv_backpressure_packed_class	0	0	5	1	0	2825	2818	288	3076	0	768	12288	3072	284	0	0	0	0	2016	1	4	4	4	0	0	4	3072	0	0	0	384	384	386	386	3	83	0	0	288	1	72	0	2818
full_nrv_backpressure_packed_class	0	0	5	1	1	7938	7931	288	3076	0	768	12288	3072	284	1006	0	30	8	2016	1	4	3	4	0	4	4	3072	0	0	0	384	384	386	386	12	83	0	0	288	1	72	0	7931
full_nrv_backpressure_packed_class	0	0	6	0	0	2837	2830	288	3076	0	768	12288	3072	284	0	0	0	0	2016	2	4	4	4	0	0	4	3072	0	0	0	384	384	386	386	3	83	0	0	288	1	72	0	2830
full_nrv_backpressure_packed_class	0	0	6	0	1	7942	7935	288	3076	0	768	12288	3072	284	1006	0	17	53	2016	2	4	3	4	0	4	4	3072	0	0	0	384	384	386	386	12	83	0	0	288	1	72	0	7935
full_nrv_backpressure_packed_class	0	0	6	1	0	2825	2818	288	3076	0	768	12288	3072	284	0	0	0	0	2016	1	4	4	4	0	0	4	3072	0	0	0	384	384	386	386	3	83	0	0	288	1	72	0	2818
full_nrv_backpressure_packed_class	0	0	6	1	1	7938	7931	288	3076	0	768	12288	3072	284	1006	0	30	8	2016	1	4	3	4	0	4	4	3072	0	0	0	384	384	386	386	12	83	0	0	288	1	72	0	7931
full_nrv_backpressure_packed_class	0	0	3	0	0	2776	2769	288	3076	0	768	12288	3072	26	0	0	0	0	2016	2	4	4	1	0	0	4	3072	0	0	0	384	384	386	386	3	83	0	1	288	1	572	0	2769
full_nrv_backpressure_packed_class	0	0	3	0	1	7866	7859	288	3076	0	768	12288	3072	8	983	0	28	47	2016	2	4	3	2	0	4	4	3072	0	0	0	384	384	386	386	11	83	0	1	288	1	572	0	7859
full_nrv_backpressure_packed_class	0	0	3	1	0	2764	2757	288	3076	0	768	12288	3072	26	0	0	0	0	2016	1	4	4	1	0	0	4	3072	0	0	0	384	384	386	386	3	83	0	1	288	1	572	0	2757
full_nrv_backpressure_packed_class	0	0	3	1	1	7862	7855	288	3076	0	768	12288	3072	8	983	0	38	8	2016	1	4	3	2	0	4	4	3072	0	0	0	384	384	386	386	11	83	0	1	288	1	572	0	7855
full_nrv_backpressure_packed_class	0	0	4	0	0	2776	2769	288	3076	0	768	12288	3072	22	0	0	0	0	2016	2	4	4	2	0	0	4	3072	0	0	0	384	384	386	386	3	83	0	1	288	1	572	0	2769
full_nrv_backpressure_packed_class	0	0	4	0	1	7868	7861	288	3076	0	768	12288	3072	10	993	0	21	49	2016	2	4	4	2	0	4	4	3072	0	0	0	384	384	386	386	11	83	0	1	288	1	572	0	7861
full_nrv_backpressure_packed_class	0	0	4	1	0	2764	2757	288	3076	0	768	12288	3072	22	0	0	0	0	2016	1	4	4	2	0	0	4	3072	0	0	0	384	384	386	386	3	83	0	1	288	1	572	0	2757
full_nrv_backpressure_packed_class	0	0	4	1	1	7862	7855	288	3076	0	768	12288	3072	10	993	0	30	8	2016	1	4	4	2	0	4	4	3072	0	0	0	384	384	386	386	11	83	0	1	288	1	572	0	7855
full_nrv_backpressure_packed_class	0	0	5	0	0	2776	2769	288	3076	0	768	12288	3072	22	0	0	0	0	2016	2	4	4	2	0	0	4	3072	0	0	0	384	384	386	386	3	83	0	1	288	1	572	0	2769
full_nrv_backpressure_packed_class	0	0	5	0	1	7868	7861	288	3076	0	768	12288	3072	10	993	0	21	49	2016	2	4	4	2	0	4	4	3072	0	0	0	384	384	386	386	11	83	0	1	288	1	572	0	7861
full_nrv_backpressure_packed_class	0	0	5	1	0	2764	2757	288	3076	0	768	12288	3072	22	0	0	0	0	2016	1	4	4	2	0	0	4	3072	0	0	0	384	384	386	386	3	83	0	1	288	1	572	0	2757
full_nrv_backpressure_packed_class	0	0	5	1	1	7862	7855	288	3076	0	768	12288	3072	10	993	0	30	8	2016	1	4	4	2	0	4	4	3072	0	0	0	384	384	386	386	11	83	0	1	288	1	572	0	7855
full_nrv_backpressure_packed_class	0	0	6	0	0	2776	2769	288	3076	0	768	12288	3072	22	0	0	0	0	2016	2	4	4	2	0	0	4	3072	0	0	0	384	384	386	386	3	83	0	1	288	1	572	0	2769
full_nrv_backpressure_packed_class	0	0	6	0	1	7868	7861	288	3076	0	768	12288	3072	10	993	0	21	49	2016	2	4	4	2	0	4	4	3072	0	0	0	384	384	386	386	11	83	0	1	288	1	572	0	7861
full_nrv_backpressure_packed_class	0	0	6	1	0	2764	2757	288	3076	0	768	12288	3072	22	0	0	0	0	2016	1	4	4	2	0	0	4	3072	0	0	0	384	384	386	386	3	83	0	1	288	1	572	0	2757
full_nrv_backpressure_packed_class	0	0	6	1	1	7862	7855	288	3076	0	768	12288	3072	10	993	0	30	8	2016	1	4	4	2	0	4	4	3072	0	0	0	384	384	386	386	11	83	0	1	288	1	572	0	7855
full_nrv_backpressure_packed_time	0	1	3	0	0	4962	4955	288	3076	0	768	36864	9216	284	0	8812	0	0	1024	2	4	4	4	0	0	4	3072	0	0	0	384	384	386	386	3	52	0	0	288	1	72	0	4955
full_nrv_backpressure_packed_time	0	1	3	0	1	7845	7838	288	3076	0	768	36864	9216	284	986	0	15	57	1024	2	4	3	4	4	0	4	3072	0	0	0	384	384	386	386	12	52	0	0	288	1	72	0	7838
full_nrv_backpressure_packed_time	0	1	3	1	0	2693	2686	288	3076	0	768	36864	9216	284	0	0	0	0	1024	2	4	4	4	0	0	4	3072	0	0	0	384	384	386	386	3	52	0	0	288	1	72	0	2686
full_nrv_backpressure_packed_time	0	1	3	1	1	7808	7801	288	3076	0	768	36864	9216	284	986	0	11	40	1024	1	4	3	4	4	0	4	3072	0	0	0	384	384	386	386	12	52	0	0	288	1	72	0	7801
full_nrv_backpressure_packed_time	0	1	4	0	0	4965	4958	288	3076	0	768	36864	9216	284	0	8812	0	0	1024	2	4	4	4	0	0	4	3072	0	0	0	384	384	386	386	3	52	0	0	288	1	72	0	4958
full_nrv_backpressure_packed_time	0	1	4	0	1	7850	7843	288	3076	0	768	36864	9216	284	982	0	15	59	1024	2	4	3	4	4	0	4	3072	0	0	0	384	384	386	386	9	52	0	0	288	1	72	0	7843
full_nrv_backpressure_packed_time	0	1	4	1	0	2696	2689	288	3076	0	768	36864	9216	284	0	0	0	0	1024	2	4	4	4	0	0	4	3072	0	0	0	384	384	386	386	3	52	0	0	288	1	72	0	2689
full_nrv_backpressure_packed_time	0	1	4	1	1	7813	7806	288	3076	0	768	36864	9216	284	982	0	12	40	1024	1	4	3	4	4	0	4	3072	0	0	0	384	384	386	386	9	52	0	0	288	1	72	0	7806
full_nrv_backpressure_packed_time	0	1	5	0	0	4962	4955	288	3076	0	768	36864	9216	284	0	8812	0	0	1024	2	4	4	4	0	0	4	3072	0	0	0	384	384	386	386	3	52	0	0	288	1	72	0	4955
full_nrv_backpressure_packed_time	0	1	5	0	1	7850	7843	288	3076	0	768	36864	9216	284	986	0	15	59	1024	2	4	3	4	4	0	4	3072	0	0	0	384	384	386	386	8	52	0	0	288	1	72	0	7843
full_nrv_backpressure_packed_time	0	1	5	1	0	2693	2686	288	3076	0	768	36864	9216	284	0	0	0	0	1024	2	4	4	4	0	0	4	3072	0	0	0	384	384	386	386	3	52	0	0	288	1	72	0	2686
full_nrv_backpressure_packed_time	0	1	5	1	1	7813	7806	288	3076	0	768	36864	9216	284	986	0	12	40	1024	1	4	3	4	4	0	4	3072	0	0	0	384	384	386	386	8	52	0	0	288	1	72	0	7806
full_nrv_backpressure_packed_time	0	1	6	0	0	4962	4955	288	3076	0	768	36864	9216	284	0	8812	0	0	1024	2	4	4	4	0	0	4	3072	0	0	0	384	384	386	386	3	52	0	0	288	1	72	0	4955
full_nrv_backpressure_packed_time	0	1	6	0	1	7850	7843	288	3076	0	768	36864	9216	284	986	0	15	59	1024	2	4	3	4	4	0	4	3072	0	0	0	384	384	386	386	8	52	0	0	288	1	72	0	7843
full_nrv_backpressure_packed_time	0	1	6	1	0	2693	2686	288	3076	0	768	36864	9216	284	0	0	0	0	1024	2	4	4	4	0	0	4	3072	0	0	0	384	384	386	386	3	52	0	0	288	1	72	0	2686
full_nrv_backpressure_packed_time	0	1	6	1	1	7813	7806	288	3076	0	768	36864	9216	284	986	0	12	40	1024	1	4	3	4	4	0	4	3072	0	0	0	384	384	386	386	8	52	0	0	288	1	72	0	7806
full_nrv_backpressure_packed_time	0	1	3	0	0	4891	4884	288	3076	0	768	36864	9216	14	0	8796	0	0	1024	2	4	4	1	0	0	4	3072	0	0	0	384	384	386	386	3	52	0	1	288	1	572	0	4884
full_nrv_backpressure_packed_time	0	1	3	0	1	7786	7779	288	3076	0	768	36864	9216	7	1024	0	22	53	1024	2	4	3	2	4	0	4	3072	0	0	0	384	384	386	386	12	52	0	1	288	1	572	0	7779
full_nrv_backpressure_packed_time	0	1	3	1	0	2632	2625	288	3076	0	768	36864	9216	26	0	0	0	0	1024	2	4	4	1	0	0	4	3072	0	0	0	384	384	386	386	3	52	0	1	288	1	572	0	2625
full_nrv_backpressure_packed_time	0	1	3	1	1	7748	7741	288	3076	0	768	36864	9216	7	1024	0	16	39	1024	1	4	3	2	4	0	4	3072	0	0	0	384	384	386	386	12	52	0	1	288	1	572	0	7741
full_nrv_backpressure_packed_time	0	1	4	0	0	4894	4887	288	3076	0	768	36864	9216	8	0	8810	0	0	1024	2	4	4	2	0	0	4	3072	0	0	0	384	384	386	386	3	52	0	1	288	1	572	0	4887
full_nrv_backpressure_packed_time	0	1	4	0	1	7786	7779	288	3076	0	768	36864	9216	7	1018	0	22	53	1024	2	4	4	2	4	0	4	3072	0	0	0	384	384	386	386	9	52	0	1	288	1	572	0	7779
full_nrv_backpressure_packed_time	0	1	4	1	0	2632	2625	288	3076	0	768	36864	9216	22	0	0	0	0	1024	2	4	4	2	0	0	4	3072	0	0	0	384	384	386	386	3	52	0	1	288	1	572	0	2625
full_nrv_backpressure_packed_time	0	1	4	1	1	7748	7741	288	3076	0	768	36864	9216	7	1018	0	16	39	1024	1	4	4	2	4	0	4	3072	0	0	0	384	384	386	386	9	52	0	1	288	1	572	0	7741
full_nrv_backpressure_packed_time	0	1	5	0	0	4894	4887	288	3076	0	768	36864	9216	8	0	8810	0	0	1024	2	4	4	2	0	0	4	3072	0	0	0	384	384	386	386	3	52	0	1	288	1	572	0	4887
full_nrv_backpressure_packed_time	0	1	5	0	1	7786	7779	288	3076	0	768	36864	9216	7	1018	0	22	53	1024	2	4	4	2	4	0	4	3072	0	0	0	384	384	386	386	9	52	0	1	288	1	572	0	7779
full_nrv_backpressure_packed_time	0	1	5	1	0	2632	2625	288	3076	0	768	36864	9216	22	0	0	0	0	1024	2	4	4	2	0	0	4	3072	0	0	0	384	384	386	386	3	52	0	1	288	1	572	0	2625
full_nrv_backpressure_packed_time	0	1	5	1	1	7748	7741	288	3076	0	768	36864	9216	7	1018	0	16	39	1024	1	4	4	2	4	0	4	3072	0	0	0	384	384	386	386	9	52	0	1	288	1	572	0	7741
full_nrv_backpressure_packed_time	0	1	6	0	0	4894	4887	288	3076	0	768	36864	9216	8	0	8810	0	0	1024	2	4	4	2	0	0	4	3072	0	0	0	384	384	386	386	3	52	0	1	288	1	572	0	4887
full_nrv_backpressure_packed_time	0	1	6	0	1	7786	7779	288	3076	0	768	36864	9216	7	1018	0	22	53	1024	2	4	4	2	4	0	4	3072	0	0	0	384	384	386	386	9	52	0	1	288	1	572	0	7779
full_nrv_backpressure_packed_time	0	1	6	1	0	2632	2625	288	3076	0	768	36864	9216	22	0	0	0	0	1024	2	4	4	2	0	0	4	3072	0	0	0	384	384	386	386	3	52	0	1	288	1	572	0	2625
full_nrv_backpressure_packed_time	0	1	6	1	1	7748	7741	288	3076	0	768	36864	9216	7	1018	0	16	39	1024	1	4	4	2	4	0	4	3072	0	0	0	384	384	386	386	9	52	0	1	288	1	572	0	7741
asymmetric_tail_cancel_packed_class	0	0	3	0	0	1777	1770	288	148	0	16	192	64	284	0	0	0	32	2016	1	4	4	4	4	0	100	48	0	0	3024	5	7	55	57	75	83	0	0	288	1	72	0	1770
asymmetric_tail_cancel_packed_class	0	0	3	0	1	2012	2005	288	148	0	16	192	64	284	50	0	24	32	2016	1	4	4	4	4	0	100	48	0	0	3024	5	7	55	57	246	83	0	0	288	1	72	0	2005
asymmetric_tail_cancel_packed_class	0	0	3	1	0	1769	1762	288	148	0	16	192	64	284	0	0	0	0	2016	1	4	4	4	0	0	100	48	0	0	3024	5	7	55	57	75	83	0	0	288	1	72	0	1762
asymmetric_tail_cancel_packed_class	0	0	3	1	1	2010	2003	288	148	0	16	192	64	284	50	0	33	0	2016	1	4	4	4	0	0	100	48	0	0	3024	5	7	55	57	246	83	0	0	288	1	72	0	2003
asymmetric_tail_cancel_packed_class	0	0	4	0	0	1851	1844	288	148	0	16	192	64	284	0	0	0	32	2016	1	4	4	4	4	0	100	48	0	0	3024	5	7	55	57	75	83	3072	0	288	1	72	0	1844
asymmetric_tail_cancel_packed_class	0	0	4	0	1	2090	2083	288	148	0	16	192	64	284	41	0	25	32	2016	1	4	3	4	4	0	100	48	0	0	3024	5	7	55	57	252	83	3072	0	288	1	72	0	2083
asymmetric_tail_cancel_packed_class	0	0	4	1	0	1843	1836	288	148	0	16	192	64	284	0	0	0	0	2016	1	4	4	4	0	0	100	48	0	0	3024	5	7	55	57	75	83	3072	0	288	1	72	0	1836
asymmetric_tail_cancel_packed_class	0	0	4	1	1	2088	2081	288	148	0	16	192	64	284	41	0	31	0	2016	1	4	3	4	0	0	100	48	0	0	3024	5	7	55	57	252	83	3072	0	288	1	72	0	2081
asymmetric_tail_cancel_packed_class	0	0	5	0	0	1848	1841	288	148	0	16	192	64	284	0	0	0	32	2016	1	4	4	4	4	0	100	48	0	0	3024	5	7	55	57	75	83	3072	0	288	1	72	0	1841
asymmetric_tail_cancel_packed_class	0	0	5	0	1	2090	2083	288	148	0	16	192	64	284	39	0	25	32	2016	1	4	3	4	4	0	100	48	0	0	3024	5	7	55	57	255	83	3072	0	288	1	72	0	2083
asymmetric_tail_cancel_packed_class	0	0	5	1	0	1840	1833	288	148	0	16	192	64	284	0	0	0	0	2016	1	4	4	4	0	0	100	48	0	0	3024	5	7	55	57	75	83	3072	0	288	1	72	0	1833
asymmetric_tail_cancel_packed_class	0	0	5	1	1	2088	2081	288	148	0	16	192	64	284	39	0	31	0	2016	1	4	3	4	0	0	100	48	0	0	3024	5	7	55	57	255	83	3072	0	288	1	72	0	2081
asymmetric_tail_cancel_packed_class	0	0	6	0	0	1848	1841	288	148	0	16	192	64	284	0	0	0	32	2016	1	4	4	4	4	0	100	48	0	0	3024	5	7	55	57	75	83	3072	0	288	1	72	0	1841
asymmetric_tail_cancel_packed_class	0	0	6	0	1	2090	2083	288	148	0	16	192	64	284	39	0	25	32	2016	1	4	3	4	4	0	100	48	0	0	3024	5	7	55	57	255	83	3072	0	288	1	72	0	2083
asymmetric_tail_cancel_packed_class	0	0	6	1	0	1840	1833	288	148	0	16	192	64	284	0	0	0	0	2016	1	4	4	4	0	0	100	48	0	0	3024	5	7	55	57	75	83	3072	0	288	1	72	0	1833
asymmetric_tail_cancel_packed_class	0	0	6	1	1	2088	2081	288	148	0	16	192	64	284	39	0	31	0	2016	1	4	3	4	0	0	100	48	0	0	3024	5	7	55	57	255	83	3072	0	288	1	72	0	2081
asymmetric_tail_cancel_packed_class	0	0	3	0	0	1781	1774	288	148	0	16	192	64	26	0	0	0	32	2016	1	4	4	2	4	0	100	48	0	0	3024	5	7	55	57	75	83	0	1	288	1	572	0	1774
asymmetric_tail_cancel_packed_class	0	0	3	0	1	2012	2005	288	148	0	16	192	64	10	45	0	23	32	2016	1	4	4	2	4	0	100	48	0	0	3024	5	7	55	57	246	83	0	1	288	1	572	0	2005
asymmetric_tail_cancel_packed_class	0	0	3	1	0	1773	1766	288	148	0	16	192	64	26	0	0	0	0	2016	1	4	4	2	0	0	100	48	0	0	3024	5	7	55	57	75	83	0	1	288	1	572	0	1766
asymmetric_tail_cancel_packed_class	0	0	3	1	1	2010	2003	288	148	0	16	192	64	10	45	0	29	0	2016	1	4	4	2	0	0	100	48	0	0	3024	5	7	55	57	246	83	0	1	288	1	572	0	2003
asymmetric_tail_cancel_packed_class	0	0	4	0	0	1787	1780	288	148	0	16	192	64	37	0	0	0	32	2016	1	4	4	2	4	0	100	48	0	0	3024	5	7	55	57	75	83	3072	1	288	1	572	0	1780
asymmetric_tail_cancel_packed_class	0	0	4	0	1	2029	2022	288	148	0	16	192	64	13	32	0	39	32	2016	1	4	4	2	4	0	100	48	0	0	3024	5	7	55	57	247	83	3072	1	288	1	572	0	2022
asymmetric_tail_cancel_packed_class	0	0	4	1	0	1779	1772	288	148	0	16	192	64	37	0	0	0	0	2016	1	4	4	2	0	0	100	48	0	0	3024	5	7	55	57	75	83	3072	1	288	1	572	0	1772
asymmetric_tail_cancel_packed_class	0	0	4	1	1	2010	2003	288	148	0	16	192	64	13	32	0	23	0	2016	1	4	4	2	0	0	100	48	0	0	3024	5	7	55	57	247	83	3072	1	288	1	572	0	2003
asymmetric_tail_cancel_packed_class	0	0	5	0	0	1787	1780	288	148	0	16	192	64	37	0	0	0	32	2016	1	4	4	2	4	0	100	48	0	0	3024	5	7	55	57	75	83	3072	1	288	1	572	0	1780
asymmetric_tail_cancel_packed_class	0	0	5	0	1	2029	2022	288	148	0	16	192	64	13	32	0	39	32	2016	1	4	4	2	4	0	100	48	0	0	3024	5	7	55	57	247	83	3072	1	288	1	572	0	2022
asymmetric_tail_cancel_packed_class	0	0	5	1	0	1779	1772	288	148	0	16	192	64	37	0	0	0	0	2016	1	4	4	2	0	0	100	48	0	0	3024	5	7	55	57	75	83	3072	1	288	1	572	0	1772
asymmetric_tail_cancel_packed_class	0	0	5	1	1	2010	2003	288	148	0	16	192	64	13	32	0	23	0	2016	1	4	4	2	0	0	100	48	0	0	3024	5	7	55	57	247	83	3072	1	288	1	572	0	2003
asymmetric_tail_cancel_packed_class	0	0	6	0	0	1787	1780	288	148	0	16	192	64	37	0	0	0	32	2016	1	4	4	2	4	0	100	48	0	0	3024	5	7	55	57	75	83	3072	1	288	1	572	0	1780
asymmetric_tail_cancel_packed_class	0	0	6	0	1	2029	2022	288	148	0	16	192	64	13	32	0	39	32	2016	1	4	4	2	4	0	100	48	0	0	3024	5	7	55	57	247	83	3072	1	288	1	572	0	2022
asymmetric_tail_cancel_packed_class	0	0	6	1	0	1779	1772	288	148	0	16	192	64	37	0	0	0	0	2016	1	4	4	2	0	0	100	48	0	0	3024	5	7	55	57	75	83	3072	1	288	1	572	0	1772
asymmetric_tail_cancel_packed_class	0	0	6	1	1	2010	2003	288	148	0	16	192	64	13	32	0	23	0	2016	1	4	4	2	0	0	100	48	0	0	3024	5	7	55	57	247	83	3072	1	288	1	572	0	2003
asymmetric_tail_cancel_packed_time	0	1	3	0	0	1637	1630	288	148	0	16	192	64	284	0	0	0	32	1024	1	4	4	4	4	0	100	48	0	0	3024	5	7	55	57	75	52	0	0	288	1	72	0	1630
asymmetric_tail_cancel_packed_time	0	1	3	0	1	1881	1874	288	148	0	16	192	64	284	52	0	10	32	1024	1	4	3	4	4	0	100	48	0	0	3024	5	7	55	57	251	52	0	0	288	1	72	0	1874
asymmetric_tail_cancel_packed_time	0	1	3	1	0	1629	1622	288	148	0	16	192	64	284	0	0	0	0	1024	1	4	4	4	0	0	100	48	0	0	3024	5	7	55	57	75	52	0	0	288	1	72	0	1622
asymmetric_tail_cancel_packed_time	0	1	3	1	1	1879	1872	288	148	0	16	192	64	284	52	0	10	0	1024	1	4	3	4	0	0	100	48	0	0	3024	5	7	55	57	251	52	0	0	288	1	72	0	1872
asymmetric_tail_cancel_packed_time	0	1	4	0	0	1711	1704	288	148	0	16	192	64	284	0	0	0	32	1024	1	4	4	4	4	0	100	48	0	0	3024	5	7	55	57	75	52	3072	0	288	1	72	0	1704
asymmetric_tail_cancel_packed_time	0	1	4	0	1	1955	1948	288	148	0	16	192	64	284	49	0	11	32	1024	1	4	4	4	4	0	100	48	0	0	3024	5	7	55	57	251	52	3072	0	288	1	72	0	1948
asymmetric_tail_cancel_packed_time	0	1	4	1	0	1703	1696	288	148	0	16	192	64	284	0	0	0	0	1024	1	4	4	4	0	0	100	48	0	0	3024	5	7	55	57	75	52	3072	0	288	1	72	0	1696
asymmetric_tail_cancel_packed_time	0	1	4	1	1	1942	1935	288	148	0	16	192	64	284	49	0	11	0	1024	1	4	4	4	0	0	100	48	0	0	3024	5	7	55	57	251	52	3072	0	288	1	72	0	1935
asymmetric_tail_cancel_packed_time	0	1	5	0	0	1708	1701	288	148	0	16	192	64	284	0	0	0	32	1024	1	4	4	4	4	0	100	48	0	0	3024	5	7	55	57	75	52	3072	0	288	1	72	0	1701
asymmetric_tail_cancel_packed_time	0	1	5	0	1	1955	1948	288	148	0	16	192	64	284	47	0	11	32	1024	1	4	3	4	4	0	100	48	0	0	3024	5	7	55	57	254	52	3072	0	288	1	72	0	1948
asymmetric_tail_cancel_packed_time	0	1	5	1	0	1700	1693	288	148	0	16	192	64	284	0	0	0	0	1024	1	4	4	4	0	0	100	48	0	0	3024	5	7	55	57	75	52	3072	0	288	1	72	0	1693
asymmetric_tail_cancel_packed_time	0	1	5	1	1	1942	1935	288	148	0	16	192	64	284	47	0	11	0	1024	1	4	3	4	0	0	100	48	0	0	3024	5	7	55	57	254	52	3072	0	288	1	72	0	1935
asymmetric_tail_cancel_packed_time	0	1	6	0	0	1708	1701	288	148	0	16	192	64	284	0	0	0	32	1024	1	4	4	4	4	0	100	48	0	0	3024	5	7	55	57	75	52	3072	0	288	1	72	0	1701
asymmetric_tail_cancel_packed_time	0	1	6	0	1	1955	1948	288	148	0	16	192	64	284	47	0	11	32	1024	1	4	3	4	4	0	100	48	0	0	3024	5	7	55	57	254	52	3072	0	288	1	72	0	1948
asymmetric_tail_cancel_packed_time	0	1	6	1	0	1700	1693	288	148	0	16	192	64	284	0	0	0	0	1024	1	4	4	4	0	0	100	48	0	0	3024	5	7	55	57	75	52	3072	0	288	1	72	0	1693
asymmetric_tail_cancel_packed_time	0	1	6	1	1	1942	1935	288	148	0	16	192	64	284	47	0	11	0	1024	1	4	3	4	0	0	100	48	0	0	3024	5	7	55	57	254	52	3072	0	288	1	72	0	1935
asymmetric_tail_cancel_packed_time	0	1	3	0	0	1641	1634	288	148	0	16	192	64	26	0	0	0	32	1024	1	4	4	2	4	0	100	48	0	0	3024	5	7	55	57	75	52	0	1	288	1	572	0	1634
asymmetric_tail_cancel_packed_time	0	1	3	0	1	1883	1876	288	148	0	16	192	64	19	52	0	9	32	1024	1	4	3	2	4	0	100	48	0	0	3024	5	7	55	57	251	52	0	1	288	1	572	0	1876
asymmetric_tail_cancel_packed_time	0	1	3	1	0	1633	1626	288	148	0	16	192	64	26	0	0	0	0	1024	1	4	4	2	0	0	100	48	0	0	3024	5	7	55	57	75	52	0	1	288	1	572	0	1626
asymmetric_tail_cancel_packed_time	0	1	3	1	1	1879	1872	288	148	0	16	192	64	19	52	0	6	0	1024	1	4	3	2	0	0	100	48	0	0	3024	5	7	55	57	251	52	0	1	288	1	572	0	1872
asymmetric_tail_cancel_packed_time	0	1	4	0	0	1647	1640	288	148	0	16	192	64	37	0	0	0	32	1024	1	4	4	2	4	0	100	48	0	0	3024	5	7	55	57	75	52	3072	1	288	1	572	0	1640
asymmetric_tail_cancel_packed_time	0	1	4	0	1	1883	1876	288	148	0	16	192	64	19	52	0	9	32	1024	1	4	4	2	4	0	100	48	0	0	3024	5	7	55	57	247	52	3072	1	288	1	572	0	1876
asymmetric_tail_cancel_packed_time	0	1	4	1	0	1639	1632	288	148	0	16	192	64	37	0	0	0	0	1024	1	4	4	2	0	0	100	48	0	0	3024	5	7	55	57	75	52	3072	1	288	1	572	0	1632
asymmetric_tail_cancel_packed_time	0	1	4	1	1	1879	1872	288	148	0	16	192	64	19	52	0	6	0	1024	1	4	4	2	0	0	100	48	0	0	3024	5	7	55	57	247	52	3072	1	288	1	572	0	1872
asymmetric_tail_cancel_packed_time	0	1	5	0	0	1647	1640	288	148	0	16	192	64	37	0	0	0	32	1024	1	4	4	2	4	0	100	48	0	0	3024	5	7	55	57	75	52	3072	1	288	1	572	0	1640
asymmetric_tail_cancel_packed_time	0	1	5	0	1	1883	1876	288	148	0	16	192	64	19	52	0	9	32	1024	1	4	4	2	4	0	100	48	0	0	3024	5	7	55	57	247	52	3072	1	288	1	572	0	1876
asymmetric_tail_cancel_packed_time	0	1	5	1	0	1639	1632	288	148	0	16	192	64	37	0	0	0	0	1024	1	4	4	2	0	0	100	48	0	0	3024	5	7	55	57	75	52	3072	1	288	1	572	0	1632
asymmetric_tail_cancel_packed_time	0	1	5	1	1	1879	1872	288	148	0	16	192	64	19	52	0	6	0	1024	1	4	4	2	0	0	100	48	0	0	3024	5	7	55	57	247	52	3072	1	288	1	572	0	1872
asymmetric_tail_cancel_packed_time	0	1	6	0	0	1647	1640	288	148	0	16	192	64	37	0	0	0	32	1024	1	4	4	2	4	0	100	48	0	0	3024	5	7	55	57	75	52	3072	1	288	1	572	0	1640
asymmetric_tail_cancel_packed_time	0	1	6	0	1	1883	1876	288	148	0	16	192	64	19	52	0	9	32	1024	1	4	4	2	4	0	100	48	0	0	3024	5	7	55	57	247	52	3072	1	288	1	572	0	1876
asymmetric_tail_cancel_packed_time	0	1	6	1	0	1639	1632	288	148	0	16	192	64	37	0	0	0	0	1024	1	4	4	2	0	0	100	48	0	0	3024	5	7	55	57	75	52	3072	1	288	1	572	0	1632
asymmetric_tail_cancel_packed_time	0	1	6	1	1	1879	1872	288	148	0	16	192	64	19	52	0	6	0	1024	1	4	4	2	0	0	100	48	0	0	3024	5	7	55	57	247	52	3072	1	288	1	572	0	1872
S15_limits_packed_class	0	0	3	0	0	2111	2104	288	1128	0	260	4112	1040	284	0	0	0	20	2016	2	4	4	4	0	4	100	1028	0	0	2044	129	128	179	178	75	83	0	0	288	1	72	0	2104
