case	real	time	intersection	reduce	stress	cycles_through_done_handshake	last_gate	source_reads	w_reads	w_zero	packets	events	commits	source_req_wait	w_req_wait	w_response_wait	output_wait	barrier_wait	psn_issues	nr_peak	w_pending_peak	w_accept_peak	source_accept_peak	first_tile0	first_tile1	w_metadata_reads	w_value_reads	compare_active_PE_beats	weight_pointer_advances_without_value	nrv_skips	nnz_tile0	nnz_tile1	image_bytes_tile0	image_bytes_tile1	frontend_load_beats	configuration_beats	rank_catchup_pe_beats	producer_calendar	source_writes	first_write	last_write	producer_write_wait	service_from_first_write
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	5	1	0	2850	2843	288	2926	61	719	8187	6280	284	0	0	0	6	2688	2	4	4	4	1	2	4	2922	0	0	0	375	377	386	386	3	104	0	0	288	1	72	0	2843
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	5	1	1	7692	7685	288	2926	61	719	8187	6280	284	947	0	5	15	2688	2	4	3	4	1	3	4	2922	0	0	0	375	377	386	386	12	104	0	0	288	1	72	0	7685
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	6	0	0	2853	2846	288	2926	61	719	8187	6280	284	0	0	0	8	2688	2	4	4	4	1	3	4	2922	0	0	0	375	377	386	386	3	104	0	0	288	1	72	0	2846
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	6	0	1	7693	7686	288	2926	61	719	8187	6280	284	947	0	0	23	2688	2	4	3	4	1	3	4	2922	0	0	0	375	377	386	386	12	104	0	0	288	1	72	0	7686
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	6	1	0	2850	2843	288	2926	61	719	8187	6280	284	0	0	0	6	2688	2	4	4	4	1	2	4	2922	0	0	0	375	377	386	386	3	104	0	0	288	1	72	0	2843
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	6	1	1	7692	7685	288	2926	61	719	8187	6280	284	947	0	5	15	2688	2	4	3	4	1	3	4	2922	0	0	0	375	377	386	386	12	104	0	0	288	1	72	0	7685
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	3	0	0	2800	2793	288	2926	61	719	8187	6280	13	0	0	0	6	2688	2	4	4	2	1	3	4	2922	0	0	0	375	377	386	386	3	104	0	1	288	1	572	0	2793
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	3	0	1	7615	7608	288	2926	61	719	8187	6280	9	953	0	11	23	2688	2	4	3	2	1	3	4	2922	0	0	0	375	377	386	386	11	104	0	1	288	1	572	0	7608
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	3	1	0	2797	2790	288	2926	61	719	8187	6280	13	0	0	0	6	2688	2	4	4	2	1	2	4	2922	0	0	0	375	377	386	386	3	104	0	1	288	1	572	0	2790
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	3	1	1	7615	7608	288	2926	61	719	8187	6280	9	953	0	18	15	2688	2	4	3	2	1	3	4	2922	0	0	0	375	377	386	386	11	104	0	1	288	1	572	0	7608
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	4	0	0	2771	2764	288	2926	61	719	8187	6280	16	0	0	0	7	2688	2	4	4	2	1	3	4	2922	0	0	0	375	377	386	386	3	104	0	1	288	1	572	0	2764
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	4	0	1	7615	7608	288	2926	61	719	8187	6280	11	955	0	14	23	2688	2	4	4	2	1	3	4	2922	0	0	0	375	377	386	386	11	104	0	1	288	1	572	0	7608
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	4	1	0	2768	2761	288	2926	61	719	8187	6280	16	0	0	0	6	2688	2	4	4	2	1	2	4	2922	0	0	0	375	377	386	386	3	104	0	1	288	1	572	0	2761
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	4	1	1	7615	7608	288	2926	61	719	8187	6280	11	955	0	19	15	2688	2	4	4	2	1	3	4	2922	0	0	0	375	377	386	386	11	104	0	1	288	1	572	0	7608
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	5	0	0	2771	2764	288	2926	61	719	8187	6280	16	0	0	0	7	2688	2	4	4	2	1	3	4	2922	0	0	0	375	377	386	386	3	104	0	1	288	1	572	0	2764
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	5	0	1	7615	7608	288	2926	61	719	8187	6280	11	955	0	14	23	2688	2	4	4	2	1	3	4	2922	0	0	0	375	377	386	386	11	104	0	1	288	1	572	0	7608
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	5	1	0	2768	2761	288	2926	61	719	8187	6280	16	0	0	0	6	2688	2	4	4	2	1	2	4	2922	0	0	0	375	377	386	386	3	104	0	1	288	1	572	0	2761
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	5	1	1	7615	7608	288	2926	61	719	8187	6280	11	955	0	19	15	2688	2	4	4	2	1	3	4	2922	0	0	0	375	377	386	386	11	104	0	1	288	1	572	0	7608
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	6	0	0	2771	2764	288	2926	61	719	8187	6280	16	0	0	0	7	2688	2	4	4	2	1	3	4	2922	0	0	0	375	377	386	386	3	104	0	1	288	1	572	0	2764
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	6	0	1	7615	7608	288	2926	61	719	8187	6280	11	955	0	14	23	2688	2	4	4	2	1	3	4	2922	0	0	0	375	377	386	386	11	104	0	1	288	1	572	0	7608
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	6	1	0	2768	2761	288	2926	61	719	8187	6280	16	0	0	0	6	2688	2	4	4	2	1	2	4	2922	0	0	0	375	377	386	386	3	104	0	1	288	1	572	0	2761
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_class	1	0	6	1	1	7615	7608	288	2926	61	719	8187	6280	11	955	0	19	15	2688	2	4	4	2	1	3	4	2922	0	0	0	375	377	386	386	11	104	0	1	288	1	572	0	7608
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	3	0	0	2837	2830	288	2926	61	719	10131	7597	284	0	0	0	11	2528	2	4	4	4	2	2	4	2922	0	0	0	375	377	386	386	3	99	0	0	288	1	72	0	2830
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	3	0	1	7692	7685	288	2926	61	719	10131	7597	284	915	0	31	13	2528	2	4	3	4	1	2	4	2922	0	0	0	375	377	386	386	12	99	0	0	288	1	72	0	7685
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	3	1	0	2828	2821	288	2926	61	719	10131	7597	284	0	0	0	8	2528	2	4	4	4	1	2	4	2922	0	0	0	375	377	386	386	3	99	0	0	288	1	72	0	2821
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	3	1	1	7692	7685	288	2926	61	719	10131	7597	284	915	0	36	15	2528	2	4	3	4	1	3	4	2922	0	0	0	375	377	386	386	12	99	0	0	288	1	72	0	7685
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	4	0	0	2840	2833	288	2926	61	719	10131	7597	284	0	0	0	11	2528	2	4	4	4	2	2	4	2922	0	0	0	375	377	386	386	3	99	0	0	288	1	72	0	2833
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	4	0	1	7721	7714	288	2926	61	719	10131	7597	284	937	0	26	15	2528	2	4	3	4	1	2	4	2922	0	0	0	375	377	386	386	9	99	0	0	288	1	72	0	7714
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	4	1	0	2831	2824	288	2926	61	719	10131	7597	284	0	0	0	8	2528	2	4	4	4	1	2	4	2922	0	0	0	375	377	386	386	3	99	0	0	288	1	72	0	2824
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	4	1	1	7721	7714	288	2926	61	719	10131	7597	284	937	0	33	16	2528	2	4	3	4	1	3	4	2922	0	0	0	375	377	386	386	9	99	0	0	288	1	72	0	7714
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	5	0	0	2837	2830	288	2926	61	719	10131	7597	284	0	0	0	11	2528	2	4	4	4	2	2	4	2922	0	0	0	375	377	386	386	3	99	0	0	288	1	72	0	2830
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	5	0	1	7721	7714	288	2926	61	719	10131	7597	284	941	0	26	15	2528	2	4	3	4	1	2	4	2922	0	0	0	375	377	386	386	8	99	0	0	288	1	72	0	7714
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	5	1	0	2828	2821	288	2926	61	719	10131	7597	284	0	0	0	8	2528	2	4	4	4	1	2	4	2922	0	0	0	375	377	386	386	3	99	0	0	288	1	72	0	2821
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	5	1	1	7721	7714	288	2926	61	719	10131	7597	284	941	0	33	16	2528	2	4	3	4	1	3	4	2922	0	0	0	375	377	386	386	8	99	0	0	288	1	72	0	7714
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	6	0	0	2837	2830	288	2926	61	719	10131	7597	284	0	0	0	11	2528	2	4	4	4	2	2	4	2922	0	0	0	375	377	386	386	3	99	0	0	288	1	72	0	2830
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	6	0	1	7721	7714	288	2926	61	719	10131	7597	284	941	0	26	15	2528	2	4	3	4	1	2	4	2922	0	0	0	375	377	386	386	8	99	0	0	288	1	72	0	7714
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	6	1	0	2828	2821	288	2926	61	719	10131	7597	284	0	0	0	8	2528	2	4	4	4	1	2	4	2922	0	0	0	375	377	386	386	3	99	0	0	288	1	72	0	2821
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	6	1	1	7721	7714	288	2926	61	719	10131	7597	284	941	0	33	16	2528	2	4	3	4	1	3	4	2922	0	0	0	375	377	386	386	8	99	0	0	288	1	72	0	7714
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	3	0	0	2784	2777	288	2926	61	719	10131	7597	13	0	0	0	8	2528	2	4	4	2	2	2	4	2922	0	0	0	375	377	386	386	3	99	0	1	288	1	572	0	2777
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	3	0	1	7634	7627	288	2926	61	719	10131	7597	8	949	0	23	15	2528	2	4	3	2	1	2	4	2922	0	0	0	375	377	386	386	12	99	0	1	288	1	572	0	7627
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	3	1	0	2775	2768	288	2926	61	719	10131	7597	13	0	0	0	7	2528	2	4	4	2	1	2	4	2922	0	0	0	375	377	386	386	3	99	0	1	288	1	572	0	2768
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	3	1	1	7634	7627	288	2926	61	719	10131	7597	8	949	0	30	16	2528	2	4	3	2	1	3	4	2922	0	0	0	375	377	386	386	12	99	0	1	288	1	572	0	7627
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	4	0	0	2755	2748	288	2926	61	719	10131	7597	16	0	0	0	9	2528	2	4	4	2	2	2	4	2922	0	0	0	375	377	386	386	3	99	0	1	288	1	572	0	2748
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	4	0	1	7634	7627	288	2926	61	719	10131	7597	8	943	0	23	15	2528	2	4	4	2	1	2	4	2922	0	0	0	375	377	386	386	9	99	0	1	288	1	572	0	7627
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	4	1	0	2746	2739	288	2926	61	719	10131	7597	16	0	0	0	8	2528	2	4	4	2	1	2	4	2922	0	0	0	375	377	386	386	3	99	0	1	288	1	572	0	2739
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	4	1	1	7634	7627	288	2926	61	719	10131	7597	8	943	0	30	16	2528	2	4	4	2	1	3	4	2922	0	0	0	375	377	386	386	9	99	0	1	288	1	572	0	7627
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	5	0	0	2755	2748	288	2926	61	719	10131	7597	16	0	0	0	9	2528	2	4	4	2	2	2	4	2922	0	0	0	375	377	386	386	3	99	0	1	288	1	572	0	2748
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	5	0	1	7634	7627	288	2926	61	719	10131	7597	8	943	0	23	15	2528	2	4	4	2	1	2	4	2922	0	0	0	375	377	386	386	9	99	0	1	288	1	572	0	7627
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	5	1	0	2746	2739	288	2926	61	719	10131	7597	16	0	0	0	8	2528	2	4	4	2	1	2	4	2922	0	0	0	375	377	386	386	3	99	0	1	288	1	572	0	2739
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	5	1	1	7634	7627	288	2926	61	719	10131	7597	8	943	0	30	16	2528	2	4	4	2	1	3	4	2922	0	0	0	375	377	386	386	9	99	0	1	288	1	572	0	7627
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	6	0	0	2755	2748	288	2926	61	719	10131	7597	16	0	0	0	9	2528	2	4	4	2	2	2	4	2922	0	0	0	375	377	386	386	3	99	0	1	288	1	572	0	2748
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	6	0	1	7634	7627	288	2926	61	719	10131	7597	8	943	0	23	15	2528	2	4	4	2	1	2	4	2922	0	0	0	375	377	386	386	9	99	0	1	288	1	572	0	7627
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	6	1	0	2746	2739	288	2926	61	719	10131	7597	16	0	0	0	8	2528	2	4	4	2	1	2	4	2922	0	0	0	375	377	386	386	3	99	0	1	288	1	572	0	2739
v000_zurich_city_09_a_0001_s2b5_p684_h1055_252_packed_time	1	1	6	1	1	7634	7627	288	2926	61	719	10131	7597	8	943	0	30	16	2528	2	4	4	2	1	3	4	2922	0	0	0	375	377	386	386	9	99	0	1	288	1	572	0	7627
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	3	0	0	1209	1202	288	238	6	61	301	233	284	0	0	0	7	2432	2	4	4	4	0	3	4	234	0	0	0	377	376	386	386	3	96	0	0	288	1	72	0	1202
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	3	0	1	1535	1528	288	238	6	61	301	233	284	72	0	17	7	2432	1	4	4	4	0	3	4	234	0	0	0	377	376	386	386	11	96	0	0	288	1	72	0	1528
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	3	1	0	1209	1202	288	238	6	61	301	233	284	0	0	0	5	2432	2	4	4	4	0	2	4	234	0	0	0	377	376	386	386	3	96	0	0	288	1	72	0	1202
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	3	1	1	1535	1528	288	238	6	61	301	233	284	72	0	19	5	2432	1	4	4	4	0	2	4	234	0	0	0	377	376	386	386	11	96	0	0	288	1	72	0	1528
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	4	0	0	1210	1203	288	238	6	61	301	233	284	0	0	0	7	2432	2	4	4	4	0	3	4	234	0	0	0	377	376	386	386	3	96	0	0	288	1	72	0	1203
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	4	0	1	1563	1556	288	238	6	61	301	233	284	84	0	12	7	2432	1	4	4	4	0	3	4	234	0	0	0	377	376	386	386	12	96	0	0	288	1	72	0	1556
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	4	1	0	1210	1203	288	238	6	61	301	233	284	0	0	0	5	2432	2	4	4	4	0	2	4	234	0	0	0	377	376	386	386	3	96	0	0	288	1	72	0	1203
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	4	1	1	1563	1556	288	238	6	61	301	233	284	84	0	14	5	2432	1	4	4	4	0	2	4	234	0	0	0	377	376	386	386	12	96	0	0	288	1	72	0	1556
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	5	0	0	1209	1202	288	238	6	61	301	233	284	0	0	0	7	2432	2	4	4	4	0	3	4	234	0	0	0	377	376	386	386	3	96	0	0	288	1	72	0	1202
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	5	0	1	1535	1528	288	238	6	61	301	233	284	72	0	17	7	2432	1	4	4	4	0	3	4	234	0	0	0	377	376	386	386	12	96	0	0	288	1	72	0	1528
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	5	1	0	1209	1202	288	238	6	61	301	233	284	0	0	0	5	2432	2	4	4	4	0	2	4	234	0	0	0	377	376	386	386	3	96	0	0	288	1	72	0	1202
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	5	1	1	1535	1528	288	238	6	61	301	233	284	72	0	19	5	2432	1	4	4	4	0	2	4	234	0	0	0	377	376	386	386	12	96	0	0	288	1	72	0	1528
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	6	0	0	1209	1202	288	238	6	61	301	233	284	0	0	0	7	2432	2	4	4	4	0	3	4	234	0	0	0	377	376	386	386	3	96	0	0	288	1	72	0	1202
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	6	0	1	1535	1528	288	238	6	61	301	233	284	72	0	17	7	2432	1	4	4	4	0	3	4	234	0	0	0	377	376	386	386	12	96	0	0	288	1	72	0	1528
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	6	1	0	1209	1202	288	238	6	61	301	233	284	0	0	0	5	2432	2	4	4	4	0	2	4	234	0	0	0	377	376	386	386	3	96	0	0	288	1	72	0	1202
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	6	1	1	1535	1528	288	238	6	61	301	233	284	72	0	19	5	2432	1	4	4	4	0	2	4	234	0	0	0	377	376	386	386	12	96	0	0	288	1	72	0	1528
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	3	0	0	1139	1132	288	238	6	61	301	233	22	0	0	0	7	2432	2	4	4	3	0	3	4	234	0	0	0	377	376	386	386	3	96	0	1	288	1	572	0	1132
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	3	0	1	1470	1463	288	238	6	61	301	233	20	84	0	24	7	2432	1	4	3	4	0	3	4	234	0	0	0	377	376	386	386	11	96	0	1	288	1	572	0	1463
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	3	1	0	1139	1132	288	238	6	61	301	233	22	0	0	0	5	2432	2	4	4	3	0	2	4	234	0	0	0	377	376	386	386	3	96	0	1	288	1	572	0	1132
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	3	1	1	1470	1463	288	238	6	61	301	233	20	84	0	25	5	2432	1	4	3	4	0	2	4	234	0	0	0	377	376	386	386	11	96	0	1	288	1	572	0	1463
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	4	0	0	1144	1137	288	238	6	61	301	233	24	0	0	0	7	2432	2	4	4	4	0	3	4	234	0	0	0	377	376	386	386	3	96	0	1	288	1	572	0	1137
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	4	0	1	1507	1500	288	238	6	61	301	233	18	71	0	15	7	2432	1	4	3	2	0	3	4	234	0	0	0	377	376	386	386	9	96	0	1	288	1	572	0	1500
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	4	1	0	1143	1136	288	238	6	61	301	233	24	0	0	0	5	2432	1	4	4	4	0	2	4	234	0	0	0	377	376	386	386	3	96	0	1	288	1	572	0	1136
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	4	1	1	1507	1500	288	238	6	61	301	233	18	71	0	16	5	2432	1	4	3	2	0	2	4	234	0	0	0	377	376	386	386	9	96	0	1	288	1	572	0	1500
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	5	0	0	1144	1137	288	238	6	61	301	233	24	0	0	0	7	2432	2	4	4	4	0	3	4	234	0	0	0	377	376	386	386	3	96	0	1	288	1	572	0	1137
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	5	0	1	1507	1500	288	238	6	61	301	233	18	71	0	15	7	2432	1	4	3	2	0	3	4	234	0	0	0	377	376	386	386	9	96	0	1	288	1	572	0	1500
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	5	1	0	1143	1136	288	238	6	61	301	233	24	0	0	0	5	2432	1	4	4	4	0	2	4	234	0	0	0	377	376	386	386	3	96	0	1	288	1	572	0	1136
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	5	1	1	1507	1500	288	238	6	61	301	233	18	71	0	16	5	2432	1	4	3	2	0	2	4	234	0	0	0	377	376	386	386	9	96	0	1	288	1	572	0	1500
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	6	0	0	1144	1137	288	238	6	61	301	233	24	0	0	0	7	2432	2	4	4	4	0	3	4	234	0	0	0	377	376	386	386	3	96	0	1	288	1	572	0	1137
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	6	0	1	1507	1500	288	238	6	61	301	233	18	71	0	15	7	2432	1	4	3	2	0	3	4	234	0	0	0	377	376	386	386	9	96	0	1	288	1	572	0	1500
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	6	1	0	1143	1136	288	238	6	61	301	233	24	0	0	0	5	2432	1	4	4	4	0	2	4	234	0	0	0	377	376	386	386	3	96	0	1	288	1	572	0	1136
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_class	1	0	6	1	1	1507	1500	288	238	6	61	301	233	18	71	0	16	5	2432	1	4	3	2	0	2	4	234	0	0	0	377	376	386	386	9	96	0	1	288	1	572	0	1500
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	3	0	0	1161	1154	288	238	6	61	645	483	284	0	0	0	11	2080	2	4	4	4	0	3	4	234	0	0	0	377	376	386	386	3	85	0	0	288	1	72	0	1154
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	3	0	1	1478	1471	288	238	6	61	645	483	284	56	0	29	11	2080	2	4	3	4	0	3	4	234	0	0	0	377	376	386	386	12	85	0	0	288	1	72	0	1471
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	3	1	0	1161	1154	288	238	6	61	645	483	284	0	0	0	10	2080	2	4	4	4	0	2	4	234	0	0	0	377	376	386	386	3	85	0	0	288	1	72	0	1154
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	3	1	1	1478	1471	288	238	6	61	645	483	284	56	0	33	10	2080	2	4	3	4	0	2	4	234	0	0	0	377	376	386	386	12	85	0	0	288	1	72	0	1471
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	4	0	0	1162	1155	288	238	6	61	645	483	284	0	0	0	11	2080	2	4	4	4	0	3	4	234	0	0	0	377	376	386	386	3	85	0	0	288	1	72	0	1155
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	4	0	1	1516	1509	288	238	6	61	645	483	284	80	0	19	11	2080	2	4	4	4	0	3	4	234	0	0	0	377	376	386	386	10	85	0	0	288	1	72	0	1509
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	4	1	0	1162	1155	288	238	6	61	645	483	284	0	0	0	10	2080	2	4	4	4	0	2	4	234	0	0	0	377	376	386	386	3	85	0	0	288	1	72	0	1155
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	4	1	1	1516	1509	288	238	6	61	645	483	284	80	0	23	10	2080	2	4	4	4	0	2	4	234	0	0	0	377	376	386	386	10	85	0	0	288	1	72	0	1509
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	5	0	0	1161	1154	288	238	6	61	645	483	284	0	0	0	11	2080	2	4	4	4	0	3	4	234	0	0	0	377	376	386	386	3	85	0	0	288	1	72	0	1154
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	5	0	1	1478	1471	288	238	6	61	645	483	284	56	0	29	11	2080	2	4	3	4	0	3	4	234	0	0	0	377	376	386	386	8	85	0	0	288	1	72	0	1471
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	5	1	0	1161	1154	288	238	6	61	645	483	284	0	0	0	10	2080	2	4	4	4	0	2	4	234	0	0	0	377	376	386	386	3	85	0	0	288	1	72	0	1154
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	5	1	1	1478	1471	288	238	6	61	645	483	284	56	0	33	10	2080	2	4	3	4	0	2	4	234	0	0	0	377	376	386	386	8	85	0	0	288	1	72	0	1471
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	6	0	0	1161	1154	288	238	6	61	645	483	284	0	0	0	11	2080	2	4	4	4	0	3	4	234	0	0	0	377	376	386	386	3	85	0	0	288	1	72	0	1154
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	6	0	1	1478	1471	288	238	6	61	645	483	284	56	0	29	11	2080	2	4	3	4	0	3	4	234	0	0	0	377	376	386	386	8	85	0	0	288	1	72	0	1471
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	6	1	0	1161	1154	288	238	6	61	645	483	284	0	0	0	10	2080	2	4	4	4	0	2	4	234	0	0	0	377	376	386	386	3	85	0	0	288	1	72	0	1154
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	6	1	1	1478	1471	288	238	6	61	645	483	284	56	0	33	10	2080	2	4	3	4	0	2	4	234	0	0	0	377	376	386	386	8	85	0	0	288	1	72	0	1471
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	3	0	0	1092	1085	288	238	6	61	645	483	22	0	0	0	11	2080	2	4	4	3	0	3	4	234	0	0	0	377	376	386	386	3	85	0	1	288	1	572	0	1085
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	3	0	1	1440	1433	288	238	6	61	645	483	20	68	0	10	11	2080	2	4	4	3	0	3	4	234	0	0	0	377	376	386	386	12	85	0	1	288	1	572	0	1433
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	3	1	0	1091	1084	288	238	6	61	645	483	22	0	0	0	10	2080	2	4	4	3	0	2	4	234	0	0	0	377	376	386	386	3	85	0	1	288	1	572	0	1084
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	3	1	1	1440	1433	288	238	6	61	645	483	20	68	0	13	10	2080	2	4	4	3	0	2	4	234	0	0	0	377	376	386	386	12	85	0	1	288	1	572	0	1433
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	4	0	0	1095	1088	288	238	6	61	645	483	24	0	0	0	11	2080	2	4	4	4	0	3	4	234	0	0	0	377	376	386	386	3	85	0	1	288	1	572	0	1088
v006_zurich_city_02_c_0011_s2b0_p52_h97_830_packed_time	1	1	4	0	1	1459	1452	288	238	6	61	645	483	16	74	0	17	11	2080	2	4	4	3	0	3	4	234	0	0	0	377	376	386	386	11	85	0	1	288	1	572	0	1452
