artifact_uri,batch_size,crop,duration_min,end_time_utc,eval_AAE,eval_AEE,eval_AEE_PE1,eval_AEE_PE2,eval_AEE_PE3,eval_AEE_outliers,experiment_id,lr_init,metric_train_loss,metric_valid_loss,model_name,n_epochs,num_params,run_id,start_time_utc,status
file:///root/private_data/sdformer_mlflow/653229668823306066/89cc9fdf5c93495fa2ab5f0071edc41d/artifacts,1,"[288, 384]",23.335,2026-03-25T06:42:44.389000+00:00,57.41096,6.170446,0.93594027,0.7964888,0.6474233,0.6474233,653229668823306066,0.0001,6.888254501886069,3.925288200378418,MS_SpikingformerFlowNet_en4,1,54919238,89cc9fdf5c93495fa2ab5f0071edc41d,2026-03-25T06:19:24.269000+00:00,FINISHED
file:///root/private_data/sdformer_mlflow/0/4d16af49a24a49a880c91af30b495d28/artifacts,1,"[288, 384]",,,,,,,,,0,0.0001,,,MS_SpikingformerFlowNet_en4,60,54919238,4d16af49a24a49a880c91af30b495d28,2026-03-26T11:35:39.849000+00:00,RUNNING
