function,case,real,mode,bp,pass,p,cycles_to_last_code,cycles_to_done,first_X_request_to_last_code,words,bytes,config_words,X_words,prefetch_words,produced_pairs,channel_refs,batches,scalar_mac,bound_cycles,popcount16_ops,dominance_tests,reduce_cycles,cache_hits,refetches,peak_slots,req_stall,out_stall,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16
zero_class,train1,1,3,1,1,4,10257,10260,10073,124,1984,0,124,0,441,71,52,4410,9076,136272,128256,501,9,1,4,28,3,1,0,0,6,58,0,327,52,520,156,52,0,9,3,559,8016,501
zero_class,train1,1,3,1,1,5,9181,9182,8997,92,1472,0,92,0,393,56,43,3930,8203,123216,115968,453,10,0,4,25,3,1,0,0,6,49,0,268,43,430,129,43,0,9,1,502,7248,453
zero_class,train1,1,3,1,1,6,9334,9337,9150,102,1632,0,102,0,400,60,44,4000,8330,125120,117760,460,9,1,4,25,1,1,0,0,6,50,0,280,44,440,132,44,0,7,3,510,7360,460
zero_class,train1,1,3,1,1,7,9068,9069,8884,90,1440,0,90,0,387,52,43,3870,8095,121584,114432,447,7,0,4,31,0,1,0,0,6,49,0,266,43,430,129,43,0,6,1,496,7152,447
zero_class,train1,1,3,1,1,8,10190,10191,10006,118,1888,0,118,0,439,74,51,4390,9039,135728,127744,499,15,2,4,22,5,1,0,0,6,57,0,311,51,510,153,51,0,11,1,556,7984,499
zero_class,train1,1,3,1,1,9,9500,9501,9316,106,1696,0,106,0,406,68,47,4060,8441,126752,119296,466,15,1,4,21,3,1,0,0,6,53,0,285,47,470,141,47,0,9,1,519,7456,466
zero_class,train1,1,3,1,1,10,9081,9082,8897,90,1440,0,90,0,388,53,43,3880,8113,121856,114688,448,8,0,4,27,5,1,0,0,6,49,0,256,43,430,129,43,0,11,1,497,7168,448
zero_class,train1,1,3,1,1,11,9128,9129,8944,92,1472,0,92,0,391,54,43,3910,8167,122672,115456,451,8,0,4,25,6,1,0,0,6,49,0,248,43,430,129,43,0,12,1,500,7216,451
zero_class,train1,1,3,1,1,12,9148,9149,8964,90,1440,0,90,0,392,53,43,3920,8185,122944,115712,452,8,0,4,30,1,1,0,0,6,49,0,255,43,430,129,43,0,7,1,501,7232,452
zero_class,train1,1,3,1,1,13,10432,10433,10248,122,1952,0,122,0,450,77,53,4500,9239,138720,130560,510,16,0,4,29,3,1,0,0,6,59,0,323,53,530,159,53,0,9,1,569,8160,510
