layer,calls,spikes,elements,firing_rate,mean_call_firing_rate
sttmultires_unet.decoders.0.sn,40,9079043,66355200,0.1368248908902392,0.13682489089023922
sttmultires_unet.decoders.1.sn,40,21030817,133056000,0.15805989207551707,0.15805989207551713
sttmultires_unet.decoders.2.sn,40,41328968,266803200,0.1549043189886778,0.1549043189886778
sttmultires_unet.decoders.3.sn,40,135051892,536371200,0.25178811241170296,0.25178811241170285
sttmultires_unet.encoders.swin3d.layers.0.downsample.sn,40,57929429,265420800,0.2182550463264371,0.21825504632643714
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.attn_sn,40,0,273715200,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.proj_sn,40,46888366,273715200,0.17130347894453798,0.17130347894453798
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.sn2_q,40,623341,8553600,0.07287469603441826,0.07287469603441828
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.sn_k,40,21386028,273715200,0.07813240916105499,0.07813240916105499
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.attn.sn_q,40,2690281,273715200,0.009828759966563787,0.009828759966563787
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.mlp.sn1,40,53352333,265420800,0.20101036919487847,0.20101036919487844
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.mlp.sn2,40,34923166,1061683200,0.032894149591893324,0.03289414959189333
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.attn_sn,40,0,273715200,0.0,0.0
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.proj_sn,40,29131970,273715200,0.10643168519687617,0.10643168519687618
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.sn2_q,40,105583,8553600,0.012343691545080434,0.012343691545080433
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.sn_k,40,10620091,273715200,0.038799785324307896,0.038799785324307896
sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.1.attn.sn_q,40,13494792,273715200,0.04930231130751964,0.04930231130751964
